round,cumulative_ler
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.07692307692307693
14,0.14285714285714285
15,0.13333333333333333
16,0.1875
17,0.23529411764705882
18,0.2777777777777778
19,0.2631578947368421
20,0.25
21,0.2857142857142857
22,0.2727272727272727
23,0.2608695652173913
24,0.25
25,0.24
26,0.23076923076923078
27,0.2222222222222222
28,0.21428571428571427
29,0.20689655172413793
30,0.2
31,0.1935483870967742
32,0.1875
33,0.18181818181818182
34,0.17647058823529413
35,0.17142857142857143
36,0.16666666666666666
37,0.16216216216216217
38,0.15789473684210525
39,0.15384615384615385
40,0.15
41,0.14634146341463414
42,0.14285714285714285
43,0.13953488372093023
44,0.13636363636363635
45,0.13333333333333333
46,0.13043478260869565
47,0.14893617021276595
48,0.14583333333333334
49,0.14285714285714285
50,0.14
51,0.13725490196078433
52,0.1346153846153846
53,0.1320754716981132
54,0.12962962962962962
55,0.12727272727272726
56,0.14285714285714285
57,0.14035087719298245
58,0.15517241379310345
59,0.1694915254237288
60,0.16666666666666666
61,0.16393442622950818
62,0.16129032258064516
63,0.1746031746031746
64,0.1875
65,0.2
66,0.21212121212121213
67,0.208955223880597
68,0.22058823529411764
69,0.2318840579710145
70,0.22857142857142856
71,0.23943661971830985
72,0.2361111111111111
73,0.2328767123287671
74,0.22972972972972974
75,0.22666666666666666
76,0.2236842105263158
77,0.22077922077922077
78,0.21794871794871795
79,0.21518987341772153
80,0.2125
81,0.20987654320987653
82,0.2073170731707317
83,0.20481927710843373
84,0.20238095238095238
85,0.2
86,0.19767441860465115
87,0.19540229885057472
88,0.20454545454545456
89,0.20224719101123595
90,0.2
91,0.1978021978021978
92,0.20652173913043478
93,0.21505376344086022
94,0.22340425531914893
95,0.22105263157894736
96,0.22916666666666666
97,0.23711340206185566
98,0.23469387755102042
99,0.23232323232323232
100,0.24
101,0.2376237623762376
102,0.23529411764705882
103,0.23300970873786409
104,0.23076923076923078
105,0.22857142857142856
106,0.2358490566037736
107,0.24299065420560748
108,0.25
109,0.25688073394495414
110,0.2636363636363636
111,0.27927927927927926
112,0.29464285714285715
113,0.3008849557522124
114,0.3157894736842105
115,0.3130434782608696
116,0.3103448275862069
117,0.3076923076923077
118,0.3050847457627119
119,0.3025210084033613
120,0.3
121,0.2975206611570248
122,0.29508196721311475
123,0.2926829268292683
124,0.2903225806451613
125,0.288
126,0.29365079365079366
127,0.29133858267716534
128,0.2890625
129,0.2868217054263566
130,0.3
131,0.3053435114503817
132,0.3106060606060606
133,0.3157894736842105
134,0.3208955223880597
135,0.31851851851851853
136,0.3235294117647059
137,0.3284671532846715
138,0.3333333333333333
139,0.33093525179856115
140,0.3357142857142857
141,0.3333333333333333
142,0.33098591549295775
143,0.32867132867132864
144,0.3263888888888889
145,0.32413793103448274
146,0.3219178082191781
147,0.3197278911564626
148,0.31756756756756754
