round,full_mean,full_std,simplified_mean,simplified_std,gap_mean
285,0.3989473684210526,0.03872546235085481,0.021403508771929824,0.025128784940061585,0.3775438596491228
286,0.39895104895104894,0.038760755993574335,0.021328671328671327,0.025040922055655775,0.3776223776223776
287,0.3986062717770035,0.03908656073137325,0.02125435540069686,0.02495367145615871,0.3773519163763066
288,0.39965277777777775,0.039020424870813045,0.021180555555555557,0.02486702676360261,0.3784722222222222
289,0.4,0.03912330525979949,0.02110726643598616,0.024780981688296025,0.3788927335640139
290,0.4003448275862069,0.0385050608962698,0.021034482758620694,0.024695530027301904,0.3793103448275862
291,0.40034364261168387,0.03867315538476805,0.02096219931271478,0.024610665662946913,0.3793814432989691
292,0.40034246575342464,0.03918053685192756,0.02089041095890411,0.024526382561361477,0.37945205479452054
293,0.40034129692832765,0.03909451659125748,0.020819112627986348,0.024442674771049663,0.3795221843003413
294,0.40034013605442176,0.038393210272518866,0.02074829931972789,0.024359536421488272,0.3795918367346939
295,0.4006779661016949,0.03786305628594767,0.020677966101694915,0.024276961721754413,0.38
296,0.4006756756756757,0.037168304160743425,0.02060810810810811,0.024194944959180915,0.3800675675675676
297,0.4006734006734007,0.03685292469363537,0.020875420875420873,0.024915824915824922,0.3797979797979798
298,0.40134228187919463,0.036581798858823206,0.021140939597315438,0.02457008390333621,0.3802013422818792
299,0.40267558528428093,0.036027379289619355,0.02140468227424749,0.024265360732062948,0.38127090301003347
300,0.40266666666666673,0.03577087580079018,0.021333333333333333,0.024184476196289405,0.3813333333333334
301,0.40332225913621256,0.03606449633252336,0.021262458471760795,0.024104129099291768,0.3820598006644518
302,0.40364238410596026,0.036286616885226705,0.02119205298013245,0.024024314102274246,0.3824503311258278
303,0.40429042904290424,0.036070357651810436,0.02112211221122112,0.023945025936920203,0.3831683168316831
304,0.40394736842105267,0.03659456311887732,0.021052631578947364,0.023866259404232964,0.3828947368421053
305,0.40459016393442615,0.03630916249155968,0.020983606557377053,0.023788009373399414,0.3836065573770491
306,0.4058823529411765,0.03693822523122821,0.020915032679738564,0.02371027078067589,0.384967320261438
307,0.4058631921824105,0.037202062632623406,0.02084690553745928,0.023633038628295834,0.38501628664495124
308,0.4055194805194805,0.03739972256267713,0.021103896103896104,0.02337887795765544,0.3844155844155844
309,0.4051779935275081,0.03711961413317713,0.021359223300970877,0.023165734845531756,0.3838187702265372
310,0.4054838709677419,0.03672464120440242,0.021290322580645164,0.023091006668610685,0.38419354838709674
311,0.4057877813504822,0.03657123397585319,0.02122186495176849,0.023016759058743768,0.38456591639871374
312,0.4057692307692308,0.03743831218063805,0.021153846153846155,0.022942987395093952,0.3846153846153847
313,0.40575079872204467,0.037640067667790766,0.02108626198083067,0.022869687115876395,0.384664536741214
314,0.4060509554140128,0.037715666504226156,0.02101910828025478,0.022796853717418193,0.38503184713375804
315,0.4060317460317461,0.0373592934253395,0.02095238095238095,0.022724482753235912,0.38507936507936513
316,0.40664556962025317,0.03753036478272284,0.02088607594936709,0.022652569833130732,0.3857594936708861
317,0.4069400630914826,0.03772322000978359,0.02082018927444795,0.022581110622300667,0.38611987381703466
318,0.4066037735849057,0.03833512618278673,0.020754716981132078,0.022510100840469532,0.3858490566037736
319,0.4078369905956113,0.03807067743269037,0.020689655172413796,0.022439536261032327,0.3871473354231975
320,0.40750000000000003,0.03784218875805151,0.0209375,0.022666484757235737,0.38656250000000003
321,0.40685358255451715,0.03715402246947184,0.02087227414330218,0.02259587265518827,0.385981308411215
322,0.40683229813664595,0.03734463979020476,0.020807453416149067,0.022525699137625577,0.38602484472049686
323,0.4068111455108359,0.037259904354997854,0.020743034055727555,0.022455960131007542,0.38606811145510833
324,0.4067901234567902,0.03659197613649119,0.02067901234567901,0.022386651612084675,0.3861111111111112
325,0.4067692307692307,0.03650532910760343,0.020923076923076923,0.02264414706827582,0.3858461538461538
326,0.4064417177914111,0.036739452175492404,0.020858895705521477,0.022574686494446747,0.3855828220858896
327,0.4064220183486239,0.03681047770893377,0.020795107033639147,0.02250565075593162,0.3856269113149848
328,0.40731707317073174,0.03620739716903299,0.02103658536585366,0.02279256547751911,0.38628048780487806
329,0.4072948328267477,0.03588686235415304,0.020972644376899698,0.02272328716299777,0.386322188449848
330,0.4075757575757576,0.036395188331710036,0.02090909090909091,0.022654428717049292,0.38666666666666666
331,0.40755287009063446,0.03563033944138862,0.02084592145015106,0.022585986334218332,0.3867069486404834
