gate_id,family,stage,metric,direction,estimate,standard_error,bound,margin,cluster_count,passed,denominator
ab/c8/shared/vacuum_g/IDLE/density_trace_distance,physical_state_channel,round,density_trace_distance,upper,0.001302375466632118,0.007815894634715414,0.014158378104414318,0.1,768,True,ab/c8/shared/vacuum_g/IDLE: paired seed_position
ab/c8/shared/vacuum_g/IDLE/mean_photon_difference,physical_state_channel,round,mean_photon_difference,upper,0.0,0.0,0.0,0.08,768,True,ab/c8/shared/vacuum_g/IDLE: paired seed_position
ab/c8/shared/vacuum_g/IDLE/level_probability_l1,physical_state_channel,round,level_probability_l1,upper,0.0026041668119809527,0.0045125088081283534,0.010026583291681341,0.1,768,True,ab/c8/shared/vacuum_g/IDLE: paired seed_position
ab/c8/shared/vacuum_g/IDLE/predictive_mean_l2,iq_conditional_distribution,round,predictive_mean_l2,upper,5.779494062327255e-07,0.0,5.779494062327255e-07,0.12,768,True,ab/c8/shared/vacuum_g/IDLE: paired seed_position
ab/c8/shared/vacuum_g/IDLE/predictive_covariance_frobenius,iq_conditional_distribution,round,predictive_covariance_frobenius,upper,9.79126682048607e-07,5.864594573232519e-21,9.791266820486168e-07,0.18,768,True,ab/c8/shared/vacuum_g/IDLE: paired seed_position
ab/c8/shared/vacuum_g/IDLE/predictive_cdf_i_sup,iq_conditional_distribution,round,predictive_cdf_i_sup,upper,3.4044047747538997e-07,0.0,3.4044047747538997e-07,0.24,768,True,ab/c8/shared/vacuum_g/IDLE: paired seed_position
ab/c8/shared/vacuum_g/IDLE/predictive_cdf_q_sup,iq_conditional_distribution,round,predictive_cdf_q_sup,upper,1.248183778557177e-09,0.0,1.248183778557177e-09,0.24,768,True,ab/c8/shared/vacuum_g/IDLE: paired seed_position
ab/c8/shared/vacuum_g/IDLE/paired_proper_score_per_sample,likelihood_score_posterior,round,paired_proper_score_per_sample,upper,1.4188848908175863e-05,7.042220099141042e-07,1.534719103536213e-05,0.0375,768,True,ab/c8/shared/vacuum_g/IDLE: paired seed_position
ab/c8/shared/vacuum_g/IDLE/pairwise_llr_per_sample,likelihood_score_posterior,round,pairwise_llr_per_sample,upper,0.0,0.0,0.0,0.0375,768,True,ab/c8/shared/vacuum_g/IDLE: paired seed_position
ab/c8/shared/vacuum_g/IDLE/posterior_mean_l1,likelihood_score_posterior,round,posterior_mean_l1,upper,1.9699279379874123e-10,1.2671584324248532e-10,4.0542180814835737e-10,0.12,768,True,ab/c8/shared/vacuum_g/IDLE: paired seed_position
ab/c8/shared/vacuum_g/X/density_trace_distance,physical_state_channel,round,density_trace_distance,upper,0.0013023772713646358,0.007798981441387168,0.01413056018175754,0.1,768,True,ab/c8/shared/vacuum_g/X: paired seed_position
ab/c8/shared/vacuum_g/X/mean_photon_difference,physical_state_channel,round,mean_photon_difference,upper,5.78674798397431e-06,1.0025180261505185e-05,2.2276702097953423e-05,0.08,768,True,ab/c8/shared/vacuum_g/X: paired seed_position
ab/c8/shared/vacuum_g/X/level_probability_l1,physical_state_channel,round,level_probability_l1,upper,0.002604166811995412,0.004512508808128341,0.010026583291695779,0.1,768,True,ab/c8/shared/vacuum_g/X: paired seed_position
ab/c8/shared/vacuum_g/X/predictive_mean_l2,iq_conditional_distribution,round,predictive_mean_l2,upper,5.779451399854858e-07,0.0,5.779451399854858e-07,0.12,768,True,ab/c8/shared/vacuum_g/X: paired seed_position
ab/c8/shared/vacuum_g/X/predictive_covariance_frobenius,iq_conditional_distribution,round,predictive_covariance_frobenius,upper,9.791018377840756e-07,0.0,9.791018377840756e-07,0.18,768,True,ab/c8/shared/vacuum_g/X: paired seed_position
ab/c8/shared/vacuum_g/X/predictive_cdf_i_sup,iq_conditional_distribution,round,predictive_cdf_i_sup,upper,3.404429670395004e-07,0.0,3.404429670395004e-07,0.24,768,True,ab/c8/shared/vacuum_g/X: paired seed_position
ab/c8/shared/vacuum_g/X/predictive_cdf_q_sup,iq_conditional_distribution,round,predictive_cdf_q_sup,upper,1.2602725529831105e-09,0.0,1.2602725529831105e-09,0.24,768,True,ab/c8/shared/vacuum_g/X: paired seed_position
ab/c8/shared/vacuum_g/X/paired_proper_score_per_sample,likelihood_score_posterior,round,paired_proper_score_per_sample,upper,1.3959214275405021e-05,6.99370879551503e-07,1.5109577003219552e-05,0.0375,768,True,ab/c8/shared/vacuum_g/X: paired seed_position
ab/c8/shared/vacuum_g/X/pairwise_llr_per_sample,likelihood_score_posterior,round,pairwise_llr_per_sample,upper,0.0,0.0,0.0,0.0375,768,True,ab/c8/shared/vacuum_g/X: paired seed_position
ab/c8/shared/vacuum_g/X/posterior_mean_l1,likelihood_score_posterior,round,posterior_mean_l1,upper,1.181904523103001e-09,1.0894101714118288e-09,2.973824794787573e-09,0.12,768,True,ab/c8/shared/vacuum_g/X: paired seed_position
ab/c8/shared/vacuum_g/Z/density_trace_distance,physical_state_channel,round,density_trace_distance,upper,0.0013023772713646356,0.007798981441387168,0.01413056018175754,0.1,768,True,ab/c8/shared/vacuum_g/Z: paired seed_position
ab/c8/shared/vacuum_g/Z/mean_photon_difference,physical_state_channel,round,mean_photon_difference,upper,5.786747983957322e-06,1.0025180261467877e-05,2.227670209787507e-05,0.08,768,True,ab/c8/shared/vacuum_g/Z: paired seed_position
ab/c8/shared/vacuum_g/Z/level_probability_l1,physical_state_channel,round,level_probability_l1,upper,0.0026041668119954125,0.004512508808128342,0.01002658329169578,0.1,768,True,ab/c8/shared/vacuum_g/Z: paired seed_position
ab/c8/shared/vacuum_g/Z/predictive_mean_l2,iq_conditional_distribution,round,predictive_mean_l2,upper,5.779451398744642e-07,2.9322972866162594e-21,5.77945139874469e-07,0.12,768,True,ab/c8/shared/vacuum_g/Z: paired seed_position
ab/c8/shared/vacuum_g/Z/predictive_covariance_frobenius,iq_conditional_distribution,round,predictive_covariance_frobenius,upper,9.791018374093764e-07,5.864594573232519e-21,9.791018374093861e-07,0.18,768,True,ab/c8/shared/vacuum_g/Z: paired seed_position
ab/c8/shared/vacuum_g/Z/predictive_cdf_i_sup,iq_conditional_distribution,round,predictive_cdf_i_sup,upper,3.404429669284781e-07,0.0,3.404429669284781e-07,0.24,768,True,ab/c8/shared/vacuum_g/Z: paired seed_position
ab/c8/shared/vacuum_g/Z/predictive_cdf_q_sup,iq_conditional_distribution,round,predictive_cdf_q_sup,upper,1.2602725529831105e-09,0.0,1.2602725529831105e-09,0.24,768,True,ab/c8/shared/vacuum_g/Z: paired seed_position
ab/c8/shared/vacuum_g/Z/paired_proper_score_per_sample,likelihood_score_posterior,round,paired_proper_score_per_sample,upper,1.3585232917297125e-05,6.946013747200168e-07,1.4727750507790822e-05,0.0375,768,True,ab/c8/shared/vacuum_g/Z: paired seed_position
ab/c8/shared/vacuum_g/Z/pairwise_llr_per_sample,likelihood_score_posterior,round,pairwise_llr_per_sample,upper,0.0,0.0,0.0,0.0375,768,True,ab/c8/shared/vacuum_g/Z: paired seed_position
ab/c8/shared/vacuum_g/Z/posterior_mean_l1,likelihood_score_posterior,round,posterior_mean_l1,upper,1.0608323494191557e-09,5.456315582888341e-10,1.958316397049728e-09,0.12,768,True,ab/c8/shared/vacuum_g/Z: paired seed_position
ab/c8/shared/vacuum_g/XZ/density_trace_distance,physical_state_channel,round,density_trace_distance,upper,0.001302378347581832,0.007782333391857115,0.01410317765332356,0.1,768,True,ab/c8/shared/vacuum_g/XZ: paired seed_position
ab/c8/shared/vacuum_g/XZ/mean_photon_difference,physical_state_channel,round,mean_photon_difference,upper,1.1813036680892436e-05,2.04654373942649e-05,4.547568560599734e-05,0.08,768,True,ab/c8/shared/vacuum_g/XZ: paired seed_position
ab/c8/shared/vacuum_g/XZ/level_probability_l1,physical_state_channel,round,level_probability_l1,upper,0.0026041668120118985,0.00451250880812833,0.010026583291712247,0.1,768,True,ab/c8/shared/vacuum_g/XZ: paired seed_position
ab/c8/shared/vacuum_g/XZ/predictive_mean_l2,iq_conditional_distribution,round,predictive_mean_l2,upper,5.77918009320151e-07,0.0,5.77918009320151e-07,0.12,768,True,ab/c8/shared/vacuum_g/XZ: paired seed_position
ab/c8/shared/vacuum_g/XZ/predictive_covariance_frobenius,iq_conditional_distribution,round,predictive_covariance_frobenius,upper,9.790183693354063e-07,5.864594573232519e-21,9.79018369335416e-07,0.18,768,True,ab/c8/shared/vacuum_g/XZ: paired seed_position
ab/c8/shared/vacuum_g/XZ/predictive_cdf_i_sup,iq_conditional_distribution,round,predictive_cdf_i_sup,upper,3.4044322305692987e-07,0.0,3.4044322305692987e-07,0.24,768,True,ab/c8/shared/vacuum_g/XZ: paired seed_position
ab/c8/shared/vacuum_g/XZ/predictive_cdf_q_sup,iq_conditional_distribution,round,predictive_cdf_q_sup,upper,1.2994850751013587e-09,0.0,1.2994850751013587e-09,0.24,768,True,ab/c8/shared/vacuum_g/XZ: paired seed_position
ab/c8/shared/vacuum_g/XZ/paired_proper_score_per_sample,likelihood_score_posterior,round,paired_proper_score_per_sample,upper,1.4066281243358542e-05,6.978662034226315e-07,1.5214168999185111e-05,0.0375,768,True,ab/c8/shared/vacuum_g/XZ: paired seed_position
ab/c8/shared/vacuum_g/XZ/pairwise_llr_per_sample,likelihood_score_posterior,round,pairwise_llr_per_sample,upper,0.0,0.0,0.0,0.0375,768,True,ab/c8/shared/vacuum_g/XZ: paired seed_position
ab/c8/shared/vacuum_g/XZ/posterior_mean_l1,likelihood_score_posterior,round,posterior_mean_l1,upper,3.799122194757399e-10,3.741989593746287e-10,9.954147350045645e-10,0.12,768,True,ab/c8/shared/vacuum_g/XZ: paired seed_position
ab/c8/shared/vacuum_g/RESET/density_trace_distance,physical_state_channel,round,density_trace_distance,upper,2.920019494037811e-07,1.911536692709426e-24,2.920019494037811e-07,0.1,768,True,ab/c8/shared/vacuum_g/RESET: paired seed_position
ab/c8/shared/vacuum_g/RESET/mean_photon_difference,physical_state_channel,round,mean_photon_difference,upper,0.0,0.0,0.0,0.08,768,True,ab/c8/shared/vacuum_g/RESET: paired seed_position
ab/c8/shared/vacuum_g/RESET/level_probability_l1,physical_state_channel,round,level_probability_l1,upper,0.0,0.0,0.0,0.1,768,True,ab/c8/shared/vacuum_g/RESET: paired seed_position
ab/c8/shared/vacuum_g/RESET/predictive_mean_l2,iq_conditional_distribution,round,predictive_mean_l2,upper,5.779253688522665e-07,0.0,5.779253688522665e-07,0.12,768,True,ab/c8/shared/vacuum_g/RESET: paired seed_position
ab/c8/shared/vacuum_g/RESET/predictive_covariance_frobenius,iq_conditional_distribution,round,predictive_covariance_frobenius,upper,9.790654846938333e-07,5.864594573232519e-21,9.79065484693843e-07,0.18,768,True,ab/c8/shared/vacuum_g/RESET: paired seed_position
ab/c8/shared/vacuum_g/RESET/predictive_cdf_i_sup,iq_conditional_distribution,round,predictive_cdf_i_sup,upper,3.404380489735459e-07,0.0,3.404380489735459e-07,0.24,768,True,ab/c8/shared/vacuum_g/RESET: paired seed_position
ab/c8/shared/vacuum_g/RESET/predictive_cdf_q_sup,iq_conditional_distribution,round,predictive_cdf_q_sup,upper,1.2765021262239884e-09,0.0,1.2765021262239884e-09,0.24,768,True,ab/c8/shared/vacuum_g/RESET: paired seed_position
ab/c8/shared/vacuum_g/RESET/paired_proper_score_per_sample,likelihood_score_posterior,round,paired_proper_score_per_sample,upper,1.2358790010793402e-05,6.788440980231732e-07,1.3475389187561419e-05,0.0375,768,True,ab/c8/shared/vacuum_g/RESET: paired seed_position
ab/c8/shared/vacuum_g/RESET/pairwise_llr_per_sample,likelihood_score_posterior,round,pairwise_llr_per_sample,upper,0.0,0.0,0.0,0.0375,768,True,ab/c8/shared/vacuum_g/RESET: paired seed_position
ab/c8/shared/vacuum_g/RESET/posterior_mean_l1,likelihood_score_posterior,round,posterior_mean_l1,upper,8.384715022384284e-11,5.6675627843814485e-11,1.7707026224249296e-10,0.12,768,True,ab/c8/shared/vacuum_g/RESET: paired seed_position
ab/c8/shared/vacuum_g/HOLD/density_trace_distance,physical_state_channel,round,density_trace_distance,upper,0.0013023754666322647,0.007815894634715412,0.014158378104414462,0.1,768,True,ab/c8/shared/vacuum_g/HOLD: paired seed_position
ab/c8/shared/vacuum_g/HOLD/mean_photon_difference,physical_state_channel,round,mean_photon_difference,upper,0.0,0.0,0.0,0.08,768,True,ab/c8/shared/vacuum_g/HOLD: paired seed_position
ab/c8/shared/vacuum_g/HOLD/level_probability_l1,physical_state_channel,round,level_probability_l1,upper,0.0026041668119815183,0.0045125088081283534,0.010026583291681906,0.1,768,True,ab/c8/shared/vacuum_g/HOLD: paired seed_position
ab/c8/shared/vacuum_g/HOLD/predictive_mean_l2,iq_conditional_distribution,round,predictive_mean_l2,upper,5.779494406418339e-07,0.0,5.779494406418339e-07,0.12,768,True,ab/c8/shared/vacuum_g/HOLD: paired seed_position
ab/c8/shared/vacuum_g/HOLD/predictive_covariance_frobenius,iq_conditional_distribution,round,predictive_covariance_frobenius,upper,9.791267719596266e-07,5.864594573232519e-21,9.791267719596363e-07,0.18,768,True,ab/c8/shared/vacuum_g/HOLD: paired seed_position
ab/c8/shared/vacuum_g/HOLD/predictive_cdf_i_sup,iq_conditional_distribution,round,predictive_cdf_i_sup,upper,3.4044048058401444e-07,0.0,3.4044048058401444e-07,0.24,768,True,ab/c8/shared/vacuum_g/HOLD: paired seed_position
ab/c8/shared/vacuum_g/HOLD/predictive_cdf_q_sup,iq_conditional_distribution,round,predictive_cdf_q_sup,upper,1.248142256216056e-09,0.0,1.248142256216056e-09,0.24,768,True,ab/c8/shared/vacuum_g/HOLD: paired seed_position
ab/c8/shared/vacuum_g/HOLD/paired_proper_score_per_sample,likelihood_score_posterior,round,paired_proper_score_per_sample,upper,1.4030030933096307e-05,7.022532097510702e-07,1.5185134672193669e-05,0.0375,768,True,ab/c8/shared/vacuum_g/HOLD: paired seed_position
ab/c8/shared/vacuum_g/HOLD/pairwise_llr_per_sample,likelihood_score_posterior,round,pairwise_llr_per_sample,upper,0.0,0.0,0.0,0.0375,768,True,ab/c8/shared/vacuum_g/HOLD: paired seed_position
ab/c8/shared/vacuum_g/HOLD/posterior_mean_l1,likelihood_score_posterior,round,posterior_mean_l1,upper,1.0850969070951347e-07,1.0825832733503244e-07,2.8657879307424125e-07,0.12,768,True,ab/c8/shared/vacuum_g/HOLD: paired seed_position
ab/c8/shared/vacuum_g/LKG_HOLD/density_trace_distance,physical_state_channel,round,density_trace_distance,upper,0.0013023754666321745,0.007815894634715414,0.014158378104414376,0.1,768,True,ab/c8/shared/vacuum_g/LKG_HOLD: paired seed_position
ab/c8/shared/vacuum_g/LKG_HOLD/mean_photon_difference,physical_state_channel,round,mean_photon_difference,upper,0.0,0.0,0.0,0.08,768,True,ab/c8/shared/vacuum_g/LKG_HOLD: paired seed_position
ab/c8/shared/vacuum_g/LKG_HOLD/level_probability_l1,physical_state_channel,round,level_probability_l1,upper,0.0026041668119811717,0.004512508808128353,0.010026583291681558,0.1,768,True,ab/c8/shared/vacuum_g/LKG_HOLD: paired seed_position
ab/c8/shared/vacuum_g/LKG_HOLD/predictive_mean_l2,iq_conditional_distribution,round,predictive_mean_l2,upper,5.77949427700123e-07,2.9322972866162594e-21,5.779494277001278e-07,0.12,768,True,ab/c8/shared/vacuum_g/LKG_HOLD: paired seed_position
ab/c8/shared/vacuum_g/LKG_HOLD/predictive_covariance_frobenius,iq_conditional_distribution,round,predictive_covariance_frobenius,upper,9.791267366539946e-07,5.864594573232519e-21,9.791267366540044e-07,0.18,768,True,ab/c8/shared/vacuum_g/LKG_HOLD: paired seed_position
ab/c8/shared/vacuum_g/LKG_HOLD/predictive_cdf_i_sup,iq_conditional_distribution,round,predictive_cdf_i_sup,upper,3.404404798068583e-07,0.0,3.404404798068583e-07,0.24,768,True,ab/c8/shared/vacuum_g/LKG_HOLD: paired seed_position
ab/c8/shared/vacuum_g/LKG_HOLD/predictive_cdf_q_sup,iq_conditional_distribution,round,predictive_cdf_q_sup,upper,1.2481592426283328e-09,0.0,1.2481592426283328e-09,0.24,768,True,ab/c8/shared/vacuum_g/LKG_HOLD: paired seed_position
ab/c8/shared/vacuum_g/LKG_HOLD/paired_proper_score_per_sample,likelihood_score_posterior,round,paired_proper_score_per_sample,upper,1.4190241647033265e-05,7.041866430241883e-07,1.5348525600862383e-05,0.0375,768,True,ab/c8/shared/vacuum_g/LKG_HOLD: paired seed_position
ab/c8/shared/vacuum_g/LKG_HOLD/pairwise_llr_per_sample,likelihood_score_posterior,round,pairwise_llr_per_sample,upper,0.0,0.0,0.0,0.0375,768,True,ab/c8/shared/vacuum_g/LKG_HOLD: paired seed_position
ab/c8/shared/vacuum_g/LKG_HOLD/posterior_mean_l1,likelihood_score_posterior,round,posterior_mean_l1,upper,6.155480510046423e-09,5.542632554572029e-09,1.5272299770293528e-08,0.12,768,True,ab/c8/shared/vacuum_g/LKG_HOLD: paired seed_position
ab/c8/shared/one_g/IDLE/density_trace_distance,physical_state_channel,round,density_trace_distance,upper,0.0026044580088609437,0.00900152419311348,0.017410647725995078,0.1,768,True,ab/c8/shared/one_g/IDLE: paired seed_position
ab/c8/shared/one_g/IDLE/mean_photon_difference,physical_state_channel,round,mean_photon_difference,upper,1.1748747723057164e-06,1.1745826600612523e-06,3.1068913208617753e-06,0.08,768,True,ab/c8/shared/one_g/IDLE: paired seed_position
ab/c8/shared/one_g/IDLE/level_probability_l1,physical_state_channel,round,level_probability_l1,upper,0.0052083334788195655,0.005208333333143652,0.013775279452213154,0.1,768,True,ab/c8/shared/one_g/IDLE: paired seed_position
ab/c8/shared/one_g/IDLE/predictive_mean_l2,iq_conditional_distribution,round,predictive_mean_l2,upper,5.782414476010903e-07,2.9322972866162594e-21,5.782414476010952e-07,0.12,768,True,ab/c8/shared/one_g/IDLE: paired seed_position
ab/c8/shared/one_g/IDLE/predictive_covariance_frobenius,iq_conditional_distribution,round,predictive_covariance_frobenius,upper,9.789444941838717e-07,5.864594573232519e-21,9.789444941838814e-07,0.18,768,True,ab/c8/shared/one_g/IDLE: paired seed_position
ab/c8/shared/one_g/IDLE/predictive_cdf_i_sup,iq_conditional_distribution,round,predictive_cdf_i_sup,upper,3.4061209730484876e-07,0.0,3.4061209730484876e-07,0.24,768,True,ab/c8/shared/one_g/IDLE: paired seed_position
ab/c8/shared/one_g/IDLE/predictive_cdf_q_sup,iq_conditional_distribution,round,predictive_cdf_q_sup,upper,1.247831171724556e-09,0.0,1.247831171724556e-09,0.24,768,True,ab/c8/shared/one_g/IDLE: paired seed_position
ab/c8/shared/one_g/IDLE/paired_proper_score_per_sample,likelihood_score_posterior,round,paired_proper_score_per_sample,upper,9.765487017704353e-06,5.15438498154664e-07,1.0613307900864472e-05,0.0375,768,True,ab/c8/shared/one_g/IDLE: paired seed_position
ab/c8/shared/one_g/IDLE/pairwise_llr_per_sample,likelihood_score_posterior,round,pairwise_llr_per_sample,upper,0.0,0.0,0.0,0.0375,768,True,ab/c8/shared/one_g/IDLE: paired seed_position
ab/c8/shared/one_g/IDLE/posterior_mean_l1,likelihood_score_posterior,round,posterior_mean_l1,upper,2.4551836145281e-11,1.3492632438464933e-11,4.674524154881313e-11,0.12,768,True,ab/c8/shared/one_g/IDLE: paired seed_position
ab/c8/shared/one_g/X/density_trace_distance,physical_state_channel,round,density_trace_distance,upper,0.00260446368787443,0.008969555626811352,0.017358069792778066,0.1,768,True,ab/c8/shared/one_g/X: paired seed_position
ab/c8/shared/one_g/X/mean_photon_difference,physical_state_channel,round,mean_photon_difference,upper,6.0234703555368925e-05,6.022731845834906e-05,0.00015929982676314572,0.08,768,True,ab/c8/shared/one_g/X: paired seed_position
ab/c8/shared/one_g/X/level_probability_l1,physical_state_channel,round,level_probability_l1,upper,0.00520833347884292,0.005208333333143622,0.013775279452236458,0.1,768,True,ab/c8/shared/one_g/X: paired seed_position
ab/c8/shared/one_g/X/predictive_mean_l2,iq_conditional_distribution,round,predictive_mean_l2,upper,5.782455555518281e-07,2.9322972866162594e-21,5.78245555551833e-07,0.12,768,True,ab/c8/shared/one_g/X: paired seed_position
ab/c8/shared/one_g/X/predictive_covariance_frobenius,iq_conditional_distribution,round,predictive_covariance_frobenius,upper,9.788987955225023e-07,5.864594573232519e-21,9.78898795522512e-07,0.18,768,True,ab/c8/shared/one_g/X: paired seed_position
ab/c8/shared/one_g/X/predictive_cdf_i_sup,iq_conditional_distribution,round,predictive_cdf_i_sup,upper,3.406194890587244e-07,0.0,3.406194890587244e-07,0.24,768,True,ab/c8/shared/one_g/X: paired seed_position
ab/c8/shared/one_g/X/predictive_cdf_q_sup,iq_conditional_distribution,round,predictive_cdf_q_sup,upper,1.259863879887746e-09,0.0,1.259863879887746e-09,0.24,768,True,ab/c8/shared/one_g/X: paired seed_position
ab/c8/shared/one_g/X/paired_proper_score_per_sample,likelihood_score_posterior,round,paired_proper_score_per_sample,upper,1.0796086311802162e-05,5.22346568065466e-07,1.1655269958810299e-05,0.0375,768,True,ab/c8/shared/one_g/X: paired seed_position
ab/c8/shared/one_g/X/pairwise_llr_per_sample,likelihood_score_posterior,round,pairwise_llr_per_sample,upper,0.0,0.0,0.0,0.0375,768,True,ab/c8/shared/one_g/X: paired seed_position
ab/c8/shared/one_g/X/posterior_mean_l1,likelihood_score_posterior,round,posterior_mean_l1,upper,5.365242694595684e-11,3.155706572583242e-11,1.0555918096103829e-10,0.12,768,True,ab/c8/shared/one_g/X: paired seed_position
ab/c8/shared/one_g/Z/density_trace_distance,physical_state_channel,round,density_trace_distance,upper,0.0026044636878744306,0.008969555626811352,0.01735806979277807,0.1,768,True,ab/c8/shared/one_g/Z: paired seed_position
ab/c8/shared/one_g/Z/mean_photon_difference,physical_state_channel,round,mean_photon_difference,upper,6.023470355519632e-05,6.0227318458342905e-05,0.000159299826762963,0.08,768,True,ab/c8/shared/one_g/Z: paired seed_position
ab/c8/shared/one_g/Z/level_probability_l1,physical_state_channel,round,level_probability_l1,upper,0.00520833347884292,0.005208333333143622,0.013775279452236458,0.1,768,True,ab/c8/shared/one_g/Z: paired seed_position
ab/c8/shared/one_g/Z/predictive_mean_l2,iq_conditional_distribution,round,predictive_mean_l2,upper,5.782455556628498e-07,0.0,5.782455556628498e-07,0.12,768,True,ab/c8/shared/one_g/Z: paired seed_position
ab/c8/shared/one_g/Z/predictive_covariance_frobenius,iq_conditional_distribution,round,predictive_covariance_frobenius,upper,9.788987955571963e-07,0.0,9.788987955571963e-07,0.18,768,True,ab/c8/shared/one_g/Z: paired seed_position
ab/c8/shared/one_g/Z/predictive_cdf_i_sup,iq_conditional_distribution,round,predictive_cdf_i_sup,upper,3.406194890587244e-07,0.0,3.406194890587244e-07,0.24,768,True,ab/c8/shared/one_g/Z: paired seed_position
ab/c8/shared/one_g/Z/predictive_cdf_q_sup,iq_conditional_distribution,round,predictive_cdf_q_sup,upper,1.259863879887746e-09,0.0,1.259863879887746e-09,0.24,768,True,ab/c8/shared/one_g/Z: paired seed_position
ab/c8/shared/one_g/Z/paired_proper_score_per_sample,likelihood_score_posterior,round,paired_proper_score_per_sample,upper,1.0126186620768666e-05,5.141761510865601e-07,1.0971931127775342e-05,0.0375,768,True,ab/c8/shared/one_g/Z: paired seed_position
ab/c8/shared/one_g/Z/pairwise_llr_per_sample,likelihood_score_posterior,round,pairwise_llr_per_sample,upper,0.0,0.0,0.0,0.0375,768,True,ab/c8/shared/one_g/Z: paired seed_position
ab/c8/shared/one_g/Z/posterior_mean_l1,likelihood_score_posterior,round,posterior_mean_l1,upper,2.936889322259747e-11,1.2721913356604265e-11,5.029457854897037e-11,0.12,768,True,ab/c8/shared/one_g/Z: paired seed_position
ab/c8/shared/one_g/XZ/density_trace_distance,physical_state_channel,round,density_trace_distance,upper,0.002604466844599268,0.008939494483291385,0.01730862676855378,0.1,768,True,ab/c8/shared/one_g/XZ: paired seed_position
ab/c8/shared/one_g/XZ/mean_photon_difference,physical_state_channel,round,mean_photon_difference,upper,0.00011869891715696682,0.00011868488909007823,0.0003139181874411152,0.08,768,True,ab/c8/shared/one_g/XZ: paired seed_position
ab/c8/shared/one_g/XZ/level_probability_l1,physical_state_channel,round,level_probability_l1,upper,0.005208333478868294,0.005208333333143588,0.013775279452261775,0.1,768,True,ab/c8/shared/one_g/XZ: paired seed_position
ab/c8/shared/one_g/XZ/predictive_mean_l2,iq_conditional_distribution,round,predictive_mean_l2,upper,5.782268177636511e-07,0.0,5.782268177636511e-07,0.12,768,True,ab/c8/shared/one_g/XZ: paired seed_position
ab/c8/shared/one_g/XZ/predictive_covariance_frobenius,iq_conditional_distribution,round,predictive_covariance_frobenius,upper,9.787945353972451e-07,5.864594573232519e-21,9.787945353972549e-07,0.18,768,True,ab/c8/shared/one_g/XZ: paired seed_position
ab/c8/shared/one_g/XZ/predictive_cdf_i_sup,iq_conditional_distribution,round,predictive_cdf_i_sup,upper,3.4062465747997095e-07,0.0,3.4062465747997095e-07,0.24,768,True,ab/c8/shared/one_g/XZ: paired seed_position
ab/c8/shared/one_g/XZ/predictive_cdf_q_sup,iq_conditional_distribution,round,predictive_cdf_q_sup,upper,1.2990183373418063e-09,0.0,1.2990183373418063e-09,0.24,768,True,ab/c8/shared/one_g/XZ: paired seed_position
ab/c8/shared/one_g/XZ/paired_proper_score_per_sample,likelihood_score_posterior,round,paired_proper_score_per_sample,upper,1.0192778095303046e-05,5.090938567279638e-07,1.103016297200075e-05,0.0375,768,True,ab/c8/shared/one_g/XZ: paired seed_position
ab/c8/shared/one_g/XZ/pairwise_llr_per_sample,likelihood_score_posterior,round,pairwise_llr_per_sample,upper,0.0,0.0,0.0,0.0375,768,True,ab/c8/shared/one_g/XZ: paired seed_position
ab/c8/shared/one_g/XZ/posterior_mean_l1,likelihood_score_posterior,round,posterior_mean_l1,upper,1.3123774244867588e-10,9.399636602854708e-11,2.858480060309897e-10,0.12,768,True,ab/c8/shared/one_g/XZ: paired seed_position
ab/c8/shared/one_g/RESET/density_trace_distance,physical_state_channel,round,density_trace_distance,upper,1.4662469892184406e-06,4.06891334585419e-06,8.159013863897956e-06,0.1,768,True,ab/c8/shared/one_g/RESET: paired seed_position
ab/c8/shared/one_g/RESET/mean_photon_difference,physical_state_channel,round,mean_photon_difference,upper,1.1749280816001951e-06,1.1746359566153012e-06,3.1070322951864853e-06,0.08,768,True,ab/c8/shared/one_g/RESET: paired seed_position
ab/c8/shared/one_g/RESET/level_probability_l1,physical_state_channel,round,level_probability_l1,upper,0.0,0.0,0.0,0.1,768,True,ab/c8/shared/one_g/RESET: paired seed_position
ab/c8/shared/one_g/RESET/predictive_mean_l2,iq_conditional_distribution,round,predictive_mean_l2,upper,5.782174852864696e-07,0.0,5.782174852864696e-07,0.12,768,True,ab/c8/shared/one_g/RESET: paired seed_position
ab/c8/shared/one_g/RESET/predictive_covariance_frobenius,iq_conditional_distribution,round,predictive_covariance_frobenius,upper,9.788834881439326e-07,0.0,9.788834881439326e-07,0.18,768,True,ab/c8/shared/one_g/RESET: paired seed_position
ab/c8/shared/one_g/RESET/predictive_cdf_i_sup,iq_conditional_distribution,round,predictive_cdf_i_sup,upper,3.4060969311688893e-07,0.0,3.4060969311688893e-07,0.24,768,True,ab/c8/shared/one_g/RESET: paired seed_position
ab/c8/shared/one_g/RESET/predictive_cdf_q_sup,iq_conditional_distribution,round,predictive_cdf_q_sup,upper,1.276100447533679e-09,0.0,1.276100447533679e-09,0.24,768,True,ab/c8/shared/one_g/RESET: paired seed_position
ab/c8/shared/one_g/RESET/paired_proper_score_per_sample,likelihood_score_posterior,round,paired_proper_score_per_sample,upper,1.0251198719478266e-05,5.219865292282285e-07,1.110979015529913e-05,0.0375,768,True,ab/c8/shared/one_g/RESET: paired seed_position
