backend_or_pair,calibrated_radius,cluster_count,contrast,cutoff_or_increment,design_pilot_only,estimate,gate_id,logical_state,margin,metric,multiplier_replicates,multiplier_seed,negative_interpretation,qualification_effect,quantization_bound,raw_radius,scenario,signal_class,signal_repeated,stage,upper_bound
A/B,0.16666667017681797,12,same_cutoff_ab,16,True,0.02005892034546977,ab/c16/step/0/terminal_density,0,0.15,density_trace_distance,199,26194387492159413691350864,inconclusive,,3.539996098078128e-07,0.16666667017681797,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.18672594452189753
A,0.003908617939386016,12,absolute_truncation_risk,16,True,0.008052791740434998,tail/c16/A/step/0/top1_fock_mass,0,0.005,top1_fock_mass,199,26194385409405263345166374,inconclusive,,1.770957621204622e-07,0.003908617939386016,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.011961586775583136
A,0.0086412876068302,12,absolute_truncation_risk,16,True,0.0184763704892251,tail/c16/A/step/0/top2_fock_mass,0,0.01,top2_fock_mass,199,26194384178318745065612046,inconclusive,,1.770957621204622e-07,0.0086412876068302,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.02711783519181742
A,0.027914447606438825,12,absolute_truncation_risk,16,True,0.07474838631848629,tail/c16/A/step/0/top4_fock_mass,0,0.02,top4_fock_mass,199,26194390202210153048936718,inconclusive,,1.770957621204622e-07,0.027914447606438825,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,terminal,0.10266301102068724
A,0.03892408588177218,12,absolute_truncation_risk,16,True,0.255406056228099,tail/c16/A/step/0/normalized_mean_photon,0,0.25,normalized_mean_photon,199,26194377554224112795204561,inconclusive,,1.770957621204622e-07,0.03892408588177218,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.2943303192056333
A,0.06300978817873391,12,absolute_truncation_risk,16,True,0.12884466784695997,tail/c16/A/step/0/commutator_defect,0,0.05,commutator_defect,199,26194383353578859597901768,inconclusive,,2.833532193927395e-06,0.06300978817873391,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,terminal,0.19185728955788783
B,0.0034968122201193496,12,absolute_truncation_risk,16,True,0.007680708040543753,tail/c16/B/step/0/top1_fock_mass,0,0.005,top1_fock_mass,199,26194381793422523992527494,inconclusive,,1.7690384768735062e-07,0.0034968122201193496,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.011177697164510789
B,0.009119392556220162,12,absolute_truncation_risk,16,True,0.01796500536743292,tail/c16/B/step/0/top2_fock_mass,0,0.01,top2_fock_mass,199,26194384087653404797838202,inconclusive,,1.7690384768735062e-07,0.009119392556220162,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.02708457482750077
B,0.027222962897173363,12,absolute_truncation_risk,16,True,0.0738454084512286,tail/c16/B/step/0/top4_fock_mass,0,0.02,top4_fock_mass,199,26194390385852313110835210,inconclusive,,1.7690384768735062e-07,0.027222962897173363,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,terminal,0.10106854825224965
B,0.03796273726000782,12,absolute_truncation_risk,16,True,0.2543239407782705,tail/c16/B/step/0/normalized_mean_photon,0,0.25,normalized_mean_photon,199,26194386872045711096173190,inconclusive,,1.7690384768735062e-07,0.03796273726000782,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.292286854942126
B,0.05669450434172809,12,absolute_truncation_risk,16,True,0.12289132864870005,tail/c16/B/step/0/commutator_defect,0,0.05,commutator_defect,199,26194393205904226761337530,inconclusive,,2.83046156299761e-06,0.05669450434172809,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,terminal,0.17958866345199112
A/B,0.00014915055514719278,12,same_cutoff_ab,16,True,6.838998135657211e-06,ab/c16/step/0/pre_change/mean_photon,0,0.08,mean_photon,199,26194393889459795615663798,inconclusive,,0.0,0.00014915055514719278,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.00015598955328285
A/B,2.5075518192445225e-12,12,same_cutoff_ab,16,True,1.993389252410092e-12,ab/c16/step/0/pre_change/level_probability_l1,0,0.1,level_probability_l1,199,26194382480302460064455310,inconclusive,,0.0,2.5075518192445225e-12,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,4.5009410716546144e-12
A/B,0.0004965634697479496,12,same_cutoff_ab,16,True,4.281975579836783e-05,ab/c16/step/0/pre_change/logical_survival,0,0.1,logical_survival,199,26194386952861090571279178,inconclusive,,0.0,0.0004965634697479496,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.0005393832255463175
A/B,0.13756536521209764,12,same_cutoff_ab,16,True,0.10159702443142464,ab/c16/step/0/early_post_change/mean_photon,0,0.08,mean_photon,199,26194389558293322486908564,inconclusive,,0.0,0.13756536521209764,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,early_post_change,0.23916238964352227
A/B,0.055555555826828466,12,same_cutoff_ab,16,True,0.0416666668686026,ab/c16/step/0/early_post_change/level_probability_l1,0,0.1,level_probability_l1,199,26194377073516204738380897,inconclusive,,0.0,0.055555555826828466,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.09722222269543107
A/B,0.004189796508170852,12,same_cutoff_ab,16,True,0.0017833986314561314,ab/c16/step/0/early_post_change/logical_survival,0,0.1,logical_survival,199,26194378216626807596392728,inconclusive,,0.0,0.004189796508170852,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.005973195139626983
A/B,0.7717798104046284,12,same_cutoff_ab,16,True,0.09044283853979711,ab/c16/step/0/late_post_change/mean_photon,0,0.08,mean_photon,199,26194384228105614400933964,inconclusive,,0.0,0.7717798104046284,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,late_post_change,0.8622226489444255
A/B,0.30555555555730285,12,same_cutoff_ab,16,True,0.04166666666825379,ab/c16/step/0/late_post_change/level_probability_l1,0,0.1,level_probability_l1,199,26194380718679632220406992,inconclusive,,0.0,0.30555555555730285,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.34722222222555665
A/B,0.013922775787610983,12,same_cutoff_ab,16,True,0.002199615283812915,ab/c16/step/0/late_post_change/logical_survival,0,0.1,logical_survival,199,26194379391242506619660361,inconclusive,,0.0,0.013922775787610983,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.016122391071423898
A/B,0.19444444637048205,12,same_cutoff_ab,16,True,0.16666666703613323,ab/c16/step/1/terminal_density,1,0.15,density_trace_distance,199,26194393962517901660578994,inconclusive,,3.592766442781704e-07,0.19444444637048205,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.36111147268325955
A,4.662868256373815e-05,12,absolute_truncation_risk,16,True,0.002235639141872556,tail/c16/A/step/1/top1_fock_mass,1,0.005,top1_fock_mass,199,26194385631689614536066903,inconclusive,,1.8191562369573035e-07,4.662868256373815e-05,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.00228244974005999
A,6.771779024137615e-05,12,absolute_truncation_risk,16,True,0.005644994516236156,tail/c16/A/step/1/top2_fock_mass,1,0.01,top2_fock_mass,199,26194384294492763233208547,inconclusive,,1.8191562369573035e-07,6.771779024137615e-05,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.005712894222101228
A,5.5567206193698114e-05,12,absolute_truncation_risk,16,True,0.03004775145867249,tail/c16/A/step/1/top4_fock_mass,1,0.02,top4_fock_mass,199,26194390314914585664680083,inconclusive,,1.8191562369573035e-07,5.5567206193698114e-05,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.030103500580489884
A,0.00021745305016919458,12,absolute_truncation_risk,16,True,0.23590466522275444,tail/c16/A/step/1/normalized_mean_photon,1,0.25,normalized_mean_photon,199,26194380896089715689920761,inconclusive,,1.8191562369573035e-07,0.00021745305016919458,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.23612230018854732
A,0.0007126325120524439,12,absolute_truncation_risk,16,True,0.035770226269960896,tail/c16/A/step/1/commutator_defect,1,0.05,commutator_defect,199,26194393297808701149171801,inconclusive,,2.9106499791316855e-06,0.0007126325120524439,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.03648576943199248
B,0.003954998337262972,12,absolute_truncation_risk,16,True,0.005610731100674847,tail/c16/B/step/1/top1_fock_mass,1,0.005,top1_fock_mass,199,26194390705359688156525947,inconclusive,,1.7736102058244004e-07,0.003954998337262972,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.009565906798958402
B,0.00910951180050484,12,absolute_truncation_risk,16,True,0.013432220110000087,tail/c16/B/step/1/top2_fock_mass,1,0.01,top2_fock_mass,199,26194380756496298723585287,inconclusive,,1.7736102058244004e-07,0.00910951180050484,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.02254190927152551
B,0.03746664933234001,12,absolute_truncation_risk,16,True,0.06213550547247878,tail/c16/B/step/1/top4_fock_mass,1,0.02,top4_fock_mass,199,26194378721204541826546588,inconclusive,,1.7736102058244004e-07,0.03746664933234001,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,terminal,0.09960233216583937
B,0.05620881137329295,12,absolute_truncation_risk,16,True,0.2841559608076472,tail/c16/B/step/1/normalized_mean_photon,1,0.25,normalized_mean_photon,199,26194377227090735318696313,inconclusive,,1.7736102058244004e-07,0.05620881137329295,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.3403649495419608
B,0.0632246907094746,12,absolute_truncation_risk,16,True,0.08977169761079755,tail/c16/B/step/1/commutator_defect,1,0.05,commutator_defect,199,26194388545945421480441945,inconclusive,,2.8377763293190406e-06,0.0632246907094746,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.15299922609660146
A/B,0.00014286371830715374,12,same_cutoff_ab,16,True,4.713458867918371e-05,ab/c16/step/1/pre_change/mean_photon,1,0.08,mean_photon,199,26194380543262462477700063,inconclusive,,0.0,0.00014286371830715374,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.00018999830698633745
A/B,7.918334911632924e-12,12,same_cutoff_ab,16,True,6.5410546626490445e-12,ab/c16/step/1/pre_change/level_probability_l1,1,0.1,level_probability_l1,199,26194394045798121573706137,inconclusive,,0.0,7.918334911632924e-12,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,1.4459389574281968e-11
A/B,0.0006111616988743231,12,same_cutoff_ab,16,True,0.00021629700671108032,ab/c16/step/1/pre_change/logical_survival,1,0.1,logical_survival,199,26194380223767377970022626,inconclusive,,0.0,0.0006111616988743231,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.0008274587055854035
A/B,0.0009249237802877391,12,same_cutoff_ab,16,True,0.00015711757248996575,ab/c16/step/1/early_post_change/mean_photon,1,0.08,mean_photon,199,26194387898587924668549150,inconclusive,,0.0,0.0009249237802877391,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.0010820413527777048
A/B,1.188558788702614e-12,12,same_cutoff_ab,16,True,9.073214163312181e-13,ab/c16/step/1/early_post_change/level_probability_l1,1,0.1,level_probability_l1,199,26194384569153506716282115,inconclusive,,0.0,1.188558788702614e-12,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,2.095880205033832e-12
A/B,0.0016253313340220505,12,same_cutoff_ab,16,True,0.00031417985620680694,ab/c16/step/1/early_post_change/logical_survival,1,0.1,logical_survival,199,26194389948373842216817698,inconclusive,,0.0,0.0016253313340220505,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.0019395111902288575
A/B,0.5273687617929154,12,same_cutoff_ab,16,True,0.45081388741920153,ab/c16/step/1/late_post_change/mean_photon,1,0.08,mean_photon,199,26194393177786416824443410,inconclusive,,0.0,0.5273687617929154,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,late_post_change,0.9781826492121168
A/B,0.24305555555231165,12,same_cutoff_ab,16,True,0.20833333334280846,ab/c16/step/1/late_post_change/level_probability_l1,1,0.1,level_probability_l1,199,26194376901211227899570369,inconclusive,,0.0,0.24305555555231165,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,late_post_change,0.4513888888951201
A/B,0.0018183339417051105,12,same_cutoff_ab,16,True,4.043386527512414e-05,ab/c16/step/1/late_post_change/logical_survival,1,0.1,logical_survival,199,26194379987479773957739182,inconclusive,,0.0,0.0018183339417051105,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.0018587678069802347
A/B,0.2160660512276707,12,same_cutoff_ab,16,True,0.1453928386508718,ab/c16/step/+/terminal_density,+,0.15,density_trace_distance,199,26194385364027757646035429,inconclusive,,3.529076853674394e-07,0.2160660512276707,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.3614592427862279
A,0.005474831313929625,12,absolute_truncation_risk,16,True,0.007701816891009609,tail/c16/A/step/+/top1_fock_mass,+,0.005,top1_fock_mass,199,26194378755734270986326772,inconclusive,,1.754528918637307e-07,0.005474831313929625,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.0131768236578311
A,0.026329067710321397,12,absolute_truncation_risk,16,True,0.033336721011437476,tail/c16/A/step/+/top2_fock_mass,+,0.01,top2_fock_mass,199,26194382135254660020735823,inconclusive,,1.754528918637307e-07,0.026329067710321397,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,terminal,0.05966596417465073
A,0.0637056393510041,12,absolute_truncation_risk,16,True,0.11934533680323511,tail/c16/A/step/+/top4_fock_mass,+,0.02,top4_fock_mass,199,26194383316262133773034327,inconclusive,,1.754528918637307e-07,0.0637056393510041,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,terminal,0.18305115160713106
A,0.08691476012959522,12,absolute_truncation_risk,16,True,0.2996625915583637,tail/c16/A/step/+/normalized_mean_photon,+,0.25,normalized_mean_photon,199,26194386447208197877994211,inconclusive,,1.754528918637307e-07,0.08691476012959522,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.3865775271408508
A,0.08770747524168755,12,absolute_truncation_risk,16,True,0.12322907025615375,tail/c16/A/step/+/commutator_defect,+,0.05,commutator_defect,199,26194391913319025331757203,inconclusive,,2.807246269819691e-06,0.08770747524168755,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,terminal,0.21093935274411113
B,0.0021836236119270325,12,absolute_truncation_risk,16,True,0.004645198001526296,tail/c16/B/step/+/top1_fock_mass,+,0.005,top1_fock_mass,199,26194382118507080713525566,inconclusive,,1.7745479350370872e-07,0.0021836236119270325,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.006828999068246832
B,0.009204072819557043,12,absolute_truncation_risk,16,True,0.016934986032235127,tail/c16/B/step/+/top2_fock_mass,+,0.01,top2_fock_mass,199,26194390483473829435249289,inconclusive,,1.7745479350370872e-07,0.009204072819557043,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.026139236306585673
B,0.03247497220420175,12,absolute_truncation_risk,16,True,0.08042569904743384,tail/c16/B/step/+/top4_fock_mass,+,0.02,top4_fock_mass,199,26194381281023487639799691,inconclusive,,1.7745479350370872e-07,0.03247497220420175,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,terminal,0.11290084870642908
B,0.04216742187014055,12,absolute_truncation_risk,16,True,0.25668918516021216,tail/c16/B/step/+/normalized_mean_photon,+,0.25,normalized_mean_photon,199,26194390193791835262888326,inconclusive,,1.7745479350370872e-07,0.04216742187014055,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.29885678448514624
B,0.035321043183406196,12,absolute_truncation_risk,16,True,0.07432316802442074,tail/c16/B/step/+/commutator_defect,+,0.05,commutator_defect,199,26194377037895809585423518,inconclusive,,2.8392766960593396e-06,0.035321043183406196,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.109647050484523
A/B,0.5300488983223733,12,same_cutoff_ab,16,True,0.35338253294972893,ab/c16/step/+/pre_change/mean_photon,+,0.08,mean_photon,199,26194384193415899265080595,inconclusive,,0.0,0.5300488983223733,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,pre_change,0.8834314312721023
A/B,0.22222222222257423,12,same_cutoff_ab,16,True,0.1666666666669535,ab/c16/step/+/pre_change/level_probability_l1,+,0.1,level_probability_l1,199,26194388347272931014904082,inconclusive,,0.0,0.22222222222257423,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,pre_change,0.3888888888895278
A/B,0.05170628469546179,12,same_cutoff_ab,16,True,0.03480727280927677,ab/c16/step/+/pre_change/logical_survival,+,0.1,logical_survival,199,26194387586943188171946076,inconclusive,,0.0,0.05170628469546179,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.08651355750473856
A/B,1.0652659060428422,12,same_cutoff_ab,16,True,0.9131708410898588,ab/c16/step/+/early_post_change/mean_photon,+,0.08,mean_photon,199,26194383856289854980619078,inconclusive,,0.0,1.0652659060428422,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,early_post_change,1.978436747132701
A/B,0.1944444444444625,12,same_cutoff_ab,16,True,0.16666666666664265,ab/c16/step/+/early_post_change/level_probability_l1,+,0.1,level_probability_l1,199,26194385722045408845501838,inconclusive,,0.0,0.1944444444444625,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,early_post_change,0.36111111111110517
A/B,0.04870724062814299,12,same_cutoff_ab,16,True,0.036634963918168395,ab/c16/step/+/early_post_change/logical_survival,+,0.1,logical_survival,199,26194377439348600789911706,inconclusive,,0.0,0.04870724062814299,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.08534220454631139
A/B,1.3984837266181185,12,same_cutoff_ab,16,True,0.9957707413588986,ab/c16/step/+/late_post_change/mean_photon,+,0.08,mean_photon,199,26194378770099553214070093,inconclusive,,0.0,1.3984837266181185,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,late_post_change,2.3942544679770172
A/B,0.055555555557631114,12,same_cutoff_ab,16,True,0.04166666666724098,ab/c16/step/+/late_post_change/level_probability_l1,+,0.1,level_probability_l1,199,26194389121310134080218292,inconclusive,,0.0,0.055555555557631114,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.09722222222487209
A/B,0.02472570283559107,12,same_cutoff_ab,16,True,0.01864802718341047,ab/c16/step/+/late_post_change/logical_survival,+,0.1,logical_survival,199,26194383513464744495710339,inconclusive,,0.0,0.02472570283559107,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.043373730019001536
A/B,0.2638888879167527,12,same_cutoff_ab,16,True,0.08406466325562716,ab/c16/step/-/terminal_density,-,0.15,density_trace_distance,199,26194394589743326908704018,inconclusive,,3.5521782918539226e-07,0.2638888879167527,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.347953906390209
A,0.0038973168832146464,12,absolute_truncation_risk,16,True,0.007284578091154496,tail/c16/A/step/-/top1_fock_mass,-,0.005,top1_fock_mass,199,26194382798845771309325650,inconclusive,,1.7910726039892105e-07,0.0038973168832146464,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.011182074081629542
A,0.005959405162785615,12,absolute_truncation_risk,16,True,0.011481177605067693,tail/c16/A/step/-/top2_fock_mass,-,0.01,top2_fock_mass,199,26194380551634025072223867,inconclusive,,1.7910726039892105e-07,0.005959405162785615,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.017440761875113706
A,0.022310923590945702,12,absolute_truncation_risk,16,True,0.04456437111366541,tail/c16/A/step/-/top4_fock_mass,-,0.02,top4_fock_mass,199,26194384587348289717190355,inconclusive,,1.7910726039892105e-07,0.022310923590945702,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,terminal,0.0668754738118715
A,0.03168184108238809,12,absolute_truncation_risk,16,True,0.26107318018200915,tail/c16/A/step/-/normalized_mean_photon,-,0.25,normalized_mean_photon,199,26194380273724303427308960,inconclusive,,1.7910726039892105e-07,0.03168184108238809,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.29275520037165764
A,0.06216798060470156,12,absolute_truncation_risk,16,True,0.11655324945847194,tail/c16/A/step/-/commutator_defect,-,0.05,commutator_defect,199,26194384006972823885366859,inconclusive,,2.865716166382737e-06,0.06216798060470156,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,terminal,0.1787240957793399
B,0.006391656701539389,12,absolute_truncation_risk,16,True,0.009834099328219407,tail/c16/B/step/-/top1_fock_mass,-,0.005,top1_fock_mass,199,26194393419487391836692048,inconclusive,,1.7611056878647123e-07,0.006391656701539389,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.016225932140327585
B,0.010071264699678001,12,absolute_truncation_risk,16,True,0.01567491902593449,tail/c16/B/step/-/top2_fock_mass,-,0.01,top2_fock_mass,199,26194380160044276629867728,inconclusive,,1.7611056878647123e-07,0.010071264699678001,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.02574635983618128
B,0.03906686764794808,12,absolute_truncation_risk,16,True,0.06142566095074987,tail/c16/B/step/-/top4_fock_mass,-,0.02,top4_fock_mass,199,26194382200860390392707171,inconclusive,,1.7611056878647123e-07,0.03906686764794808,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,terminal,0.10049270470926673
B,0.05525672092245973,12,absolute_truncation_risk,16,True,0.28469786854672535,tail/c16/B/step/-/normalized_mean_photon,-,0.25,normalized_mean_photon,199,26194377536259212688802451,inconclusive,,1.7611056878647123e-07,0.05525672092245973,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.3399547655797539
B,0.10166894582548829,12,absolute_truncation_risk,16,True,0.15734558925151051,tail/c16/B/step/-/commutator_defect,-,0.05,commutator_defect,199,26194387572491685006336912,inconclusive,,2.8177691005835397e-06,0.10166894582548829,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,terminal,0.2590173528460994
A/B,0.00011005279162534798,12,same_cutoff_ab,16,True,7.3190883009832675e-06,ab/c16/step/-/pre_change/mean_photon,-,0.08,mean_photon,199,26194377538730107591843295,inconclusive,,0.0,0.00011005279162534798,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.00011737187992633125
A/B,3.2494948654776205e-12,12,same_cutoff_ab,16,True,4.01343640390465e-12,ab/c16/step/-/pre_change/level_probability_l1,-,0.1,level_probability_l1,199,26194387814439730852246191,inconclusive,,0.0,3.2494948654776205e-12,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,7.262931269382271e-12
A/B,0.00044980361823371284,12,same_cutoff_ab,16,True,2.058720603415054e-05,ab/c16/step/-/pre_change/logical_survival,-,0.1,logical_survival,199,26194382775038610536535035,inconclusive,,0.0,0.00044980361823371284,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.0004703908242678634
A/B,0.8838380371497045,12,same_cutoff_ab,16,True,0.4181573353489722,ab/c16/step/-/early_post_change/mean_photon,-,0.08,mean_photon,199,26194376618367296301574453,inconclusive,,0.0,0.8838380371497045,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,early_post_change,1.3019953724986768
A/B,0.3333333333437031,12,same_cutoff_ab,16,True,0.16666666667709423,ab/c16/step/-/early_post_change/level_probability_l1,-,0.1,level_probability_l1,199,26194377811597881496480092,inconclusive,,0.0,0.3333333333437031,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,early_post_change,0.5000000000207974
A/B,0.019029213705995102,12,same_cutoff_ab,16,True,0.010871522246491926,ab/c16/step/-/early_post_change/logical_survival,-,0.1,logical_survival,199,26194391276113736198145691,inconclusive,,0.0,0.019029213705995102,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.029900735952487028
A/B,1.1818577621528377,12,same_cutoff_ab,16,True,0.3791410243786495,ab/c16/step/-/late_post_change/mean_photon,-,0.08,mean_photon,199,26194394673652367122005213,inconclusive,,0.0,1.1818577621528377,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,late_post_change,1.5609987865314872
A/B,0.5277777777787561,12,same_cutoff_ab,16,True,0.16666666666576996,ab/c16/step/-/late_post_change/level_probability_l1,-,0.1,level_probability_l1,199,26194387666445434795356402,inconclusive,,0.0,0.5277777777787561,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,late_post_change,0.6944444444445261
A/B,0.0048029376979066936,12,same_cutoff_ab,16,True,0.0013817265538058742,ab/c16/step/-/late_post_change/logical_survival,-,0.1,logical_survival,199,26194386633707676212512841,inconclusive,,0.0,0.0048029376979066936,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.006184664251712568
A/B,0.19444444719034953,12,same_cutoff_ab,16,True,0.16666666521176537,ab/c16/step/+i/terminal_density,+i,0.15,density_trace_distance,199,26194378928954083800064828,inconclusive,,3.5582716494964227e-07,0.19444444719034953,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.36111146822927986
A,0.008336756462522932,12,absolute_truncation_risk,16,True,0.013586399417088458,tail/c16/A/step/+i/top1_fock_mass,+i,0.005,top1_fock_mass,199,26194386253649616012596274,inconclusive,,1.7547907340384258e-07,0.008336756462522932,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,terminal,0.021923331358684794
A,0.014610258888302223,12,absolute_truncation_risk,16,True,0.024330139781086085,tail/c16/A/step/+i/top2_fock_mass,+i,0.01,top2_fock_mass,199,26194383203828850190926645,inconclusive,,1.7547907340384258e-07,0.014610258888302223,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,terminal,0.038940574148461714
A,0.051637248136308773,12,absolute_truncation_risk,16,True,0.10182945942523819,tail/c16/A/step/+i/top4_fock_mass,+i,0.02,top4_fock_mass,199,26194393564713661552608927,inconclusive,,1.7547907340384258e-07,0.051637248136308773,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,terminal,0.15346688304062037
A,0.061782921092595276,12,absolute_truncation_risk,16,True,0.2837842459456997,tail/c16/A/step/+i/normalized_mean_photon,+i,0.25,normalized_mean_photon,199,26194394863415704624302201,inconclusive,,1.7547907340384258e-07,0.061782921092595276,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.3455673425173683
A,0.1332019295341762,12,absolute_truncation_risk,16,True,0.21738239067341533,tail/c16/A/step/+i/commutator_defect,+i,0.05,commutator_defect,199,26194381237337604434779537,inconclusive,,2.8076651744614812e-06,0.1332019295341762,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,terminal,0.350587127872766
B,4.97899988359613e-05,12,absolute_truncation_risk,16,True,0.006481032081259749,tail/c16/B/step/+i/top1_fock_mass,+i,0.005,top1_fock_mass,199,26194384266303104446273513,inconclusive,,1.8034809154579972e-07,4.97899988359613e-05,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.006531002428187257
B,0.00011664354759904644,12,absolute_truncation_risk,16,True,0.011858172908737556,tail/c16/B/step/+i/top2_fock_mass,+i,0.01,top2_fock_mass,199,26194383709586332628374279,inconclusive,,1.8034809154579972e-07,0.00011664354759904644,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.011974996804428149
B,0.0002762128974172472,12,absolute_truncation_risk,16,True,0.05762778055699741,tail/c16/B/step/+i/top4_fock_mass,+i,0.02,top4_fock_mass,199,26194385829860161179023851,inconclusive,,1.8034809154579972e-07,0.0002762128974172472,step,STRONG_EXPLORATORY_RISK_SIGNAL,False,terminal,0.057904173802506204
