backend_or_pair,calibrated_radius,cluster_count,contrast,cutoff_or_increment,design_pilot_only,estimate,gate_id,logical_state,margin,metric,multiplier_replicates,multiplier_seed,negative_interpretation,qualification_effect,quantization_bound,raw_radius,scenario,signal_class,signal_repeated,stage,upper_bound
A,0.001509126072505748,12,absolute_truncation_risk,28,True,0.001572319460137809,tail/c28/A/compound/+i/top4_fock_mass,+i,0.02,top4_fock_mass,199,26194382987462705664811729,inconclusive,,2.2999877481987733e-07,0.001509126072505748,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.003081675531418377
A,0.04080426320907003,12,absolute_truncation_risk,28,True,0.15747257635125636,tail/c28/A/compound/+i/normalized_mean_photon,+i,0.25,normalized_mean_photon,199,26194393063486774343055705,inconclusive,,2.2999877481987733e-07,0.04080426320907003,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.1982770695591012
A,0.022044945736221715,12,absolute_truncation_risk,28,True,0.02261116736917761,tail/c28/A/compound/+i/commutator_defect,+i,0.05,commutator_defect,199,26194382147509382505136999,inconclusive,,6.439965694956565e-06,0.022044945736221715,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.044662553071094284
B,4.908027524930068e-07,12,absolute_truncation_risk,28,True,0.0001332249485131168,tail/c28/B/compound/+i/top1_fock_mass,+i,0.005,top1_fock_mass,199,26194393558375411739968388,inconclusive,,2.3761199927060486e-07,4.908027524930068e-07,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.0001339533632648804
B,2.2261661397496196e-07,12,absolute_truncation_risk,28,True,0.0001861031535858058,tail/c28/B/compound/+i/top2_fock_mass,+i,0.01,top2_fock_mass,199,26194377520810615155417637,inconclusive,,2.3761199927060486e-07,2.2261661397496196e-07,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.00018656338219905137
B,1.203001071824771e-06,12,absolute_truncation_risk,28,True,0.00027956080096682546,tail/c28/B/compound/+i/top4_fock_mass,+i,0.02,top4_fock_mass,199,26194383198001869735307600,inconclusive,,2.3761199927060486e-07,1.203001071824771e-06,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.0002810014140379208
B,6.93673098221571e-05,12,absolute_truncation_risk,28,True,0.12263060676555647,tail/c28/B/compound/+i/normalized_mean_photon,+i,0.25,normalized_mean_photon,199,26194388320330107809119100,inconclusive,,2.3761199927060486e-07,6.93673098221571e-05,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.1227002116873779
B,1.3592364364108317e-05,12,absolute_truncation_risk,28,True,0.0037302985583672703,tail/c28/B/compound/+i/commutator_defect,+i,0.05,commutator_defect,199,26194379061518111362151268,inconclusive,,6.653135979576936e-06,1.3592364364108317e-05,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.003750544058710956
A/B,5.922563516306637e-05,12,same_cutoff_ab,28,True,2.7200880184744907e-05,ab/c28/compound/+i/pre_shift/mean_photon,+i,0.08,mean_photon,199,26194389704901675524270467,inconclusive,,0.0,5.922563516306637e-05,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_shift,8.642651534781128e-05
A/B,4.3553902711556144e-10,12,same_cutoff_ab,28,True,3.2630090931627284e-10,ab/c28/compound/+i/pre_shift/level_probability_l1,+i,0.1,level_probability_l1,199,26194379049839913172690265,inconclusive,,0.0,4.3553902711556144e-10,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_shift,7.618399364318343e-10
A/B,0.000330911841554041,12,same_cutoff_ab,28,True,0.00015244652311842874,ab/c28/compound/+i/pre_shift/logical_survival,+i,0.1,logical_survival,199,26194378477485508915860436,inconclusive,,0.0,0.000330911841554041,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_shift,0.00048335836467246977
A/B,0.530242682873021,12,same_cutoff_ab,28,True,0.3531956003711458,ab/c28/compound/+i/shifted/mean_photon,+i,0.08,mean_photon,199,26194376741709116425490326,inconclusive,,0.0,0.530242682873021,compound,STRONG_EXPLORATORY_RISK_SIGNAL,False,shifted,0.8834382832441667
A/B,1.370080806689289e-09,12,same_cutoff_ab,28,True,1.0275605315840577e-09,ab/c28/compound/+i/shifted/level_probability_l1,+i,0.1,level_probability_l1,199,26194393034508161866105441,inconclusive,,0.0,1.370080806689289e-09,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,shifted,2.3976413382733467e-09
A/B,0.020869540567514933,12,same_cutoff_ab,28,True,0.014269325456329396,ab/c28/compound/+i/shifted/logical_survival,+i,0.1,logical_survival,199,26194381554416216409635120,inconclusive,,0.0,0.020869540567514933,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,shifted,0.03513886602384433
A/B,0.6720906828539556,12,same_cutoff_ab,28,True,0.5024049493770372,ab/c28/compound/+i/burst_active/mean_photon,+i,0.08,mean_photon,199,26194393337374109251277089,inconclusive,,0.0,0.6720906828539556,compound,STRONG_EXPLORATORY_RISK_SIGNAL,False,burst_active,1.1744956322309927
A/B,2.0716057820843418e-12,12,same_cutoff_ab,28,True,1.4638505476789114e-12,ab/c28/compound/+i/burst_active/level_probability_l1,+i,0.1,level_probability_l1,199,26194389456043271951716391,inconclusive,,0.0,2.0716057820843418e-12,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,burst_active,3.535456329763253e-12
A/B,0.015220673690001614,12,same_cutoff_ab,28,True,0.010511108940709573,ab/c28/compound/+i/burst_active/logical_survival,+i,0.1,logical_survival,199,26194388055098327648338155,inconclusive,,0.0,0.015220673690001614,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,burst_active,0.025731782630711186
A/B,1.128732916786225,12,same_cutoff_ab,28,True,0.9662000231910529,ab/c28/compound/+i/recovery/mean_photon,+i,0.08,mean_photon,199,26194391906200653249297227,inconclusive,,0.0,1.128732916786225,compound,STRONG_EXPLORATORY_RISK_SIGNAL,False,recovery,2.094932939977278
A/B,0.07407407407407461,12,same_cutoff_ab,28,True,0.05555555555555495,ab/c28/compound/+i/recovery/level_probability_l1,+i,0.1,level_probability_l1,199,26194393158536887635897150,inconclusive,,0.0,0.07407407407407461,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,recovery,0.12962962962962957
A/B,0.019623342969285213,12,same_cutoff_ab,28,True,0.016761149316908846,ab/c28/compound/+i/recovery/logical_survival,+i,0.1,logical_survival,199,26194379119330732721021904,inconclusive,,0.0,0.019623342969285213,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,recovery,0.03638449228619406
A/B,0.23573072188007466,12,same_cutoff_ab,28,True,0.15496055966859792,ab/c28/compound/-i/terminal_density,-i,0.15,density_trace_distance,199,26194377782677559791341892,inconclusive,,4.5734498511897856e-07,0.23573072188007466,compound,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,terminal,0.3906917388936577
A,0.002125427104248148,12,absolute_truncation_risk,28,True,0.0016239809404699674,tail/c28/A/compound/-i/top1_fock_mass,-i,0.005,top1_fock_mass,199,26194383213316311857143698,inconclusive,,2.3278193191357674e-07,0.002125427104248148,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.003749640826650029
A,0.007240197064675157,12,absolute_truncation_risk,28,True,0.0049279715015776064,tail/c28/A/compound/-i/top2_fock_mass,-i,0.01,top2_fock_mass,199,26194378249631998157969161,inconclusive,,2.3278193191357674e-07,0.007240197064675157,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.012168401348184678
A,0.011128249346964164,12,absolute_truncation_risk,28,True,0.008526582440329852,tail/c28/A/compound/-i/top4_fock_mass,-i,0.02,top4_fock_mass,199,26194382381510331085133592,inconclusive,,2.3278193191357674e-07,0.011128249346964164,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.01965506456922593
A,0.05961785300788123,12,absolute_truncation_risk,28,True,0.1674614977245211,tail/c28/A/compound/-i/normalized_mean_photon,-i,0.25,normalized_mean_photon,199,26194380808127475241009491,inconclusive,,2.3278193191357674e-07,0.05961785300788123,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.22707958351433424
A,0.05950925936890094,12,absolute_truncation_risk,28,True,0.04547146633315909,tail/c28/A/compound/-i/commutator_defect,-i,0.05,commutator_defect,199,26194381711373559342882697,inconclusive,,6.5178940935801485e-06,0.05950925936890094,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.1049872435961536
B,0.0007024604563210029,12,absolute_truncation_risk,28,True,0.0006767651473940836,tail/c28/B/compound/-i/top1_fock_mass,-i,0.005,top1_fock_mass,199,26194389760216796126815960,inconclusive,,2.2456305320540181e-07,0.0007024604563210029,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.001379450166768292
B,0.002263887495170517,12,absolute_truncation_risk,28,True,0.0022184429485605506,tail/c28/B/compound/-i/top2_fock_mass,-i,0.01,top2_fock_mass,199,26194380966494300616324568,inconclusive,,2.2456305320540181e-07,0.002263887495170517,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.004482555006784273
B,0.0041112081972743105,12,absolute_truncation_risk,28,True,0.0038425255941850387,tail/c28/B/compound/-i/top4_fock_mass,-i,0.02,top4_fock_mass,199,26194385667156457218921567,inconclusive,,2.2456305320540181e-07,0.0041112081972743105,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.007953958354512554
B,0.0669766186019337,12,absolute_truncation_risk,28,True,0.1896981123433065,tail/c28/B/compound/-i/normalized_mean_photon,-i,0.25,normalized_mean_photon,199,26194380467197834929023775,inconclusive,,2.2456305320540181e-07,0.0669766186019337,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.2566749555082934
B,0.020473400845528684,12,absolute_truncation_risk,28,True,0.018949424127034337,tail/c28/B/compound/-i/commutator_defect,-i,0.05,commutator_defect,199,26194382134929891482158651,inconclusive,,6.287765489751251e-06,0.020473400845528684,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.039429112738052774
A/B,0.6280332832172143,12,same_cutoff_ab,28,True,0.19197494976221804,ab/c28/compound/-i/pre_shift/mean_photon,-i,0.08,mean_photon,199,26194381773772510384937578,inconclusive,,0.0,0.6280332832172143,compound,STRONG_EXPLORATORY_RISK_SIGNAL,False,pre_shift,0.8200082329794324
A/B,0.1851851851851823,12,same_cutoff_ab,28,True,0.05555555555629853,ab/c28/compound/-i/pre_shift/level_probability_l1,-i,0.1,level_probability_l1,199,26194388741724528166619949,inconclusive,,0.0,0.1851851851851823,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_shift,0.24074074074148083
A/B,0.04237786497113358,12,same_cutoff_ab,28,True,0.013612073606546432,ab/c28/compound/-i/pre_shift/logical_survival,-i,0.1,logical_survival,199,26194390258647125429340883,inconclusive,,0.0,0.04237786497113358,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_shift,0.05598993857768001
A/B,1.6017952911156026,12,same_cutoff_ab,28,True,0.5376881357101285,ab/c28/compound/-i/shifted/mean_photon,-i,0.08,mean_photon,199,26194388325586358044609071,inconclusive,,0.0,1.6017952911156026,compound,STRONG_EXPLORATORY_RISK_SIGNAL,False,shifted,2.139483426825731
A/B,0.1759259259259242,12,same_cutoff_ab,28,True,0.0555555555555912,ab/c28/compound/-i/shifted/level_probability_l1,-i,0.1,level_probability_l1,199,26194378323945515818876967,inconclusive,,0.0,0.1759259259259242,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,shifted,0.2314814814815154
A/B,0.08214357646393096,12,same_cutoff_ab,28,True,0.02432419177115429,ab/c28/compound/-i/shifted/logical_survival,-i,0.1,logical_survival,199,26194393696961591029601165,inconclusive,,0.0,0.08214357646393096,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,shifted,0.10646776823508525
A/B,2.866286305323158,12,same_cutoff_ab,28,True,0.7547331594500696,ab/c28/compound/-i/burst_active/mean_photon,-i,0.08,mean_photon,199,26194393607843189235419302,inconclusive,,0.0,2.866286305323158,compound,STRONG_EXPLORATORY_RISK_SIGNAL,False,burst_active,3.6210194647732274
A/B,0.41666666677964476,12,same_cutoff_ab,28,True,0.16666666666660704,ab/c28/compound/-i/burst_active/level_probability_l1,-i,0.1,level_probability_l1,199,26194381290266691500049270,inconclusive,,0.0,0.41666666677964476,compound,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,burst_active,0.5833333334462518
A/B,0.06295566644977263,12,same_cutoff_ab,28,True,0.025634143299452062,ab/c28/compound/-i/burst_active/logical_survival,-i,0.1,logical_survival,199,26194390962131650070608201,inconclusive,,0.0,0.06295566644977263,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,burst_active,0.08858980974922469
A/B,2.9789069947664615,12,same_cutoff_ab,28,True,0.6327275615845591,ab/c28/compound/-i/recovery/mean_photon,-i,0.08,mean_photon,199,26194383716960313598622036,inconclusive,,0.0,2.9789069947664615,compound,STRONG_EXPLORATORY_RISK_SIGNAL,False,recovery,3.611634556351021
A/B,0.25925926191219606,12,same_cutoff_ab,28,True,0.22222222222166246,ab/c28/compound/-i/recovery/level_probability_l1,-i,0.1,level_probability_l1,199,26194382238621426374387384,inconclusive,,0.0,0.25925926191219606,compound,STRONG_EXPLORATORY_RISK_SIGNAL,False,recovery,0.4814814841338585
A/B,0.03134385079482455,12,same_cutoff_ab,28,True,0.007588546681361029,ab/c28/compound/-i/recovery/logical_survival,-i,0.1,logical_survival,199,26194377655722750816648204,inconclusive,,0.0,0.03134385079482455,compound,NO_LARGE_SIGNAL_INCONCLUSIVE,False,recovery,0.038932397476185585
A,0.0375673123867945,12,within_backend_cutoff,16->20,True,0.08708153054401724,cutoff/16-20/A/step/0/terminal_density,0,0.1,density_trace_distance,199,26194386101729506570790186,inconclusive,,3.7332492204284994e-07,0.0375673123867945,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.12464921625573377
A,9.860599273399846e-07,12,within_backend_cutoff,16->20,True,0.24428758122710104,cutoff/16-20/A/step/0/pre_change/mean_photon,0,0.08,mean_photon,199,26194393426877380164520138,inconclusive,,0.0,9.860599273399846e-07,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,pre_change,0.24428856728702839
A,1.042287920498269e-14,12,within_backend_cutoff,16->20,True,9.099156364380403e-15,cutoff/16-20/A/step/0/pre_change/level_probability_l1,0,0.1,level_probability_l1,199,26194380480394252298645188,inconclusive,,0.0,1.042287920498269e-14,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,1.9522035569363092e-14
A,1.389211817037772e-05,12,within_backend_cutoff,16->20,True,0.019423362296524638,cutoff/16-20/A/step/0/pre_change/logical_survival,0,0.1,logical_survival,199,26194385064083861102093312,inconclusive,,0.0,1.389211817037772e-05,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.019437254414695015
A,1.8193061857329124e-05,12,within_backend_cutoff,16->20,True,0.17455421445364552,cutoff/16-20/A/step/0/early_post_change/mean_photon,0,0.08,mean_photon,199,26194379389912690541891950,inconclusive,,0.0,1.8193061857329124e-05,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,early_post_change,0.17457240751550285
A,4.910603385010243e-15,12,within_backend_cutoff,16->20,True,3.692267333427878e-15,cutoff/16-20/A/step/0/early_post_change/level_probability_l1,0,0.1,level_probability_l1,199,26194385517326226702915811,inconclusive,,0.0,4.910603385010243e-15,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,8.602870718438122e-15
A,4.405301637133938e-05,12,within_backend_cutoff,16->20,True,0.008848732124743672,cutoff/16-20/A/step/0/early_post_change/logical_survival,0,0.1,logical_survival,199,26194378663581864401609782,inconclusive,,0.0,4.405301637133938e-05,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.00889278514111501
A,0.0538180422337608,12,within_backend_cutoff,16->20,True,0.15894689957996663,cutoff/16-20/A/step/0/late_post_change/mean_photon,0,0.08,mean_photon,199,26194381174454708869834017,inconclusive,,0.0,0.0538180422337608,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,late_post_change,0.21276494181372743
A,3.3589126192086864e-15,12,within_backend_cutoff,16->20,True,2.7117317121568274e-15,cutoff/16-20/A/step/0/late_post_change/level_probability_l1,0,0.1,level_probability_l1,199,26194381073967192267130645,inconclusive,,0.0,3.3589126192086864e-15,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,6.070644331365514e-15
A,0.0001572854814247269,12,within_backend_cutoff,16->20,True,0.0029669611178256955,cutoff/16-20/A/step/0/late_post_change/logical_survival,0,0.1,logical_survival,199,26194392051795038811996481,inconclusive,,0.0,0.0001572854814247269,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.0031242465992504225
B,0.038043687891641406,12,within_backend_cutoff,16->20,True,0.08714462931648342,cutoff/16-20/B/step/0/terminal_density,0,0.1,density_trace_distance,199,26194387822236679359953720,inconclusive,,3.729018905897655e-07,0.038043687891641406,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.12518869011001543
B,1.0788023807282536e-06,12,within_backend_cutoff,16->20,True,0.2442874919151614,cutoff/16-20/B/step/0/pre_change/mean_photon,0,0.08,mean_photon,199,26194382080094759944790582,inconclusive,,0.0,1.0788023807282536e-06,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,pre_change,0.24428857071754212
B,7.931474465153102e-16,12,within_backend_cutoff,16->20,True,8.197390399818378e-16,cutoff/16-20/B/step/0/pre_change/level_probability_l1,0,0.1,level_probability_l1,199,26194388145366443993070077,inconclusive,,0.0,7.931474465153102e-16,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,1.612886486497148e-15
B,1.4267747797435185e-05,12,within_backend_cutoff,16->20,True,0.019422534586705693,cutoff/16-20/B/step/0/pre_change/logical_survival,0,0.1,logical_survival,199,26194387244516401088468731,inconclusive,,0.0,1.4267747797435185e-05,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.01943680233450313
B,0.024908279643297827,12,within_backend_cutoff,16->20,True,0.1932467231844485,cutoff/16-20/B/step/0/early_post_change/mean_photon,0,0.08,mean_photon,199,26194388970589007226604638,inconclusive,,0.0,0.024908279643297827,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,early_post_change,0.21815500282774633
B,9.835478016272056e-13,12,within_backend_cutoff,16->20,True,6.558353461037904e-13,cutoff/16-20/B/step/0/early_post_change/level_probability_l1,0,0.1,level_probability_l1,199,26194383982263635195014113,inconclusive,,0.0,9.835478016272056e-13,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,1.639383147730996e-12
B,0.00012321059203220194,12,within_backend_cutoff,16->20,True,0.008775993797670497,cutoff/16-20/B/step/0/early_post_change/logical_survival,0,0.1,logical_survival,199,26194390592008315723168995,inconclusive,,0.0,0.00012321059203220194,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.008899204389702698
B,0.08018791948206085,12,within_backend_cutoff,16->20,True,0.1788522977383167,cutoff/16-20/B/step/0/late_post_change/mean_photon,0,0.08,mean_photon,199,26194384602605917105421035,inconclusive,,0.0,0.08018791948206085,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,late_post_change,0.25904021722037757
B,3.173186826065118e-13,12,within_backend_cutoff,16->20,True,2.3603498554270125e-13,cutoff/16-20/B/step/0/late_post_change/level_probability_l1,0,0.1,level_probability_l1,199,26194377067305921313781202,inconclusive,,0.0,3.173186826065118e-13,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,5.53353668149213e-13
B,4.444039324232185e-05,12,within_backend_cutoff,16->20,True,0.003123551775312561,cutoff/16-20/B/step/0/late_post_change/logical_survival,0,0.1,logical_survival,199,26194387671885264014699957,inconclusive,,0.0,4.444039324232185e-05,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.003167992168554883
A,0.11135348737640208,12,within_backend_cutoff,16->20,True,0.13233195760711192,cutoff/16-20/A/step/1/terminal_density,1,0.1,density_trace_distance,199,26194387321122425569270358,inconclusive,,3.809660666618629e-07,0.11135348737640208,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,terminal,0.24368582594958066
A,1.1643991628507155e-05,12,within_backend_cutoff,16->20,True,0.15495194392945166,cutoff/16-20/A/step/1/pre_change/mean_photon,1,0.08,mean_photon,199,26194384275101371882639143,inconclusive,,0.0,1.1643991628507155e-05,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,pre_change,0.15496358792108017
A,6.459974108592527e-16,12,within_backend_cutoff,16->20,True,4.3546336372132606e-16,cutoff/16-20/A/step/1/pre_change/level_probability_l1,1,0.1,level_probability_l1,199,26194377808088732311389602,inconclusive,,0.0,6.459974108592527e-16,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,1.0814607745805787e-15
A,1.1289255404411426e-05,12,within_backend_cutoff,16->20,True,0.011023266893621856,cutoff/16-20/A/step/1/pre_change/logical_survival,1,0.1,logical_survival,199,26194376639250328799174408,inconclusive,,0.0,1.1289255404411426e-05,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.011034556149026268
A,0.6713863014622351,12,within_backend_cutoff,16->20,True,0.6216995936543205,cutoff/16-20/A/step/1/early_post_change/mean_photon,1,0.08,mean_photon,199,26194385416887842533957511,inconclusive,,0.0,0.6713863014622351,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,early_post_change,1.2930858951165556
A,0.2222222222196787,12,within_backend_cutoff,16->20,True,0.16666666666475904,cutoff/16-20/A/step/1/early_post_change/level_probability_l1,1,0.1,level_probability_l1,199,26194388288908297719862648,inconclusive,,0.0,0.2222222222196787,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,early_post_change,0.38888888888443773
A,0.01756280653098007,12,within_backend_cutoff,16->20,True,0.02140429639043398,cutoff/16-20/A/step/1/early_post_change/logical_survival,1,0.1,logical_survival,199,26194386098410365999591268,inconclusive,,0.0,0.01756280653098007,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.038967102921414046
A,0.6133717593401938,12,within_backend_cutoff,16->20,True,0.5526997537205914,cutoff/16-20/A/step/1/late_post_change/mean_photon,1,0.08,mean_photon,199,26194384805626053008671759,inconclusive,,0.0,0.6133717593401938,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,late_post_change,1.1660715130607853
A,0.22222222222222213,12,within_backend_cutoff,16->20,True,0.1666666666666667,cutoff/16-20/A/step/1/late_post_change/level_probability_l1,1,0.1,level_probability_l1,199,26194392519987310363766914,inconclusive,,0.0,0.22222222222222213,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,late_post_change,0.38888888888888884
A,0.0003687004738425232,12,within_backend_cutoff,16->20,True,0.003594985022477863,cutoff/16-20/A/step/1/late_post_change/logical_survival,1,0.1,logical_survival,199,26194384677081081682671734,inconclusive,,0.0,0.0003687004738425232,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.0039636854963203865
B,0.08294357586860227,12,within_backend_cutoff,16->20,True,0.12475968068478804,cutoff/16-20/B/step/1/terminal_density,1,0.1,density_trace_distance,199,26194378111962401120888158,inconclusive,,3.7407055556699514e-07,0.08294357586860227,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,terminal,0.20770363062394587
B,1.3120115097497073e-05,12,within_backend_cutoff,16->20,True,0.15494328197973187,cutoff/16-20/B/step/1/pre_change/mean_photon,1,0.08,mean_photon,199,26194388408968236117676047,inconclusive,,0.0,1.3120115097497073e-05,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,pre_change,0.15495640209482936
B,2.4504154457478368e-14,12,within_backend_cutoff,16->20,True,2.109821193462874e-14,cutoff/16-20/B/step/1/pre_change/level_probability_l1,1,0.1,level_probability_l1,199,26194377319145481818097544,inconclusive,,0.0,2.4504154457478368e-14,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,4.5602366392107105e-14
B,1.2836659308586759e-05,12,within_backend_cutoff,16->20,True,0.011030722721420897,cutoff/16-20/B/step/1/pre_change/logical_survival,1,0.1,logical_survival,199,26194383437346069588935767,inconclusive,,0.0,1.2836659308586759e-05,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.011043559380729484
B,9.21891654976729e-05,12,within_backend_cutoff,16->20,True,0.11815434342189046,cutoff/16-20/B/step/1/early_post_change/mean_photon,1,0.08,mean_photon,199,26194379625701658531699319,inconclusive,,0.0,9.21891654976729e-05,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,early_post_change,0.11824653258738814
B,3.1761745283350425e-15,12,within_backend_cutoff,16->20,True,2.40696898150358e-15,cutoff/16-20/B/step/1/early_post_change/level_probability_l1,1,0.1,level_probability_l1,199,26194391694686771231112681,inconclusive,,0.0,3.1761745283350425e-15,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,5.583143509838622e-15
B,5.744631267564267e-05,12,within_backend_cutoff,16->20,True,0.008256430788836921,cutoff/16-20/B/step/1/early_post_change/logical_survival,1,0.1,logical_survival,199,26194386623619340345139422,inconclusive,,0.0,5.744631267564267e-05,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.008313877101512565
B,0.15359301904980763,12,within_backend_cutoff,16->20,True,0.2243924311881741,cutoff/16-20/B/step/1/late_post_change/mean_photon,1,0.08,mean_photon,199,26194379279839952879022928,inconclusive,,0.0,0.15359301904980763,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,late_post_change,0.3779854502379817
B,6.383434322011153e-14,12,within_backend_cutoff,16->20,True,4.168058300458619e-14,cutoff/16-20/B/step/1/late_post_change/level_probability_l1,1,0.1,level_probability_l1,199,26194391939194373260481254,inconclusive,,0.0,6.383434322011153e-14,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,1.0551492622469772e-13
B,0.0010175950949577728,12,within_backend_cutoff,16->20,True,0.004810910015064279,cutoff/16-20/B/step/1/late_post_change/logical_survival,1,0.1,logical_survival,199,26194383637858263052372557,inconclusive,,0.0,0.0010175950949577728,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.005828505110022052
A,0.10311784056457216,12,within_backend_cutoff,16->20,True,0.13894286760265287,cutoff/16-20/A/step/+/terminal_density,+,0.1,density_trace_distance,199,26194391565711720746272607,inconclusive,,3.678160192159733e-07,0.10311784056457216,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,terminal,0.24206107598324425
A,0.13904495088853974,12,within_backend_cutoff,16->20,True,0.3485492104548758,cutoff/16-20/A/step/+/pre_change/mean_photon,+,0.08,mean_photon,199,26194380116421554704982145,inconclusive,,0.0,0.13904495088853974,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,pre_change,0.48759416134341554
A,1.9734320443723675e-15,12,within_backend_cutoff,16->20,True,1.6991070926889494e-15,cutoff/16-20/A/step/+/pre_change/level_probability_l1,+,0.1,level_probability_l1,199,26194381563478239021217021,inconclusive,,0.0,1.9734320443723675e-15,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,3.672539137061317e-15
A,0.0025934061858141066,12,within_backend_cutoff,16->20,True,0.0189974566491264,cutoff/16-20/A/step/+/pre_change/logical_survival,+,0.1,logical_survival,199,26194389740936909694763580,inconclusive,,0.0,0.0025934061858141066,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.021590862834940508
