profile_id,curve_axis,axis_value,bank_fault_mode,seed,logical_error_rate,prediction_disagreement_vs_float,maximum_bank_age_windows,fault_events,adc_bits,lut_address_bits,llr_word_bits,threshold_word_bits,state_bits,update_period_windows,total_dual_bank_storage_bits,replay_window_bits,update_payload_bits,mean_update_payload_bits_per_window,target_hardware_measured,synthesis_measured
axis_lut_address_bits_3,lut_address_bits,3.0,none,211,0.030773252952755906,0.007058932086614173,1,0,10,3,12,10,12,1,260,2560,130,130.0,False,False
axis_lut_address_bits_3,lut_address_bits,3.0,none,307,0.029173843503937008,0.00601316437007874,1,0,10,3,12,10,12,1,260,2560,130,130.0,False,False
axis_lut_address_bits_3,lut_address_bits,3.0,none,401,0.029281496062992126,0.006074680118110236,1,0,10,3,12,10,12,1,260,2560,130,130.0,False,False
axis_lut_address_bits_3,lut_address_bits,3.0,none,503,0.029158464566929134,0.00609005905511811,1,0,10,3,12,10,12,1,260,2560,130,130.0,False,False
axis_lut_address_bits_3,lut_address_bits,3.0,none,607,0.029050812007874016,0.005967027559055118,1,0,10,3,12,10,12,1,260,2560,130,130.0,False,False
axis_lut_address_bits_3,lut_address_bits,3.0,none,709,0.030419537401574805,0.007627952755905512,1,0,10,3,12,10,12,1,260,2560,130,130.0,False,False
axis_lut_address_bits_3,lut_address_bits,3.0,none,811,0.02860482283464567,0.005843996062992126,1,0,10,3,12,10,12,1,260,2560,130,130.0,False,False
axis_lut_address_bits_4,lut_address_bits,4.0,none,101,0.032218873031496065,0.0033064714566929136,1,0,10,4,12,10,12,1,452,2560,226,226.0,False,False
axis_lut_address_bits_4,lut_address_bits,4.0,none,211,0.032695620078740155,0.002983513779527559,1,0,10,4,12,10,12,1,452,2560,226,226.0,False,False
axis_lut_address_bits_4,lut_address_bits,4.0,none,307,0.03117310531496063,0.0033372293307086616,1,0,10,4,12,10,12,1,452,2560,226,226.0,False,False
axis_lut_address_bits_4,lut_address_bits,4.0,none,401,0.03157295767716536,0.0034141240157480315,1,0,10,4,12,10,12,1,452,2560,226,226.0,False,False
axis_lut_address_bits_4,lut_address_bits,4.0,none,503,0.031342273622047244,0.002583661417322835,1,0,10,4,12,10,12,1,452,2560,226,226.0,False,False
axis_lut_address_bits_4,lut_address_bits,4.0,none,607,0.030957800196850394,0.003014271653543307,1,0,10,4,12,10,12,1,452,2560,226,226.0,False,False
axis_lut_address_bits_4,lut_address_bits,4.0,none,709,0.03211122047244094,0.0034756397637795275,1,0,10,4,12,10,12,1,452,2560,226,226.0,False,False
axis_lut_address_bits_4,lut_address_bits,4.0,none,811,0.031111589566929134,0.002814345472440945,1,0,10,4,12,10,12,1,452,2560,226,226.0,False,False
axis_lut_address_bits_5,lut_address_bits,5.0,none,101,0.031188484251968504,0.0012610728346456692,1,0,10,5,12,10,12,1,836,2560,418,418.0,False,False
axis_lut_address_bits_5,lut_address_bits,5.0,none,211,0.03169598917322835,0.0011841781496062993,1,0,10,5,12,10,12,1,836,2560,418,418.0,False,False
axis_lut_address_bits_5,lut_address_bits,5.0,none,307,0.030773252952755906,0.0015532726377952757,1,0,10,5,12,10,12,1,836,2560,418,418.0,False,False
axis_lut_address_bits_5,lut_address_bits,5.0,none,401,0.031311515748031496,0.0018300935039370079,1,0,10,5,12,10,12,1,836,2560,418,418.0,False,False
axis_lut_address_bits_5,lut_address_bits,5.0,none,503,0.03154219980314961,0.0015225147637795275,1,0,10,5,12,10,12,1,836,2560,418,418.0,False,False
axis_lut_address_bits_5,lut_address_bits,5.0,none,607,0.03021961122047244,0.0011687992125984253,1,0,10,5,12,10,12,1,836,2560,418,418.0,False,False
axis_lut_address_bits_5,lut_address_bits,5.0,none,709,0.03220349409448819,0.0011072834645669291,1,0,10,5,12,10,12,1,836,2560,418,418.0,False,False
axis_lut_address_bits_5,lut_address_bits,5.0,none,811,0.030388779527559057,0.000984251968503937,1,0,10,5,12,10,12,1,836,2560,418,418.0,False,False
axis_lut_address_bits_6,lut_address_bits,6.0,none,101,0.031603715551181105,0.0008765994094488189,1,0,10,6,12,10,12,1,1604,2560,802,802.0,False,False
axis_lut_address_bits_6,lut_address_bits,6.0,none,211,0.03157295767716536,0.0008458415354330709,1,0,10,6,12,10,12,1,1604,2560,802,802.0,False,False
axis_lut_address_bits_6,lut_address_bits,6.0,none,307,0.030957800196850394,0.0007228100393700788,1,0,10,6,12,10,12,1,1604,2560,802,802.0,False,False
axis_lut_address_bits_6,lut_address_bits,6.0,none,401,0.03140378937007874,0.0006305364173228346,1,0,10,6,12,10,12,1,1604,2560,802,802.0,False,False
axis_lut_address_bits_6,lut_address_bits,6.0,none,503,0.031126968503937008,0.0007074311023622048,1,0,10,6,12,10,12,1,1604,2560,802,802.0,False,False
axis_lut_address_bits_6,lut_address_bits,6.0,none,607,0.03018885334645669,0.0007074311023622048,1,0,10,6,12,10,12,1,1604,2560,802,802.0,False,False
axis_lut_address_bits_6,lut_address_bits,6.0,none,709,0.031911294291338585,0.0008150836614173228,1,0,10,6,12,10,12,1,1604,2560,802,802.0,False,False
axis_lut_address_bits_6,lut_address_bits,6.0,none,811,0.03063484251968504,0.0004921259842519685,1,0,10,6,12,10,12,1,1604,2560,802,802.0,False,False
axis_lut_address_bits_7,lut_address_bits,7.0,none,101,0.0316652312992126,0.00032295767716535435,1,0,10,7,12,10,12,1,3140,2560,1570,1570.0,False,False
axis_lut_address_bits_7,lut_address_bits,7.0,none,211,0.03183439960629921,0.00033833661417322834,1,0,10,7,12,10,12,1,3140,2560,1570,1570.0,False,False
axis_lut_address_bits_7,lut_address_bits,7.0,none,307,0.031034694881889764,0.00033833661417322834,1,0,10,7,12,10,12,1,3140,2560,1570,1570.0,False,False
axis_lut_address_bits_7,lut_address_bits,7.0,none,401,0.03138841043307087,0.0003998523622047244,1,0,10,7,12,10,12,1,3140,2560,1570,1570.0,False,False
axis_lut_address_bits_7,lut_address_bits,7.0,none,503,0.03109621062992126,0.0004921259842519685,1,0,10,7,12,10,12,1,3140,2560,1570,1570.0,False,False
axis_lut_address_bits_7,lut_address_bits,7.0,none,607,0.03018885334645669,0.00033833661417322834,1,0,10,7,12,10,12,1,3140,2560,1570,1570.0,False,False
axis_lut_address_bits_7,lut_address_bits,7.0,none,709,0.0320189468503937,0.00018454724409448819,1,0,10,7,12,10,12,1,3140,2560,1570,1570.0,False,False
axis_lut_address_bits_7,lut_address_bits,7.0,none,811,0.030527189960629923,0.00013841043307086614,1,0,10,7,12,10,12,1,3140,2560,1570,1570.0,False,False
