figure,panel,record_id,metric,method,family,value_json,lower_json,upper_json,unit,status,evidence_layer,source_ids_json,source_hashes_json,selector,claim_ids_json,metadata_json
Figure 4,b,f4b_27mhz_ns,source_to_action_latency,selected_no_student,27_MHz_assumption,222.22222222222223,null,null,ns,ANALYTIC_CLOCK_CONVERSION,POST_ROUTE_ESTIMATE,"[""pr_report"",""pr_source"",""pr_code""]","{""pr_code"":""0214483cbda38c9831323e16eccd795066c2c2b5ec07f0c27d2b443b0cd3dc5e"",""pr_report"":""fa0182f238976531dfb01c5fbd18fe3ee31c418ab006b1fcbf68d76c549b0887"",""pr_source"":""4159c3ba7cd5c881ee290c0f116708781e30c752efa559a65336f717356956bb""}",profiles.route_a_core_no_student.source_to_action_latency_model.at_enforced_27mhz_ns,"[""FPGA_DETERMINISTIC_ARCHITECTURE""]",{}
Figure 4,c,f4c_route_a_core_no_student_1,achieved_fmax,route_a_core_no_student,seed_1,40.402408599853516,null,null,MHz,POST_ROUTE_ESTIMATE,POST_ROUTE_ESTIMATE,"[""pr_report"",""pr_source"",""pr_code""]","{""pr_code"":""0214483cbda38c9831323e16eccd795066c2c2b5ec07f0c27d2b443b0cd3dc5e"",""pr_report"":""fa0182f238976531dfb01c5fbd18fe3ee31c418ab006b1fcbf68d76c549b0887"",""pr_source"":""4159c3ba7cd5c881ee290c0f116708781e30c752efa559a65336f717356956bb""}",profiles.route_a_core_no_student.place_route.seed_1,"[""FPGA_DETERMINISTIC_ARCHITECTURE""]","{""target_mhz"":27.0,""timing_pass"":true}"
Figure 4,c,f4c_route_a_core_no_student_7,achieved_fmax,route_a_core_no_student,seed_7,40.26413345336914,null,null,MHz,POST_ROUTE_ESTIMATE,POST_ROUTE_ESTIMATE,"[""pr_report"",""pr_source"",""pr_code""]","{""pr_code"":""0214483cbda38c9831323e16eccd795066c2c2b5ec07f0c27d2b443b0cd3dc5e"",""pr_report"":""fa0182f238976531dfb01c5fbd18fe3ee31c418ab006b1fcbf68d76c549b0887"",""pr_source"":""4159c3ba7cd5c881ee290c0f116708781e30c752efa559a65336f717356956bb""}",profiles.route_a_core_no_student.place_route.seed_7,"[""FPGA_DETERMINISTIC_ARCHITECTURE""]","{""target_mhz"":27.0,""timing_pass"":true}"
Figure 4,c,f4c_route_a_core_no_student_19,achieved_fmax,route_a_core_no_student,seed_19,39.13740921020508,null,null,MHz,POST_ROUTE_ESTIMATE,POST_ROUTE_ESTIMATE,"[""pr_report"",""pr_source"",""pr_code""]","{""pr_code"":""0214483cbda38c9831323e16eccd795066c2c2b5ec07f0c27d2b443b0cd3dc5e"",""pr_report"":""fa0182f238976531dfb01c5fbd18fe3ee31c418ab006b1fcbf68d76c549b0887"",""pr_source"":""4159c3ba7cd5c881ee290c0f116708781e30c752efa559a65336f717356956bb""}",profiles.route_a_core_no_student.place_route.seed_19,"[""FPGA_DETERMINISTIC_ARCHITECTURE""]","{""target_mhz"":27.0,""timing_pass"":true}"
Figure 4,c,f4c_route_a_plus_student_sidecar_1,achieved_fmax,route_a_plus_student_sidecar,seed_1,38.5059700012207,null,null,MHz,POST_ROUTE_ESTIMATE,POST_ROUTE_ESTIMATE,"[""pr_report"",""pr_source"",""pr_code""]","{""pr_code"":""0214483cbda38c9831323e16eccd795066c2c2b5ec07f0c27d2b443b0cd3dc5e"",""pr_report"":""fa0182f238976531dfb01c5fbd18fe3ee31c418ab006b1fcbf68d76c549b0887"",""pr_source"":""4159c3ba7cd5c881ee290c0f116708781e30c752efa559a65336f717356956bb""}",profiles.route_a_plus_student_sidecar.place_route.seed_1,"[""FPGA_DETERMINISTIC_ARCHITECTURE""]","{""target_mhz"":27.0,""timing_pass"":true}"
Figure 4,c,f4c_route_a_plus_student_sidecar_7,achieved_fmax,route_a_plus_student_sidecar,seed_7,39.474205017089844,null,null,MHz,POST_ROUTE_ESTIMATE,POST_ROUTE_ESTIMATE,"[""pr_report"",""pr_source"",""pr_code""]","{""pr_code"":""0214483cbda38c9831323e16eccd795066c2c2b5ec07f0c27d2b443b0cd3dc5e"",""pr_report"":""fa0182f238976531dfb01c5fbd18fe3ee31c418ab006b1fcbf68d76c549b0887"",""pr_source"":""4159c3ba7cd5c881ee290c0f116708781e30c752efa559a65336f717356956bb""}",profiles.route_a_plus_student_sidecar.place_route.seed_7,"[""FPGA_DETERMINISTIC_ARCHITECTURE""]","{""target_mhz"":27.0,""timing_pass"":true}"
Figure 4,c,f4c_route_a_plus_student_sidecar_19,achieved_fmax,route_a_plus_student_sidecar,seed_19,39.348392486572266,null,null,MHz,POST_ROUTE_ESTIMATE,POST_ROUTE_ESTIMATE,"[""pr_report"",""pr_source"",""pr_code""]","{""pr_code"":""0214483cbda38c9831323e16eccd795066c2c2b5ec07f0c27d2b443b0cd3dc5e"",""pr_report"":""fa0182f238976531dfb01c5fbd18fe3ee31c418ab006b1fcbf68d76c549b0887"",""pr_source"":""4159c3ba7cd5c881ee290c0f116708781e30c752efa559a65336f717356956bb""}",profiles.route_a_plus_student_sidecar.place_route.seed_19,"[""FPGA_DETERMINISTIC_ARCHITECTURE""]","{""target_mhz"":27.0,""timing_pass"":true}"
Figure 4,d,f4d_route_a_core_no_student_lut4,resource_utilization,route_a_core_no_student,LUT4,3859,null,null,count,POST_ROUTE_ESTIMATE,POST_ROUTE_ESTIMATE,"[""pr_report"",""pr_source"",""pr_code""]","{""pr_code"":""0214483cbda38c9831323e16eccd795066c2c2b5ec07f0c27d2b443b0cd3dc5e"",""pr_report"":""fa0182f238976531dfb01c5fbd18fe3ee31c418ab006b1fcbf68d76c549b0887"",""pr_source"":""4159c3ba7cd5c881ee290c0f116708781e30c752efa559a65336f717356956bb""}",profiles.route_a_core_no_student.summary.resources_max_across_seeds.LUT4,"[""FPGA_DETERMINISTIC_ARCHITECTURE""]","{""available"":20736,""fraction"":0.1861014660493827}"
Figure 4,d,f4d_route_a_core_no_student_dff,resource_utilization,route_a_core_no_student,DFF,1069,null,null,count,POST_ROUTE_ESTIMATE,POST_ROUTE_ESTIMATE,"[""pr_report"",""pr_source"",""pr_code""]","{""pr_code"":""0214483cbda38c9831323e16eccd795066c2c2b5ec07f0c27d2b443b0cd3dc5e"",""pr_report"":""fa0182f238976531dfb01c5fbd18fe3ee31c418ab006b1fcbf68d76c549b0887"",""pr_source"":""4159c3ba7cd5c881ee290c0f116708781e30c752efa559a65336f717356956bb""}",profiles.route_a_core_no_student.summary.resources_max_across_seeds.DFF,"[""FPGA_DETERMINISTIC_ARCHITECTURE""]","{""available"":15552,""fraction"":0.06873713991769548}"
Figure 4,d,f4d_route_a_core_no_student_bsram,resource_utilization,route_a_core_no_student,BSRAM,8,null,null,count,POST_ROUTE_ESTIMATE,POST_ROUTE_ESTIMATE,"[""pr_report"",""pr_source"",""pr_code""]","{""pr_code"":""0214483cbda38c9831323e16eccd795066c2c2b5ec07f0c27d2b443b0cd3dc5e"",""pr_report"":""fa0182f238976531dfb01c5fbd18fe3ee31c418ab006b1fcbf68d76c549b0887"",""pr_source"":""4159c3ba7cd5c881ee290c0f116708781e30c752efa559a65336f717356956bb""}",profiles.route_a_core_no_student.summary.resources_max_across_seeds.BSRAM,"[""FPGA_DETERMINISTIC_ARCHITECTURE""]","{""available"":46,""fraction"":0.17391304347826086}"
Figure 4,d,f4d_route_a_core_no_student_mult18x18,resource_utilization,route_a_core_no_student,MULT18X18,1,null,null,count,POST_ROUTE_ESTIMATE,POST_ROUTE_ESTIMATE,"[""pr_report"",""pr_source"",""pr_code""]","{""pr_code"":""0214483cbda38c9831323e16eccd795066c2c2b5ec07f0c27d2b443b0cd3dc5e"",""pr_report"":""fa0182f238976531dfb01c5fbd18fe3ee31c418ab006b1fcbf68d76c549b0887"",""pr_source"":""4159c3ba7cd5c881ee290c0f116708781e30c752efa559a65336f717356956bb""}",profiles.route_a_core_no_student.summary.resources_max_across_seeds.MULT18X18,"[""FPGA_DETERMINISTIC_ARCHITECTURE""]","{""available"":48,""fraction"":0.020833333333333332}"
Figure 4,d,f4d_route_a_core_no_student_mult9x9,resource_utilization,route_a_core_no_student,MULT9X9,1,null,null,count,POST_ROUTE_ESTIMATE,POST_ROUTE_ESTIMATE,"[""pr_report"",""pr_source"",""pr_code""]","{""pr_code"":""0214483cbda38c9831323e16eccd795066c2c2b5ec07f0c27d2b443b0cd3dc5e"",""pr_report"":""fa0182f238976531dfb01c5fbd18fe3ee31c418ab006b1fcbf68d76c549b0887"",""pr_source"":""4159c3ba7cd5c881ee290c0f116708781e30c752efa559a65336f717356956bb""}",profiles.route_a_core_no_student.summary.resources_max_across_seeds.MULT9X9,"[""FPGA_DETERMINISTIC_ARCHITECTURE""]","{""available"":96,""fraction"":0.010416666666666666}"
Figure 4,d,f4d_route_a_plus_student_sidecar_lut4,resource_utilization,route_a_plus_student_sidecar,LUT4,4889,null,null,count,POST_ROUTE_ESTIMATE,POST_ROUTE_ESTIMATE,"[""pr_report"",""pr_source"",""pr_code""]","{""pr_code"":""0214483cbda38c9831323e16eccd795066c2c2b5ec07f0c27d2b443b0cd3dc5e"",""pr_report"":""fa0182f238976531dfb01c5fbd18fe3ee31c418ab006b1fcbf68d76c549b0887"",""pr_source"":""4159c3ba7cd5c881ee290c0f116708781e30c752efa559a65336f717356956bb""}",profiles.route_a_plus_student_sidecar.summary.resources_max_across_seeds.LUT4,"[""FPGA_DETERMINISTIC_ARCHITECTURE""]","{""available"":20736,""fraction"":0.2357735339506173}"
Figure 4,d,f4d_route_a_plus_student_sidecar_dff,resource_utilization,route_a_plus_student_sidecar,DFF,1210,null,null,count,POST_ROUTE_ESTIMATE,POST_ROUTE_ESTIMATE,"[""pr_report"",""pr_source"",""pr_code""]","{""pr_code"":""0214483cbda38c9831323e16eccd795066c2c2b5ec07f0c27d2b443b0cd3dc5e"",""pr_report"":""fa0182f238976531dfb01c5fbd18fe3ee31c418ab006b1fcbf68d76c549b0887"",""pr_source"":""4159c3ba7cd5c881ee290c0f116708781e30c752efa559a65336f717356956bb""}",profiles.route_a_plus_student_sidecar.summary.resources_max_across_seeds.DFF,"[""FPGA_DETERMINISTIC_ARCHITECTURE""]","{""available"":15552,""fraction"":0.07780349794238683}"
Figure 4,d,f4d_route_a_plus_student_sidecar_bsram,resource_utilization,route_a_plus_student_sidecar,BSRAM,8,null,null,count,POST_ROUTE_ESTIMATE,POST_ROUTE_ESTIMATE,"[""pr_report"",""pr_source"",""pr_code""]","{""pr_code"":""0214483cbda38c9831323e16eccd795066c2c2b5ec07f0c27d2b443b0cd3dc5e"",""pr_report"":""fa0182f238976531dfb01c5fbd18fe3ee31c418ab006b1fcbf68d76c549b0887"",""pr_source"":""4159c3ba7cd5c881ee290c0f116708781e30c752efa559a65336f717356956bb""}",profiles.route_a_plus_student_sidecar.summary.resources_max_across_seeds.BSRAM,"[""FPGA_DETERMINISTIC_ARCHITECTURE""]","{""available"":46,""fraction"":0.17391304347826086}"
Figure 4,d,f4d_route_a_plus_student_sidecar_mult18x18,resource_utilization,route_a_plus_student_sidecar,MULT18X18,2,null,null,count,POST_ROUTE_ESTIMATE,POST_ROUTE_ESTIMATE,"[""pr_report"",""pr_source"",""pr_code""]","{""pr_code"":""0214483cbda38c9831323e16eccd795066c2c2b5ec07f0c27d2b443b0cd3dc5e"",""pr_report"":""fa0182f238976531dfb01c5fbd18fe3ee31c418ab006b1fcbf68d76c549b0887"",""pr_source"":""4159c3ba7cd5c881ee290c0f116708781e30c752efa559a65336f717356956bb""}",profiles.route_a_plus_student_sidecar.summary.resources_max_across_seeds.MULT18X18,"[""FPGA_DETERMINISTIC_ARCHITECTURE""]","{""available"":48,""fraction"":0.041666666666666664}"
Figure 4,d,f4d_route_a_plus_student_sidecar_mult9x9,resource_utilization,route_a_plus_student_sidecar,MULT9X9,1,null,null,count,POST_ROUTE_ESTIMATE,POST_ROUTE_ESTIMATE,"[""pr_report"",""pr_source"",""pr_code""]","{""pr_code"":""0214483cbda38c9831323e16eccd795066c2c2b5ec07f0c27d2b443b0cd3dc5e"",""pr_report"":""fa0182f238976531dfb01c5fbd18fe3ee31c418ab006b1fcbf68d76c549b0887"",""pr_source"":""4159c3ba7cd5c881ee290c0f116708781e30c752efa559a65336f717356956bb""}",profiles.route_a_plus_student_sidecar.summary.resources_max_across_seeds.MULT9X9,"[""FPGA_DETERMINISTIC_ARCHITECTURE""]","{""available"":96,""fraction"":0.010416666666666666}"
Figure 4,e,f4e_board_null,board_measured_null_fields,physical_board,T6.9.2,42,null,null,fields,BLOCKED_ALL_NULL,BOARD_MEASURED,"[""board_report"",""board_code""]","{""board_code"":""397c2dc76a7bba0d71a1b1582cddb01b385c8beee4429ea21d20ea322466352b"",""board_report"":""3ba6b5fbaf88049b62a6bb8fe32d3a1ccb2c4e234c7b4f96e7401e3f598bf8c8""}",measured_results,"[""BOARD_MEASURED_CORRECTNESS_LATENCY"",""FPGA_SPEED_ADVANTAGE""]",{}
Figure 4,e,f4e_v5_dropped,v5_quantized_formal_cxxrtl_pr,V5,T6.10.2--T6.15.4,null,null,null,N/A,NOT_RUN_DROPPED,CXXRTL_PREBOARD,"[""v5_report"",""claim_report""]","{""claim_report"":""d3126d0c7b3a8991a23b1b4281558020e5c76f8b00a071717c30a491d546253c"",""v5_report"":""537029824f305e001920e61cf03be457074655ee6112fd2db6ab9f0241607670""}",dropped_tasks,"[""V5-QUANTIZED-RETENTION"",""V5-LONG-CXXRTL"",""V5-FORMAL-ATOMIC-SAFETY"",""V5-MULTISEED-PR""]",{}
Figure 3,e,f3e_secondary_supplement,phase6c_positive_results,Phase6C,task-local lanes,null,null,null,Supplement only,EXCLUDED_FROM_MAIN_RANKING,PROJECT_NATIVE_SIMULATION,"[""secondary_report"",""secondary_source"",""secondary_code""]","{""secondary_code"":""72825f7f9cdf01743717fed0e4216ed9e8cb67c1d16b624fa96190a2e2bcb21b"",""secondary_report"":""9402e7e33076b314b050788a9a657e7a47a245d55c6da289b2b6227f2d7e1027"",""secondary_source"":""caf1277f4b6536a00f77be5d404881717f8f5cfcef2ea457f336358921785dec""}",claim_boundary,"[""P6C-MULTIMODE-POSTERIOR-WEIGHTED"",""P6C-AQEC-WALLCLOCK""]",{}
