row_type,restart_index,restart_seed,split,cutoff,epoch,metric,value,secondary_value,checkpoint_sha256,detail_json
training_epoch,2,811,training,,289,mean_reward,0.5582736324572171,2.1841254040083715,486079ba00a38cad0ce031d604decbac0821b781beb2e931e8a2d9c7e4c39352,"{""baseline"": 0.5124153391828932, ""control_residual_rms"": 0.1538021318605348, ""control_slew_rms"": 0.016463497731824657, ""epoch"": 289, ""gradient_norm_before_clip"": 2.1841254040083715, ""ground_outcome_fraction"": 0.9166666666666666, ""loss"": -0.7100918629873904, ""mean_reward"": 0.5582736324572171, ""score_path"": 0.15181846979159858}"
training_epoch,2,811,training,,290,mean_reward,0.49218593499929925,1.9614002375622444,486079ba00a38cad0ce031d604decbac0821b781beb2e931e8a2d9c7e4c39352,"{""baseline"": 0.5114038689737135, ""control_residual_rms"": 0.1486365829571503, ""control_slew_rms"": 0.01944307504884937, ""epoch"": 290, ""gradient_norm_before_clip"": 1.9614002375622444, ""ground_outcome_fraction"": 0.8333333333333334, ""loss"": -1.026136636818525, ""mean_reward"": 0.49218593499929925, ""score_path"": 0.5339509265278952}"
training_epoch,2,811,training,,291,mean_reward,0.5888654868726101,2.9955839501981716,486079ba00a38cad0ce031d604decbac0821b781beb2e931e8a2d9c7e4c39352,"{""baseline"": 0.5152769498686582, ""control_residual_rms"": 0.14879948151163291, ""control_slew_rms"": 0.020654129300278656, ""epoch"": 291, ""gradient_norm_before_clip"": 2.9955839501981716, ""ground_outcome_fraction"": 0.8583333333333333, ""loss"": -0.5802684341975689, ""mean_reward"": 0.5888654868726101, ""score_path"": -0.008596826996253599}"
training_epoch,2,811,training,,292,mean_reward,0.5129194217457544,2.5454674810886537,486079ba00a38cad0ce031d604decbac0821b781beb2e931e8a2d9c7e4c39352,"{""baseline"": 0.5151590734625131, ""control_residual_rms"": 0.14849334416110826, ""control_slew_rms"": 0.020353603826806378, ""epoch"": 292, ""gradient_norm_before_clip"": 2.5454674810886537, ""ground_outcome_fraction"": 0.8416666666666667, ""loss"": -0.7845765387512709, ""mean_reward"": 0.5129194217457544, ""score_path"": 0.27165734165094096}"
training_epoch,2,811,training,,293,mean_reward,0.5833215230264216,2.8898674134807667,486079ba00a38cad0ce031d604decbac0821b781beb2e931e8a2d9c7e4c39352,"{""baseline"": 0.5185671959407085, ""control_residual_rms"": 0.14978995139069953, ""control_slew_rms"": 0.019545870112628184, ""epoch"": 293, ""gradient_norm_before_clip"": 2.8898674134807667, ""ground_outcome_fraction"": 0.875, ""loss"": -0.09541166772911137, ""mean_reward"": 0.5833215230264216, ""score_path"": -0.48790962710660446}"
training_epoch,2,811,training,,294,mean_reward,0.4641116615208188,1.5048515188500828,486079ba00a38cad0ce031d604decbac0821b781beb2e931e8a2d9c7e4c39352,"{""baseline"": 0.515844419219714, ""control_residual_rms"": 0.14775069901522303, ""control_slew_rms"": 0.02180324396927494, ""epoch"": 294, ""gradient_norm_before_clip"": 1.5048515188500828, ""ground_outcome_fraction"": 0.8166666666666667, ""loss"": -1.4730338920512118, ""mean_reward"": 0.4641116615208188, ""score_path"": 1.0089224535868981}"
training_epoch,2,811,training,,295,mean_reward,0.6054471645724266,1.3995256562110063,486079ba00a38cad0ce031d604decbac0821b781beb2e931e8a2d9c7e4c39352,"{""baseline"": 0.5203245564873497, ""control_residual_rms"": 0.15361150268485987, ""control_slew_rms"": 0.01574979303197471, ""epoch"": 295, ""gradient_norm_before_clip"": 1.3995256562110063, ""ground_outcome_fraction"": 0.9249999999999999, ""loss"": -0.3118311733624088, ""mean_reward"": 0.6054471645724266, ""score_path"": -0.29361575276452045}"
training_epoch,2,811,training,,296,mean_reward,0.5284008543658094,1.6468165824589762,486079ba00a38cad0ce031d604decbac0821b781beb2e931e8a2d9c7e4c39352,"{""baseline"": 0.5207283713812726, ""control_residual_rms"": 0.1471835150430504, ""control_slew_rms"": 0.022210089988327738, ""epoch"": 296, ""gradient_norm_before_clip"": 1.6468165824589762, ""ground_outcome_fraction"": 0.825, ""loss"": -0.7416935762784832, ""mean_reward"": 0.5284008543658094, ""score_path"": 0.21329294347542582}"
training_epoch,2,811,training,,297,mean_reward,0.5442018200332469,1.7416608621488783,486079ba00a38cad0ce031d604decbac0821b781beb2e931e8a2d9c7e4c39352,"{""baseline"": 0.5219020438138713, ""control_residual_rms"": 0.14870381446041897, ""control_slew_rms"": 0.019399768582227007, ""epoch"": 297, ""gradient_norm_before_clip"": 1.7416608621488783, ""ground_outcome_fraction"": 0.8666666666666667, ""loss"": -0.8947060031072831, ""mean_reward"": 0.5442018200332469, ""score_path"": 0.3505044079657907}"
training_epoch,2,811,training,,298,mean_reward,0.6119603722665975,2.3371584938022165,486079ba00a38cad0ce031d604decbac0821b781beb2e931e8a2d9c7e4c39352,"{""baseline"": 0.5264049602365076, ""control_residual_rms"": 0.1529572129461389, ""control_slew_rms"": 0.017231928456971964, ""epoch"": 298, ""gradient_norm_before_clip"": 2.3371584938022165, ""ground_outcome_fraction"": 0.9083333333333333, ""loss"": -0.5790549511265224, ""mean_reward"": 0.6119603722665975, ""score_path"": -0.03290518421159159}"
