category,task_id,contract_id,status,implementation_sha256,path,sha256,gate_count,all_gates_passed,stored_implementation_sha256,live_implementation_sha256,implementation_hash_matches,required_fragments,sections,source_scope,lane_id,cutoff,noise_profile,mode,cycle,time_us,entanglement_fidelity,average_fidelity,mean_code_survival,tp_assuming_average_fidelity,tp_formula_overstatement,direct_six_state_average_fidelity,direct_six_state_mean_survival,mean_conditional_state_fidelity,minimum_conditional_state_fidelity,maximum_conditional_state_fidelity,minimum_state_survival,maximum_state_survival,six_state_ptm_residual,six_state_survival_residual,state_label,survival,leakage_inclusive_state_fidelity,conditional_state_fidelity,step_us,one_step_rate_per_us,three_point_rate_per_us,four_point_rate_per_us,primary_rate_per_us,primary_rate_per_cycle,primary_lifetime_us,primary_lifetime_cycles,algebraic_inverse_rate_us,algebraic_inverse_rate_cycles,discretization_rate_min_per_us,discretization_rate_max_per_us,discretization_spread_per_us,initial_curvature_per_us2,initial_average_fidelity,first_cycle_average_fidelity,second_cycle_average_fidelity,first_three_monotone_nonincreasing,relative_discretization_spread,reliability_status,primary_definition,uncertainty_role,exponential_fit_used,metric,lower_cutoff,higher_cutoff,value_at_lower_cutoff,value_at_higher_cutoff,numerical_interval_min,numerical_interval_max,absolute_spread,relative_half_spread,uncertainty_type,statistical_confidence_level,is_confidence_interval,infinite_cutoff_claim,qec_on_minus_off_final_entanglement_fidelity,qec_on_minus_off_final_average_fidelity,qec_on_minus_off_final_mean_survival,qec_on_minus_off_short_time_rate_per_us,ratio_or_gain_reported,operational_boundary_claim,cutoff12_qec_on_minus_off_final_average_fidelity,cutoff40_qec_on_minus_off_final_average_fidelity,direction_reversal_preserved,used_to_select_or_drop_data,gate,passed
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,3,30.0,,,,,,,,,,,,,,,z_minus,0.7187728331451914,0.7181356592539703,0.99911352535622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
channel_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,4,40.0,0.6453499947171476,0.6460082279851539,0.6473246945211666,0.7635666631447652,0.11755843515961129,0.6460082279851539,0.6473246945211667,0.9979670681788715,0.997203996648397,0.9988733737867271,0.6458952134151497,0.6487541756271836,0.0,1.1102230246251565e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,4,40.0,,,,,,,,,,,,,,,x_plus,0.6458952134151497,0.6451675309366887,0.9988733737867271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,4,40.0,,,,,,,,,,,,,,,x_minus,0.6487541756271836,0.6473427937035661,0.9978244734652334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,4,40.0,,,,,,,,,,,,,,,y_plus,0.6473246945211666,0.64551477250571,0.997203996648397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,4,40.0,,,,,,,,,,,,,,,y_minus,0.6473246945211666,0.64551477250571,0.997203996648397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,4,40.0,,,,,,,,,,,,,,,z_plus,0.6458958651224006,0.6451676136025184,0.9988724939123984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,4,40.0,,,,,,,,,,,,,,,z_minus,0.6487535239199328,0.6473418846567305,0.9978240746120763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
channel_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,5,50.0,0.5862597059070318,0.5876113896156308,0.5903147570328287,0.7241731372713546,0.13656174765572382,0.5876113896156308,0.5903147570328287,0.9954184030740567,0.9934664382004563,0.9972714067457249,0.5882311286089361,0.5923983854567213,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,5,50.0,,,,,,,,,,,,,,,x_plus,0.5923983854567213,0.5907819712183207,0.9972714067457249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,5,50.0,,,,,,,,,,,,,,,x_minus,0.5882311286089361,0.5855950198432419,0.9955185833637737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,5,50.0,,,,,,,,,,,,,,,y_plus,0.5903147570328288,0.5864578990865722,0.9934664382004563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,5,50.0,,,,,,,,,,,,,,,y_minus,0.5903147570328288,0.5864578990865722,0.9934664382004563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,5,50.0,,,,,,,,,,,,,,,z_plus,0.5923974355205891,0.5907800675391479,0.997269792398713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,5,50.0,,,,,,,,,,,,,,,z_minus,0.5882320785450684,0.58559548091993,0.9955177595352164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
channel_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,6,60.0,0.5351564204374677,0.5375585423063818,0.54236278604421,0.6901042802916452,0.15254573798526339,0.5375585423063817,0.54236278604421,0.9911323362765043,0.9872023947788489,0.9943574645505932,0.5361093233689329,0.548616248719487,1.1102230246251565e-16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,6,60.0,,,,,,,,,,,,,,,x_plus,0.548616248719487,0.5455206620879667,0.9943574645505932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,6,60.0,,,,,,,,,,,,,,,x_minus,0.5361093233689329,0.5317342118896579,0.991839143084135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,6,60.0,,,,,,,,,,,,,,,y_plus,0.54236278604421,0.5354218412217725,0.9872023947788489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,6,60.0,,,,,,,,,,,,,,,y_minus,0.54236278604421,0.5354218412217725,0.9872023947788489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,6,60.0,,,,,,,,,,,,,,,z_plus,0.5486133977360405,0.5455164311535292,0.994354919884765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,6,60.0,,,,,,,,,,,,,,,z_minus,0.5361121743523793,0.5317362662635916,0.9918377005818347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
channel_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,7,70.0,0.4907367407682526,0.4945744135322303,0.5022497590601859,0.6604911605121684,0.16591674697993808,0.49457441353223036,0.502249759060186,0.9846940899532867,0.9778649854285572,0.9897797171281533,0.49142450802701665,0.5130750100933552,5.551115123125783e-17,1.1102230246251565e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,7,70.0,,,,,,,,,,,,,,,x_plus,0.5130750100933552,0.5078312383557255,0.9897797171281533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,7,70.0,,,,,,,,,,,,,,,x_minus,0.49142450802701665,0.484761026060139,0.9864404769032982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,7,70.0,,,,,,,,,,,,,,,y_plus,0.502249759060186,0.4911324533248851,0.9778649854285572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,7,70.0,,,,,,,,,,,,,,,y_minus,0.502249759060186,0.4911324533248851,0.9778649854285572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,7,70.0,,,,,,,,,,,,,,,z_plus,0.5130700748098009,0.5078245023017816,0.9897761090237743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,7,70.0,,,,,,,,,,,,,,,z_minus,0.49142944331057115,0.48476480782596576,0.9864382658073796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
channel_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,8,80.0,0.4519375852430957,0.4575979921225297,0.46891880588139784,0.6346250568287305,0.17702706470620078,0.4575979921225297,0.46891880588139784,0.9758099919207232,0.9651055308186827,0.983312466830639,0.45331665127454024,0.4845209604882553,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,8,80.0,,,,,,,,,,,,,,,x_plus,0.4845209604882553,0.4764355008888569,0.983312466830639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,8,80.0,,,,,,,,,,,,,,,x_minus,0.45331665127454024,0.4438041897086615,0.9790158567104614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,8,80.0,,,,,,,,,,,,,,,y_plus,0.46891880588139784,0.45255613306102926,0.9651055308186827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,8,80.0,,,,,,,,,,,,,,,y_minus,0.46891880588139784,0.45255613306102926,0.9651055308186827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,8,80.0,,,,,,,,,,,,,,,z_plus,0.48451384739158854,0.4764262152127318,0.9833077378027543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_fidelity,,,,,,,,,,,,,,,cutoff12:high:qec_off,12,high,qec_off,8,80.0,,,,,,,,,,,,,,,z_minus,0.45332376437120725,0.4438097808028699,0.9790128285431189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
