category,figure,panel,record_id,metric,method,family,value_json,lower_json,upper_json,unit,status,evidence_layer,source_ids_json,source_hashes_json,selector,metadata_json
six_pauli_states,Supplement S2,d,pauli_qec_off_10_y_plus,code_subspace_survival,qec_off,y_plus,0.36810228808056245,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[10][2],"{""cutoff"":40,""cycle"":10,""noise_profile"":""high"",""time_us"":100.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_10_y_minus,code_subspace_survival,qec_off,y_minus,0.36810228808056245,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[10][3],"{""cutoff"":40,""cycle"":10,""noise_profile"":""high"",""time_us"":100.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_10_z_plus,code_subspace_survival,qec_off,z_plus,0.4018837606481345,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[10][4],"{""cutoff"":40,""cycle"":10,""noise_profile"":""high"",""time_us"":100.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_10_z_minus,code_subspace_survival,qec_off,z_minus,0.33432081551299025,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[10][5],"{""cutoff"":40,""cycle"":10,""noise_profile"":""high"",""time_us"":100.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_11_x_plus,code_subspace_survival,qec_off,x_plus,0.38919415176020344,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[11][0],"{""cutoff"":40,""cycle"":11,""noise_profile"":""high"",""time_us"":110.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_11_x_minus,code_subspace_survival,qec_off,x_minus,0.3147824871461704,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[11][1],"{""cutoff"":40,""cycle"":11,""noise_profile"":""high"",""time_us"":110.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_11_y_plus,code_subspace_survival,qec_off,y_plus,0.35198831945318687,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[11][2],"{""cutoff"":40,""cycle"":11,""noise_profile"":""high"",""time_us"":110.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_11_y_minus,code_subspace_survival,qec_off,y_minus,0.35198831945318687,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[11][3],"{""cutoff"":40,""cycle"":11,""noise_profile"":""high"",""time_us"":110.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_11_z_plus,code_subspace_survival,qec_off,z_plus,0.3891939763971824,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[11][4],"{""cutoff"":40,""cycle"":11,""noise_profile"":""high"",""time_us"":110.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_11_z_minus,code_subspace_survival,qec_off,z_minus,0.31478266250919135,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[11][5],"{""cutoff"":40,""cycle"":11,""noise_profile"":""high"",""time_us"":110.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_12_x_plus,code_subspace_survival,qec_off,x_plus,0.38005657906068147,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[12][0],"{""cutoff"":40,""cycle"":12,""noise_profile"":""high"",""time_us"":120.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_12_x_minus,code_subspace_survival,qec_off,x_minus,0.2990094088399593,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[12][1],"{""cutoff"":40,""cycle"":12,""noise_profile"":""high"",""time_us"":120.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_12_y_plus,code_subspace_survival,qec_off,y_plus,0.3395329939503203,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[12][2],"{""cutoff"":40,""cycle"":12,""noise_profile"":""high"",""time_us"":120.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_12_y_minus,code_subspace_survival,qec_off,y_minus,0.3395329939503203,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[12][3],"{""cutoff"":40,""cycle"":12,""noise_profile"":""high"",""time_us"":120.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_12_z_plus,code_subspace_survival,qec_off,z_plus,0.38005638806002756,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[12][4],"{""cutoff"":40,""cycle"":12,""noise_profile"":""high"",""time_us"":120.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_12_z_minus,code_subspace_survival,qec_off,z_minus,0.29900959984061337,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[12][5],"{""cutoff"":40,""cycle"":12,""noise_profile"":""high"",""time_us"":120.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_13_x_plus,code_subspace_survival,qec_off,x_plus,0.3738263956651089,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[13][0],"{""cutoff"":40,""cycle"":13,""noise_profile"":""high"",""time_us"":130.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_13_x_minus,code_subspace_survival,qec_off,x_minus,0.2864105311210231,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[13][1],"{""cutoff"":40,""cycle"":13,""noise_profile"":""high"",""time_us"":130.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_13_y_plus,code_subspace_survival,qec_off,y_plus,0.33011846339306594,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[13][2],"{""cutoff"":40,""cycle"":13,""noise_profile"":""high"",""time_us"":130.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_13_y_minus,code_subspace_survival,qec_off,y_minus,0.33011846339306594,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[13][3],"{""cutoff"":40,""cycle"":13,""noise_profile"":""high"",""time_us"":130.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_13_z_plus,code_subspace_survival,qec_off,z_plus,0.37382618965560555,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[13][4],"{""cutoff"":40,""cycle"":13,""noise_profile"":""high"",""time_us"":130.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_13_z_minus,code_subspace_survival,qec_off,z_minus,0.2864107371305267,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[13][5],"{""cutoff"":40,""cycle"":13,""noise_profile"":""high"",""time_us"":130.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_14_x_plus,code_subspace_survival,qec_off,x_plus,0.3699441075709331,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[14][0],"{""cutoff"":40,""cycle"":14,""noise_profile"":""high"",""time_us"":140.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_14_x_minus,code_subspace_survival,qec_off,x_minus,0.27648383304096924,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[14][1],"{""cutoff"":40,""cycle"":14,""noise_profile"":""high"",""time_us"":140.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_14_y_plus,code_subspace_survival,qec_off,y_plus,0.32321397030595134,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[14][2],"{""cutoff"":40,""cycle"":14,""noise_profile"":""high"",""time_us"":140.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_14_y_minus,code_subspace_survival,qec_off,y_minus,0.32321397030595134,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[14][3],"{""cutoff"":40,""cycle"":14,""noise_profile"":""high"",""time_us"":140.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_14_z_plus,code_subspace_survival,qec_off,z_plus,0.3699438873168083,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[14][4],"{""cutoff"":40,""cycle"":14,""noise_profile"":""high"",""time_us"":140.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_14_z_minus,code_subspace_survival,qec_off,z_minus,0.2764840532950943,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[14][5],"{""cutoff"":40,""cycle"":14,""noise_profile"":""high"",""time_us"":140.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_15_x_plus,code_subspace_survival,qec_off,x_plus,0.36792694951597943,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[15][0],"{""cutoff"":40,""cycle"":15,""noise_profile"":""high"",""time_us"":150.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_15_x_minus,code_subspace_survival,qec_off,x_minus,0.2688052425220411,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[15][1],"{""cutoff"":40,""cycle"":15,""noise_profile"":""high"",""time_us"":150.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_15_y_plus,code_subspace_survival,qec_off,y_plus,0.3183660960190102,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[15][2],"{""cutoff"":40,""cycle"":15,""noise_profile"":""high"",""time_us"":150.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_15_y_minus,code_subspace_survival,qec_off,y_minus,0.3183660960190102,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[15][3],"{""cutoff"":40,""cycle"":15,""noise_profile"":""high"",""time_us"":150.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_15_z_plus,code_subspace_survival,qec_off,z_plus,0.3679267159197809,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[15][4],"{""cutoff"":40,""cycle"":15,""noise_profile"":""high"",""time_us"":150.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_15_z_minus,code_subspace_survival,qec_off,z_minus,0.26880547611823946,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[15][5],"{""cutoff"":40,""cycle"":15,""noise_profile"":""high"",""time_us"":150.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_16_x_plus,code_subspace_survival,qec_off,x_plus,0.36736148669928004,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[16][0],"{""cutoff"":40,""cycle"":16,""noise_profile"":""high"",""time_us"":160.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_16_x_minus,code_subspace_survival,qec_off,x_minus,0.263018416554141,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[16][1],"{""cutoff"":40,""cycle"":16,""noise_profile"":""high"",""time_us"":160.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_16_y_plus,code_subspace_survival,qec_off,y_plus,0.3151899516267107,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[16][2],"{""cutoff"":40,""cycle"":16,""noise_profile"":""high"",""time_us"":160.0}"
six_pauli_states,Supplement S2,d,pauli_qec_off_16_y_minus,code_subspace_survival,qec_off,y_minus,0.3151899516267107,null,null,probability,FINITE_CUTOFF_CPTNI_NO_POSTSELECTION,PROJECT_NATIVE_SIMULATION,"[""channel_report"",""channel_source"",""channel_code""]","{""channel_code"":""926428fc3817d53038ee498b0c57063f251170ef759fb7e6a22ffefeb6d5744a"",""channel_report"":""715362ba2daa017ea32f08a9366aea9be1746150c4fe56f1908baee97eda3900"",""channel_source"":""7106f21347cb641f7c9430fa6dbce189fdda3f58f0ec15f26c2ff8f260576fb9""}",lanes[cutoff40:high:qec_off].survival[16][3],"{""cutoff"":40,""cycle"":16,""noise_profile"":""high"",""time_us"":160.0}"
