evaluation_seed,window_index,start_cycle,end_cycle,truth_regime,deployable_trace_sha256,truth_trace_sha256,static_prior_prediction,static_prior_p_normal,static_prior_p_burst,static_prior_p_leakage,static_prior_p_calibration_shift,memoryless_emission_prediction,memoryless_emission_p_normal,memoryless_emission_p_burst,memoryless_emission_p_leakage,memoryless_emission_p_calibration_shift,causal_hmm_prediction,causal_hmm_p_normal,causal_hmm_p_burst,causal_hmm_p_leakage,causal_hmm_p_calibration_shift
20261231,10,320,351,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.09987949795447079,0.2688883832879094,0.08574827601067918,0.5454838427469397,calibration_shift,0.014976778171355884,0.041241671776567894,0.004143291242355572,0.9396382588097205
20261231,11,352,383,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.16136429459034834,0.03968272727283093,0.003129757683697357,0.7958232204531246,calibration_shift,0.012514939297129782,0.003517324631424805,0.0001304659497041399,0.9838372701217412
20261231,12,384,415,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.02316138304322361,0.09532026710757562,0.03066136450654483,0.8508569853426543,calibration_shift,0.0014728661048870482,0.0026473499307591293,0.000758709534164302,0.9951210744301895
20261231,13,416,447,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,burst,0.21779143368113146,0.3938407842771705,0.05655595526362875,0.3318118267780705,calibration_shift,0.021102997327355627,0.024568558192053506,0.003582636750626035,0.9507458077299649
20261231,14,448,479,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,burst,0.16808434574870737,0.39418223389513535,0.1126654560950961,0.32506796426106205,calibration_shift,0.0332448913018709,0.05663783802710654,0.01001711134245106,0.9001001593285715
20261231,15,480,511,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.1020745183031757,0.23638713860198798,0.03890506374002966,0.6226332793548066,calibration_shift,0.014987665284824174,0.03374193779356025,0.0029262246527455684,0.94834417226887
20261231,16,512,543,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.35098010008329716,0.20546628016929608,0.033519565382170054,0.4100340543652374,calibration_shift,0.04877116790473906,0.028797605683983894,0.0022942877972691963,0.9201369386140078
20261231,17,544,575,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,burst,0.06447759875914996,0.5160508004464724,0.16226659185495676,0.2572050089394195,calibration_shift,0.025134783886683287,0.10209825103924478,0.01699452201793045,0.8557724430561415
20261231,18,576,607,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,burst,0.014575509333907001,0.6493304974539663,0.10796464068981951,0.2281293525223077,calibration_shift,0.003845522753934148,0.2952957766645559,0.021494651633769284,0.6793640489477406
20261231,19,608,639,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.023675827151188232,0.13361100612239815,0.015762977065320632,0.8269501896610917,calibration_shift,0.0016742771879296153,0.06965163954449093,0.0016694150562410258,0.9270046682113384
20261231,20,640,671,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.04033696555167455,0.4252420117219477,0.015770048996844886,0.5186509737295313,calibration_shift,0.0027763537856363373,0.07833908787318528,0.0007710461037503926,0.9181135122374279
20261231,21,672,703,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.01727091636915615,0.27333100544990163,0.026152711741918012,0.6832453664390254,calibration_shift,0.0010110025782849917,0.04383582922633303,0.0009340328730081955,0.9542191353223738
20261231,22,704,735,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,normal,0.500183775763963,0.21826304490830278,0.045166775081759855,0.23638640424597274,calibration_shift,0.06561013495789725,0.05851354761737137,0.004071597595616105,0.8718047198291153
20261231,23,736,767,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.007793676849129693,0.4108486259555404,0.14818374646216256,0.43317395073316695,calibration_shift,0.0024459284568403863,0.08510680080231385,0.012015575343209715,0.900431695397636
20261231,24,768,799,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.12438112848333786,0.04052363762387825,0.008220004482375875,0.8268752294104081,calibration_shift,0.0063192220115292266,0.006050387179392376,0.0005080985121039113,0.9871222922969745
20261231,25,800,831,normal,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.3484179597000276,0.03578872463251378,0.0018097369511923375,0.613983578716266,calibration_shift,0.02422869537859904,0.0015324422229557875,6.336249713652703e-05,0.9741754999013087
20261231,26,832,863,normal,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,normal,0.9919477085807135,0.0016612652688587166,0.0014680388521941183,0.004922987298235191,normal,0.9357560357178376,0.00045378214159550606,0.00040844801628893695,0.06338173412427808
20261231,27,864,895,normal,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,normal,0.9332709897076453,0.006352331840647866,0.010541331479195438,0.04983534697251115,normal,0.9956642125421697,0.00013485875038171614,0.0003558095459295868,0.0038451191615187824
20261231,28,896,927,normal,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,normal,0.657181437097786,0.1719149278780064,0.061910863694295604,0.10899277132991046,normal,0.9899209528763254,0.00454940951851273,0.0027397518871614987,0.0027898857180004275
20261231,29,928,959,normal,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,normal,0.35448089020532647,0.27368940409144604,0.15131599090856843,0.22051371479465978,normal,0.9586353435682614,0.017423051087086108,0.014255631888471882,0.009685973456180594
20261231,30,960,991,normal,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,normal,0.8283811604746479,0.018297622515061472,0.010127854506395466,0.143193362503894,normal,0.9942071821018251,0.0008307293921157494,0.0006743132145867296,0.00428777529147237
20261231,31,992,1023,normal,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,normal,0.8035798248641592,0.1129761817556262,0.013369093335000776,0.07007490004521327,normal,0.9953431659511903,0.00263149118413507,0.0005015712361018266,0.0015237716285728933
20261231,32,1024,1055,normal,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,burst,0.15918555182606253,0.4590418564518271,0.027904765528884563,0.3538678261932244,normal,0.9106554894215292,0.055371494132152796,0.004758149509262381,0.029214866937055554
20261231,33,1056,1087,normal,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,normal,0.7127680929859178,0.06240898222278939,0.013990853765798365,0.210832071025494,normal,0.9796751281907343,0.0064433754123653895,0.0008118282672619888,0.013069668129638055
20261231,34,1088,1119,normal,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.22093794318950502,0.2957756822479908,0.022324402992677767,0.4609619715698277,normal,0.9144790278006104,0.03179368298667287,0.002892005575568068,0.05083528363714864
20261231,35,1120,1151,normal,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,normal,0.7005854244742215,0.04496368189638114,0.03597591278123218,0.21847498084816444,normal,0.9752920024703168,0.003350959211586982,0.0019245848873310851,0.019432453430765242
20261231,36,1152,1183,normal,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,normal,0.5019746932433453,0.10479345066362447,0.03626799267182671,0.3569638634212024,normal,0.9705242289358198,0.004607927153047322,0.0023763876443082797,0.022491456266824566
20261231,37,1184,1215,burst,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,burst,0.23371510100441129,0.5235238905431105,0.1159259172487313,0.12683509120374867,normal,0.9163962095890547,0.0500086824872077,0.015914478481644758,0.017680629442092876
20261231,38,1216,1247,burst,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,burst,0.10882829132654843,0.8033155412533232,0.06943439529933267,0.01842177212079426,normal,0.6404594311743838,0.3309901076668531,0.024802051624691585,0.0037484095340715056
20261231,39,1248,1279,burst,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.12239989350256504,0.30220580132025454,0.16955313742320224,0.40584116775397716,burst,0.4369271911385661,0.457617668429169,0.06060901258278221,0.04484612784948264
20261231,40,1280,1311,burst,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,burst,0.07941455833741082,0.6024919469158848,0.10907164232515452,0.2090218524215491,burst,0.12939809176991368,0.785706262763555,0.04211346786094618,0.0427821776055851
20261231,41,1312,1343,burst,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,normal,0.49468944277464993,0.26081484353970036,0.1499613768995508,0.09453433678609846,burst,0.3184767237983538,0.6149890456595297,0.04626220818980152,0.02027202235231492
20261231,42,1344,1375,burst,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,burst,0.10724289509073742,0.45411279466395005,0.09300664668654471,0.3456376635587664,burst,0.13454279903095523,0.7899487347472308,0.029682755269474795,0.04582571095233908
20261231,43,1376,1407,burst,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.26079175588582915,0.19553557568030436,0.061948306569622504,0.48172436186424245,burst,0.227959608526338,0.610747448229805,0.020160071361683022,0.14113287188217402
20261231,44,1408,1439,burst,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,burst,0.04459682023537886,0.6245134897854044,0.16375127217343796,0.16713841780577893,burst,0.03430979402267772,0.8757408334289566,0.025796150408264912,0.06415322214010086
20261231,45,1440,1471,burst,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,burst,0.2586112361513711,0.4840811109056018,0.09452575608339256,0.16278189685963568,burst,0.04876931100378516,0.9044671245381631,0.01459416775956431,0.0321693966984875
20261231,46,1472,1503,burst,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,burst,0.01645376452397396,0.5549178873420373,0.33495936764152195,0.09366898049246856,burst,0.0033644122436825496,0.952612355788679,0.03365182808786563,0.010371403879772917
20261231,47,1504,1535,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.10419535300329233,0.1920825368257395,0.023869753441932606,0.679852356729036,burst,0.01897629169828027,0.8635876755264494,0.009328175764762513,0.10810785701050782
20261231,48,1536,1567,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.03365149395675349,0.04388590291668623,0.0059493583755045164,0.9165132447510554,calibration_shift,0.01348641625637453,0.2295926543849562,0.0015404131408628422,0.7553805162178066
20261231,49,1568,1599,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.05777517683057526,0.1449411689254432,0.07748100425925662,0.719802649984725,calibration_shift,0.005779173819940211,0.06299185207446624,0.0035910577669844464,0.927637916338609
20261231,50,1600,1631,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.09157120776882563,0.01989800853509681,0.009639254722122646,0.8788915289739538,calibration_shift,0.004913050649381959,0.002177275395969303,0.00035467095008836927,0.9925550030045605
20261231,51,1632,1663,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.3500059801153057,0.10749599221027717,0.05321080229339285,0.48928722538102426,calibration_shift,0.028159136323901678,0.0045064171038633125,0.0022276043011137275,0.9651068422711213
20261231,52,1664,1695,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,burst,0.26600426146196177,0.4756033190758138,0.029886595150813076,0.2285058243114114,calibration_shift,0.0811872053858447,0.047425282815631714,0.0032163934531475842,0.8681711183453761
20261231,53,1696,1727,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.06805546588913372,0.048800084132312106,0.00484372966314531,0.8783007203154104,calibration_shift,0.013346187436264733,0.004743346381406985,0.00020296750488514462,0.9817074986774432
20261231,54,1728,1759,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.14889366206535012,0.31380224871661816,0.020578496437649998,0.5167255927803815,calibration_shift,0.01560850063773146,0.015049100368251706,0.0008320543912304989,0.9685103446027863
20261231,55,1760,1791,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.12593045754165347,0.35108906475566315,0.02665818593319293,0.49632229176949144,calibration_shift,0.014796185023053743,0.02665687115239753,0.0012482690240487033,0.9572986748005001
20261231,56,1792,1823,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,normal,0.5033419277191482,0.08015425914004021,0.03441900259732284,0.38208481054348786,calibration_shift,0.07315454245151719,0.0102918117975397,0.0021352751987173827,0.9144183705522256
20261231,57,1824,1855,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.005274305485244548,0.2677558184886385,0.12893690601481192,0.5980329700113048,calibration_shift,0.0013222826370616518,0.016160248957104585,0.006695420511095276,0.9758220478947385
20261231,58,1856,1887,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.014242013134870776,0.21967906541052462,0.029177618880418685,0.7369013025741865,calibration_shift,0.0006673418753435887,0.01176173247370085,0.0014169399987641847,0.9861539856521914
20261231,59,1888,1919,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.023106826838483415,0.2635502257771392,0.039408436912711925,0.6739345104716641,calibration_shift,0.0011011232526439048,0.01310660732373379,0.0013963934112136798,0.9843958760124087
20261231,60,1920,1951,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.13300863522227852,0.08727724463386961,0.007146642050144397,0.772567478093706,calibration_shift,0.005767693225268737,0.004001925802337965,0.00022285398496428352,0.990007526987429
20261231,61,1952,1983,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,normal,0.4369974664574569,0.10606664589936311,0.026271239702205598,0.4306646479409738,calibration_shift,0.04112164253902957,0.005638475271817122,0.001217601048723609,0.9520222811404296
20261231,62,1984,2015,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.16310905606128331,0.02366897176376332,0.010987294710119952,0.8022346774648317,calibration_shift,0.02009918359983316,0.000823367835253402,0.00035871806456060714,0.978718730500353
20261231,63,2016,2047,calibration_shift,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b,burst,0.22959183673469388,0.288265306122449,0.19387755102040816,0.288265306122449,calibration_shift,0.07933718930241034,0.3884983074697231,0.03209275504482183,0.5000717481830447,calibration_shift,0.010278701381448862,0.014943065157991932,0.001397621737449344,0.9733806117231099
