row_type,seed,profile_id,amplitude_over_lattice,logical_distance,metric,value,ci_low,ci_high,status_or_scope,trace_sha256,source_task
parent_artifact,,,,,docs/t2_0_5_displacement_fault_trend.json,14f5fcb38707a15178a71528723dc51f9e86a258d97a4b780062e94a0d99a415,,,True,,T2.0.5
parent_artifact,,,,,docs/t5_1_2_mixed_scenario_matrix.json,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d,,,True,,T5.1.2
parent_artifact,,,,,docs/t2_3_3_cross_fidelity_validation.json,bb524810e4bcb87e3d4f855ed156fac4555a5752c24555e93823c2779e40e386,,,True,,T2.3.3
parent_artifact,,,,,docs/t5_1_6_experimental_feasibility.json,1dacc4344cf7790ee3447f7d841369e2c43a560b8302f8feb340a479a181b090,,,True,,T5.1.6
implementation_binding,,,,,cnn_fpga/benchmark/displacement_large_error_causal.py,8eb60c401e786dc93d58f04845af4a5a65d8b428168c15dc30c4db00141c8f5c,,,current,,T5.2.1
implementation_binding,,,,,physics/sbs_displacement_fault.py,eb0ec42a55f573cb2f56d54808e8547ae30afbb4249e1f7fbced8cdb7b73cc5f,,,current,,T5.2.1
implementation_binding,,,,,physics/ideal_gkp_decoder.py,b60d529aaa337c3a3d6104f1790e178e4108de5be2eea12ee7d28ac21b17c53a,,,current,,T5.2.1
recovery_seed_metric,202607162101,,0.0,0.0,mean_initial_recovery_depth,0.0,,,protocol_aligned_component,d3f0978ffb2b544c9323fac88ddff4995e6036c7d2f251f4f7628a218171b22a,T5.2.1
recovery_seed_metric,202607162101,,0.0,0.0,mean_observed_same_quadrature_max_e_run,0.1044921875,,,protocol_aligned_component,d3f0978ffb2b544c9323fac88ddff4995e6036c7d2f251f4f7628a218171b22a,T5.2.1
recovery_seed_metric,202607162101,,0.0,0.0,mean_ideal_same_quadrature_max_e_run,0.0,,,protocol_aligned_component,d3f0978ffb2b544c9323fac88ddff4995e6036c7d2f251f4f7628a218171b22a,T5.2.1
recovery_seed_metric,202607162101,,0.0,0.0,mean_restricted_recovery_cycles,0.0,,,protocol_aligned_component,d3f0978ffb2b544c9323fac88ddff4995e6036c7d2f251f4f7628a218171b22a,T5.2.1
recovery_seed_metric,202607162101,,0.0,0.0,recovered_fraction_by_horizon,1.0,,,protocol_aligned_component,d3f0978ffb2b544c9323fac88ddff4995e6036c7d2f251f4f7628a218171b22a,T5.2.1
recovery_seed_metric,202607162101,,0.0,0.0,unaffected_e_probability_max,0.0078125,,,protocol_aligned_component,d3f0978ffb2b544c9323fac88ddff4995e6036c7d2f251f4f7628a218171b22a,T5.2.1
recovery_seed_metric,202607162101,,0.03125,0.125,mean_initial_recovery_depth,0.7490234375,,,protocol_aligned_component,34b362ec455d209f6598bb15fe0d1bdef765be6f071ef404fe8517b487a7300f,T5.2.1
recovery_seed_metric,202607162101,,0.03125,0.125,mean_observed_same_quadrature_max_e_run,0.755615234375,,,protocol_aligned_component,34b362ec455d209f6598bb15fe0d1bdef765be6f071ef404fe8517b487a7300f,T5.2.1
recovery_seed_metric,202607162101,,0.03125,0.125,mean_ideal_same_quadrature_max_e_run,0.73046875,,,protocol_aligned_component,34b362ec455d209f6598bb15fe0d1bdef765be6f071ef404fe8517b487a7300f,T5.2.1
recovery_seed_metric,202607162101,,0.03125,0.125,mean_restricted_recovery_cycles,0.835693359375,,,protocol_aligned_component,34b362ec455d209f6598bb15fe0d1bdef765be6f071ef404fe8517b487a7300f,T5.2.1
recovery_seed_metric,202607162101,,0.03125,0.125,recovered_fraction_by_horizon,1.0,,,protocol_aligned_component,34b362ec455d209f6598bb15fe0d1bdef765be6f071ef404fe8517b487a7300f,T5.2.1
recovery_seed_metric,202607162101,,0.03125,0.125,unaffected_e_probability_max,0.015625,,,protocol_aligned_component,34b362ec455d209f6598bb15fe0d1bdef765be6f071ef404fe8517b487a7300f,T5.2.1
recovery_seed_metric,202607162101,,0.0625,0.25,mean_initial_recovery_depth,1.482177734375,,,protocol_aligned_component,a950da76a9bb571e3bc54037806a72eb536ffb2891e57f2fca17385bdfb8a1de,T5.2.1
recovery_seed_metric,202607162101,,0.0625,0.25,mean_observed_same_quadrature_max_e_run,1.383056640625,,,protocol_aligned_component,a950da76a9bb571e3bc54037806a72eb536ffb2891e57f2fca17385bdfb8a1de,T5.2.1
recovery_seed_metric,202607162101,,0.0625,0.25,mean_ideal_same_quadrature_max_e_run,1.39404296875,,,protocol_aligned_component,a950da76a9bb571e3bc54037806a72eb536ffb2891e57f2fca17385bdfb8a1de,T5.2.1
recovery_seed_metric,202607162101,,0.0625,0.25,mean_restricted_recovery_cycles,1.682861328125,,,protocol_aligned_component,a950da76a9bb571e3bc54037806a72eb536ffb2891e57f2fca17385bdfb8a1de,T5.2.1
recovery_seed_metric,202607162101,,0.0625,0.25,recovered_fraction_by_horizon,1.0,,,protocol_aligned_component,a950da76a9bb571e3bc54037806a72eb536ffb2891e57f2fca17385bdfb8a1de,T5.2.1
recovery_seed_metric,202607162101,,0.0625,0.25,unaffected_e_probability_max,0.019775390625,,,protocol_aligned_component,a950da76a9bb571e3bc54037806a72eb536ffb2891e57f2fca17385bdfb8a1de,T5.2.1
recovery_seed_metric,202607162101,,0.09375,0.375,mean_initial_recovery_depth,2.238037109375,,,protocol_aligned_component,c8b56a2a5d7abb35dfac5b4081b68e10c588354353ab128e5cd01e3b16b5129a,T5.2.1
recovery_seed_metric,202607162101,,0.09375,0.375,mean_observed_same_quadrature_max_e_run,2.020751953125,,,protocol_aligned_component,c8b56a2a5d7abb35dfac5b4081b68e10c588354353ab128e5cd01e3b16b5129a,T5.2.1
recovery_seed_metric,202607162101,,0.09375,0.375,mean_ideal_same_quadrature_max_e_run,2.05224609375,,,protocol_aligned_component,c8b56a2a5d7abb35dfac5b4081b68e10c588354353ab128e5cd01e3b16b5129a,T5.2.1
recovery_seed_metric,202607162101,,0.09375,0.375,mean_restricted_recovery_cycles,2.547119140625,,,protocol_aligned_component,c8b56a2a5d7abb35dfac5b4081b68e10c588354353ab128e5cd01e3b16b5129a,T5.2.1
recovery_seed_metric,202607162101,,0.09375,0.375,recovered_fraction_by_horizon,1.0,,,protocol_aligned_component,c8b56a2a5d7abb35dfac5b4081b68e10c588354353ab128e5cd01e3b16b5129a,T5.2.1
recovery_seed_metric,202607162101,,0.09375,0.375,unaffected_e_probability_max,0.021484375,,,protocol_aligned_component,c8b56a2a5d7abb35dfac5b4081b68e10c588354353ab128e5cd01e3b16b5129a,T5.2.1
recovery_seed_metric,202607162101,,0.125,0.5,mean_initial_recovery_depth,2.998779296875,,,protocol_aligned_component,aa214e69b0932cb2841d60ac521c77ca162225b35ae3fe78a0c4bd4ed9dd84d7,T5.2.1
recovery_seed_metric,202607162101,,0.125,0.5,mean_observed_same_quadrature_max_e_run,2.637939453125,,,protocol_aligned_component,aa214e69b0932cb2841d60ac521c77ca162225b35ae3fe78a0c4bd4ed9dd84d7,T5.2.1
recovery_seed_metric,202607162101,,0.125,0.5,mean_ideal_same_quadrature_max_e_run,2.693603515625,,,protocol_aligned_component,aa214e69b0932cb2841d60ac521c77ca162225b35ae3fe78a0c4bd4ed9dd84d7,T5.2.1
recovery_seed_metric,202607162101,,0.125,0.5,mean_restricted_recovery_cycles,3.41650390625,,,protocol_aligned_component,aa214e69b0932cb2841d60ac521c77ca162225b35ae3fe78a0c4bd4ed9dd84d7,T5.2.1
recovery_seed_metric,202607162101,,0.125,0.5,recovered_fraction_by_horizon,1.0,,,protocol_aligned_component,aa214e69b0932cb2841d60ac521c77ca162225b35ae3fe78a0c4bd4ed9dd84d7,T5.2.1
recovery_seed_metric,202607162101,,0.125,0.5,unaffected_e_probability_max,0.022216796875,,,protocol_aligned_component,aa214e69b0932cb2841d60ac521c77ca162225b35ae3fe78a0c4bd4ed9dd84d7,T5.2.1
recovery_seed_metric,202607162101,,0.15625,0.625,mean_initial_recovery_depth,3.761962890625,,,protocol_aligned_component,71d1a948a48cb0d7e9e9ad9a6f49b636c328c9999339962d1e4b4bd656972e04,T5.2.1
recovery_seed_metric,202607162101,,0.15625,0.625,mean_observed_same_quadrature_max_e_run,3.235107421875,,,protocol_aligned_component,71d1a948a48cb0d7e9e9ad9a6f49b636c328c9999339962d1e4b4bd656972e04,T5.2.1
recovery_seed_metric,202607162101,,0.15625,0.625,mean_ideal_same_quadrature_max_e_run,3.30859375,,,protocol_aligned_component,71d1a948a48cb0d7e9e9ad9a6f49b636c328c9999339962d1e4b4bd656972e04,T5.2.1
recovery_seed_metric,202607162101,,0.15625,0.625,mean_restricted_recovery_cycles,4.2890625,,,protocol_aligned_component,71d1a948a48cb0d7e9e9ad9a6f49b636c328c9999339962d1e4b4bd656972e04,T5.2.1
recovery_seed_metric,202607162101,,0.15625,0.625,recovered_fraction_by_horizon,1.0,,,protocol_aligned_component,71d1a948a48cb0d7e9e9ad9a6f49b636c328c9999339962d1e4b4bd656972e04,T5.2.1
recovery_seed_metric,202607162101,,0.15625,0.625,unaffected_e_probability_max,0.0224609375,,,protocol_aligned_component,71d1a948a48cb0d7e9e9ad9a6f49b636c328c9999339962d1e4b4bd656972e04,T5.2.1
recovery_seed_metric,202607162101,,0.1875,0.75,mean_initial_recovery_depth,4.517822265625,,,protocol_aligned_component,f32c33e94e809bb0e5ab18ecec60f7b73d741fb7b326b151e7f57d39fda1e2e1,T5.2.1
recovery_seed_metric,202607162101,,0.1875,0.75,mean_observed_same_quadrature_max_e_run,3.81103515625,,,protocol_aligned_component,f32c33e94e809bb0e5ab18ecec60f7b73d741fb7b326b151e7f57d39fda1e2e1,T5.2.1
recovery_seed_metric,202607162101,,0.1875,0.75,mean_ideal_same_quadrature_max_e_run,3.9130859375,,,protocol_aligned_component,f32c33e94e809bb0e5ab18ecec60f7b73d741fb7b326b151e7f57d39fda1e2e1,T5.2.1
recovery_seed_metric,202607162101,,0.1875,0.75,mean_restricted_recovery_cycles,5.140869140625,,,protocol_aligned_component,f32c33e94e809bb0e5ab18ecec60f7b73d741fb7b326b151e7f57d39fda1e2e1,T5.2.1
recovery_seed_metric,202607162101,,0.1875,0.75,recovered_fraction_by_horizon,1.0,,,protocol_aligned_component,f32c33e94e809bb0e5ab18ecec60f7b73d741fb7b326b151e7f57d39fda1e2e1,T5.2.1
recovery_seed_metric,202607162101,,0.1875,0.75,unaffected_e_probability_max,0.022705078125,,,protocol_aligned_component,f32c33e94e809bb0e5ab18ecec60f7b73d741fb7b326b151e7f57d39fda1e2e1,T5.2.1
recovery_seed_metric,202607162101,,0.21875,0.875,mean_initial_recovery_depth,5.2509765625,,,protocol_aligned_component,df3d9724eb35416557f113eb87ba187341a5215bd233bd7fc3fba563d67f8cf4,T5.2.1
recovery_seed_metric,202607162101,,0.21875,0.875,mean_observed_same_quadrature_max_e_run,4.343994140625,,,protocol_aligned_component,df3d9724eb35416557f113eb87ba187341a5215bd233bd7fc3fba563d67f8cf4,T5.2.1
recovery_seed_metric,202607162101,,0.21875,0.875,mean_ideal_same_quadrature_max_e_run,4.4658203125,,,protocol_aligned_component,df3d9724eb35416557f113eb87ba187341a5215bd233bd7fc3fba563d67f8cf4,T5.2.1
recovery_seed_metric,202607162101,,0.21875,0.875,mean_restricted_recovery_cycles,5.977294921875,,,protocol_aligned_component,df3d9724eb35416557f113eb87ba187341a5215bd233bd7fc3fba563d67f8cf4,T5.2.1
recovery_seed_metric,202607162101,,0.21875,0.875,recovered_fraction_by_horizon,1.0,,,protocol_aligned_component,df3d9724eb35416557f113eb87ba187341a5215bd233bd7fc3fba563d67f8cf4,T5.2.1
recovery_seed_metric,202607162101,,0.21875,0.875,unaffected_e_probability_max,0.022216796875,,,protocol_aligned_component,df3d9724eb35416557f113eb87ba187341a5215bd233bd7fc3fba563d67f8cf4,T5.2.1
recovery_seed_metric,202607162101,,0.25,1.0,mean_initial_recovery_depth,6.0,,,protocol_aligned_component,c5d77cbc3f9eca151c31d83d98472b8c118ca8c150b62479c3160622baa2ded6,T5.2.1
recovery_seed_metric,202607162101,,0.25,1.0,mean_observed_same_quadrature_max_e_run,4.861572265625,,,protocol_aligned_component,c5d77cbc3f9eca151c31d83d98472b8c118ca8c150b62479c3160622baa2ded6,T5.2.1
recovery_seed_metric,202607162101,,0.25,1.0,mean_ideal_same_quadrature_max_e_run,5.003662109375,,,protocol_aligned_component,c5d77cbc3f9eca151c31d83d98472b8c118ca8c150b62479c3160622baa2ded6,T5.2.1
recovery_seed_metric,202607162101,,0.25,1.0,mean_restricted_recovery_cycles,6.827880859375,,,protocol_aligned_component,c5d77cbc3f9eca151c31d83d98472b8c118ca8c150b62479c3160622baa2ded6,T5.2.1
recovery_seed_metric,202607162101,,0.25,1.0,recovered_fraction_by_horizon,1.0,,,protocol_aligned_component,c5d77cbc3f9eca151c31d83d98472b8c118ca8c150b62479c3160622baa2ded6,T5.2.1
recovery_seed_metric,202607162101,,0.25,1.0,unaffected_e_probability_max,0.023193359375,,,protocol_aligned_component,c5d77cbc3f9eca151c31d83d98472b8c118ca8c150b62479c3160622baa2ded6,T5.2.1
recovery_seed_metric,202607162101,,0.28125,0.875,mean_initial_recovery_depth,5.2509765625,,,protocol_aligned_component,df3d9724eb35416557f113eb87ba187341a5215bd233bd7fc3fba563d67f8cf4,T5.2.1
recovery_seed_metric,202607162101,,0.28125,0.875,mean_observed_same_quadrature_max_e_run,4.343994140625,,,protocol_aligned_component,df3d9724eb35416557f113eb87ba187341a5215bd233bd7fc3fba563d67f8cf4,T5.2.1
recovery_seed_metric,202607162101,,0.28125,0.875,mean_ideal_same_quadrature_max_e_run,4.4658203125,,,protocol_aligned_component,df3d9724eb35416557f113eb87ba187341a5215bd233bd7fc3fba563d67f8cf4,T5.2.1
recovery_seed_metric,202607162101,,0.28125,0.875,mean_restricted_recovery_cycles,5.977294921875,,,protocol_aligned_component,df3d9724eb35416557f113eb87ba187341a5215bd233bd7fc3fba563d67f8cf4,T5.2.1
recovery_seed_metric,202607162101,,0.28125,0.875,recovered_fraction_by_horizon,1.0,,,protocol_aligned_component,df3d9724eb35416557f113eb87ba187341a5215bd233bd7fc3fba563d67f8cf4,T5.2.1
recovery_seed_metric,202607162101,,0.28125,0.875,unaffected_e_probability_max,0.022216796875,,,protocol_aligned_component,df3d9724eb35416557f113eb87ba187341a5215bd233bd7fc3fba563d67f8cf4,T5.2.1
recovery_seed_metric,202607162101,,0.3125,0.75,mean_initial_recovery_depth,4.517822265625,,,protocol_aligned_component,f32c33e94e809bb0e5ab18ecec60f7b73d741fb7b326b151e7f57d39fda1e2e1,T5.2.1
recovery_seed_metric,202607162101,,0.3125,0.75,mean_observed_same_quadrature_max_e_run,3.81103515625,,,protocol_aligned_component,f32c33e94e809bb0e5ab18ecec60f7b73d741fb7b326b151e7f57d39fda1e2e1,T5.2.1
recovery_seed_metric,202607162101,,0.3125,0.75,mean_ideal_same_quadrature_max_e_run,3.9130859375,,,protocol_aligned_component,f32c33e94e809bb0e5ab18ecec60f7b73d741fb7b326b151e7f57d39fda1e2e1,T5.2.1
recovery_seed_metric,202607162101,,0.3125,0.75,mean_restricted_recovery_cycles,5.140869140625,,,protocol_aligned_component,f32c33e94e809bb0e5ab18ecec60f7b73d741fb7b326b151e7f57d39fda1e2e1,T5.2.1
recovery_seed_metric,202607162101,,0.3125,0.75,recovered_fraction_by_horizon,1.0,,,protocol_aligned_component,f32c33e94e809bb0e5ab18ecec60f7b73d741fb7b326b151e7f57d39fda1e2e1,T5.2.1
recovery_seed_metric,202607162101,,0.3125,0.75,unaffected_e_probability_max,0.022705078125,,,protocol_aligned_component,f32c33e94e809bb0e5ab18ecec60f7b73d741fb7b326b151e7f57d39fda1e2e1,T5.2.1
recovery_seed_metric,202607162101,,0.34375,0.625,mean_initial_recovery_depth,3.761962890625,,,protocol_aligned_component,71d1a948a48cb0d7e9e9ad9a6f49b636c328c9999339962d1e4b4bd656972e04,T5.2.1
recovery_seed_metric,202607162101,,0.34375,0.625,mean_observed_same_quadrature_max_e_run,3.235107421875,,,protocol_aligned_component,71d1a948a48cb0d7e9e9ad9a6f49b636c328c9999339962d1e4b4bd656972e04,T5.2.1
recovery_seed_metric,202607162101,,0.34375,0.625,mean_ideal_same_quadrature_max_e_run,3.30859375,,,protocol_aligned_component,71d1a948a48cb0d7e9e9ad9a6f49b636c328c9999339962d1e4b4bd656972e04,T5.2.1
recovery_seed_metric,202607162101,,0.34375,0.625,mean_restricted_recovery_cycles,4.2890625,,,protocol_aligned_component,71d1a948a48cb0d7e9e9ad9a6f49b636c328c9999339962d1e4b4bd656972e04,T5.2.1
recovery_seed_metric,202607162101,,0.34375,0.625,recovered_fraction_by_horizon,1.0,,,protocol_aligned_component,71d1a948a48cb0d7e9e9ad9a6f49b636c328c9999339962d1e4b4bd656972e04,T5.2.1
recovery_seed_metric,202607162101,,0.34375,0.625,unaffected_e_probability_max,0.0224609375,,,protocol_aligned_component,71d1a948a48cb0d7e9e9ad9a6f49b636c328c9999339962d1e4b4bd656972e04,T5.2.1
recovery_seed_metric,202607162101,,0.375,0.5,mean_initial_recovery_depth,2.998779296875,,,protocol_aligned_component,aa214e69b0932cb2841d60ac521c77ca162225b35ae3fe78a0c4bd4ed9dd84d7,T5.2.1
recovery_seed_metric,202607162101,,0.375,0.5,mean_observed_same_quadrature_max_e_run,2.637939453125,,,protocol_aligned_component,aa214e69b0932cb2841d60ac521c77ca162225b35ae3fe78a0c4bd4ed9dd84d7,T5.2.1
recovery_seed_metric,202607162101,,0.375,0.5,mean_ideal_same_quadrature_max_e_run,2.693603515625,,,protocol_aligned_component,aa214e69b0932cb2841d60ac521c77ca162225b35ae3fe78a0c4bd4ed9dd84d7,T5.2.1
recovery_seed_metric,202607162101,,0.375,0.5,mean_restricted_recovery_cycles,3.41650390625,,,protocol_aligned_component,aa214e69b0932cb2841d60ac521c77ca162225b35ae3fe78a0c4bd4ed9dd84d7,T5.2.1
recovery_seed_metric,202607162101,,0.375,0.5,recovered_fraction_by_horizon,1.0,,,protocol_aligned_component,aa214e69b0932cb2841d60ac521c77ca162225b35ae3fe78a0c4bd4ed9dd84d7,T5.2.1
recovery_seed_metric,202607162101,,0.375,0.5,unaffected_e_probability_max,0.022216796875,,,protocol_aligned_component,aa214e69b0932cb2841d60ac521c77ca162225b35ae3fe78a0c4bd4ed9dd84d7,T5.2.1
recovery_seed_metric,202607162101,,0.40625,0.375,mean_initial_recovery_depth,2.238037109375,,,protocol_aligned_component,c8b56a2a5d7abb35dfac5b4081b68e10c588354353ab128e5cd01e3b16b5129a,T5.2.1
recovery_seed_metric,202607162101,,0.40625,0.375,mean_observed_same_quadrature_max_e_run,2.020751953125,,,protocol_aligned_component,c8b56a2a5d7abb35dfac5b4081b68e10c588354353ab128e5cd01e3b16b5129a,T5.2.1
recovery_seed_metric,202607162101,,0.40625,0.375,mean_ideal_same_quadrature_max_e_run,2.05224609375,,,protocol_aligned_component,c8b56a2a5d7abb35dfac5b4081b68e10c588354353ab128e5cd01e3b16b5129a,T5.2.1
recovery_seed_metric,202607162101,,0.40625,0.375,mean_restricted_recovery_cycles,2.547119140625,,,protocol_aligned_component,c8b56a2a5d7abb35dfac5b4081b68e10c588354353ab128e5cd01e3b16b5129a,T5.2.1
recovery_seed_metric,202607162101,,0.40625,0.375,recovered_fraction_by_horizon,1.0,,,protocol_aligned_component,c8b56a2a5d7abb35dfac5b4081b68e10c588354353ab128e5cd01e3b16b5129a,T5.2.1
recovery_seed_metric,202607162101,,0.40625,0.375,unaffected_e_probability_max,0.021484375,,,protocol_aligned_component,c8b56a2a5d7abb35dfac5b4081b68e10c588354353ab128e5cd01e3b16b5129a,T5.2.1
recovery_seed_metric,202607162101,,0.4375,0.25,mean_initial_recovery_depth,1.482177734375,,,protocol_aligned_component,a950da76a9bb571e3bc54037806a72eb536ffb2891e57f2fca17385bdfb8a1de,T5.2.1
recovery_seed_metric,202607162101,,0.4375,0.25,mean_observed_same_quadrature_max_e_run,1.383056640625,,,protocol_aligned_component,a950da76a9bb571e3bc54037806a72eb536ffb2891e57f2fca17385bdfb8a1de,T5.2.1
recovery_seed_metric,202607162101,,0.4375,0.25,mean_ideal_same_quadrature_max_e_run,1.39404296875,,,protocol_aligned_component,a950da76a9bb571e3bc54037806a72eb536ffb2891e57f2fca17385bdfb8a1de,T5.2.1
recovery_seed_metric,202607162101,,0.4375,0.25,mean_restricted_recovery_cycles,1.682861328125,,,protocol_aligned_component,a950da76a9bb571e3bc54037806a72eb536ffb2891e57f2fca17385bdfb8a1de,T5.2.1
recovery_seed_metric,202607162101,,0.4375,0.25,recovered_fraction_by_horizon,1.0,,,protocol_aligned_component,a950da76a9bb571e3bc54037806a72eb536ffb2891e57f2fca17385bdfb8a1de,T5.2.1
recovery_seed_metric,202607162101,,0.4375,0.25,unaffected_e_probability_max,0.019775390625,,,protocol_aligned_component,a950da76a9bb571e3bc54037806a72eb536ffb2891e57f2fca17385bdfb8a1de,T5.2.1
recovery_seed_metric,202607162101,,0.46875,0.125,mean_initial_recovery_depth,0.7490234375,,,protocol_aligned_component,34b362ec455d209f6598bb15fe0d1bdef765be6f071ef404fe8517b487a7300f,T5.2.1
recovery_seed_metric,202607162101,,0.46875,0.125,mean_observed_same_quadrature_max_e_run,0.755615234375,,,protocol_aligned_component,34b362ec455d209f6598bb15fe0d1bdef765be6f071ef404fe8517b487a7300f,T5.2.1
recovery_seed_metric,202607162101,,0.46875,0.125,mean_ideal_same_quadrature_max_e_run,0.73046875,,,protocol_aligned_component,34b362ec455d209f6598bb15fe0d1bdef765be6f071ef404fe8517b487a7300f,T5.2.1
recovery_seed_metric,202607162101,,0.46875,0.125,mean_restricted_recovery_cycles,0.835693359375,,,protocol_aligned_component,34b362ec455d209f6598bb15fe0d1bdef765be6f071ef404fe8517b487a7300f,T5.2.1
recovery_seed_metric,202607162101,,0.46875,0.125,recovered_fraction_by_horizon,1.0,,,protocol_aligned_component,34b362ec455d209f6598bb15fe0d1bdef765be6f071ef404fe8517b487a7300f,T5.2.1
recovery_seed_metric,202607162101,,0.46875,0.125,unaffected_e_probability_max,0.015625,,,protocol_aligned_component,34b362ec455d209f6598bb15fe0d1bdef765be6f071ef404fe8517b487a7300f,T5.2.1
recovery_seed_metric,202607162101,,0.5,0.0,mean_initial_recovery_depth,0.0,,,protocol_aligned_component,d3f0978ffb2b544c9323fac88ddff4995e6036c7d2f251f4f7628a218171b22a,T5.2.1
recovery_seed_metric,202607162101,,0.5,0.0,mean_observed_same_quadrature_max_e_run,0.1044921875,,,protocol_aligned_component,d3f0978ffb2b544c9323fac88ddff4995e6036c7d2f251f4f7628a218171b22a,T5.2.1
recovery_seed_metric,202607162101,,0.5,0.0,mean_ideal_same_quadrature_max_e_run,0.0,,,protocol_aligned_component,d3f0978ffb2b544c9323fac88ddff4995e6036c7d2f251f4f7628a218171b22a,T5.2.1
recovery_seed_metric,202607162101,,0.5,0.0,mean_restricted_recovery_cycles,0.0,,,protocol_aligned_component,d3f0978ffb2b544c9323fac88ddff4995e6036c7d2f251f4f7628a218171b22a,T5.2.1
recovery_seed_metric,202607162101,,0.5,0.0,recovered_fraction_by_horizon,1.0,,,protocol_aligned_component,d3f0978ffb2b544c9323fac88ddff4995e6036c7d2f251f4f7628a218171b22a,T5.2.1
recovery_seed_metric,202607162101,,0.5,0.0,unaffected_e_probability_max,0.0078125,,,protocol_aligned_component,d3f0978ffb2b544c9323fac88ddff4995e6036c7d2f251f4f7628a218171b22a,T5.2.1
recovery_seed_metric,202607162102,,0.0,0.0,mean_initial_recovery_depth,0.0,,,protocol_aligned_component,47535eea4a0d700baca02015feaf2a3d4b132f72baac595c5566f5adc327f224,T5.2.1
recovery_seed_metric,202607162102,,0.0,0.0,mean_observed_same_quadrature_max_e_run,0.09326171875,,,protocol_aligned_component,47535eea4a0d700baca02015feaf2a3d4b132f72baac595c5566f5adc327f224,T5.2.1
recovery_seed_metric,202607162102,,0.0,0.0,mean_ideal_same_quadrature_max_e_run,0.0,,,protocol_aligned_component,47535eea4a0d700baca02015feaf2a3d4b132f72baac595c5566f5adc327f224,T5.2.1
recovery_seed_metric,202607162102,,0.0,0.0,mean_restricted_recovery_cycles,0.0,,,protocol_aligned_component,47535eea4a0d700baca02015feaf2a3d4b132f72baac595c5566f5adc327f224,T5.2.1
recovery_seed_metric,202607162102,,0.0,0.0,recovered_fraction_by_horizon,1.0,,,protocol_aligned_component,47535eea4a0d700baca02015feaf2a3d4b132f72baac595c5566f5adc327f224,T5.2.1
recovery_seed_metric,202607162102,,0.0,0.0,unaffected_e_probability_max,0.0078125,,,protocol_aligned_component,47535eea4a0d700baca02015feaf2a3d4b132f72baac595c5566f5adc327f224,T5.2.1
recovery_seed_metric,202607162102,,0.03125,0.125,mean_initial_recovery_depth,0.770751953125,,,protocol_aligned_component,8c5ef0e33d9e48ca9a685313d549e623d9a48c3e280351addfa1bab8430702dc,T5.2.1
recovery_seed_metric,202607162102,,0.03125,0.125,mean_observed_same_quadrature_max_e_run,0.780029296875,,,protocol_aligned_component,8c5ef0e33d9e48ca9a685313d549e623d9a48c3e280351addfa1bab8430702dc,T5.2.1
recovery_seed_metric,202607162102,,0.03125,0.125,mean_ideal_same_quadrature_max_e_run,0.747314453125,,,protocol_aligned_component,8c5ef0e33d9e48ca9a685313d549e623d9a48c3e280351addfa1bab8430702dc,T5.2.1
recovery_seed_metric,202607162102,,0.03125,0.125,mean_restricted_recovery_cycles,0.880615234375,,,protocol_aligned_component,8c5ef0e33d9e48ca9a685313d549e623d9a48c3e280351addfa1bab8430702dc,T5.2.1
recovery_seed_metric,202607162102,,0.03125,0.125,recovered_fraction_by_horizon,1.0,,,protocol_aligned_component,8c5ef0e33d9e48ca9a685313d549e623d9a48c3e280351addfa1bab8430702dc,T5.2.1
recovery_seed_metric,202607162102,,0.03125,0.125,unaffected_e_probability_max,0.015625,,,protocol_aligned_component,8c5ef0e33d9e48ca9a685313d549e623d9a48c3e280351addfa1bab8430702dc,T5.2.1
recovery_seed_metric,202607162102,,0.0625,0.25,mean_initial_recovery_depth,1.529052734375,,,protocol_aligned_component,f7fcb4b8d2ad196e08492b6b8cfc3755a60864f7e0f1791b0542bb71cbc63b5b,T5.2.1
recovery_seed_metric,202607162102,,0.0625,0.25,mean_observed_same_quadrature_max_e_run,1.4296875,,,protocol_aligned_component,f7fcb4b8d2ad196e08492b6b8cfc3755a60864f7e0f1791b0542bb71cbc63b5b,T5.2.1
recovery_seed_metric,202607162102,,0.0625,0.25,mean_ideal_same_quadrature_max_e_run,1.43505859375,,,protocol_aligned_component,f7fcb4b8d2ad196e08492b6b8cfc3755a60864f7e0f1791b0542bb71cbc63b5b,T5.2.1
recovery_seed_metric,202607162102,,0.0625,0.25,mean_restricted_recovery_cycles,1.740234375,,,protocol_aligned_component,f7fcb4b8d2ad196e08492b6b8cfc3755a60864f7e0f1791b0542bb71cbc63b5b,T5.2.1
recovery_seed_metric,202607162102,,0.0625,0.25,recovered_fraction_by_horizon,1.0,,,protocol_aligned_component,f7fcb4b8d2ad196e08492b6b8cfc3755a60864f7e0f1791b0542bb71cbc63b5b,T5.2.1
recovery_seed_metric,202607162102,,0.0625,0.25,unaffected_e_probability_max,0.02001953125,,,protocol_aligned_component,f7fcb4b8d2ad196e08492b6b8cfc3755a60864f7e0f1791b0542bb71cbc63b5b,T5.2.1
recovery_seed_metric,202607162102,,0.09375,0.375,mean_initial_recovery_depth,2.278564453125,,,protocol_aligned_component,ca59c0f88955f1b54994c9f37dd1d5b44b99a5e45c99e68e05f8da3053a39794,T5.2.1
