cell_id,family,margin,cluster_count,effect_ratio,true_difference,trial_seed,multiplier_seed,estimate,raw_radius,upper_bound,covers_truth,declares_equivalent,power_primary
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,708252642,708262642,0.005208505237309661,0.0017988727582836088,0.00700737799559327,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,709339255,709349255,0.005012677182337412,0.002052367666913485,0.0070650448492508965,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,711671473,711681473,0.004676112794301259,0.0027449347532933093,0.007421047547594569,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,711857259,711867259,0.005931220479394453,0.002494829733854003,0.008426050213248456,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,713499204,713509204,0.005691470139966185,0.00177771348041872,0.007469183620384905,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,714654522,714664522,0.0034073828878409575,0.0019628817255015894,0.0053702646133425465,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,716271521,716281521,0.005289855226576026,0.0014862852050088534,0.006776140431584879,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,721414384,721424384,0.0049886084559483245,0.001019016522303477,0.006007624978251801,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,727029437,727039437,0.0038140940809560458,0.0026203300246596278,0.0064344241056156735,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,727168820,727178820,0.005713308631081086,0.0014342670387272457,0.007147575669808332,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,727589510,727599510,0.004830063091470947,0.0019172703043213158,0.006747333395792263,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,729928576,729938576,0.005847839131434736,0.001235378671200249,0.007083217802634985,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,732529062,732539062,0.003509382337395541,0.0019159087783624613,0.005425291115758003,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,741645614,741655614,0.006501020112616986,0.0017700923221821742,0.008271112434799159,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,742052639,742062639,0.0062970903430684495,0.0016104781282714243,0.007907568471339874,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,747552983,747562983,0.005270056906751367,0.0021085964553989897,0.007378653362150357,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,749414181,749424181,0.005946115156604473,0.001524398038269991,0.0074705131948744645,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,756200032,756210032,0.004240207210625829,0.0018712746470826754,0.006111481857708504,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,756905980,756915980,0.006783451692555884,0.002046349638931942,0.008829801331487827,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,769672613,769682613,0.0047923011009931875,0.002003121105203217,0.006795422206196404,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,771411575,771421575,0.006208429787659933,0.0016597338224224685,0.0078681636100824,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,771857180,771867180,0.005561378641513165,0.002084279425124095,0.00764565806663726,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,772492596,772502596,0.0040336542080035955,0.001497283377350476,0.005530937585354071,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,779503213,779513213,0.00486370397433124,0.0019220887002053897,0.00678579267453663,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,782256253,782266253,0.0048966376753012105,0.0018118309439974977,0.006708468619298708,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,793335265,793345265,0.0043498589646199706,0.001975567882892283,0.006325426847512253,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,797292247,797302247,0.0065230175040475145,0.0017594974811025428,0.008282514985150057,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,804305403,804315403,0.004129734175090684,0.0011299004561297924,0.005259634631220476,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,806090005,806100005,0.004293579256159537,0.002370557373998734,0.00666413663015827,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,807110680,807120680,0.004811678015817696,0.002225565534734198,0.007037243550551894,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,808009267,808019267,0.005461741510346896,0.0018458266145139068,0.007307568124860803,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,810446919,810456919,0.005699467572520176,0.0024324384606682313,0.008131906033188408,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,811642547,811652547,0.0040586321477087866,0.0023767523092526823,0.006435384456961469,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,812999790,813009790,0.005470097729010695,0.0021805700190269143,0.007650667748037609,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,815836237,815846237,0.006361927673112622,0.0018992118603533253,0.008261139533465947,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,818201676,818211676,0.006312405780379646,0.001555110778983169,0.007867516559362814,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,819900863,819910863,0.005921825484578903,0.001975450929711915,0.007897276414290819,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,822131874,822141874,0.004815426777218531,0.0015553253913006947,0.006370752168519226,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,825255805,825265805,0.006463551905642006,0.0019128907237304536,0.00837644262937246,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,826193684,826203684,0.005233487594302766,0.0020467468742956367,0.007280234468598403,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,827105127,827115127,0.0038425751649021293,0.0020390633231010253,0.005881638488003155,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,834144341,834154341,0.005743080466373066,0.0025504478271379688,0.008293528293511035,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,839541838,839551838,0.004268213055059546,0.0015823909583140077,0.005850604013373554,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,840395367,840405367,0.00529083994214391,0.0015801374223477864,0.006870977364491697,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,845267571,845277571,0.007434864285234266,0.0023848147645253513,0.009819679049759618,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,851656175,851666175,0.006507917776011747,0.001663498949185139,0.008171416725196886,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,852716809,852726809,0.004107617423694442,0.0018503792966866313,0.0059579967203810735,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,854165725,854175725,0.004178679245373467,0.0018898574162917042,0.006068536661665171,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,859490560,859500560,0.004918508226561746,0.002046557686794756,0.006965065913356503,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,859988551,859998551,0.004793258838624295,0.0020383684624364355,0.00683162730106073,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,860157141,860167141,0.003970684865664985,0.0021791319703160996,0.006149816835981085,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,862241588,862251588,0.0037983734159100185,0.001720704492975867,0.005519077908885886,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,887314153,887324153,0.003389005748395141,0.00122682542378771,0.004615831172182851,False,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,896661910,896671910,0.004907352603862223,0.002335146644540149,0.007242499248402371,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,903694931,903704931,0.004215270997652639,0.001999346401048318,0.006214617398700956,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,903699962,903709962,0.007756076736065094,0.0016373761422356513,0.009393452878300745,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,905882967,905892967,0.005597278876017019,0.002024672024871921,0.0076219509008889404,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,907643589,907653589,0.005126159233985333,0.0017779857555052774,0.00690414498949061,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,911215461,911225461,0.00516024363678623,0.0019338540086601766,0.007094097645446406,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,911610962,911620962,0.004643006400648441,0.0014442130476702963,0.006087219448318738,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,913094237,913104237,0.005855869003986721,0.002129101411787591,0.007984970415774312,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,913250517,913260517,0.0051223042505030856,0.0025398874056948564,0.007662191656197942,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,932346976,932356976,0.007174865789727516,0.0021143967399683394,0.009289262529695856,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,933344795,933354795,0.0035890320397903245,0.0015817719839023292,0.005170804023692654,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,936774331,936784331,0.0036255967192273526,0.0015922523389881916,0.0052178490582155445,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,937484143,937494143,0.004345903288954393,0.0018327223095684754,0.0061786255985228685,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,938774125,938784125,0.004264221452051054,0.0010026594214820458,0.0052668808735331,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,944337375,944347375,0.004813396199259838,0.001832737618054696,0.006646133817314534,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,946553569,946563569,0.004811769329021451,0.00150773204310428,0.006319501372125731,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,950965903,950975903,0.004784938938800844,0.0017341200875515834,0.006519059026352428,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,953778609,953788609,0.005540491066584223,0.0010607829720380522,0.006601274038622275,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,958365109,958375109,0.005552311836616186,0.002180865792302885,0.00773317762891907,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,961640575,961650575,0.005502033368140716,0.0026202482458671642,0.00812228161400788,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,966284281,966294281,0.006362491587334406,0.0013561638364869818,0.007718655423821387,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,968557301,968567301,0.004863117013847088,0.001591752953096848,0.006454869966943936,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,969740464,969750464,0.004858936616822011,0.0010718872218405551,0.0059308238386625665,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,970933653,970943653,0.0046615571379696,0.0016864320004135005,0.006347989138383101,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,973923463,973933463,0.0052392742369706405,0.0013003746230291359,0.006539648859999777,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,978812209,978822209,0.00639649125341906,0.0022016274486264366,0.008598118702045496,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,981960707,981970707,0.005197736624913687,0.0020143009345484964,0.007212037559462184,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,982164680,982174680,0.0050384022759168015,0.0014228783988024206,0.006461280674719222,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,990343411,990353411,0.00514130052032851,0.0023637699988308006,0.00750507051915931,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,990385339,990395339,0.0044837951875395,0.0020295178378798343,0.006513313025419335,True,True,True
gaussian_balanced__m0p010000__n12__r0p500,gaussian_balanced,0.01,12,0.5,0.005,1000787842,1000797842,0.0067808881415096734,0.0020885909258817766,0.00886947906739145,True,True,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,6276892,6286892,0.010391855726997324,0.0015976469395898739,0.011989502666587198,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,8560314,8570314,0.009904335997566011,0.0015549001092685054,0.011459236106834516,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,12444717,12454717,0.010420387554091604,0.0022097968907851895,0.012630184444876794,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,12894994,12904994,0.009751155834056493,0.0009134587288690048,0.010664614562925497,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,14660384,14670384,0.008087505329640187,0.002429033823640577,0.010516539153280763,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,18437270,18447270,0.010613769377184874,0.001347644399474609,0.011961413776659484,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,19237256,19247256,0.008361135722534453,0.0017996732990576438,0.010160809021592096,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,25863959,25873959,0.009797080606842156,0.0014414449017998477,0.011238525508642004,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,26203605,26213605,0.010121335282898837,0.0018378564042955273,0.011959191687194365,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,26981016,26991016,0.010429495222935833,0.0016932890758427997,0.012122784298778633,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,27240138,27250138,0.01148699055420869,0.0014289635611927423,0.012915954115401432,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,30083907,30093907,0.009805586375237992,0.0010508136747576292,0.010856400049995621,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,35238560,35248560,0.008553982788622511,0.0022485920975910557,0.010802574886213567,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,36089534,36099534,0.010947635763643888,0.002183415413887977,0.013131051177531865,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,39824185,39834185,0.008593416297338724,0.0015263656472939953,0.01011978194463272,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,44776497,44786497,0.008321553882176974,0.0011417930529967044,0.009463346935173679,False,True,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,50935738,50945738,0.010409978874270717,0.0017306203460509585,0.012140599220321676,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,51176434,51186434,0.011164051931440417,0.0017041392811330363,0.012868191212573453,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,51419736,51429736,0.010680218794727915,0.0014085556794762126,0.012088774474204127,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,54167680,54177680,0.009048787430012644,0.002018971636359014,0.011067759066371658,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,57398735,57408735,0.010668178939379068,0.001960510452186317,0.012628689391565385,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,57504629,57514629,0.009029754162576264,0.0014778214585804688,0.010507575621156734,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,57869722,57879722,0.008356190737107421,0.0012413008275450287,0.00959749156465245,False,True,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,58980887,58990887,0.010442513768968134,0.0023535127611788594,0.012796026530146994,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,87777634,87787634,0.009338567160859785,0.0014390988811021459,0.01077766604196193,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,88328267,88338267,0.009557525790146612,0.0012621745601836848,0.010819700350330298,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,88835792,88845792,0.0098688129534781,0.0018817337434582082,0.011750546696936308,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,97090472,97100472,0.012906031467450452,0.002019969447714708,0.01492600091516516,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,100123187,100133187,0.011560683261259322,0.0018190425519079576,0.013379725813167279,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,103167523,103177523,0.01044075413561403,0.0015295623496143936,0.011970316485228423,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,106311044,106321044,0.011708085693562633,0.0018008888161298413,0.013508974509692474,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,114189778,114199778,0.010461855295218446,0.0020741677291095106,0.012536023024327957,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,115333545,115343545,0.009320801655822575,0.0019155745297459684,0.011236376185568544,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,115481750,115491750,0.011563680148361415,0.0019568761289506264,0.013520556277312041,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,119630362,119640362,0.011158000871618362,0.002342994714057784,0.013500995585676146,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,122255995,122265995,0.010868261383290188,0.0015325692142499697,0.012400830597540158,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,129729636,129739636,0.00837222314795531,0.0016435295825323265,0.010015752730487635,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,131303927,131313927,0.00943399894018258,0.00175336586997509,0.01118736481015767,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,131421641,131431641,0.009038479423346457,0.0019746657403897187,0.011013145163736176,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,135135987,135145987,0.010116673856119151,0.002166097285977496,0.012282771142096647,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,136467668,136477668,0.008295537213486462,0.001553943780910127,0.009849480994396588,False,True,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,136924910,136934910,0.010581873625917745,0.001542131186800952,0.012124004812718697,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,138728425,138738425,0.011942326030703805,0.002229421186759343,0.014171747217463148,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,139412092,139422092,0.009795335564977279,0.001252812718018842,0.01104814828299612,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,139733676,139743676,0.009675342656903473,0.0017743206304108663,0.01144966328731434,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,140856913,140866913,0.007863899995725381,0.001992188188747712,0.009856088184473094,False,True,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,142399505,142409505,0.009364453420522662,0.00234438652936867,0.011708839949891331,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,147553630,147563630,0.008785132906141116,0.0019738582909186032,0.01075899119705972,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,148662634,148672634,0.009683181879338034,0.0018949582708882706,0.011578140150226304,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,153855080,153865080,0.00982600972353393,0.0014497005044305097,0.01127571022796444,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,156789767,156799767,0.00813216185897808,0.0006326013923315244,0.008764763251309605,False,True,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,158968685,158978685,0.010780957311703492,0.0021826381126681936,0.012963595424371685,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,158972426,158982426,0.00936365349168287,0.001384859244077407,0.010748512735760276,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,159423171,159433171,0.009339233080284705,0.002570703091026638,0.011909936171311343,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,162870808,162880808,0.00946624864868841,0.0024051065955766186,0.011871355244265028,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,173213756,173223756,0.011058439637389792,0.001991597047776173,0.013050036685165965,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,175107197,175117197,0.010284758868237933,0.0017428216846087803,0.012027580552846712,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,176107454,176117454,0.010715016593372527,0.0021324168006089154,0.012847433393981443,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,176684992,176694992,0.009994137635747772,0.0014256258117791992,0.011419763447526972,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,206311479,206321479,0.009236325917418095,0.0011870693937106572,0.010423395311128751,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,207322355,207332355,0.010461313499716891,0.0014412813175554127,0.011902594817272304,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,208490862,208500862,0.010003777722761889,0.0018931473286605272,0.011896925051422416,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,211184981,211194981,0.008042816707600391,0.0018417058121714847,0.009884522519771876,False,True,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,214329379,214339379,0.010182803083504702,0.0020522619119091126,0.012235064995413814,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,220503949,220513949,0.009515517131929977,0.002056973286134411,0.011572490418064388,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,224589912,224599912,0.01032582227728217,0.0008492499514079049,0.011175072228690075,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,224917897,224927897,0.010805517827655335,0.0014232680943874643,0.0122287859220428,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,225395862,225405862,0.01115008972549872,0.0018854500551012399,0.01303553978059996,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,233209517,233219517,0.008915719909312253,0.002619654782925696,0.011535374692237949,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,234872486,234882486,0.009934518856167878,0.0019683030266895714,0.01190282188285745,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,239275095,239285095,0.009811854285389802,0.0010384046840759967,0.010850258969465799,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,239966463,239976463,0.01206442992538627,0.0013693324888619726,0.013433762414248243,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,241076111,241086111,0.009385980019162956,0.002078945211481038,0.011464925230643994,True,False,True
gaussian_balanced__m0p010000__n12__r1p000,gaussian_balanced,0.01,12,1.0,0.01,242302488,242312488,0.010336216850682074,0.001368960673369185,0.01170517752405126,True,False,True
