profile_id,student_sidecar_enabled,seed,achieved_fmax_mhz,timing_pass,latency_cycles,latency_ns_at_27mhz,deadline_margin_us_at_27mhz,lut4,dff,bsram,mult18x18,mult9x9,alu,iob,dynamic_power_low_mw,dynamic_power_nominal_mw,dynamic_power_high_mw,resource_evidence_level,power_evidence_level,board_measured
route_a_core_no_student,False,1,40.402408599853516,True,6,222.22222222222223,1.2777777777777777,3855,1069,8,1,1,448,18,2.0408889600000006,12.245333760000001,48.981335040000005,three_seed_open_source_post_route_estimate,analytic_switching_capacitance_sensitivity_not_vendor_power,False
route_a_core_no_student,False,7,40.26413345336914,True,6,222.22222222222223,1.2777777777777777,3854,1069,8,1,1,448,18,2.0408889600000006,12.245333760000001,48.981335040000005,three_seed_open_source_post_route_estimate,analytic_switching_capacitance_sensitivity_not_vendor_power,False
route_a_core_no_student,False,19,39.13740921020508,True,6,222.22222222222223,1.2777777777777777,3859,1069,8,1,1,448,18,2.0408889600000006,12.245333760000001,48.981335040000005,three_seed_open_source_post_route_estimate,analytic_switching_capacitance_sensitivity_not_vendor_power,False
route_a_plus_student_sidecar,True,1,38.5059700012207,True,6,222.22222222222223,1.2777777777777777,4889,1210,8,2,1,718,18,2.3878152000000004,14.326891200000002,57.30756480000001,three_seed_open_source_post_route_estimate,analytic_switching_capacitance_sensitivity_not_vendor_power,False
route_a_plus_student_sidecar,True,7,39.474205017089844,True,6,222.22222222222223,1.2777777777777777,4867,1210,8,2,1,718,18,2.3878152000000004,14.326891200000002,57.30756480000001,three_seed_open_source_post_route_estimate,analytic_switching_capacitance_sensitivity_not_vendor_power,False
route_a_plus_student_sidecar,True,19,39.348392486572266,True,6,222.22222222222223,1.2777777777777777,4879,1210,8,2,1,718,18,2.3878152000000004,14.326891200000002,57.30756480000001,three_seed_open_source_post_route_estimate,analytic_switching_capacitance_sensitivity_not_vendor_power,False
