base_evaluation_seed,cutoff,cycles,decay_e,decay_g,decay_leakage,effective_seed,epoch,expected_fidelity,exponential_recurrence_action_accuracy,exponential_recurrence_bank_writes,exponential_recurrence_event_cost,exponential_recurrence_event_plus_write_cost,exponential_recurrence_fallback_cycles,exponential_recurrence_false_intervention_rate,exponential_recurrence_fixed_point_action_accuracy,exponential_recurrence_fixed_point_bank_writes,exponential_recurrence_fixed_point_event_cost,exponential_recurrence_fixed_point_event_plus_write_cost,exponential_recurrence_fixed_point_fallback_cycles,exponential_recurrence_fixed_point_false_intervention_rate,exponential_recurrence_fixed_point_mean_event_detection_delay_cycles,exponential_recurrence_fixed_point_transitions,exponential_recurrence_fixed_point_unsafe_miss_rate,exponential_recurrence_mean_event_detection_delay_cycles,exponential_recurrence_transitions,exponential_recurrence_unsafe_miss_rate,final_code_survival,final_fidelity,final_logical_z_signal,fsm_bank_conflicts,fsm_corrections_finite,fsm_final_bank_version,fsm_local_safe_cycles,gradient_norm,grid_index,leakage_enter,leakage_exit,memoryless_event_action_accuracy,memoryless_event_bank_writes,memoryless_event_event_cost,memoryless_event_event_plus_write_cost,memoryless_event_fallback_cycles,memoryless_event_false_intervention_rate,memoryless_event_mean_event_detection_delay_cycles,memoryless_event_transitions,memoryless_event_unsafe_miss_rate,metric_domain,phase,probability,recovery_enter,recovery_exit,recurrence_fixed_bank_conflicts,recurrence_fixed_maximum_state_error,recurrence_fixed_mode_mismatches,recurrence_float_bank_conflicts,restart_index,row_type,run_length_fsm_action_accuracy,run_length_fsm_bank_writes,run_length_fsm_event_cost,run_length_fsm_event_plus_write_cost,run_length_fsm_fallback_cycles,run_length_fsm_false_intervention_rate,run_length_fsm_mean_event_detection_delay_cycles,run_length_fsm_transitions,run_length_fsm_unsafe_miss_rate,scenario_id,seed,static_safe_normal_action_accuracy,static_safe_normal_bank_writes,static_safe_normal_event_cost,static_safe_normal_event_plus_write_cost,static_safe_normal_fallback_cycles,static_safe_normal_false_intervention_rate,static_safe_normal_mean_event_detection_delay_cycles,static_safe_normal_transitions,static_safe_normal_unsafe_miss_rate,strategy,trace_sha256,training_mean_bank_writes,training_mean_event_plus_write_cost,training_traces,trajectory,truth_health_fallback_cycles,truth_leakage_cycles,truth_normal_cycles,truth_oracle_action_accuracy,truth_oracle_bank_writes,truth_oracle_event_cost,truth_oracle_event_plus_write_cost,truth_oracle_fallback_cycles,truth_oracle_false_intervention_rate,truth_oracle_mean_event_detection_delay_cycles,truth_oracle_transitions,truth_oracle_unsafe_miss_rate,truth_x_recovery_cycles,truth_z_recovery_cycles
,,,,,,,239,0.7846928985569401,,,,,,,,,,,,,,,,,,,,,,,,,,0.07044811313200178,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,240,0.7846685959399256,,,,,,,,,,,,,,,,,,,,,,,,,,0.11424637538648932,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,241,0.7846463812457457,,,,,,,,,,,,,,,,,,,,,,,,,,0.14307667319399725,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,242,0.7846360188292105,,,,,,,,,,,,,,,,,,,,,,,,,,0.1557029003670611,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,243,0.7846415217297048,,,,,,,,,,,,,,,,,,,,,,,,,,0.1519310527394428,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,244,0.7846606726747959,,,,,,,,,,,,,,,,,,,,,,,,,,0.133093031245235,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,245,0.7846858652614543,,,,,,,,,,,,,,,,,,,,,,,,,,0.10229295693694523,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,246,0.7847082251777436,,,,,,,,,,,,,,,,,,,,,,,,,,0.06399604218065043,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,247,0.7847214938721047,,,,,,,,,,,,,,,,,,,,,,,,,,0.02317244053617627,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,248,0.7847241886260745,,,,,,,,,,,,,,,,,,,,,,,,,,0.01584795196637675,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,249,0.7847188086978023,,,,,,,,,,,,,,,,,,,,,,,,,,0.04965490010837321,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,250,0.7847096757006258,,,,,,,,,,,,,,,,,,,,,,,,,,0.07639784756460506,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,251,0.7847009938821385,,,,,,,,,,,,,,,,,,,,,,,,,,0.0952762784283494,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,252,0.7846957137113444,,,,,,,,,,,,,,,,,,,,,,,,,,0.10607032637735533,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,253,0.7846952818163897,,,,,,,,,,,,,,,,,,,,,,,,,,0.10927693688310951,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,254,0.7846995898109832,,,,,,,,,,,,,,,,,,,,,,,,,,0.10556734855732511,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,255,0.7847074996620279,,,,,,,,,,,,,,,,,,,,,,,,,,0.09619436128406691,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,256,0.7847171967886778,,,,,,,,,,,,,,,,,,,,,,,,,,0.08240590703901715,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,257,0.7847269122670566,,,,,,,,,,,,,,,,,,,,,,,,,,0.06586616702764805,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,258,0.7847352722195952,,,,,,,,,,,,,,,,,,,,,,,,,,0.047894201900756474,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,259,0.7847415751302751,,,,,,,,,,,,,,,,,,,,,,,,,,0.02990722757942715,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,260,0.7847457117238003,,,,,,,,,,,,,,,,,,,,,,,,,,0.012713117855748414,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,261,0.7847479739320635,,,,,,,,,,,,,,,,,,,,,,,,,,0.0034142411957541526,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,262,0.7847488115342851,,,,,,,,,,,,,,,,,,,,,,,,,,0.01742819843616999,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,263,0.7847486469031119,,,,,,,,,,,,,,,,,,,,,,,,,,0.030089890085329845,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,264,0.7847477704031488,,,,,,,,,,,,,,,,,,,,,,,,,,0.04160320361887159,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,265,0.7847462970094758,,,,,,,,,,,,,,,,,,,,,,,,,,0.052333001750715764,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,266,0.7847441692922069,,,,,,,,,,,,,,,,,,,,,,,,,,0.06288601961166906,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,267,0.784741141930173,,,,,,,,,,,,,,,,,,,,,,,,,,0.07378812606054372,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,268,0.7847368024278762,,,,,,,,,,,,,,,,,,,,,,,,,,0.08573176807088746,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,269,0.7847304950331464,,,,,,,,,,,,,,,,,,,,,,,,,,0.09927238009255207,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,270,0.7847213621810745,,,,,,,,,,,,,,,,,,,,,,,,,,0.11511371607177794,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,271,0.7847082045029149,,,,,,,,,,,,,,,,,,,,,,,,,,0.13369362410580085,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,272,0.7846897482472728,,,,,,,,,,,,,,,,,,,,,,,,,,0.15546020853779535,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,273,0.7846646652442562,,,,,,,,,,,,,,,,,,,,,,,,,,0.18020726369423318,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,274,0.7846328522469205,,,,,,,,,,,,,,,,,,,,,,,,,,0.20717331492062052,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,275,0.78459622228496,,,,,,,,,,,,,,,,,,,,,,,,,,0.23405715870331784,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,276,0.784561838293967,,,,,,,,,,,,,,,,,,,,,,,,,,0.25699291260953466,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,277,0.7845412596193868,,,,,,,,,,,,,,,,,,,,,,,,,,0.27001539513380896,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,278,0.7845495281184249,,,,,,,,,,,,,,,,,,,,,,,,,,0.26642822133379707,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,279,0.7845932804901717,,,,,,,,,,,,,,,,,,,,,,,,,,0.2406821060181358,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,280,0.784663521770144,,,,,,,,,,,,,,,,,,,,,,,,,,0.19185686691432846,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,281,0.7847340633670045,,,,,,,,,,,,,,,,,,,,,,,,,,0.12447707573888617,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,282,0.7847784739157083,,,,,,,,,,,,,,,,,,,,,,,,,,0.048305467019329425,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,283,0.7847855639018162,,,,,,,,,,,,,,,,,,,,,,,,,,0.026559800445228616,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,284,0.7847630571950268,,,,,,,,,,,,,,,,,,,,,,,,,,0.09075063986611942,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,285,0.784729401928388,,,,,,,,,,,,,,,,,,,,,,,,,,0.13873715207162624,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,286,0.78470363341349,,,,,,,,,,,,,,,,,,,,,,,,,,0.16668016682003822,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,287,0.7846985754995055,,,,,,,,,,,,,,,,,,,,,,,,,,0.17304242486160962,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,288,0.7847162226188567,,,,,,,,,,,,,,,,,,,,,,,,,,0.1582338843028675,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,289,0.7847481973964161,,,,,,,,,,,,,,,,,,,,,,,,,,0.12537322672831513,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,290,0.7847800674317179,,,,,,,,,,,,,,,,,,,,,,,,,,0.08008094025882194,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,291,0.7847998216070264,,,,,,,,,,,,,,,,,,,,,,,,,,0.029510858443355496,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,292,0.7848032364880917,,,,,,,,,,,,,,,,,,,,,,,,,,0.019692717116346216,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,293,0.7847940322675142,,,,,,,,,,,,,,,,,,,,,,,,,,0.061726226423023535,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,294,0.7847800681045846,,,,,,,,,,,,,,,,,,,,,,,,,,0.0933754888061919,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,295,0.7847690796544375,,,,,,,,,,,,,,,,,,,,,,,,,,0.11262005097617626,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,296,0.7847660222364199,,,,,,,,,,,,,,,,,,,,,,,,,,0.11925616425269826,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,297,0.7847718762720588,,,,,,,,,,,,,,,,,,,,,,,,,,0.113858340916472,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,298,0.7847843076940847,,,,,,,,,,,,,,,,,,,,,,,,,,0.09849822719883046,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,299,0.7847989743722797,,,,,,,,,,,,,,,,,,,,,,,,,,0.07558640996593331,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,300,0.784811683914158,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,0,physical_optimization,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0.38791472233649693,,,,,,,,,,,,,,,,,,,,,,,,,,1.346637351210632,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,0.46597602419535716,,,,,,,,,,,,,,,,,,,,,,,,,,1.1878057553507564,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2,0.5207357718919003,,,,,,,,,,,,,,,,,,,,,,,,,,0.9474179201587476,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,3,0.5632278882074733,,,,,,,,,,,,,,,,,,,,,,,,,,0.6285670228808014,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,4,0.5893951917982849,,,,,,,,,,,,,,,,,,,,,,,,,,0.4918305491473609,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,5,0.5995841071774297,,,,,,,,,,,,,,,,,,,,,,,,,,0.6655906916976979,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,6,0.6033461418295525,,,,,,,,,,,,,,,,,,,,,,,,,,0.7819284635349785,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,7,0.6070766420481954,,,,,,,,,,,,,,,,,,,,,,,,,,0.7820471409535937,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,8,0.6109299900174379,,,,,,,,,,,,,,,,,,,,,,,,,,0.7403876152765138,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,9,0.6143750007379776,,,,,,,,,,,,,,,,,,,,,,,,,,0.7067348104515766,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,10,0.6189284526309673,,,,,,,,,,,,,,,,,,,,,,,,,,0.6445378938889788,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,11,0.624903533691481,,,,,,,,,,,,,,,,,,,,,,,,,,0.5529638615590105,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,12,0.6317798530142852,,,,,,,,,,,,,,,,,,,,,,,,,,0.46810350175818155,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13,0.6387185538931212,,,,,,,,,,,,,,,,,,,,,,,,,,0.4076866035298879,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14,0.6451307177318106,,,,,,,,,,,,,,,,,,,,,,,,,,0.34782468026239344,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,15,0.6502784638058168,,,,,,,,,,,,,,,,,,,,,,,,,,0.2887552735116315,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,16,0.6536951573552657,,,,,,,,,,,,,,,,,,,,,,,,,,0.28430304807014645,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,17,0.6560756964025979,,,,,,,,,,,,,,,,,,,,,,,,,,0.33164469611807335,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,18,0.6588454950185441,,,,,,,,,,,,,,,,,,,,,,,,,,0.3534830025270328,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,19,0.6625605563077522,,,,,,,,,,,,,,,,,,,,,,,,,,0.32444860042668205,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,20,0.6665057373621717,,,,,,,,,,,,,,,,,,,,,,,,,,0.2936361860815871,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,21,0.6702103293874613,,,,,,,,,,,,,,,,,,,,,,,,,,0.2994436551043498,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,22,0.6743420920489352,,,,,,,,,,,,,,,,,,,,,,,,,,0.292808555788122,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,23,0.6794724716125023,,,,,,,,,,,,,,,,,,,,,,,,,,0.2763214403567964,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,24,0.685550393706639,,,,,,,,,,,,,,,,,,,,,,,,,,0.30410647625877174,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,25,0.6926319908380668,,,,,,,,,,,,,,,,,,,,,,,,,,0.30512093155203873,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,26,0.7000968538941938,,,,,,,,,,,,,,,,,,,,,,,,,,0.28268648508251726,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,27,0.7072171877090008,,,,,,,,,,,,,,,,,,,,,,,,,,0.34244408243959884,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,28,0.7148420874941099,,,,,,,,,,,,,,,,,,,,,,,,,,0.3565431071182482,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,29,0.723082632882331,,,,,,,,,,,,,,,,,,,,,,,,,,0.3622759515174763,,,,,,,,,,,,,exact_physical_fidelity,phase_one,,,,,,,,1,physical_optimization,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
