category,task_id,contract_id,implementation_sha256,status,path,sha256,all_required_gates_passed,stored_implementation_sha256,live_implementation_sha256,implementation_hash_matches,lane_id,cutoff,noise_profile,mode,cycle,time_us,state_label,survival,leakage,conditional_bloch_x,conditional_bloch_y,conditional_bloch_z,rho00_real,rho00_imag,rho01_real,rho01_imag,rho10_real,rho10_imag,rho11_real,rho11_imag,ptm_row,ptm_column,value,pair_sum_linearity_residual,minimum_choi_eigenvalue,minimum_survival,maximum_survival,mean_leakage,survival_spread,off_diagonal_pauli_norm,coherent_rotation_norm,nonunital_code_flow_norm,state_dependent_survival_norm,passed_physicality,axis,definition,truncated_signed_area_cycles,truncated_signed_area_us,e_fold_crossing_cycles,e_fold_crossing_us,e_fold_status,horizon_cycles,horizon_us,final_normalized_signal,minimum_normalized_signal,maximum_normalized_signal,revival_step_count,negative_point_count,qec_on_area_cycles,qec_off_area_cycles,qec_on_minus_off_area_cycles,qec_on_to_off_area_ratio,qec_on_e_fold_cycles,qec_off_e_fold_cycles,lower_cutoff,higher_cutoff,terminal_registered_pair,final_ptm_frobenius_difference,final_mean_leakage_absolute_difference,used_as_infinite_cutoff_convergence_claim,gate,passed
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,15,150.0,,,,,,,,,,,,,,,I,I,0.360026591302268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,15,150.0,,,,,,,,,,,,,,,I,X,-0.0028808056888633415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,15,150.0,,,,,,,,,,,,,,,I,Y,-0.0005180763717284181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,15,150.0,,,,,,,,,,,,,,,I,Z,-0.001338896261494582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,15,150.0,,,,,,,,,,,,,,,X,I,0.02961262700293942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,15,150.0,,,,,,,,,,,,,,,X,X,0.03204426239134771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,15,150.0,,,,,,,,,,,,,,,X,Y,0.005249520244371664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,15,150.0,,,,,,,,,,,,,,,X,Z,-0.004828089084706633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,15,150.0,,,,,,,,,,,,,,,Y,I,-0.0026085404149804666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,15,150.0,,,,,,,,,,,,,,,Y,X,-0.00714465602641404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,15,150.0,,,,,,,,,,,,,,,Y,Y,0.023536507959913057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,15,150.0,,,,,,,,,,,,,,,Y,Z,0.006268621387687983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,15,150.0,,,,,,,,,,,,,,,Z,I,0.043983977017222425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,15,150.0,,,,,,,,,,,,,,,Z,X,-0.0034264962216545847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,15,150.0,,,,,,,,,,,,,,,Z,Y,-0.00350321241382133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,15,150.0,,,,,,,,,,,,,,,Z,Z,0.03170322152665711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tomography_diagnostic,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,15,150.0,,,,,,,,,,,,,,,,,,1.5374705512629332e-16,0.13741926347287173,0.3571457856134046,0.3629073969911313,0.639973408697732,0.005761611377726683,0.0128539100828211,0.011204213578591445,0.053087685910796246,0.003218709018065293,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,x_plus,0.35755226479547564,0.6424477352045244,0.15975627350351573,-0.025397962112775944,0.11569524855554444,0.19945968147129303,5.26262772127031e-19,0.02856060870323375,0.004540549437306363,0.028560608703233736,-0.00454054943730636,0.15809258332418263,4.852173011049295e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,x_minus,0.3623324282428858,0.6376675717571142,0.009723317449763794,0.010621017990956771,0.13094911770422557,0.20488977001846065,-1.0760812931593943e-18,0.0017615366110746624,-0.0019241696195373705,0.001761536611074677,0.0019241696195373733,0.15744265822442513,1.2219414442702872e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,y_plus,0.35948569070699854,0.6405143092930015,0.09777067172160973,0.04566668888614132,0.11408791348489593,0.20024933154371832,-4.607743086873872e-19,0.017573578727365043,-0.008208260598268064,0.017573578727365043,0.00820826059826806,0.15923635916328022,-1.3391584685126748e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,y_minus,0.36039900233136274,0.6396009976686372,0.07074695825723797,-0.06007031288108014,0.13263421166953668,0.20410011994603527,-1.6037974795792232e-19,0.012748566586943564,0.010824640416037045,0.012748566586943564,-0.010824640416037045,0.15629888238532746,-1.9714277155345473e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,z_plus,0.3588336022683077,0.6411663977316924,0.07283599293512186,0.008750257935656447,0.19764592281068566,0.21487780036205495,-8.115272698393524e-19,0.013068000859849396,-0.0015699432879142238,0.013068000859849391,0.001569943287914225,0.14395580190625273,-2.1419468012820749e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,z_minus,0.3610510907700536,0.6389489092299464,0.09557730136008946,-0.02318964386316924,0.04955589926949951,0.18947165112769865,-3.8597872702605155e-19,0.017254144454459226,0.004186323105683168,0.017254144454459202,-0.004186323105683165,0.17157943964235495,-5.360446773699235e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,,,,,,,,,,,,,,,I,I,0.35994234651918067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,,,,,,,,,,,,,,,I,X,-0.0023900817237050564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,,,,,,,,,,,,,,,I,Y,-0.0004566558121820996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,,,,,,,,,,,,,,,I,Z,-0.0011087442508729561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,,,,,,,,,,,,,,,X,I,0.03032214531430854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,,,,,,,,,,,,,,,X,X,0.026799072092159072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,,,,,,,,,,,,,,,X,Y,0.004825012140421478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,,,,,,,,,,,,,,,X,Z,-0.0041861435946098195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,,,,,,,,,,,,,,,Y,I,-0.0026163798177689713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,,,,,,,,,,,,,,,Y,X,-0.006464719056843733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,,,,,,,,,,,,,,,Y,Y,0.019032901014305107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,,,,,,,,,,,,,,,Y,Z,0.005756266393597391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,,,,,,,,,,,,,,,Z,I,0.044407104970572986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,,,,,,,,,,,,,,,Z,X,-0.00304000682346256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,,,,,,,,,,,,,,,Z,Y,-0.003394132590134852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,,,,,,,,,,,,,,,Z,Z,0.026514893485229257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tomography_diagnostic,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,16,160.0,,,,,,,,,,,,,,,,,,2.1013885567487478e-16,0.1397410386598908,0.35755226479547564,0.3623324282428858,0.6400576534808193,0.004780163447410168,0.011683043830868697,0.010307799512169591,0.05383557292051753,0.002674011778327175,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,x_plus,0.3578715802593128,0.6421284197406871,0.14886202782027114,-0.023452886170534405,0.11757541820373339,0.19997424048576623,8.896314314831572e-19,0.02663674456832311,0.004196560717745466,0.0266367445683231,-0.004196560717745467,0.15789733977354659,-6.718821930989088e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,x_minus,0.3618507242246781,0.6381492757753219,0.023513224628833825,0.008779401672757038,0.13104732362697746,0.20463514659340284,-1.184188578002718e-18,0.004254138680400537,-0.0015884164267732418,0.004254138680400521,0.001588416426773243,0.15721557763127528,1.0348125220427758e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,y_plus,0.35947642251706957,0.6405235774829304,0.09818174112052101,0.03538489488281129,0.11558620852141356,0.20051346962432967,-3.9500895186716298e-19,0.017647010527250963,-0.006360017711807781,0.017647010527250987,0.006360017711807784,0.1589629528927399,-1.787271503563977e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,y_minus,0.3602458819669213,0.6397541180330787,0.0735268514335935,-0.04978911599940789,0.13309229985080068,0.20409591745483946,4.2287862943499177e-19,0.013243872721472844,0.008968162002780024,0.013243872721472837,-0.008968162002780024,0.15614996451208182,-1.052676540611685e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,z_plus,0.3589417706501514,0.6410582293498486,0.07592636663831322,0.0072500558887994004,0.18644081408792798,0.21293158329016398,1.215726930111035e-19,0.013626572240094366,-0.0013011739490191069,0.013626572240094363,0.0013011739490191073,0.14601018735998741,-8.907189591065885e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,z_minus,0.36078053383383935,0.6392194661661607,0.0957053354579305,-0.021671447727231133,0.0625728708372271,0.191677803789005,-9.370301544327464e-20,0.017264311008629418,0.003909318239991298,0.01726431100862942,-0.003909318239991294,0.16910273004483434,-1.4790872875972808e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,,,,,,,,,,,,,,,I,I,0.3598611522419954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,,,,,,,,,,,,,,,I,X,-0.001989571982682653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,,,,,,,,,,,,,,,I,Y,-0.0003847297249258558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,,,,,,,,,,,,,,,I,Z,-0.0009193815918439735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,,,,,,,,,,,,,,,X,I,0.030890883248723744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,,,,,,,,,,,,,,,X,X,0.02238260588792258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,,,,,,,,,,,,,,,X,Y,0.004403137805778137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,,,,,,,,,,,,,,,X,Z,-0.0036377387685350565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,,,,,,,,,,,,,,,Y,I,-0.0026081442909722183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,,,,,,,,,,,,,,,Y,X,-0.005784977144518708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,,,,,,,,,,,,,,,Y,Y,0.015328179714587806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,,,,,,,,,,,,,,,Y,Z,0.005210492189010403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,,,,,,,,,,,,,,,Z,I,0.04474823483717366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,,,,,,,,,,,,,,,Z,X,-0.0026713341249539613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,,,,,,,,,,,,,,,Z,Y,-0.0031977181055839327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,,,,,,,,,,,,,,,Z,Z,0.02217316109300295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tomography_diagnostic,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,17,170.0,,,,,,,,,,,,,,,,,,1.8845517207207625e-16,0.14167513413326716,0.3578715802593128,0.3618507242246781,0.6401388477580046,0.003979143965365306,0.010516529008614998,0.00936561862702404,0.05443761204876326,0.0022252362002580456,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,x_plus,0.3581498817106819,0.6418501182893182,0.1398395940733324,-0.02172716165521073,0.11920317668625492,0.2004212426702008,6.707458711213657e-19,0.025041767037916902,0.0038907901883612948,0.025041767037916874,-0.003890790188361292,0.1577286390404811,1.7545885111495538e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,x_minus,0.36145305937368466,0.6385469406263153,0.03507294441891155,0.007036975964371967,0.1310714408729803,0.20441461633687022,-7.998041150595311e-19,0.006338611530729395,-0.0012717682455306652,0.006338611530729385,0.0012717682455306674,0.15703844303681447,3.004926979243227e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,y_plus,0.3594667237792007,0.6405332762207994,0.09835773003298257,0.027086775638596412,0.11698111440722056,0.20075877085960206,2.509806295671967e-19,0.017678165486657665,-0.00486839724827426,0.017678165486657668,0.00486839724827426,0.15870795291959863,-5.119800476110783e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,y_minus,0.36013621730516576,0.6398637826948342,0.07609461322451824,-0.04158103979173157,0.13333276877588654,0.20407708814746892,-1.7153323344653097e-18,0.013702213081988822,0.007487419191104891,0.013702213081988822,-0.007487419191104894,0.15605912915769682,-8.293060859744679e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,z_plus,0.3590399805961809,0.6409600194038191,0.07866705086436734,0.005793301735054826,0.17705069480607497,0.2113041293119472,7.251818980944287e-19,0.014122308207950615,-0.0010400134712709548,0.014122308207950615,0.0010400134712709513,0.1477358512842337,-9.369541109980043e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,z_minus,0.3605629604881858,0.6394370395118142,0.09572847048587078,-0.020296235692914055,0.07349756299477218,0.1935317296951239,-9.997450409167487e-19,0.01725807036069575,0.0036590354141015405,0.01725807036069574,-0.0036590354141015366,0.1670312307930619,7.825316241158736e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,,,,,,,,,,,,,,,I,I,0.35980147054218325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,,,,,,,,,,,,,,,I,X,-0.001651588831501391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,,,,,,,,,,,,,,,I,Y,-0.00033474676298252126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,,,,,,,,,,,,,,,I,Z,-0.0007614899460024471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,,,,,,,,,,,,,,,X,I,0.031380378568646373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,,,,,,,,,,,,,,,X,X,0.0187031555071875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,,,,,,,,,,,,,,,X,Y,0.003975952404668847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,,,,,,,,,,,,,,,X,Z,-0.0031357621527451293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,,,,,,,,,,,,,,,Y,I,-0.002619021942830615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,,,,,,,,,,,,,,,Y,X,-0.00516255843389196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,,,,,,,,,,,,,,,Y,Y,0.012355816439379153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,,,,,,,,,,,,,,,Y,Z,0.004699048885372491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,,,,,,,,,,,,,,,Z,I,0.04503438846488775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,,,,,,,,,,,,,,,Z,X,-0.0023417848351680176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,,,,,,,,,,,,,,,Z,Y,-0.0029835705248843353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,,,,,,,,,,,,,,,Z,Z,0.018533889562825756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tomography_diagnostic,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,18,180.0,,,,,,,,,,,,,,,,,,1.7769276478958647e-16,0.14327915106994946,0.3581498817106819,0.36145305937368466,0.6401985294578167,0.0033031776630027543,0.009421248383544068,0.008460656633210427,0.0549516476500478,0.0018492344366061908,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,19,190.0,x_plus,0.35837358465455144,0.6416264153454485,0.13224590628273297,-0.020080595727208595,0.12062252474280266,0.20080075561835597,-1.0697096742291653e-18,0.023696719745216446,0.0035981775363793074,0.02369671974521644,-0.003598177536379306,0.15757282903619546,-9.932197712935874e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,19,190.0,x_minus,0.3611201613096582,0.6388798386903418,0.044760502799309654,0.0054026985347028185,0.13099672761631473,0.20421286035874955,-1.0654358839368031e-18,0.008081959995594072,-0.0009755116831796672,0.00808195999559404,0.0009755116831796684,0.15690730095090863,-3.725098562237671e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,19,190.0,y_plus,0.35946362434802925,0.6405363756519707,0.0983419742603597,0.020316420887470144,0.11830740636949764,0.200995416714412,-1.1731455216594704e-18,0.01767518124658475,-0.003651507142995012,0.017675181246584747,0.0036515071429950112,0.15846820763361727,-2.0640116223854226e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,19,190.0,y_minus,0.3600301216161803,0.6399698783838197,0.07834621409406022,-0.03485360040448729,0.13333961251271376,0.2040181992626935,-2.0776192353110828e-18,0.014103498494225904,0.006274172996194656,0.014103498494225895,-0.006274172996194654,0.1560119223534868,-3.7927710878484437e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,19,190.0,z_plus,0.35911549014308686,0.6408845098569131,0.08095963925578545,0.0043872467326924874,0.1691820686471023,0.2099356958243562,1.0085281550952103e-18,0.014536930266574441,-0.0007877641303947606,0.014536930266574443,0.0007877641303947585,0.14917979431873069,-2.199750162209832e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_output,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,19,190.0,z_minus,0.3603782558211227,0.6396217441788773,0.09568695777690998,-0.01892694649860991,0.08262869361118212,0.19507792015274922,6.1678303646074465e-19,0.017241749474236123,0.003410429983594373,0.017241749474236106,-0.0034104299835943713,0.16530033566837346,-8.2001267545860945e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,19,190.0,,,,,,,,,,,,,,,I,I,0.3597468729821047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,19,190.0,,,,,,,,,,,,,,,I,X,-0.0013732883275533736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,19,190.0,,,,,,,,,,,,,,,I,Y,-0.00028324863407550027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptm,,,,,,,,,,,cutoff12:high:qec_on,12,high,qec_on,19,190.0,,,,,,,,,,,,,,,I,Z,-0.0006313828390178966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
