case,detection_wilson_lcb,detection_wilson_ucb,deterministic,effect_ratio,family,metric,point,power_gate_pass,round_count,row_type,stage,successes,trajectory_count,trials,wilson_lcb,wilson_ucb
ab/c12/shared/vacuum_f/Z/pairwise_llr_per_sample,,,False,,likelihood_score_posterior,pairwise_llr_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c12/shared/vacuum_f/Z/posterior_mean_l1,,,False,,likelihood_score_posterior,posterior_mean_l1,0.12,True,,gate_blueprint,round,,,,1.5,
ab/c12/shared/vacuum_f/XZ/density_trace_distance,,,False,,physical_state_channel,density_trace_distance,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/shared/vacuum_f/XZ/mean_photon_difference,,,False,,physical_state_channel,mean_photon_difference,0.08,True,,gate_blueprint,round,,,,2.0,
ab/c12/shared/vacuum_f/XZ/level_probability_l1,,,False,,physical_state_channel,level_probability_l1,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/shared/vacuum_f/XZ/predictive_mean_l2,,,False,,iq_conditional_distribution,predictive_mean_l2,0.12,True,,gate_blueprint,round,,,,1.25,
ab/c12/shared/vacuum_f/XZ/predictive_covariance_frobenius,,,False,,iq_conditional_distribution,predictive_covariance_frobenius,0.18,True,,gate_blueprint,round,,,,1.25,
ab/c12/shared/vacuum_f/XZ/predictive_cdf_i_sup,,,False,,iq_conditional_distribution,predictive_cdf_i_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c12/shared/vacuum_f/XZ/predictive_cdf_q_sup,,,False,,iq_conditional_distribution,predictive_cdf_q_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c12/shared/vacuum_f/XZ/paired_proper_score_per_sample,,,False,,likelihood_score_posterior,paired_proper_score_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c12/shared/vacuum_f/XZ/pairwise_llr_per_sample,,,False,,likelihood_score_posterior,pairwise_llr_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c12/shared/vacuum_f/XZ/posterior_mean_l1,,,False,,likelihood_score_posterior,posterior_mean_l1,0.12,True,,gate_blueprint,round,,,,1.5,
ab/c12/shared/vacuum_f/RESET/density_trace_distance,,,False,,physical_state_channel,density_trace_distance,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/shared/vacuum_f/RESET/mean_photon_difference,,,False,,physical_state_channel,mean_photon_difference,0.08,True,,gate_blueprint,round,,,,2.0,
ab/c12/shared/vacuum_f/RESET/level_probability_l1,,,False,,physical_state_channel,level_probability_l1,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/shared/vacuum_f/RESET/predictive_mean_l2,,,False,,iq_conditional_distribution,predictive_mean_l2,0.12,True,,gate_blueprint,round,,,,1.25,
ab/c12/shared/vacuum_f/RESET/predictive_covariance_frobenius,,,False,,iq_conditional_distribution,predictive_covariance_frobenius,0.18,True,,gate_blueprint,round,,,,1.25,
ab/c12/shared/vacuum_f/RESET/predictive_cdf_i_sup,,,False,,iq_conditional_distribution,predictive_cdf_i_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c12/shared/vacuum_f/RESET/predictive_cdf_q_sup,,,False,,iq_conditional_distribution,predictive_cdf_q_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c12/shared/vacuum_f/RESET/paired_proper_score_per_sample,,,False,,likelihood_score_posterior,paired_proper_score_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c12/shared/vacuum_f/RESET/pairwise_llr_per_sample,,,False,,likelihood_score_posterior,pairwise_llr_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c12/shared/vacuum_f/RESET/posterior_mean_l1,,,False,,likelihood_score_posterior,posterior_mean_l1,0.12,True,,gate_blueprint,round,,,,1.5,
ab/c12/shared/vacuum_f/HOLD/density_trace_distance,,,False,,physical_state_channel,density_trace_distance,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/shared/vacuum_f/HOLD/mean_photon_difference,,,False,,physical_state_channel,mean_photon_difference,0.08,True,,gate_blueprint,round,,,,2.0,
ab/c12/shared/vacuum_f/HOLD/level_probability_l1,,,False,,physical_state_channel,level_probability_l1,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/shared/vacuum_f/HOLD/predictive_mean_l2,,,False,,iq_conditional_distribution,predictive_mean_l2,0.12,True,,gate_blueprint,round,,,,1.25,
ab/c12/shared/vacuum_f/HOLD/predictive_covariance_frobenius,,,False,,iq_conditional_distribution,predictive_covariance_frobenius,0.18,True,,gate_blueprint,round,,,,1.25,
ab/c12/shared/vacuum_f/HOLD/predictive_cdf_i_sup,,,False,,iq_conditional_distribution,predictive_cdf_i_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c12/shared/vacuum_f/HOLD/predictive_cdf_q_sup,,,False,,iq_conditional_distribution,predictive_cdf_q_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c12/shared/vacuum_f/HOLD/paired_proper_score_per_sample,,,False,,likelihood_score_posterior,paired_proper_score_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c12/shared/vacuum_f/HOLD/pairwise_llr_per_sample,,,False,,likelihood_score_posterior,pairwise_llr_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c12/shared/vacuum_f/HOLD/posterior_mean_l1,,,False,,likelihood_score_posterior,posterior_mean_l1,0.12,True,,gate_blueprint,round,,,,1.5,
ab/c12/shared/vacuum_f/LKG_HOLD/density_trace_distance,,,False,,physical_state_channel,density_trace_distance,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/shared/vacuum_f/LKG_HOLD/mean_photon_difference,,,False,,physical_state_channel,mean_photon_difference,0.08,True,,gate_blueprint,round,,,,2.0,
ab/c12/shared/vacuum_f/LKG_HOLD/level_probability_l1,,,False,,physical_state_channel,level_probability_l1,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/shared/vacuum_f/LKG_HOLD/predictive_mean_l2,,,False,,iq_conditional_distribution,predictive_mean_l2,0.12,True,,gate_blueprint,round,,,,1.25,
ab/c12/shared/vacuum_f/LKG_HOLD/predictive_covariance_frobenius,,,False,,iq_conditional_distribution,predictive_covariance_frobenius,0.18,True,,gate_blueprint,round,,,,1.25,
ab/c12/shared/vacuum_f/LKG_HOLD/predictive_cdf_i_sup,,,False,,iq_conditional_distribution,predictive_cdf_i_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c12/shared/vacuum_f/LKG_HOLD/predictive_cdf_q_sup,,,False,,iq_conditional_distribution,predictive_cdf_q_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c12/shared/vacuum_f/LKG_HOLD/paired_proper_score_per_sample,,,False,,likelihood_score_posterior,paired_proper_score_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c12/shared/vacuum_f/LKG_HOLD/pairwise_llr_per_sample,,,False,,likelihood_score_posterior,pairwise_llr_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c12/shared/vacuum_f/LKG_HOLD/posterior_mean_l1,,,False,,likelihood_score_posterior,posterior_mean_l1,0.12,True,,gate_blueprint,round,,,,1.5,
ab/c12/logical/0/IDLE/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/0/X/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/0/Z/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/0/XZ/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/0/RESET/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/0/HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/0/LKG_HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/1/IDLE/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/1/X/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/1/Z/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/1/XZ/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/1/RESET/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/1/HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/1/LKG_HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/+/IDLE/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/+/X/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/+/Z/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/+/XZ/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/+/RESET/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/+/HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/+/LKG_HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/-/IDLE/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/-/X/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/-/Z/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/-/XZ/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/-/RESET/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/-/HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/-/LKG_HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/+i/IDLE/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/+i/X/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/+i/Z/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/+i/XZ/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/+i/RESET/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/+i/HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/+i/LKG_HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/-i/IDLE/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/-i/X/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/-i/Z/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/-i/XZ/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/-i/RESET/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/-i/HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/-i/LKG_HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/PTM/IDLE/logical_ptm_entry,,,False,,logical_ptm_survival,logical_ptm_entry,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/PTM/X/logical_ptm_entry,,,False,,logical_ptm_survival,logical_ptm_entry,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/PTM/Z/logical_ptm_entry,,,False,,logical_ptm_survival,logical_ptm_entry,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/PTM/XZ/logical_ptm_entry,,,False,,logical_ptm_survival,logical_ptm_entry,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/PTM/RESET/logical_ptm_entry,,,False,,logical_ptm_survival,logical_ptm_entry,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/PTM/HOLD/logical_ptm_entry,,,False,,logical_ptm_survival,logical_ptm_entry,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c12/logical/PTM/LKG_HOLD/logical_ptm_entry,,,False,,logical_ptm_survival,logical_ptm_entry,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c12/reset/vacuum_g/rao_blackwell_reset_success,,,False,,reset_leakage,rao_blackwell_reset_success,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c12/reset/vacuum_g/leakage_residence_rate,,,False,,reset_leakage,leakage_residence_rate,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/reset/one_g/rao_blackwell_reset_success,,,False,,reset_leakage,rao_blackwell_reset_success,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c12/reset/one_g/leakage_residence_rate,,,False,,reset_leakage,leakage_residence_rate,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/reset/zero_one_plus_g/rao_blackwell_reset_success,,,False,,reset_leakage,rao_blackwell_reset_success,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c12/reset/zero_one_plus_g/leakage_residence_rate,,,False,,reset_leakage,leakage_residence_rate,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/reset/vacuum_e/rao_blackwell_reset_success,,,False,,reset_leakage,rao_blackwell_reset_success,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c12/reset/vacuum_e/leakage_residence_rate,,,False,,reset_leakage,leakage_residence_rate,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/reset/vacuum_f/rao_blackwell_reset_success,,,False,,reset_leakage,rao_blackwell_reset_success,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c12/reset/vacuum_f/leakage_residence_rate,,,False,,reset_leakage,leakage_residence_rate,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c12/fault/step/terminal_density_trace_distance,,,False,,fault_trajectory_tail,terminal_density_trace_distance,0.15,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/step/terminal_mean_photon_difference,,,False,,fault_trajectory_tail,terminal_mean_photon_difference,0.08,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/step/terminal_level_probability_l1,,,False,,fault_trajectory_tail,terminal_level_probability_l1,0.1,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/step/terminal_predictive_mean_l2,,,False,,fault_trajectory_tail,terminal_predictive_mean_l2,0.12,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/step/terminal_predictive_covariance_frobenius,,,False,,fault_trajectory_tail,terminal_predictive_covariance_frobenius,0.18,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/step/terminal_paired_proper_score_per_sample,,,False,,fault_trajectory_tail,terminal_paired_proper_score_per_sample,0.0375,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/step/terminal_leakage_residence_rate,,,False,,fault_trajectory_tail,terminal_leakage_residence_rate,0.1,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/step/terminal_drift_normalized_l2,,,False,,fault_trajectory_tail,terminal_drift_normalized_l2,0.15,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/step/terminal_logical_survival,,,False,,fault_trajectory_tail,terminal_logical_survival,0.1,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/telegraph/terminal_density_trace_distance,,,False,,fault_trajectory_tail,terminal_density_trace_distance,0.15,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/telegraph/terminal_mean_photon_difference,,,False,,fault_trajectory_tail,terminal_mean_photon_difference,0.08,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/telegraph/terminal_level_probability_l1,,,False,,fault_trajectory_tail,terminal_level_probability_l1,0.1,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/telegraph/terminal_predictive_mean_l2,,,False,,fault_trajectory_tail,terminal_predictive_mean_l2,0.12,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/telegraph/terminal_predictive_covariance_frobenius,,,False,,fault_trajectory_tail,terminal_predictive_covariance_frobenius,0.18,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/telegraph/terminal_paired_proper_score_per_sample,,,False,,fault_trajectory_tail,terminal_paired_proper_score_per_sample,0.0375,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/telegraph/terminal_leakage_residence_rate,,,False,,fault_trajectory_tail,terminal_leakage_residence_rate,0.1,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/telegraph/terminal_drift_normalized_l2,,,False,,fault_trajectory_tail,terminal_drift_normalized_l2,0.15,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/telegraph/terminal_logical_survival,,,False,,fault_trajectory_tail,terminal_logical_survival,0.1,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/burst/terminal_density_trace_distance,,,False,,fault_trajectory_tail,terminal_density_trace_distance,0.15,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/burst/terminal_mean_photon_difference,,,False,,fault_trajectory_tail,terminal_mean_photon_difference,0.08,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/burst/terminal_level_probability_l1,,,False,,fault_trajectory_tail,terminal_level_probability_l1,0.1,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/burst/terminal_predictive_mean_l2,,,False,,fault_trajectory_tail,terminal_predictive_mean_l2,0.12,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/burst/terminal_predictive_covariance_frobenius,,,False,,fault_trajectory_tail,terminal_predictive_covariance_frobenius,0.18,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/burst/terminal_paired_proper_score_per_sample,,,False,,fault_trajectory_tail,terminal_paired_proper_score_per_sample,0.0375,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/burst/terminal_leakage_residence_rate,,,False,,fault_trajectory_tail,terminal_leakage_residence_rate,0.1,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/burst/terminal_drift_normalized_l2,,,False,,fault_trajectory_tail,terminal_drift_normalized_l2,0.15,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/burst/terminal_logical_survival,,,False,,fault_trajectory_tail,terminal_logical_survival,0.1,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/compound/terminal_density_trace_distance,,,False,,fault_trajectory_tail,terminal_density_trace_distance,0.15,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/compound/terminal_mean_photon_difference,,,False,,fault_trajectory_tail,terminal_mean_photon_difference,0.08,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/compound/terminal_level_probability_l1,,,False,,fault_trajectory_tail,terminal_level_probability_l1,0.1,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/compound/terminal_predictive_mean_l2,,,False,,fault_trajectory_tail,terminal_predictive_mean_l2,0.12,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/compound/terminal_predictive_covariance_frobenius,,,False,,fault_trajectory_tail,terminal_predictive_covariance_frobenius,0.18,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/compound/terminal_paired_proper_score_per_sample,,,False,,fault_trajectory_tail,terminal_paired_proper_score_per_sample,0.0375,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/compound/terminal_leakage_residence_rate,,,False,,fault_trajectory_tail,terminal_leakage_residence_rate,0.1,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/compound/terminal_drift_normalized_l2,,,False,,fault_trajectory_tail,terminal_drift_normalized_l2,0.15,True,,gate_blueprint,trajectory,,,,1.75,
ab/c12/fault/compound/terminal_logical_survival,,,False,,fault_trajectory_tail,terminal_logical_survival,0.1,True,,gate_blueprint,trajectory,,,,1.75,
mapping/c12/principal_singular,,,True,,cutoff_mapping,principal_singular,0.95,False,,gate_blueprint,round,,,,1.5,
mapping/c12/projector_frobenius,,,True,,cutoff_mapping,projector_frobenius,0.3,False,,gate_blueprint,round,,,,1.5,
ab/c16/shared/vacuum_g/IDLE/density_trace_distance,,,False,,physical_state_channel,density_trace_distance,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c16/shared/vacuum_g/IDLE/mean_photon_difference,,,False,,physical_state_channel,mean_photon_difference,0.08,True,,gate_blueprint,round,,,,2.0,
ab/c16/shared/vacuum_g/IDLE/level_probability_l1,,,False,,physical_state_channel,level_probability_l1,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c16/shared/vacuum_g/IDLE/predictive_mean_l2,,,False,,iq_conditional_distribution,predictive_mean_l2,0.12,True,,gate_blueprint,round,,,,1.25,
ab/c16/shared/vacuum_g/IDLE/predictive_covariance_frobenius,,,False,,iq_conditional_distribution,predictive_covariance_frobenius,0.18,True,,gate_blueprint,round,,,,1.25,
ab/c16/shared/vacuum_g/IDLE/predictive_cdf_i_sup,,,False,,iq_conditional_distribution,predictive_cdf_i_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c16/shared/vacuum_g/IDLE/predictive_cdf_q_sup,,,False,,iq_conditional_distribution,predictive_cdf_q_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c16/shared/vacuum_g/IDLE/paired_proper_score_per_sample,,,False,,likelihood_score_posterior,paired_proper_score_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c16/shared/vacuum_g/IDLE/pairwise_llr_per_sample,,,False,,likelihood_score_posterior,pairwise_llr_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c16/shared/vacuum_g/IDLE/posterior_mean_l1,,,False,,likelihood_score_posterior,posterior_mean_l1,0.12,True,,gate_blueprint,round,,,,1.5,
ab/c16/shared/vacuum_g/X/density_trace_distance,,,False,,physical_state_channel,density_trace_distance,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c16/shared/vacuum_g/X/mean_photon_difference,,,False,,physical_state_channel,mean_photon_difference,0.08,True,,gate_blueprint,round,,,,2.0,
ab/c16/shared/vacuum_g/X/level_probability_l1,,,False,,physical_state_channel,level_probability_l1,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c16/shared/vacuum_g/X/predictive_mean_l2,,,False,,iq_conditional_distribution,predictive_mean_l2,0.12,True,,gate_blueprint,round,,,,1.25,
ab/c16/shared/vacuum_g/X/predictive_covariance_frobenius,,,False,,iq_conditional_distribution,predictive_covariance_frobenius,0.18,True,,gate_blueprint,round,,,,1.25,
ab/c16/shared/vacuum_g/X/predictive_cdf_i_sup,,,False,,iq_conditional_distribution,predictive_cdf_i_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c16/shared/vacuum_g/X/predictive_cdf_q_sup,,,False,,iq_conditional_distribution,predictive_cdf_q_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c16/shared/vacuum_g/X/paired_proper_score_per_sample,,,False,,likelihood_score_posterior,paired_proper_score_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c16/shared/vacuum_g/X/pairwise_llr_per_sample,,,False,,likelihood_score_posterior,pairwise_llr_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c16/shared/vacuum_g/X/posterior_mean_l1,,,False,,likelihood_score_posterior,posterior_mean_l1,0.12,True,,gate_blueprint,round,,,,1.5,
ab/c16/shared/vacuum_g/Z/density_trace_distance,,,False,,physical_state_channel,density_trace_distance,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c16/shared/vacuum_g/Z/mean_photon_difference,,,False,,physical_state_channel,mean_photon_difference,0.08,True,,gate_blueprint,round,,,,2.0,
ab/c16/shared/vacuum_g/Z/level_probability_l1,,,False,,physical_state_channel,level_probability_l1,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c16/shared/vacuum_g/Z/predictive_mean_l2,,,False,,iq_conditional_distribution,predictive_mean_l2,0.12,True,,gate_blueprint,round,,,,1.25,
ab/c16/shared/vacuum_g/Z/predictive_covariance_frobenius,,,False,,iq_conditional_distribution,predictive_covariance_frobenius,0.18,True,,gate_blueprint,round,,,,1.25,
ab/c16/shared/vacuum_g/Z/predictive_cdf_i_sup,,,False,,iq_conditional_distribution,predictive_cdf_i_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c16/shared/vacuum_g/Z/predictive_cdf_q_sup,,,False,,iq_conditional_distribution,predictive_cdf_q_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c16/shared/vacuum_g/Z/paired_proper_score_per_sample,,,False,,likelihood_score_posterior,paired_proper_score_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c16/shared/vacuum_g/Z/pairwise_llr_per_sample,,,False,,likelihood_score_posterior,pairwise_llr_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c16/shared/vacuum_g/Z/posterior_mean_l1,,,False,,likelihood_score_posterior,posterior_mean_l1,0.12,True,,gate_blueprint,round,,,,1.5,
ab/c16/shared/vacuum_g/XZ/density_trace_distance,,,False,,physical_state_channel,density_trace_distance,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c16/shared/vacuum_g/XZ/mean_photon_difference,,,False,,physical_state_channel,mean_photon_difference,0.08,True,,gate_blueprint,round,,,,2.0,
ab/c16/shared/vacuum_g/XZ/level_probability_l1,,,False,,physical_state_channel,level_probability_l1,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c16/shared/vacuum_g/XZ/predictive_mean_l2,,,False,,iq_conditional_distribution,predictive_mean_l2,0.12,True,,gate_blueprint,round,,,,1.25,
ab/c16/shared/vacuum_g/XZ/predictive_covariance_frobenius,,,False,,iq_conditional_distribution,predictive_covariance_frobenius,0.18,True,,gate_blueprint,round,,,,1.25,
ab/c16/shared/vacuum_g/XZ/predictive_cdf_i_sup,,,False,,iq_conditional_distribution,predictive_cdf_i_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c16/shared/vacuum_g/XZ/predictive_cdf_q_sup,,,False,,iq_conditional_distribution,predictive_cdf_q_sup,0.24,True,,gate_blueprint,round,,,,1.25,
