case,detection_wilson_lcb,detection_wilson_ucb,deterministic,effect_ratio,family,metric,point,power_gate_pass,round_count,row_type,stage,successes,trajectory_count,trials,wilson_lcb,wilson_ucb
ab/c8/shared/vacuum_e/Z/mean_photon_difference,,,False,,physical_state_channel,mean_photon_difference,0.08,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_e/Z/level_probability_l1,,,False,,physical_state_channel,level_probability_l1,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_e/Z/predictive_mean_l2,,,False,,iq_conditional_distribution,predictive_mean_l2,0.12,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_e/Z/predictive_covariance_frobenius,,,False,,iq_conditional_distribution,predictive_covariance_frobenius,0.18,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_e/Z/predictive_cdf_i_sup,,,False,,iq_conditional_distribution,predictive_cdf_i_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_e/Z/predictive_cdf_q_sup,,,False,,iq_conditional_distribution,predictive_cdf_q_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_e/Z/paired_proper_score_per_sample,,,False,,likelihood_score_posterior,paired_proper_score_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_e/Z/pairwise_llr_per_sample,,,False,,likelihood_score_posterior,pairwise_llr_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_e/Z/posterior_mean_l1,,,False,,likelihood_score_posterior,posterior_mean_l1,0.12,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_e/XZ/density_trace_distance,,,False,,physical_state_channel,density_trace_distance,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_e/XZ/mean_photon_difference,,,False,,physical_state_channel,mean_photon_difference,0.08,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_e/XZ/level_probability_l1,,,False,,physical_state_channel,level_probability_l1,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_e/XZ/predictive_mean_l2,,,False,,iq_conditional_distribution,predictive_mean_l2,0.12,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_e/XZ/predictive_covariance_frobenius,,,False,,iq_conditional_distribution,predictive_covariance_frobenius,0.18,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_e/XZ/predictive_cdf_i_sup,,,False,,iq_conditional_distribution,predictive_cdf_i_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_e/XZ/predictive_cdf_q_sup,,,False,,iq_conditional_distribution,predictive_cdf_q_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_e/XZ/paired_proper_score_per_sample,,,False,,likelihood_score_posterior,paired_proper_score_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_e/XZ/pairwise_llr_per_sample,,,False,,likelihood_score_posterior,pairwise_llr_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_e/XZ/posterior_mean_l1,,,False,,likelihood_score_posterior,posterior_mean_l1,0.12,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_e/RESET/density_trace_distance,,,False,,physical_state_channel,density_trace_distance,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_e/RESET/mean_photon_difference,,,False,,physical_state_channel,mean_photon_difference,0.08,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_e/RESET/level_probability_l1,,,False,,physical_state_channel,level_probability_l1,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_e/RESET/predictive_mean_l2,,,False,,iq_conditional_distribution,predictive_mean_l2,0.12,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_e/RESET/predictive_covariance_frobenius,,,False,,iq_conditional_distribution,predictive_covariance_frobenius,0.18,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_e/RESET/predictive_cdf_i_sup,,,False,,iq_conditional_distribution,predictive_cdf_i_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_e/RESET/predictive_cdf_q_sup,,,False,,iq_conditional_distribution,predictive_cdf_q_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_e/RESET/paired_proper_score_per_sample,,,False,,likelihood_score_posterior,paired_proper_score_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_e/RESET/pairwise_llr_per_sample,,,False,,likelihood_score_posterior,pairwise_llr_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_e/RESET/posterior_mean_l1,,,False,,likelihood_score_posterior,posterior_mean_l1,0.12,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_e/HOLD/density_trace_distance,,,False,,physical_state_channel,density_trace_distance,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_e/HOLD/mean_photon_difference,,,False,,physical_state_channel,mean_photon_difference,0.08,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_e/HOLD/level_probability_l1,,,False,,physical_state_channel,level_probability_l1,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_e/HOLD/predictive_mean_l2,,,False,,iq_conditional_distribution,predictive_mean_l2,0.12,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_e/HOLD/predictive_covariance_frobenius,,,False,,iq_conditional_distribution,predictive_covariance_frobenius,0.18,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_e/HOLD/predictive_cdf_i_sup,,,False,,iq_conditional_distribution,predictive_cdf_i_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_e/HOLD/predictive_cdf_q_sup,,,False,,iq_conditional_distribution,predictive_cdf_q_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_e/HOLD/paired_proper_score_per_sample,,,False,,likelihood_score_posterior,paired_proper_score_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_e/HOLD/pairwise_llr_per_sample,,,False,,likelihood_score_posterior,pairwise_llr_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_e/HOLD/posterior_mean_l1,,,False,,likelihood_score_posterior,posterior_mean_l1,0.12,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_e/LKG_HOLD/density_trace_distance,,,False,,physical_state_channel,density_trace_distance,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_e/LKG_HOLD/mean_photon_difference,,,False,,physical_state_channel,mean_photon_difference,0.08,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_e/LKG_HOLD/level_probability_l1,,,False,,physical_state_channel,level_probability_l1,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_e/LKG_HOLD/predictive_mean_l2,,,False,,iq_conditional_distribution,predictive_mean_l2,0.12,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_e/LKG_HOLD/predictive_covariance_frobenius,,,False,,iq_conditional_distribution,predictive_covariance_frobenius,0.18,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_e/LKG_HOLD/predictive_cdf_i_sup,,,False,,iq_conditional_distribution,predictive_cdf_i_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_e/LKG_HOLD/predictive_cdf_q_sup,,,False,,iq_conditional_distribution,predictive_cdf_q_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_e/LKG_HOLD/paired_proper_score_per_sample,,,False,,likelihood_score_posterior,paired_proper_score_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_e/LKG_HOLD/pairwise_llr_per_sample,,,False,,likelihood_score_posterior,pairwise_llr_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_e/LKG_HOLD/posterior_mean_l1,,,False,,likelihood_score_posterior,posterior_mean_l1,0.12,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/IDLE/density_trace_distance,,,False,,physical_state_channel,density_trace_distance,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/IDLE/mean_photon_difference,,,False,,physical_state_channel,mean_photon_difference,0.08,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/IDLE/level_probability_l1,,,False,,physical_state_channel,level_probability_l1,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/IDLE/predictive_mean_l2,,,False,,iq_conditional_distribution,predictive_mean_l2,0.12,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/IDLE/predictive_covariance_frobenius,,,False,,iq_conditional_distribution,predictive_covariance_frobenius,0.18,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/IDLE/predictive_cdf_i_sup,,,False,,iq_conditional_distribution,predictive_cdf_i_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/IDLE/predictive_cdf_q_sup,,,False,,iq_conditional_distribution,predictive_cdf_q_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/IDLE/paired_proper_score_per_sample,,,False,,likelihood_score_posterior,paired_proper_score_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/IDLE/pairwise_llr_per_sample,,,False,,likelihood_score_posterior,pairwise_llr_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/IDLE/posterior_mean_l1,,,False,,likelihood_score_posterior,posterior_mean_l1,0.12,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/X/density_trace_distance,,,False,,physical_state_channel,density_trace_distance,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/X/mean_photon_difference,,,False,,physical_state_channel,mean_photon_difference,0.08,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/X/level_probability_l1,,,False,,physical_state_channel,level_probability_l1,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/X/predictive_mean_l2,,,False,,iq_conditional_distribution,predictive_mean_l2,0.12,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/X/predictive_covariance_frobenius,,,False,,iq_conditional_distribution,predictive_covariance_frobenius,0.18,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/X/predictive_cdf_i_sup,,,False,,iq_conditional_distribution,predictive_cdf_i_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/X/predictive_cdf_q_sup,,,False,,iq_conditional_distribution,predictive_cdf_q_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/X/paired_proper_score_per_sample,,,False,,likelihood_score_posterior,paired_proper_score_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/X/pairwise_llr_per_sample,,,False,,likelihood_score_posterior,pairwise_llr_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/X/posterior_mean_l1,,,False,,likelihood_score_posterior,posterior_mean_l1,0.12,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/Z/density_trace_distance,,,False,,physical_state_channel,density_trace_distance,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/Z/mean_photon_difference,,,False,,physical_state_channel,mean_photon_difference,0.08,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/Z/level_probability_l1,,,False,,physical_state_channel,level_probability_l1,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/Z/predictive_mean_l2,,,False,,iq_conditional_distribution,predictive_mean_l2,0.12,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/Z/predictive_covariance_frobenius,,,False,,iq_conditional_distribution,predictive_covariance_frobenius,0.18,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/Z/predictive_cdf_i_sup,,,False,,iq_conditional_distribution,predictive_cdf_i_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/Z/predictive_cdf_q_sup,,,False,,iq_conditional_distribution,predictive_cdf_q_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/Z/paired_proper_score_per_sample,,,False,,likelihood_score_posterior,paired_proper_score_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/Z/pairwise_llr_per_sample,,,False,,likelihood_score_posterior,pairwise_llr_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/Z/posterior_mean_l1,,,False,,likelihood_score_posterior,posterior_mean_l1,0.12,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/XZ/density_trace_distance,,,False,,physical_state_channel,density_trace_distance,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/XZ/mean_photon_difference,,,False,,physical_state_channel,mean_photon_difference,0.08,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/XZ/level_probability_l1,,,False,,physical_state_channel,level_probability_l1,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/XZ/predictive_mean_l2,,,False,,iq_conditional_distribution,predictive_mean_l2,0.12,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/XZ/predictive_covariance_frobenius,,,False,,iq_conditional_distribution,predictive_covariance_frobenius,0.18,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/XZ/predictive_cdf_i_sup,,,False,,iq_conditional_distribution,predictive_cdf_i_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/XZ/predictive_cdf_q_sup,,,False,,iq_conditional_distribution,predictive_cdf_q_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/XZ/paired_proper_score_per_sample,,,False,,likelihood_score_posterior,paired_proper_score_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/XZ/pairwise_llr_per_sample,,,False,,likelihood_score_posterior,pairwise_llr_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/XZ/posterior_mean_l1,,,False,,likelihood_score_posterior,posterior_mean_l1,0.12,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/RESET/density_trace_distance,,,False,,physical_state_channel,density_trace_distance,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/RESET/mean_photon_difference,,,False,,physical_state_channel,mean_photon_difference,0.08,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/RESET/level_probability_l1,,,False,,physical_state_channel,level_probability_l1,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/RESET/predictive_mean_l2,,,False,,iq_conditional_distribution,predictive_mean_l2,0.12,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/RESET/predictive_covariance_frobenius,,,False,,iq_conditional_distribution,predictive_covariance_frobenius,0.18,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/RESET/predictive_cdf_i_sup,,,False,,iq_conditional_distribution,predictive_cdf_i_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/RESET/predictive_cdf_q_sup,,,False,,iq_conditional_distribution,predictive_cdf_q_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/RESET/paired_proper_score_per_sample,,,False,,likelihood_score_posterior,paired_proper_score_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/RESET/pairwise_llr_per_sample,,,False,,likelihood_score_posterior,pairwise_llr_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/RESET/posterior_mean_l1,,,False,,likelihood_score_posterior,posterior_mean_l1,0.12,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/HOLD/density_trace_distance,,,False,,physical_state_channel,density_trace_distance,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/HOLD/mean_photon_difference,,,False,,physical_state_channel,mean_photon_difference,0.08,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/HOLD/level_probability_l1,,,False,,physical_state_channel,level_probability_l1,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/HOLD/predictive_mean_l2,,,False,,iq_conditional_distribution,predictive_mean_l2,0.12,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/HOLD/predictive_covariance_frobenius,,,False,,iq_conditional_distribution,predictive_covariance_frobenius,0.18,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/HOLD/predictive_cdf_i_sup,,,False,,iq_conditional_distribution,predictive_cdf_i_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/HOLD/predictive_cdf_q_sup,,,False,,iq_conditional_distribution,predictive_cdf_q_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/HOLD/paired_proper_score_per_sample,,,False,,likelihood_score_posterior,paired_proper_score_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/HOLD/pairwise_llr_per_sample,,,False,,likelihood_score_posterior,pairwise_llr_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/HOLD/posterior_mean_l1,,,False,,likelihood_score_posterior,posterior_mean_l1,0.12,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/LKG_HOLD/density_trace_distance,,,False,,physical_state_channel,density_trace_distance,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/LKG_HOLD/mean_photon_difference,,,False,,physical_state_channel,mean_photon_difference,0.08,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/LKG_HOLD/level_probability_l1,,,False,,physical_state_channel,level_probability_l1,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/shared/vacuum_f/LKG_HOLD/predictive_mean_l2,,,False,,iq_conditional_distribution,predictive_mean_l2,0.12,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/LKG_HOLD/predictive_covariance_frobenius,,,False,,iq_conditional_distribution,predictive_covariance_frobenius,0.18,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/LKG_HOLD/predictive_cdf_i_sup,,,False,,iq_conditional_distribution,predictive_cdf_i_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/LKG_HOLD/predictive_cdf_q_sup,,,False,,iq_conditional_distribution,predictive_cdf_q_sup,0.24,True,,gate_blueprint,round,,,,1.25,
ab/c8/shared/vacuum_f/LKG_HOLD/paired_proper_score_per_sample,,,False,,likelihood_score_posterior,paired_proper_score_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/LKG_HOLD/pairwise_llr_per_sample,,,False,,likelihood_score_posterior,pairwise_llr_per_sample,0.0375,True,,gate_blueprint,round,,,,1.5,
ab/c8/shared/vacuum_f/LKG_HOLD/posterior_mean_l1,,,False,,likelihood_score_posterior,posterior_mean_l1,0.12,True,,gate_blueprint,round,,,,1.5,
ab/c8/logical/0/IDLE/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/0/X/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/0/Z/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/0/XZ/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/0/RESET/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/0/HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/0/LKG_HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/1/IDLE/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/1/X/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/1/Z/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/1/XZ/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/1/RESET/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/1/HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/1/LKG_HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/+/IDLE/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/+/X/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/+/Z/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/+/XZ/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/+/RESET/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/+/HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/+/LKG_HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/-/IDLE/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/-/X/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/-/Z/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/-/XZ/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/-/RESET/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/-/HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/-/LKG_HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/+i/IDLE/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/+i/X/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/+i/Z/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/+i/XZ/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/+i/RESET/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/+i/HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/+i/LKG_HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/-i/IDLE/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/-i/X/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/-i/Z/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/-i/XZ/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/-i/RESET/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/-i/HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/-i/LKG_HOLD/logical_survival,,,False,,logical_ptm_survival,logical_survival,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/PTM/IDLE/logical_ptm_entry,,,False,,logical_ptm_survival,logical_ptm_entry,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/PTM/X/logical_ptm_entry,,,False,,logical_ptm_survival,logical_ptm_entry,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/PTM/Z/logical_ptm_entry,,,False,,logical_ptm_survival,logical_ptm_entry,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/PTM/XZ/logical_ptm_entry,,,False,,logical_ptm_survival,logical_ptm_entry,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/PTM/RESET/logical_ptm_entry,,,False,,logical_ptm_survival,logical_ptm_entry,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/PTM/HOLD/logical_ptm_entry,,,False,,logical_ptm_survival,logical_ptm_entry,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c8/logical/PTM/LKG_HOLD/logical_ptm_entry,,,False,,logical_ptm_survival,logical_ptm_entry,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c8/reset/vacuum_g/rao_blackwell_reset_success,,,False,,reset_leakage,rao_blackwell_reset_success,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c8/reset/vacuum_g/leakage_residence_rate,,,False,,reset_leakage,leakage_residence_rate,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/reset/one_g/rao_blackwell_reset_success,,,False,,reset_leakage,rao_blackwell_reset_success,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c8/reset/one_g/leakage_residence_rate,,,False,,reset_leakage,leakage_residence_rate,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/reset/zero_one_plus_g/rao_blackwell_reset_success,,,False,,reset_leakage,rao_blackwell_reset_success,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c8/reset/zero_one_plus_g/leakage_residence_rate,,,False,,reset_leakage,leakage_residence_rate,0.1,True,,gate_blueprint,round,,,,2.0,
ab/c8/reset/vacuum_e/rao_blackwell_reset_success,,,False,,reset_leakage,rao_blackwell_reset_success,0.12,True,,gate_blueprint,round,,,,2.0,
ab/c8/reset/vacuum_e/leakage_residence_rate,,,False,,reset_leakage,leakage_residence_rate,0.1,True,,gate_blueprint,round,,,,2.0,
