row_type,record_id,split,scenario,seed,threshold,metric,value,detail
calibration_threshold_seed,t0.325-s202607154102,calibration,all_registered_development,202607154102,0.325,absolute_catastrophic_reduction,-0.022237141927083332,"{""absolute_catastrophic_reduction"": -0.022237141927083332, ""avoided_failure_count"": 2282, ""avoided_failure_rate"": 0.023213704427083332, ""decisions"": 98304, ""fallback_count"": 8776, ""fallback_precision_for_avoided_failure"": 0.26002734731084776, ""fallback_rate"": 0.08927408854166667, ""gated_failure_count"": 7533, ""gated_failure_rate"": 0.076629638671875, ""induced_failure_count"": 4468, ""induced_failure_rate"": 0.045450846354166664, ""net_avoidable_opportunity_fraction"": 0.06866455078125, ""primary_failure_count"": 5347, ""primary_failure_rate"": 0.054392496744791664, ""relative_catastrophic_reduction"": -0.4088273798391621, ""seed"": 202607154102, ""selected_without_benefit_count"": 6494, ""selected_without_benefit_rate"": 0.06606038411458333, ""static_failure_count"": 7533, ""static_failure_rate"": 0.076629638671875, ""threshold"": 0.325, ""unnecessary_fallback_count"": 5332, ""unnecessary_fallback_rate"": 0.054239908854166664}"
calibration_threshold_seed,t0.325-s202607154103,calibration,all_registered_development,202607154103,0.325,absolute_catastrophic_reduction,-0.020975748697916668,"{""absolute_catastrophic_reduction"": -0.020975748697916668, ""avoided_failure_count"": 2205, ""avoided_failure_rate"": 0.022430419921875, ""decisions"": 98304, ""fallback_count"": 8633, ""fallback_precision_for_avoided_failure"": 0.2554152669987258, ""fallback_rate"": 0.08781941731770833, ""gated_failure_count"": 7305, ""gated_failure_rate"": 0.074310302734375, ""induced_failure_count"": 4267, ""induced_failure_rate"": 0.043406168619791664, ""net_avoidable_opportunity_fraction"": 0.06583658854166667, ""primary_failure_count"": 5243, ""primary_failure_rate"": 0.053334554036458336, ""relative_catastrophic_reduction"": -0.3932862864772077, ""seed"": 202607154103, ""selected_without_benefit_count"": 6428, ""selected_without_benefit_rate"": 0.06538899739583333, ""static_failure_count"": 7305, ""static_failure_rate"": 0.074310302734375, ""threshold"": 0.325, ""unnecessary_fallback_count"": 5312, ""unnecessary_fallback_rate"": 0.054036458333333336}"
calibration_threshold_seed,t0.325-s202607154104,calibration,all_registered_development,202607154104,0.325,absolute_catastrophic_reduction,-0.032511393229166664,"{""absolute_catastrophic_reduction"": -0.032511393229166664, ""avoided_failure_count"": 1249, ""avoided_failure_rate"": 0.012705485026041666, ""decisions"": 98304, ""fallback_count"": 7691, ""fallback_precision_for_avoided_failure"": 0.16239760759329086, ""fallback_rate"": 0.07823689778645833, ""gated_failure_count"": 7397, ""gated_failure_rate"": 0.07524617513020833, ""induced_failure_count"": 4445, ""induced_failure_rate"": 0.045216878255208336, ""net_avoidable_opportunity_fraction"": 0.05792236328125, ""primary_failure_count"": 4201, ""primary_failure_rate"": 0.042734781901041664, ""relative_catastrophic_reduction"": -0.7607712449416806, ""seed"": 202607154104, ""selected_without_benefit_count"": 6442, ""selected_without_benefit_rate"": 0.06553141276041667, ""static_failure_count"": 7397, ""static_failure_rate"": 0.07524617513020833, ""threshold"": 0.325, ""unnecessary_fallback_count"": 5347, ""unnecessary_fallback_rate"": 0.054392496744791664}"
calibration_threshold_seed,t0.325-s202607154105,calibration,all_registered_development,202607154105,0.325,absolute_catastrophic_reduction,-0.01983642578125,"{""absolute_catastrophic_reduction"": -0.01983642578125, ""avoided_failure_count"": 2272, ""avoided_failure_rate"": 0.023111979166666668, ""decisions"": 98304, ""fallback_count"": 8642, ""fallback_precision_for_avoided_failure"": 0.2629021059939829, ""fallback_rate"": 0.08791097005208333, ""gated_failure_count"": 7273, ""gated_failure_rate"": 0.07398478190104167, ""induced_failure_count"": 4222, ""induced_failure_rate"": 0.042948404947916664, ""net_avoidable_opportunity_fraction"": 0.06606038411458333, ""primary_failure_count"": 5323, ""primary_failure_rate"": 0.054148356119791664, ""relative_catastrophic_reduction"": -0.3663347736238963, ""seed"": 202607154105, ""selected_without_benefit_count"": 6370, ""selected_without_benefit_rate"": 0.06479899088541667, ""static_failure_count"": 7273, ""static_failure_rate"": 0.07398478190104167, ""threshold"": 0.325, ""unnecessary_fallback_count"": 5243, ""unnecessary_fallback_rate"": 0.053334554036458336}"
calibration_threshold_seed,t0.325-s202607154106,calibration,all_registered_development,202607154106,0.325,absolute_catastrophic_reduction,-0.018910725911458332,"{""absolute_catastrophic_reduction"": -0.018910725911458332, ""avoided_failure_count"": 2401, ""avoided_failure_rate"": 0.024424235026041668, ""decisions"": 98304, ""fallback_count"": 8803, ""fallback_precision_for_avoided_failure"": 0.27274792684312166, ""fallback_rate"": 0.08954874674479167, ""gated_failure_count"": 7413, ""gated_failure_rate"": 0.075408935546875, ""induced_failure_count"": 4260, ""induced_failure_rate"": 0.0433349609375, ""net_avoidable_opportunity_fraction"": 0.06775919596354167, ""primary_failure_count"": 5554, ""primary_failure_rate"": 0.056498209635416664, ""relative_catastrophic_reduction"": -0.3347137198415556, ""seed"": 202607154106, ""selected_without_benefit_count"": 6402, ""selected_without_benefit_rate"": 0.06512451171875, ""static_failure_count"": 7413, ""static_failure_rate"": 0.075408935546875, ""threshold"": 0.325, ""unnecessary_fallback_count"": 5185, ""unnecessary_fallback_rate"": 0.052744547526041664}"
calibration_threshold_seed,t0.325-s202607154107,calibration,all_registered_development,202607154107,0.325,absolute_catastrophic_reduction,-0.028727213541666668,"{""absolute_catastrophic_reduction"": -0.028727213541666668, ""avoided_failure_count"": 1593, ""avoided_failure_rate"": 0.016204833984375, ""decisions"": 98304, ""fallback_count"": 7899, ""fallback_precision_for_avoided_failure"": 0.20167109760729207, ""fallback_rate"": 0.080352783203125, ""gated_failure_count"": 7385, ""gated_failure_rate"": 0.07512410481770833, ""induced_failure_count"": 4417, ""induced_failure_rate"": 0.044932047526041664, ""net_avoidable_opportunity_fraction"": 0.061136881510416664, ""primary_failure_count"": 4561, ""primary_failure_rate"": 0.046396891276041664, ""relative_catastrophic_reduction"": -0.6191624643718483, ""seed"": 202607154107, ""selected_without_benefit_count"": 6306, ""selected_without_benefit_rate"": 0.06414794921875, ""static_failure_count"": 7385, ""static_failure_rate"": 0.07512410481770833, ""threshold"": 0.325, ""unnecessary_fallback_count"": 5143, ""unnecessary_fallback_rate"": 0.052317301432291664}"
calibration_threshold_seed,t0.325-s202607154108,calibration,all_registered_development,202607154108,0.325,absolute_catastrophic_reduction,-0.025716145833333332,"{""absolute_catastrophic_reduction"": -0.025716145833333332, ""avoided_failure_count"": 1665, ""avoided_failure_rate"": 0.016937255859375, ""decisions"": 98304, ""fallback_count"": 7995, ""fallback_precision_for_avoided_failure"": 0.20825515947467166, ""fallback_rate"": 0.081329345703125, ""gated_failure_count"": 7200, ""gated_failure_rate"": 0.0732421875, ""induced_failure_count"": 4193, ""induced_failure_rate"": 0.042653401692708336, ""net_avoidable_opportunity_fraction"": 0.059590657552083336, ""primary_failure_count"": 4672, ""primary_failure_rate"": 0.047526041666666664, ""relative_catastrophic_reduction"": -0.541095890410959, ""seed"": 202607154108, ""selected_without_benefit_count"": 6330, ""selected_without_benefit_rate"": 0.06439208984375, ""static_failure_count"": 7200, ""static_failure_rate"": 0.0732421875, ""threshold"": 0.325, ""unnecessary_fallback_count"": 5138, ""unnecessary_fallback_rate"": 0.052266438802083336}"
calibration_threshold_seed,t0.35-s202607154101,calibration,all_registered_development,202607154101,0.35,absolute_catastrophic_reduction,-0.006988525390625,"{""absolute_catastrophic_reduction"": -0.006988525390625, ""avoided_failure_count"": 1063, ""avoided_failure_rate"": 0.010813395182291666, ""decisions"": 98304, ""fallback_count"": 4264, ""fallback_precision_for_avoided_failure"": 0.24929643527204504, ""fallback_rate"": 0.043375651041666664, ""gated_failure_count"": 5382, ""gated_failure_rate"": 0.05474853515625, ""induced_failure_count"": 1750, ""induced_failure_rate"": 0.017801920572916668, ""net_avoidable_opportunity_fraction"": 0.028615315755208332, ""primary_failure_count"": 4695, ""primary_failure_rate"": 0.047760009765625, ""relative_catastrophic_reduction"": -0.1463258785942492, ""seed"": 202607154101, ""selected_without_benefit_count"": 3201, ""selected_without_benefit_rate"": 0.032562255859375, ""static_failure_count"": 7372, ""static_failure_rate"": 0.07499186197916667, ""threshold"": 0.35, ""unnecessary_fallback_count"": 2360, ""unnecessary_fallback_rate"": 0.024007161458333332}"
calibration_threshold_seed,t0.35-s202607154102,calibration,all_registered_development,202607154102,0.35,absolute_catastrophic_reduction,5.0862630208333336e-05,"{""absolute_catastrophic_reduction"": 5.0862630208333336e-05, ""avoided_failure_count"": 1658, ""avoided_failure_rate"": 0.016866048177083332, ""decisions"": 98304, ""fallback_count"": 4721, ""fallback_precision_for_avoided_failure"": 0.35119678034314766, ""fallback_rate"": 0.048024495442708336, ""gated_failure_count"": 5342, ""gated_failure_rate"": 0.054341634114583336, ""induced_failure_count"": 1653, ""induced_failure_rate"": 0.016815185546875, ""net_avoidable_opportunity_fraction"": 0.033681233723958336, ""primary_failure_count"": 5347, ""primary_failure_rate"": 0.054392496744791664, ""relative_catastrophic_reduction"": 0.0009351037965214139, ""seed"": 202607154102, ""selected_without_benefit_count"": 3063, ""selected_without_benefit_rate"": 0.031158447265625, ""static_failure_count"": 7533, ""static_failure_rate"": 0.076629638671875, ""threshold"": 0.35, ""unnecessary_fallback_count"": 2230, ""unnecessary_fallback_rate"": 0.022684733072916668}"
calibration_threshold_seed,t0.35-s202607154103,calibration,all_registered_development,202607154103,0.35,absolute_catastrophic_reduction,0.00020345052083333334,"{""absolute_catastrophic_reduction"": 0.00020345052083333334, ""avoided_failure_count"": 1585, ""avoided_failure_rate"": 0.016123453776041668, ""decisions"": 98304, ""fallback_count"": 4703, ""fallback_precision_for_avoided_failure"": 0.33701892409100576, ""fallback_rate"": 0.047841389973958336, ""gated_failure_count"": 5223, ""gated_failure_rate"": 0.053131103515625, ""induced_failure_count"": 1565, ""induced_failure_rate"": 0.015920003255208332, ""net_avoidable_opportunity_fraction"": 0.03204345703125, ""primary_failure_count"": 5243, ""primary_failure_rate"": 0.053334554036458336, ""relative_catastrophic_reduction"": 0.0038146099561319857, ""seed"": 202607154103, ""selected_without_benefit_count"": 3118, ""selected_without_benefit_rate"": 0.031717936197916664, ""static_failure_count"": 7305, ""static_failure_rate"": 0.074310302734375, ""threshold"": 0.35, ""unnecessary_fallback_count"": 2301, ""unnecessary_fallback_rate"": 0.023406982421875}"
calibration_threshold_seed,t0.35-s202607154104,calibration,all_registered_development,202607154104,0.35,absolute_catastrophic_reduction,-0.010447184244791666,"{""absolute_catastrophic_reduction"": -0.010447184244791666, ""avoided_failure_count"": 753, ""avoided_failure_rate"": 0.007659912109375, ""decisions"": 98304, ""fallback_count"": 3924, ""fallback_precision_for_avoided_failure"": 0.1918960244648318, ""fallback_rate"": 0.0399169921875, ""gated_failure_count"": 5228, ""gated_failure_rate"": 0.053181966145833336, ""induced_failure_count"": 1780, ""induced_failure_rate"": 0.018107096354166668, ""net_avoidable_opportunity_fraction"": 0.025767008463541668, ""primary_failure_count"": 4201, ""primary_failure_rate"": 0.042734781901041664, ""relative_catastrophic_reduction"": -0.2444656034277553, ""seed"": 202607154104, ""selected_without_benefit_count"": 3171, ""selected_without_benefit_rate"": 0.032257080078125, ""static_failure_count"": 7397, ""static_failure_rate"": 0.07524617513020833, ""threshold"": 0.35, ""unnecessary_fallback_count"": 2333, ""unnecessary_fallback_rate"": 0.023732503255208332}"
calibration_threshold_seed,t0.35-s202607154105,calibration,all_registered_development,202607154105,0.35,absolute_catastrophic_reduction,0.0009053548177083334,"{""absolute_catastrophic_reduction"": 0.0009053548177083334, ""avoided_failure_count"": 1659, ""avoided_failure_rate"": 0.016876220703125, ""decisions"": 98304, ""fallback_count"": 4681, ""fallback_precision_for_avoided_failure"": 0.35441145054475537, ""fallback_rate"": 0.047617594401041664, ""gated_failure_count"": 5234, ""gated_failure_rate"": 0.053243001302083336, ""induced_failure_count"": 1570, ""induced_failure_rate"": 0.015970865885416668, ""net_avoidable_opportunity_fraction"": 0.032847086588541664, ""primary_failure_count"": 5323, ""primary_failure_rate"": 0.054148356119791664, ""relative_catastrophic_reduction"": 0.016719894796167575, ""seed"": 202607154105, ""selected_without_benefit_count"": 3022, ""selected_without_benefit_rate"": 0.030741373697916668, ""static_failure_count"": 7273, ""static_failure_rate"": 0.07398478190104167, ""threshold"": 0.35, ""unnecessary_fallback_count"": 2231, ""unnecessary_fallback_rate"": 0.022694905598958332}"
calibration_threshold_seed,t0.35-s202607154106,calibration,all_registered_development,202607154106,0.35,absolute_catastrophic_reduction,0.0009867350260416667,"{""absolute_catastrophic_reduction"": 0.0009867350260416667, ""avoided_failure_count"": 1754, ""avoided_failure_rate"": 0.017842610677083332, ""decisions"": 98304, ""fallback_count"": 4904, ""fallback_precision_for_avoided_failure"": 0.3576672104404568, ""fallback_rate"": 0.049886067708333336, ""gated_failure_count"": 5457, ""gated_failure_rate"": 0.055511474609375, ""induced_failure_count"": 1657, ""induced_failure_rate"": 0.016855875651041668, ""net_avoidable_opportunity_fraction"": 0.034698486328125, ""primary_failure_count"": 5554, ""primary_failure_rate"": 0.056498209635416664, ""relative_catastrophic_reduction"": 0.01746489016924739, ""seed"": 202607154106, ""selected_without_benefit_count"": 3150, ""selected_without_benefit_rate"": 0.03204345703125, ""static_failure_count"": 7413, ""static_failure_rate"": 0.075408935546875, ""threshold"": 0.35, ""unnecessary_fallback_count"": 2259, ""unnecessary_fallback_rate"": 0.022979736328125}"
calibration_threshold_seed,t0.35-s202607154107,calibration,all_registered_development,202607154107,0.35,absolute_catastrophic_reduction,-0.005788167317708333,"{""absolute_catastrophic_reduction"": -0.005788167317708333, ""avoided_failure_count"": 1070, ""avoided_failure_rate"": 0.010884602864583334, ""decisions"": 98304, ""fallback_count"": 4016, ""fallback_precision_for_avoided_failure"": 0.26643426294820716, ""fallback_rate"": 0.040852864583333336, ""gated_failure_count"": 5130, ""gated_failure_rate"": 0.05218505859375, ""induced_failure_count"": 1639, ""induced_failure_rate"": 0.016672770182291668, ""net_avoidable_opportunity_fraction"": 0.027557373046875, ""primary_failure_count"": 4561, ""primary_failure_rate"": 0.046396891276041664, ""relative_catastrophic_reduction"": -0.12475334356500767, ""seed"": 202607154107, ""selected_without_benefit_count"": 2946, ""selected_without_benefit_rate"": 0.02996826171875, ""static_failure_count"": 7385, ""static_failure_rate"": 0.07512410481770833, ""threshold"": 0.35, ""unnecessary_fallback_count"": 2109, ""unnecessary_fallback_rate"": 0.021453857421875}"
calibration_threshold_seed,t0.35-s202607154108,calibration,all_registered_development,202607154108,0.35,absolute_catastrophic_reduction,-0.004262288411458333,"{""absolute_catastrophic_reduction"": -0.004262288411458333, ""avoided_failure_count"": 1131, ""avoided_failure_rate"": 0.011505126953125, ""decisions"": 98304, ""fallback_count"": 4223, ""fallback_precision_for_avoided_failure"": 0.26781908595784987, ""fallback_rate"": 0.042958577473958336, ""gated_failure_count"": 5091, ""gated_failure_rate"": 0.051788330078125, ""induced_failure_count"": 1550, ""induced_failure_rate"": 0.015767415364583332, ""net_avoidable_opportunity_fraction"": 0.027272542317708332, ""primary_failure_count"": 4672, ""primary_failure_rate"": 0.047526041666666664, ""relative_catastrophic_reduction"": -0.0896832191780822, ""seed"": 202607154108, ""selected_without_benefit_count"": 3092, ""selected_without_benefit_rate"": 0.031453450520833336, ""static_failure_count"": 7200, ""static_failure_rate"": 0.0732421875, ""threshold"": 0.35, ""unnecessary_fallback_count"": 2194, ""unnecessary_fallback_rate"": 0.022318522135416668}"
calibration_threshold_seed,t0.375-s202607154101,calibration,all_registered_development,202607154101,0.375,absolute_catastrophic_reduction,-0.005320231119791667,"{""absolute_catastrophic_reduction"": -0.005320231119791667, ""avoided_failure_count"": 935, ""avoided_failure_rate"": 0.009511311848958334, ""decisions"": 98304, ""fallback_count"": 3624, ""fallback_precision_for_avoided_failure"": 0.2580022075055188, ""fallback_rate"": 0.036865234375, ""gated_failure_count"": 5218, ""gated_failure_rate"": 0.053080240885416664, ""induced_failure_count"": 1458, ""induced_failure_rate"": 0.01483154296875, ""net_avoidable_opportunity_fraction"": 0.024342854817708332, ""primary_failure_count"": 4695, ""primary_failure_rate"": 0.047760009765625, ""relative_catastrophic_reduction"": -0.111395101171459, ""seed"": 202607154101, ""selected_without_benefit_count"": 2689, ""selected_without_benefit_rate"": 0.027353922526041668, ""static_failure_count"": 7372, ""static_failure_rate"": 0.07499186197916667, ""threshold"": 0.375, ""unnecessary_fallback_count"": 1973, ""unnecessary_fallback_rate"": 0.020070393880208332}"
calibration_threshold_seed,t0.375-s202607154102,calibration,all_registered_development,202607154102,0.375,absolute_catastrophic_reduction,0.001922607421875,"{""absolute_catastrophic_reduction"": 0.001922607421875, ""avoided_failure_count"": 1517, ""avoided_failure_rate"": 0.015431722005208334, ""decisions"": 98304, ""fallback_count"": 4020, ""fallback_precision_for_avoided_failure"": 0.377363184079602, ""fallback_rate"": 0.0408935546875, ""gated_failure_count"": 5158, ""gated_failure_rate"": 0.052469889322916664, ""induced_failure_count"": 1328, ""induced_failure_rate"": 0.013509114583333334, ""net_avoidable_opportunity_fraction"": 0.028940836588541668, ""primary_failure_count"": 5347, ""primary_failure_rate"": 0.054392496744791664, ""relative_catastrophic_reduction"": 0.035346923508509445, ""seed"": 202607154102, ""selected_without_benefit_count"": 2503, ""selected_without_benefit_rate"": 0.025461832682291668, ""static_failure_count"": 7533, ""static_failure_rate"": 0.076629638671875, ""threshold"": 0.375, ""unnecessary_fallback_count"": 1789, ""unnecessary_fallback_rate"": 0.018198649088541668}"
calibration_threshold_seed,t0.375-s202607154103,calibration,all_registered_development,202607154103,0.375,absolute_catastrophic_reduction,0.0018819173177083333,"{""absolute_catastrophic_reduction"": 0.0018819173177083333, ""avoided_failure_count"": 1443, ""avoided_failure_rate"": 0.014678955078125, ""decisions"": 98304, ""fallback_count"": 4043, ""fallback_precision_for_avoided_failure"": 0.35691318327974275, ""fallback_rate"": 0.041127522786458336, ""gated_failure_count"": 5058, ""gated_failure_rate"": 0.05145263671875, ""induced_failure_count"": 1258, ""induced_failure_rate"": 0.012797037760416666, ""net_avoidable_opportunity_fraction"": 0.027475992838541668, ""primary_failure_count"": 5243, ""primary_failure_rate"": 0.053334554036458336, ""relative_catastrophic_reduction"": 0.035285142094220866, ""seed"": 202607154103, ""selected_without_benefit_count"": 2600, ""selected_without_benefit_rate"": 0.026448567708333332, ""static_failure_count"": 7305, ""static_failure_rate"": 0.074310302734375, ""threshold"": 0.375, ""unnecessary_fallback_count"": 1876, ""unnecessary_fallback_rate"": 0.019083658854166668}"
calibration_threshold_seed,t0.375-s202607154104,calibration,all_registered_development,202607154104,0.375,absolute_catastrophic_reduction,-0.008015950520833334,"{""absolute_catastrophic_reduction"": -0.008015950520833334, ""avoided_failure_count"": 655, ""avoided_failure_rate"": 0.006663004557291667, ""decisions"": 98304, ""fallback_count"": 3280, ""fallback_precision_for_avoided_failure"": 0.19969512195121952, ""fallback_rate"": 0.033365885416666664, ""gated_failure_count"": 4989, ""gated_failure_rate"": 0.050750732421875, ""induced_failure_count"": 1443, ""induced_failure_rate"": 0.014678955078125, ""net_avoidable_opportunity_fraction"": 0.021341959635416668, ""primary_failure_count"": 4201, ""primary_failure_rate"": 0.042734781901041664, ""relative_catastrophic_reduction"": -0.1875743870507022, ""seed"": 202607154104, ""selected_without_benefit_count"": 2625, ""selected_without_benefit_rate"": 0.026702880859375, ""static_failure_count"": 7397, ""static_failure_rate"": 0.07524617513020833, ""threshold"": 0.375, ""unnecessary_fallback_count"": 1882, ""unnecessary_fallback_rate"": 0.019144694010416668}"
calibration_threshold_seed,t0.375-s202607154105,calibration,all_registered_development,202607154105,0.375,absolute_catastrophic_reduction,0.0025126139322916665,"{""absolute_catastrophic_reduction"": 0.0025126139322916665, ""avoided_failure_count"": 1529, ""avoided_failure_rate"": 0.015553792317708334, ""decisions"": 98304, ""fallback_count"": 4065, ""fallback_precision_for_avoided_failure"": 0.3761377613776138, ""fallback_rate"": 0.041351318359375, ""gated_failure_count"": 5076, ""gated_failure_rate"": 0.0516357421875, ""induced_failure_count"": 1282, ""induced_failure_rate"": 0.013041178385416666, ""net_avoidable_opportunity_fraction"": 0.028594970703125, ""primary_failure_count"": 5323, ""primary_failure_rate"": 0.054148356119791664, ""relative_catastrophic_reduction"": 0.04640240465902686, ""seed"": 202607154105, ""selected_without_benefit_count"": 2536, ""selected_without_benefit_rate"": 0.025797526041666668, ""static_failure_count"": 7273, ""static_failure_rate"": 0.07398478190104167, ""threshold"": 0.375, ""unnecessary_fallback_count"": 1842, ""unnecessary_fallback_rate"": 0.01873779296875}"
calibration_threshold_seed,t0.375-s202607154106,calibration,all_registered_development,202607154106,0.375,absolute_catastrophic_reduction,0.0029805501302083335,"{""absolute_catastrophic_reduction"": 0.0029805501302083335, ""avoided_failure_count"": 1598, ""avoided_failure_rate"": 0.016255696614583332, ""decisions"": 98304, ""fallback_count"": 4153, ""fallback_precision_for_avoided_failure"": 0.38478208523958585, ""fallback_rate"": 0.042246500651041664, ""gated_failure_count"": 5261, ""gated_failure_rate"": 0.053517659505208336, ""induced_failure_count"": 1305, ""induced_failure_rate"": 0.013275146484375, ""net_avoidable_opportunity_fraction"": 0.029530843098958332, ""primary_failure_count"": 5554, ""primary_failure_rate"": 0.056498209635416664, ""relative_catastrophic_reduction"": 0.052754771335974074, ""seed"": 202607154106, ""selected_without_benefit_count"": 2555, ""selected_without_benefit_rate"": 0.025990804036458332, ""static_failure_count"": 7413, ""static_failure_rate"": 0.075408935546875, ""threshold"": 0.375, ""unnecessary_fallback_count"": 1786, ""unnecessary_fallback_rate"": 0.018168131510416668}"
calibration_threshold_seed,t0.375-s202607154107,calibration,all_registered_development,202607154107,0.375,absolute_catastrophic_reduction,-0.0035400390625,"{""absolute_catastrophic_reduction"": -0.0035400390625, ""avoided_failure_count"": 974, ""avoided_failure_rate"": 0.009908040364583334, ""decisions"": 98304, ""fallback_count"": 3384, ""fallback_precision_for_avoided_failure"": 0.28782505910165485, ""fallback_rate"": 0.034423828125, ""gated_failure_count"": 4909, ""gated_failure_rate"": 0.049936930338541664, ""induced_failure_count"": 1322, ""induced_failure_rate"": 0.013448079427083334, ""net_avoidable_opportunity_fraction"": 0.023356119791666668, ""primary_failure_count"": 4561, ""primary_failure_rate"": 0.046396891276041664, ""relative_catastrophic_reduction"": -0.07629905722429292, ""seed"": 202607154107, ""selected_without_benefit_count"": 2410, ""selected_without_benefit_rate"": 0.024515787760416668, ""static_failure_count"": 7385, ""static_failure_rate"": 0.07512410481770833, ""threshold"": 0.375, ""unnecessary_fallback_count"": 1689, ""unnecessary_fallback_rate"": 0.017181396484375}"
calibration_threshold_seed,t0.375-s202607154108,calibration,all_registered_development,202607154108,0.375,absolute_catastrophic_reduction,-0.0028584798177083335,"{""absolute_catastrophic_reduction"": -0.0028584798177083335, ""avoided_failure_count"": 970, ""avoided_failure_rate"": 0.009867350260416666, ""decisions"": 98304, ""fallback_count"": 3503, ""fallback_precision_for_avoided_failure"": 0.2769055095632315, ""fallback_rate"": 0.035634358723958336, ""gated_failure_count"": 4953, ""gated_failure_rate"": 0.050384521484375, ""induced_failure_count"": 1251, ""induced_failure_rate"": 0.012725830078125, ""net_avoidable_opportunity_fraction"": 0.022593180338541668, ""primary_failure_count"": 4672, ""primary_failure_rate"": 0.047526041666666664, ""relative_catastrophic_reduction"": -0.06014554794520548, ""seed"": 202607154108, ""selected_without_benefit_count"": 2533, ""selected_without_benefit_rate"": 0.025767008463541668, ""static_failure_count"": 7200, ""static_failure_rate"": 0.0732421875, ""threshold"": 0.375, ""unnecessary_fallback_count"": 1759, ""unnecessary_fallback_rate"": 0.017893473307291668}"
calibration_threshold_seed,t0.4-s202607154101,calibration,all_registered_development,202607154101,0.4,absolute_catastrophic_reduction,-0.0032145182291666665,"{""absolute_catastrophic_reduction"": -0.0032145182291666665, ""avoided_failure_count"": 814, ""avoided_failure_rate"": 0.008280436197916666, ""decisions"": 98304, ""fallback_count"": 2965, ""fallback_precision_for_avoided_failure"": 0.27453625632377743, ""fallback_rate"": 0.030161539713541668, ""gated_failure_count"": 5011, ""gated_failure_rate"": 0.050974527994791664, ""induced_failure_count"": 1130, ""induced_failure_rate"": 0.011494954427083334, ""net_avoidable_opportunity_fraction"": 0.019775390625, ""primary_failure_count"": 4695, ""primary_failure_rate"": 0.047760009765625, ""relative_catastrophic_reduction"": -0.06730564430244941, ""seed"": 202607154101, ""selected_without_benefit_count"": 2151, ""selected_without_benefit_rate"": 0.021881103515625, ""static_failure_count"": 7372, ""static_failure_rate"": 0.07499186197916667, ""threshold"": 0.4, ""unnecessary_fallback_count"": 1555, ""unnecessary_fallback_rate"": 0.015818277994791668}"
calibration_threshold_seed,t0.4-s202607154102,calibration,all_registered_development,202607154102,0.4,absolute_catastrophic_reduction,0.004058837890625,"{""absolute_catastrophic_reduction"": 0.004058837890625, ""avoided_failure_count"": 1364, ""avoided_failure_rate"": 0.013875325520833334, ""decisions"": 98304, ""fallback_count"": 3278, ""fallback_precision_for_avoided_failure"": 0.4161073825503356, ""fallback_rate"": 0.033345540364583336, ""gated_failure_count"": 4948, ""gated_failure_rate"": 0.050333658854166664, ""induced_failure_count"": 965, ""induced_failure_rate"": 0.009816487630208334, ""net_avoidable_opportunity_fraction"": 0.023691813151041668, ""primary_failure_count"": 5347, ""primary_failure_rate"": 0.054392496744791664, ""relative_catastrophic_reduction"": 0.07462128296240883, ""seed"": 202607154102, ""selected_without_benefit_count"": 1914, ""selected_without_benefit_rate"": 0.01947021484375, ""static_failure_count"": 7533, ""static_failure_rate"": 0.076629638671875, ""threshold"": 0.4, ""unnecessary_fallback_count"": 1328, ""unnecessary_fallback_rate"": 0.013509114583333334}"
calibration_threshold_seed,t0.4-s202607154103,calibration,all_registered_development,202607154103,0.4,absolute_catastrophic_reduction,0.0036112467447916665,"{""absolute_catastrophic_reduction"": 0.0036112467447916665, ""avoided_failure_count"": 1306, ""avoided_failure_rate"": 0.013285319010416666, ""decisions"": 98304, ""fallback_count"": 3350, ""fallback_precision_for_avoided_failure"": 0.38985074626865673, ""fallback_rate"": 0.034077962239583336, ""gated_failure_count"": 4888, ""gated_failure_rate"": 0.049723307291666664, ""induced_failure_count"": 951, ""induced_failure_rate"": 0.009674072265625, ""net_avoidable_opportunity_fraction"": 0.022959391276041668, ""primary_failure_count"": 5243, ""primary_failure_rate"": 0.053334554036458336, ""relative_catastrophic_reduction"": 0.06770932672134274, ""seed"": 202607154103, ""selected_without_benefit_count"": 2044, ""selected_without_benefit_rate"": 0.020792643229166668, ""static_failure_count"": 7305, ""static_failure_rate"": 0.074310302734375, ""threshold"": 0.4, ""unnecessary_fallback_count"": 1434, ""unnecessary_fallback_rate"": 0.01458740234375}"
