record_id,split,seed,as_of_cycle,future_start_cycle,future_end_cycle_exclusive,offline_regime_label,candidate_failures,oracle_failures,oracle_trials,fallback_score,offline_fallback_required,update_cost,source_bank_action,scope,prediction_mean_q,offline_future_target_mean_q,uncertainty_se_mean_q,prediction_mean_p,offline_future_target_mean_p,uncertainty_se_mean_p,prediction_sigma_q,offline_future_target_sigma_q,uncertainty_se_sigma_q,prediction_sigma_p,offline_future_target_sigma_p,uncertainty_se_sigma_p,prediction_rho_qp,offline_future_target_rho_qp,uncertainty_se_rho_qp,prediction_tail_rate,offline_future_target_tail_rate,uncertainty_se_tail_rate,prediction_x_e_rate,offline_future_target_x_e_rate,uncertainty_se_x_e_rate,prediction_z_e_rate,offline_future_target_z_e_rate,uncertainty_se_z_e_rate,prediction_leakage_rate,offline_future_target_leakage_rate,uncertainty_se_leakage_rate,regime_p_normal,regime_p_burst,regime_p_leakage,regime_p_calibration_shift
seed20261342-asof1311,training,20261342,1311,1312,1344,normal,1,0,31,0.728922866345657,0,0.05038788133276783,hold_active,offline_future_aligned_calibration_record,0.16561343936517114,-0.4780114350226419,0.055018150429168126,-0.19573192853483823,0.04736218121792124,0.04953675628851067,0.42154497621653003,0.3558351520705177,0.031345621110142455,0.3810888567431033,0.5396468400382419,0.028100249757126012,0.03365959783549385,0.440978203653132,0.1623156478788104,0.0859375,0.1875,0.023760711497987794,0.3125,0.40625,0.04361176569451941,0.3125,0.34375,0.04355780148932871,0.01171875,0.03125,0.007485715392175167,0.9638298085487752,0.002769667985135877,0.0004470833516296617,0.03295344011445922
seed20261342-asof1343,training,20261342,1343,1344,1376,normal,0,0,32,0.7196950648329057,0,0.050406458028251076,hold_active,offline_future_aligned_calibration_record,0.10257895792562688,-0.3731778908401031,0.07979892732378663,-0.19889721695647866,0.10437329388789474,0.04535564012854978,0.4601622478950251,0.49942714460826826,0.04237054130641649,0.39279715539283583,0.40988346559741257,0.02400973188157888,-0.0488151014770053,0.08892887554552836,0.13405437639599083,0.09375,0.125,0.021324454270642175,0.3203125,0.40625,0.04577707247720558,0.30859375,0.15625,0.04836238539178297,0.0078125,0.0,0.005248505210148573,0.9697035594969748,0.0158060311919361,0.0073313012358388295,0.007159108075250173
seed20261342-asof1375,training,20261342,1375,1376,1408,normal,5,3,32,0.6950838100870138,0,0.0503241560290705,hold_active,offline_future_aligned_calibration_record,0.03652036058681207,0.7331187533056849,0.08439945247541504,-0.15826470700970785,0.37535548316601286,0.05677985354860017,0.48546480260377683,0.4380787926068618,0.037955851957059104,0.4180367650465542,0.3848247837898164,0.028385924290627237,-0.06856938978212722,-0.0695374551869258,0.14974090616216393,0.0859375,0.40625,0.018995313125292946,0.3203125,0.34375,0.03199651461496847,0.3125,0.46875,0.03797184425148438,0.0078125,0.0,0.00507734989124176,0.9757318077215559,0.014804958385751528,0.004496980386344542,0.004966253506348086
seed20261342-asof1407,training,20261342,1407,1408,1440,normal,2,1,32,0.6580295969724591,0,0.05073756024267385,hold_active,offline_future_aligned_calibration_record,0.07342143385702893,-0.444638194834691,0.11691769944712262,-0.10112076900471356,0.13302946570273488,0.07631451526618306,0.5609054802430349,0.4852229383537529,0.06489141333219348,0.47307119462303565,0.39753322277404907,0.03113662586490951,0.14493140850502248,-0.0408059602213823,0.21609748960857597,0.13671875,0.1875,0.03504930271819607,0.328125,0.40625,0.045156095995503936,0.34375,0.125,0.04028457705313917,0.0078125,0.0,0.004628155993507093,0.8754442317505045,0.06505057473057842,0.008435524158743284,0.05106966936017378
seed20261342-asof1439,training,20261342,1439,1440,1472,leakage,3,4,26,0.6434488567944359,1,0.05040647211613504,hold_active,offline_future_aligned_calibration_record,-0.026327789969708748,0.35845978218383734,0.16850175947533644,-0.09133444315679906,0.0673239291399983,0.08875933108809353,0.6130291716388333,0.5267404240742779,0.06589144937128234,0.4795553454320951,0.8450922275956783,0.035221012445649305,0.012751210076116222,-0.2630436465287031,0.20702436855638792,0.15234375,0.40625,0.03046086930987087,0.3671875,0.625,0.03468112026631474,0.29296875,0.125,0.040300356252836206,0.0078125,0.1875,0.004796404973764781,0.931398904700249,0.04724321030112274,0.007652436450905405,0.013705448547722718
seed20261342-asof1471,training,20261342,1471,1472,1504,normal,1,1,32,0.7741795637594789,0,0.05031810652409826,hold_active,offline_future_aligned_calibration_record,-0.05464074662132257,-0.28817501904790943,0.13547227058278166,-0.023766913034228843,0.08246301827059344,0.09178757061406602,0.6373053202229712,0.5331954623969923,0.05609395902947727,0.49560049113510096,0.265790389347714,0.030460656540151138,0.16265964680333944,-0.10252714869301482,0.19367521026455728,0.19921875,0.09375,0.03321839452520664,0.390625,0.59375,0.034229254733510434,0.265625,0.125,0.04261784021321922,0.03125,0.0,0.014763083725829173,0.22630777523257828,0.12241232848553496,0.6150003369954615,0.03627955928642524
seed20261342-asof1503,training,20261342,1503,1504,1536,normal,1,1,32,0.822578562321424,0,0.05039512526215851,hold_active,offline_future_aligned_calibration_record,-0.20623210105045597,-0.5130053014608827,0.12319780630554605,0.042491644822915786,-0.3549533489375589,0.06615906807369729,0.6058973876845299,0.3995672751208328,0.05269473015581383,0.4697803953836072,0.37220505807560494,0.031963698960860695,0.20080090499701508,0.020698532965384736,0.12067783758479024,0.1875,0.125,0.03411585237949949,0.421875,0.3125,0.03502591849406891,0.23046875,0.59375,0.03835659095552257,0.03125,0.0,0.017597813151684134,0.5407129529251841,0.12613625636203393,0.31093610618580236,0.02221468452697971
seed20261342-asof1535,training,20261342,1535,1536,1568,calibration_shift,2,3,32,0.7939789301210334,0,0.050161296892382246,hold_active,offline_future_aligned_calibration_record,-0.2886875659696193,-0.2499083629061427,0.11402480374228068,0.033224658239104476,0.11909859549063939,0.07088466314860456,0.616831144387116,0.7038564618759015,0.0682491315163223,0.4812775748707021,0.48253390973629967,0.03820533733731653,0.16964147065027113,0.34486558347190743,0.11030235952311447,0.1953125,0.25,0.03316703138221658,0.42578125,0.6875,0.04316120068351777,0.265625,0.1875,0.041286367849835075,0.02734375,0.0,0.01859095700645008,0.6062229182645457,0.11751417382484483,0.2268866831930684,0.049376224717541176
seed20261342-asof1567,training,20261342,1567,1568,1600,normal,5,1,32,0.840976836127434,1,0.05018693011438133,hold_active,offline_future_aligned_calibration_record,-0.32015280455510475,0.17992778048351066,0.17068248910033548,0.0781208956672379,0.3054563919011066,0.07535664806968749,0.647345898682739,0.4630299739667205,0.07506144449315982,0.4919687885907658,0.569752752763032,0.03912603312310285,0.12807382263441,-0.16066246859630595,0.10949364792961751,0.22265625,0.25,0.03570293064348737,0.47265625,0.46875,0.03801910535813637,0.265625,0.28125,0.04207803112766023,0.02734375,0.0,0.0186559832875567,0.229158222060351,0.3151843870874685,0.4377411822728698,0.017916208579310797
seed20261342-asof1599,training,20261342,1599,1600,1632,leakage,4,2,26,0.8787189418958337,1,0.050258857750500985,hold_active,offline_future_aligned_calibration_record,-0.15428371836735733,0.1776605391531676,0.16919985329520393,0.1027677127819906,0.1183810657003257,0.07094150597017186,0.683898176453584,0.7053424723201289,0.05565021412031496,0.49967645699771673,0.6822191023781395,0.03561961461333092,0.21878486815831424,-0.2071205841008273,0.13170156531643987,0.23046875,0.34375,0.029423451350216692,0.48046875,0.15625,0.045618358973959626,0.2578125,0.59375,0.036823339926825016,0.0234375,0.1875,0.01669657612032673,0.3482543009126612,0.23468319227171408,0.3471618106116712,0.06990069620395356
seed20261342-asof1631,training,20261342,1631,1632,1664,leakage,7,5,28,0.7972019923185598,1,0.05023458412238949,hold_active,offline_future_aligned_calibration_record,-0.05769651758537342,0.09213664015621825,0.18024452308886008,0.1035785768129982,0.649712255993341,0.07491409716651802,0.7102747415251024,0.6719012359208377,0.05444299204089103,0.5315609077824772,0.5439096710575548,0.04113238612755089,0.32616644929535776,-0.2668833541308156,0.14277008939448124,0.2578125,0.3125,0.03403338826905729,0.44921875,0.3125,0.05216566571950145,0.3125,0.40625,0.049542150350013324,0.046875,0.125,0.02616692346846615,0.015340666549104189,0.13259402179162255,0.8474748760163279,0.004590435642945357
seed20261342-asof1663,training,20261342,1663,1664,1696,leakage,4,3,24,0.8803748112282404,1,1.050380061525572,stage_candidate,offline_future_aligned_calibration_record,-0.13570011913673397,0.15026754495231076,0.16309847120899001,0.10237458848366443,-0.19091263578817652,0.07786467474247287,0.6496708344803556,0.5434005702219972,0.047853306714068865,0.569855231428156,0.5038583467088182,0.03799825510118232,0.19931564965642304,0.011865511443463454,0.16423245145976914,0.24609375,0.28125,0.02613559314662624,0.4453125,0.25,0.055565666610746016,0.3046875,0.375,0.055709323312727925,0.0625,0.25,0.023927125686028186,0.014175714357772276,0.0907228231084102,0.8891725707897009,0.00592889174411656
seed20261342-asof1695,training,20261342,1695,1696,1728,normal,3,5,32,0.9594795103601782,0,0.05069661635922146,hold_active,offline_future_aligned_calibration_record,-0.02486745014772307,-0.09899926028147998,0.13791706655644423,0.04939879838038452,0.05144737711605507,0.09982900663241755,0.6450894271271986,0.5627300390133737,0.04192948384701748,0.5945973984846877,0.6019144089020466,0.04706767427887352,0.2461563839684481,-0.019074315895650725,0.15456906423571015,0.2578125,0.25,0.032150082390047845,0.42578125,0.375,0.056607709234948594,0.3359375,0.53125,0.054297337797431004,0.09375,0.0,0.027895933476045177,0.0031959940905323383,0.01606977246042225,0.9761522405569769,0.004581992892068531
seed20261342-asof1727,training,20261342,1727,1728,1760,normal,10,6,32,0.9084268146158385,1,0.05049923268038398,hold_active,offline_future_aligned_calibration_record,-0.09579729102693957,0.3678859822359586,0.13402639513138706,0.04896205449939206,-0.19123037957950406,0.08943982235430732,0.6271937941953765,0.565132320933909,0.037602726731216445,0.5732708706350774,0.8085193742143291,0.04220404320277197,0.4146635143965221,-0.10307282711613312,0.1759466473765116,0.23828125,0.375,0.029683655097065866,0.39453125,0.21875,0.057817400148185864,0.38671875,0.5,0.04711706240212448,0.0703125,0.0,0.03547040991596385,0.016461682482469493,0.052218438712225895,0.9147537583870278,0.016566120418276854
seed20261342-asof1759,training,20261342,1759,1760,1792,normal,2,2,32,0.9084268146158385,0,1.0506635978024792,stage_candidate,offline_future_aligned_calibration_record,0.0018254230153702533,0.17525637494155055,0.14766502182159685,0.0231329927711601,0.2886720030107759,0.1124319223264215,0.6441595311984576,0.5626451692979658,0.04742812329087675,0.645448149626818,0.6587716439750894,0.037115475648626606,0.23158832021758557,-0.0990570014479033,0.14221023904029229,0.2734375,0.25,0.029918585209137465,0.34765625,0.3125,0.06804928851149358,0.43359375,0.40625,0.05257856077645537,0.0703125,0.0,0.034598034586246884,0.012715935601324252,0.1100451389082647,0.8471413669996312,0.030097558490779962
seed20261342-asof1791,training,20261342,1791,1792,1824,calibration_shift,6,5,28,0.9084268146158385,0,0.050515847536737046,hold_active,offline_future_aligned_calibration_record,0.12364412791695534,-0.00601152059428145,0.10079877872433772,0.1554417797266976,-0.3585150427859334,0.09894058270587446,0.6133198219639378,0.7157565388241011,0.03456887772361264,0.6525903876635064,0.6204740496744338,0.03864146885629718,-0.09478770785482103,0.18442489161520248,0.14963313084958316,0.2890625,0.4375,0.020228367024763265,0.34765625,0.3125,0.055485514736822235,0.41015625,0.59375,0.043085377605588046,0.0703125,0.125,0.036516208514497286,0.04919793701355113,0.1695972335855052,0.6999470936429439,0.08125773575799981
seed20261342-asof1823,training,20261342,1823,1824,1856,burst,4,6,32,0.9467019697436669,0,0.05021581274749191,hold_active,offline_future_aligned_calibration_record,0.14042484731439653,0.022601139988418284,0.07577145509731333,0.09895849415745062,0.23133706694081746,0.12284021780009693,0.6063153197485858,0.6573043569765245,0.04419476780161324,0.6994452070030562,0.5004894107729437,0.04008744814868084,-0.18677235907401088,0.09124176902442496,0.11709174899124909,0.3125,0.1875,0.027852487761239865,0.30078125,0.4375,0.03809085576645746,0.4609375,0.25,0.033319633938525973,0.0859375,0.0,0.03069570719477699,0.005766047494903341,0.17135932687255356,0.7960247529777614,0.026849872654781778
seed20261342-asof1855,training,20261342,1855,1856,1888,burst,7,7,30,0.9467019697436669,1,0.05012554458436934,hold_active,offline_future_aligned_calibration_record,0.11832207353229207,0.3369427489390542,0.1030784611902238,0.09241115793141197,0.7149515925407208,0.11692298281160401,0.633994775598704,0.5678666623912217,0.03346630867435418,0.684279449772506,0.8050150662352136,0.0428219743651508,-0.16026422362167128,0.09427283157685365,0.1532586415179629,0.3046875,0.4375,0.030537490403564647,0.296875,0.375,0.03613296960430774,0.45703125,0.34375,0.03677577698863471,0.0859375,0.0625,0.031581273254853985,0.03163486789257774,0.23031979393556956,0.699657358534245,0.03838797963760771
seed20261342-asof1887,training,20261342,1887,1888,1920,normal,5,4,32,0.9084268146158385,0,0.05017682814582257,hold_active,offline_future_aligned_calibration_record,0.14494719043927673,0.4088077249420541,0.09445881322492965,0.12101892492718225,0.28007218830339053,0.13452503441701852,0.6221802892949418,0.5704847215881578,0.03407278980487967,0.7141174498227996,0.578755948354112,0.04521965687207803,-0.23107603394055254,-0.10308487726349509,0.15631169326869526,0.31640625,0.1875,0.026300722165207614,0.32421875,0.4375,0.03936086872515605,0.42578125,0.40625,0.035314134768114784,0.0703125,0.0,0.028554531429393463,0.025871334083570053,0.43370151770447274,0.4855426848642461,0.05488446334771094
seed20261342-asof1919,training,20261342,1919,1920,1952,burst,3,3,32,0.8440749731802539,0,1.0501090011738308,stage_candidate,offline_future_aligned_calibration_record,0.18657648827300655,0.23193911374191312,0.10389500737601526,0.06762628703945772,-0.0035922663889762507,0.13794618870682976,0.6160672260060114,0.7280494391783278,0.03669259476175395,0.6821837429191876,0.6673194669669424,0.05478675970843447,-0.23495685904423452,-0.0533664624606897,0.14544748134144697,0.30078125,0.28125,0.036138048942205035,0.33984375,0.53125,0.04680632551040671,0.42578125,0.34375,0.0436464619929962,0.0546875,0.0,0.024788180163725276,0.03979121594347763,0.4983163304175424,0.3964500940980892,0.06544235954089075
seed20261342-asof1951,training,20261342,1951,1952,1984,normal,10,9,30,0.676468263777978,1,1.0504799671237637,stage_candidate,offline_future_aligned_calibration_record,0.19688023773629948,-0.4870686874184156,0.09389168926391032,0.11967956768316546,-1.1604702845026025,0.13520283587293233,0.6384677242844182,0.8154824767846149,0.03708026727448203,0.6951655901479545,0.7713703742397506,0.04055180980370802,-0.22500312740788536,-0.036780135937552305,0.13976130002922704,0.30078125,0.53125,0.0347678172762452,0.375,0.34375,0.04689013524408876,0.421875,0.5,0.039708919687983055,0.0234375,0.0625,0.009682925814915774,0.019119210689304892,0.7395011113646217,0.1966747835606408,0.04470489438543265
seed20261342-asof1983,training,20261342,1983,1984,2016,leakage,9,5,24,0.6591332564572618,1,1.0502747999514506,stage_candidate,offline_future_aligned_calibration_record,0.22311838048989063,-0.2424938716183047,0.10640173640472136,0.13983810277441333,0.7272052985217246,0.16700694759555298,0.6719461594267084,0.8324191774392098,0.04295718981296605,0.7629632909166458,1.0167360835492871,0.06433247360906243,-0.14040438501897046,0.09430458176353303,0.10219010678197044,0.3359375,0.40625,0.03412710976955963,0.37109375,0.40625,0.045098735197441654,0.41796875,0.21875,0.03833369402982295,0.03125,0.25,0.014580592721860927,0.001934048315754668,0.9382796089338875,0.0551077821353524,0.004678560615005431
seed20261342-asof2015,training,20261342,2015,2016,2048,leakage,7,8,28,0.8803748112282404,1,1.0501874613572877,stage_candidate,offline_future_aligned_calibration_record,0.16642247165157986,-0.061549434164819505,0.1320973128399544,0.1839000467798524,0.12318526303601152,0.22400813827719826,0.708177898525282,0.642934522024595,0.058242158974994684,0.775472776665222,0.7053574571630696,0.08565570231013167,-0.08064122106422045,0.03396339381118831,0.13701331350341728,0.33984375,0.3125,0.03744803567270314,0.39453125,0.40625,0.04703679494704506,0.3828125,0.34375,0.045919045894777216,0.0625,0.125,0.02147583014035188,0.0007815174830241861,0.7230778983061049,0.27515964269037885,0.0009809415204919646
seed20261343-asof255,training,20261343,255,256,288,calibration_shift,0,0,32,0.7689063883104138,0,0.05,hold_active,offline_future_aligned_calibration_record,0.27005051578487405,0.18366186285687758,0.0442917989100684,0.0829743067775508,-0.09556052537540283,0.06402362627006665,0.4030255212587091,0.44428948288220427,0.037454075325635376,0.4504012199283988,0.38110371097404316,0.024858685518994037,0.057790637750113776,0.3044231949903223,0.08863756626082582,0.12890625,0.0,0.021485431859827975,0.28125,0.5,0.04095907197831465,0.30859375,0.1875,0.027890777838494567,0.04296875,0.0,0.03389745606471941,0.9574650661506826,0.00291518003115214,0.0017739059526630818,0.03784584786550214
seed20261343-asof287,training,20261343,287,288,320,leakage,6,4,25,0.7689063883104138,1,0.05006723088542218,hold_active,offline_future_aligned_calibration_record,0.29511280296375486,0.017411033113277297,0.04040696995772081,0.10340827696514765,0.4418307630548879,0.07704398860911058,0.4050314564506992,0.5907212161157105,0.04493776966731424,0.45020883840612547,0.6734503085025239,0.023133166676512103,0.06782300969674995,-0.0013469990206306072,0.10547509285364251,0.125,0.375,0.027748690619685153,0.32421875,0.59375,0.04052734375000002,0.296875,0.125,0.03397891357947758,0.04296875,0.21875,0.03764156686169657,0.9612195938926212,0.0027322516200959965,0.0018563943188080502,0.0341917601684748
seed20261343-asof319,training,20261343,319,320,352,normal,4,3,32,0.8953072466968959,1,0.05034085150436702,hold_active,offline_future_aligned_calibration_record,0.2862281584681614,-0.4978987386758327,0.04823899471161935,0.12889592039656317,0.4458779992661668,0.07471506399368588,0.4444742113127611,0.5076568764460079,0.04324520232125425,0.4833814238542248,0.4989162860495843,0.042335561498218356,0.04788318626855382,0.08372071257738362,0.11738882967525889,0.16015625,0.40625,0.03318847561036461,0.36328125,0.5625,0.0470132957418038,0.27734375,0.4375,0.03505659022191068,0.06640625,0.0,0.04209588007241173,0.2818853277417588,0.047690739485953655,0.6440601350421741,0.026363797730113592
seed20261343-asof351,training,20261343,351,352,384,normal,2,2,32,0.8953072466968959,0,0.05040941546499415,hold_active,offline_future_aligned_calibration_record,0.19819199680700939,-0.15372028080479305,0.08072565009639902,0.17449470422511015,0.13952615737884577,0.09257181235779476,0.5052060122062211,0.5266741751777948,0.051333755967964086,0.5045216640649757,0.43108850997372233,0.038991390373728195,0.06323167188688657,0.08135801016918859,0.14913956727888322,0.1953125,0.21875,0.044275919304208114,0.38671875,0.53125,0.06492488335388542,0.28515625,0.25,0.03841776330417203,0.06640625,0.0,0.035104326390917366,0.13340444351756772,0.14259378022609406,0.718336476523649,0.005665299732689318
seed20261343-asof383,training,20261343,383,384,416,normal,0,0,32,0.8024966679740394,0,0.050158229955426764,hold_active,offline_future_aligned_calibration_record,0.16827179496403843,-0.1877355464241106,0.06041231646433661,0.20353995449128615,0.265484423605141,0.07121493153209638,0.5108706095399789,0.4447699974063906,0.04806355891656755,0.48443918443537864,0.4431627684366635,0.038316441572085656,0.04471015922025081,0.44100780921975774,0.15751785262884624,0.1953125,0.1875,0.043864115628620075,0.43359375,0.34375,0.05705018779400599,0.26171875,0.34375,0.03383896035548709,0.02734375,0.0,0.023832593821899083,0.22074398585169216,0.16244998275688613,0.6019149166505466,0.014891114740875141
seed20261343-asof415,training,20261343,415,416,448,normal,3,3,32,0.7908353457069359,0,0.050152369808264395,hold_active,offline_future_aligned_calibration_record,0.12317553203970188,0.39073850340970995,0.07639579094686495,0.18349651707561465,0.588995847687088,0.08376589451470857,0.5020452522264475,0.7592403998836328,0.05061175771124645,0.49966982081843797,0.39824058651342736,0.038403279863254494,0.019363240699816826,0.10051579175380958,0.1474793930682982,0.203125,0.28125,0.04082399845466376,0.4453125,0.5625,0.05424503902710902,0.27734375,0.21875,0.03984748829918545,0.02734375,0.0,0.024850696203114985,0.6610635987533875,0.11556164754681583,0.20734370020148385,0.01603105349831287
seed20261343-asof447,training,20261343,447,448,480,normal,4,5,30,0.7814036927260026,0,0.05030694175573207,hold_active,offline_future_aligned_calibration_record,0.09006206401860428,0.013443723207824831,0.11147187556442796,0.22960731899251918,0.05924276537255224,0.1003507736681314,0.5633662814822232,0.710741954099864,0.044295485782231005,0.5197093651275618,0.5076066567562751,0.03991318810610006,0.055831083054373225,0.0031152862654907605,0.17318628703420214,0.22265625,0.28125,0.03965766066290852,0.46875,0.28125,0.06209944479710002,0.26953125,0.3125,0.04700363512806841,0.02734375,0.0625,0.02705853902766085,0.5829234860639929,0.21088002439483006,0.17226022333891747,0.03393626620225962
seed20261343-asof479,training,20261343,479,480,512,leakage,1,3,19,0.820391907885905,1,0.05030917307517377,hold_active,offline_future_aligned_calibration_record,8.229476108434497e-05,0.04954727287673033,0.11800751602811071,0.18812605368779955,-0.31984985410847777,0.09999319889785124,0.5955845088413064,0.6066231569865412,0.04046922158533658,0.5463083315251471,0.5978394963208585,0.03700461432552272,-0.012632453141316084,-0.08694896907592987,0.1681402333176539,0.234375,0.3125,0.03719692371850656,0.46484375,0.53125,0.04610193163017916,0.27734375,0.09375,0.03260360273891756,0.03515625,0.40625,0.02618073162433871,0.459796715812083,0.2588754956329725,0.2016111517400535,0.07971663681489083
seed20261343-asof511,training,20261343,511,512,544,calibration_shift,5,7,31,0.9467019697436669,0,0.050136175127922684,hold_active,offline_future_aligned_calibration_record,-0.06308516932920383,-0.06064429878896438,0.12290761856701174,0.20176924510349892,0.409095031852017,0.08570806381957133,0.6124844716186711,0.5447410430624483,0.03911662701380682,0.5619029040951288,0.47368941879158494,0.046157811734337396,0.01006049480661064,0.11021550729281014,0.1812094699890197,0.2578125,0.3125,0.03960361200287615,0.48828125,0.21875,0.05395371914082104,0.24609375,0.53125,0.04936583884866028,0.0859375,0.03125,0.04614722203774385,0.00025793960994589197,0.003302015485560589,0.996380379940008,5.966496448551769e-05
seed20261343-asof543,training,20261343,543,544,576,normal,1,0,32,0.9535141934822631,0,0.05022653559135742,hold_active,offline_future_aligned_calibration_record,-0.11388146169198343,0.32929541047511757,0.09385216112405845,0.29210963272644896,-0.07289441094105786,0.08047803050684074,0.6151143251226034,0.4417930777725763,0.04760559387949467,0.5580941049055699,0.45164368800415966,0.041336121132516855,0.0919020786459286,-0.5504801487228659,0.18521639814023536,0.296875,0.1875,0.029452247967948278,0.453125,0.40625,0.06403981987698144,0.2890625,0.46875,0.04715732546022801,0.08984375,0.0,0.044056907126221526,0.024460137390417937,0.028623519736085574,0.9412822680214095,0.005634074852087088
seed20261343-asof575,training,20261343,575,576,608,normal,3,4,32,0.8803748112282404,0,0.05032444194397487,hold_active,offline_future_aligned_calibration_record,-0.050659076049320406,0.14136828506829713,0.08680185771064676,0.22768780595365512,-0.20914567647825555,0.08336758983060245,0.6200047644017634,0.6348970706642689,0.04776164760007016,0.545109303333781,0.6052227791907399,0.0382395244038869,-0.0644567364889559,-0.4385416067636686,0.130868214370792,0.2734375,0.25,0.02921868441083562,0.4296875,0.28125,0.06258371589615797,0.33203125,0.4375,0.05047204007430632,0.0625,0.0,0.04430087056274175,0.1503737693313513,0.055944908278709085,0.6436360701838478,0.1500452522060918
seed20261343-asof607,training,20261343,607,608,640,normal,3,3,32,0.8803748112282404,0,0.05017608773859672,hold_active,offline_future_aligned_calibration_record,0.03461096470354175,0.1170689052880296,0.10660747669175347,0.1570046862388299,-0.49368907289785424,0.08233417338786274,0.6079985542330326,0.6054204278688922,0.043049325133808485,0.563936983706066,0.6729828900824997,0.03335943205090407,-0.06067326750722481,-0.11579302101333752,0.11743172782625995,0.25390625,0.21875,0.02491146031187299,0.39453125,0.375,0.04787192299213613,0.33203125,0.53125,0.04430599579338738,0.0625,0.0,0.04074308307000533,0.12806649928570485,0.0891595680283755,0.5347953852523668,0.24797854743355285
seed20261343-asof639,training,20261343,639,640,672,normal,1,3,32,0.8803748112282404,0,1.0502273945609064,stage_candidate,offline_future_aligned_calibration_record,0.07614924040005677,0.09152879208835407,0.10356029105118483,0.12077849553658115,-0.0002605498585053212,0.12166741457013536,0.6132406212786304,0.45242583253511964,0.03902364180496982,0.6208047357038936,0.521520966983449,0.039535592134480504,-0.1190449266627427,0.05152831287605232,0.13996606589295546,0.25390625,0.0625,0.028154326258585636,0.375,0.25,0.05670473075873289,0.3671875,0.40625,0.046284830601124594,0.0625,0.0,0.04495383442744919,0.08682849558352569,0.13177449545172426,0.5472411520999719,0.23415585686477816
seed20261343-asof671,training,20261343,671,672,704,burst,2,5,32,0.8803748112282404,0,0.051238865987101215,hold_active,offline_future_aligned_calibration_record,0.130470703613216,-0.22723701312117295,0.09746729867721281,0.06552228815516381,0.33021001032109365,0.11277533307115309,0.6001796883160917,0.6315457043534323,0.04298142215603116,0.6290879468017417,0.5042555164134828,0.03611866922787621,-0.10289630873738354,0.05351335445678013,0.11723616209013787,0.23828125,0.1875,0.03295417584613765,0.36328125,0.1875,0.05829692924306035,0.375,0.34375,0.05178485905150391,0.0625,0.0,0.03907470512449719,0.3664698839089001,0.09631327117478619,0.21135809901562563,0.32585874590068814
seed20261343-asof703,training,20261343,703,704,736,normal,0,0,32,0.8803748112282404,0,0.050128871527755234,hold_active,offline_future_aligned_calibration_record,0.08177803994144273,0.05784218357945692,0.09632936999952449,0.01637757667621509,-0.4720279430218567,0.10220684815172999,0.5932320706435359,0.33891756276530566,0.040209545952364034,0.6058019958301981,0.8160954773763396,0.04536048949772386,-0.08963092911870697,-0.01141263202656715,0.10548573455349834,0.2265625,0.21875,0.026819440005268223,0.31640625,0.25,0.05433412593761588,0.390625,0.6875,0.05017849985365493,0.0625,0.0,0.03591261397608335,0.5983970003132278,0.1152944757837066,0.10480175389144311,0.1815067700116226
seed20261343-asof735,training,20261343,735,736,768,normal,2,2,29,0.8440749731802539,1,0.050212713237853084,hold_active,offline_future_aligned_calibration_record,0.08089774041097053,-0.20709412624617807,0.08191381522496949,-0.014311846931533756,-0.2528524407564514,0.10924925984105409,0.5453887306858866,0.6111168045478936,0.03784058327784159,0.6488672415802098,0.6680030604078361,0.046502879056315116,-0.10861316153032893,0.05137644376564182,0.10237779355669804,0.21875,0.3125,0.02528061281784756,0.3125,0.28125,0.052967379813466366,0.4375,0.5,0.050595943328473,0.0546875,0.09375,0.020905505915969045,0.6447272120656976,0.08197228094386856,0.11097119573245304,0.16232931125798084
seed20261343-asof767,training,20261343,767,768,800,calibration_shift,6,6,31,0.8588353154088724,0,0.050117058323901904,hold_active,offline_future_aligned_calibration_record,0.057500746724074236,0.055182513878775596,0.09010669005820503,0.002197641683904905,0.4593453019419067,0.1626348777839371,0.5525140362969633,0.6971674083660018,0.04090173224972425,0.6522509621957857,0.5847070552355278,0.04939065696591053,-0.18225057573227624,0.06001393835090445,0.16868937172210272,0.21875,0.3125,0.034744733748768346,0.28125,0.25,0.03822182558740332,0.48828125,0.65625,0.03550906483529411,0.015625,0.03125,0.004615054322512311,0.38858235758417936,0.1809200373519085,0.14788634701294862,0.28261125805096354
seed20261343-asof799,training,20261343,799,800,832,normal,5,5,31,0.8431099192981492,0,0.050088707191505454,hold_active,offline_future_aligned_calibration_record,0.07308743604186585,-0.1854137911900855,0.08567199471639983,-0.01985796924794303,0.19623663094672583,0.1334208234557897,0.5674644877533127,0.545140765628367,0.04749905365373721,0.6658120455603412,0.39902009892241885,0.04977542470038659,-0.1733941499562352,-0.43434949595320327,0.12907508250024272,0.21875,0.25,0.035168089042175846,0.28515625,0.5,0.032897108911892195,0.50390625,0.1875,0.03339315224065347,0.015625,0.03125,0.01469010175124864,0.17329170049429074,0.4098353128538143,0.34250071285999695,0.07437227379189794
