seed,lane,output_sequence,as_of_cycle,history_start_cycle,regime_most_likely,regime_entropy_nats,leakage_probability_next_cycle,leakage_probability_horizon,expected_recovery_depth,ood_score,recommendation_confidence,bank_action,recommended_mode,base_active_version,valid_from_cycle,expires_after_cycle,recommendation_id,payload_crc32,staged_version,gain_qq,gain_qp,gain_pq,gain_pp,bias_q,bias_p,uncertainty_min_eigenvalue,mean_q,mean_p,sigma_q,sigma_p,rho_qp,tail_rate,x_e_rate,z_e_rate,leakage_rate,regime_p_normal,regime_p_burst,regime_p_leakage,regime_p_calibration_shift,recovery_depth_p_0,recovery_depth_p_1,recovery_depth_p_2,recovery_depth_p_3,recovery_depth_p_4,recovery_depth_p_5,recovery_depth_p_6,continuous_se_mean_q,continuous_se_mean_p,continuous_se_sigma_q,continuous_se_sigma_p,continuous_se_rho_qp,continuous_se_tail_rate,continuous_se_x_e_rate,continuous_se_z_e_rate,continuous_se_leakage_rate
20261341,nominal,10,575,320,normal,0.7603699426101669,0.04474708171206226,0.7689063883104138,2.5569189369510683,0.6328125,0.28193267731217697,hold_active,fallback,0,576,607,hs-372c56a4f6782832743b,2684818863,,0.9562937492359672,0.005771539314348373,0.005771539314348379,0.9429838670066883,-0.004810574393475868,0.010953331606075777,0.00013862637570792238,-0.08584495632458644,0.18341956068708964,0.5750603143236865,0.4819513557032811,0.1539827577927131,0.1953125,0.359375,0.2890625,0.04296875,0.7678166531055032,0.07974086644632626,0.12677162822406204,0.025670852224108538,0.06986519524826709,0.14360466915548298,0.2951727384425685,0.2672807812699003,0.13003493604593552,0.06326337611006805,0.03077830372777753,0.11599831866967257,0.0690997237899347,0.03284523718008656,0.03658387848823984,0.16142197626138682,0.03770620780158946,0.03828113730129488,0.04312892196579329,0.02246186417062711
20261341,nominal,11,607,352,normal,0.4911667013783724,0.04474708171206226,0.7689063883104138,5.0918174865901715,0.6171875,0.3370971695705458,hold_active,fallback,0,608,639,hs-f717dcc34240d11ba1d5,543678901,,0.9583127129713471,0.003245606717572125,0.0032456067175721196,0.946007949914824,-0.001953589757985801,0.00772677700957703,0.00013915141127625108,-0.03588898736316937,0.14095214867926886,0.5892832938282023,0.49739272766886744,0.08986076044657747,0.21484375,0.3828125,0.2734375,0.04296875,0.88058036132714,0.030228887445483122,0.0313659138854384,0.057824837341938454,0.006995515766756522,0.014321086324019312,0.02931785451397884,0.0600189520442465,0.12286965278349365,0.25153640743355,0.5149405311339551,0.09154935244538061,0.058845170340130044,0.040974208511364595,0.03414300149035226,0.13617424948776194,0.0391866497323121,0.045923290075313414,0.054731459476911715,0.022313870558229795
20261341,nominal,12,639,384,normal,0.20542428271155025,0.04474708171206226,0.7689063883104138,2.5569189369510683,0.6328125,0.35284818083891734,hold_active,fallback,0,640,671,hs-81fffd94112f6b785025,3482833037,,0.956172864482129,0.003690138411840194,0.003690138411840194,0.9474413348782981,-0.003210829892592247,0.007506094540524401,0.00017171578516315822,-0.061600822081568474,0.13848865765342255,0.5712952349796467,0.507007040908627,0.10114617901349461,0.20703125,0.35546875,0.3046875,0.04296875,0.960948237178328,0.017335465672914184,0.014673224049089792,0.007043073099668057,0.06986519524826709,0.14360466915548298,0.2951727384425685,0.2672807812699003,0.13003493604593552,0.06326337611006805,0.03077830372777753,0.102258516444276,0.05314187366499107,0.03485535439054579,0.04169150137874021,0.14027400468858964,0.03585962212008406,0.04331362817737055,0.0501306612823538,0.02244298624328386
20261341,nominal,13,671,416,normal,0.3797307987401061,0.03696498054474708,0.7003967238645127,5.097944182547644,0.64453125,0.3247110016279819,hold_active,fallback,0,672,703,hs-ebad5956b4f4c21c89d5,2599712641,,0.9556577577692207,0.00176893585134279,0.00176893585134279,0.9498657784496868,0.0021460993760541234,0.00864572637230898,0.00013560781269177511,0.055356024225883926,0.1744047749774087,0.5653942950322085,0.5217640255911322,0.049106639621704806,0.22265625,0.34765625,0.328125,0.03515625,0.9134727078765205,0.029143061956620725,0.01245499325116419,0.04492923691569465,0.0068543468860867715,0.01408834755566038,0.02895703123108165,0.05951795655275016,0.12233253899359532,0.25144092578776583,0.5168088529930599,0.1182557783277712,0.06356213936989791,0.037251176055236104,0.03622406037831672,0.1107925036075234,0.03892658141340832,0.03466627669901069,0.04875610853590515,0.023566320910884685
20261341,nominal,14,703,448,normal,1.243171516529823,0.04085603112840467,0.7368025913671197,3.374792114989155,0.6171875,0.15008655258464013,hold_active,fallback,0,704,735,hs-90c6ad707c80b5a2b5ee,1690052164,,0.9594862839848288,-0.00021608030429360882,-0.00021608030429360882,0.9590795622583133,0.0026886048542882858,0.006725981137272763,0.0001201048501592695,0.06548801999652643,0.16402147279931945,0.5982052782144321,0.5944655457277367,-0.006663494036070476,0.265625,0.35546875,0.34375,0.0390625,0.3920628312415089,0.3624905603912239,0.1512103626893716,0.09423624567789551,0.03364663176132225,0.06820200972655988,0.13824605576385848,0.280225934849851,0.2761984392088652,0.13625913978739562,0.06722178890214771,0.1013013493501451,0.08548294207123616,0.040227572881079435,0.044811269833476663,0.12293509297137765,0.04229480836435048,0.045468497508912784,0.05013892688321232,0.02370945017529966
20261341,nominal,15,735,480,normal,1.2312577688212518,0.04085603112840467,0.7368025913671197,3.3632080403785736,0.61328125,0.17961145479828544,hold_active,fallback,0,736,767,hs-857cc0d8fc9e9e44ec4f,369576377,,0.9586750440994647,-0.0027861997791164606,-0.00278619977911645,0.9590599096243523,0.003612572480790463,0.009480263044140144,0.00014723820491017824,0.07213719715405142,0.22665495645517653,0.5924995810016018,0.5959953415300853,-0.085174841819041,0.265625,0.3359375,0.359375,0.0390625,0.4644498225086977,0.28799380884362885,0.11488402621192176,0.13267234243575163,0.03369356181739227,0.06856551590121442,0.1395290292038214,0.2839379203185727,0.2736900000500581,0.13449313133988094,0.06609084136906018,0.10280480236276897,0.07464102201220484,0.035733350483777,0.046340714798440354,0.09276957251051708,0.03838184067677336,0.03648966785634404,0.04608029632822928,0.01962702444732738
20261341,nominal,16,767,512,normal,0.4928000481863866,0.009727626459143969,0.2686096483323551,2.5509122583400607,0.61328125,0.338629590321345,hold_active,fallback,0,768,799,hs-0d4693572714cbd05743,1418931315,,0.955604510478131,-0.006497460556681667,-0.006497460556681667,0.9540701276782594,0.0054372510750123546,0.01140874939363286,2.3798875208113476e-05,0.0879401447720114,0.23595453729354343,0.57206520112404,0.5597223756545247,-0.1847443824986138,0.21875,0.33984375,0.37890625,0.0078125,0.8756482335582254,0.04936711057324667,0.012479848616928406,0.06250480725159943,0.06912076600524465,0.1435221503288795,0.2980089606278746,0.2680993193844815,0.1291175632393744,0.06218346684038185,0.029947773573763454,0.09991433650929749,0.07992966233834352,0.03939293688163313,0.05337898264611716,0.1258982684023181,0.043883437204575215,0.032370155214642156,0.037958686337647346,0.006625368631851434
20261341,nominal,17,799,544,normal,0.9395312284171948,0.009727626459143969,0.2686096483323551,2.599892607040949,0.61328125,0.25993112345971114,hold_active,fallback,0,800,831,hs-401d4d6b4cc6709d93f9,3631972526,,0.9578217403600138,-0.007052038971857799,-0.007052038971857799,0.9577354985228297,0.00487011085677013,0.009276706406309182,2.2241906371728592e-05,0.08102726709541841,0.2059718831812416,0.5937149255822624,0.5929524843257976,-0.21015234855664774,0.234375,0.36328125,0.38671875,0.0078125,0.6721451273301622,0.11461224064952664,0.034690423213672154,0.17855220880663905,0.06771154059875105,0.13859831104854745,0.2836959793802747,0.276595628385553,0.13512946860012776,0.06601685424579422,0.032252217740951855,0.10659603906666075,0.09557263470378898,0.04035549664901406,0.04419734542311337,0.10650425024656676,0.04325649253553303,0.03096948088426749,0.038378290938512326,0.0074084728978337
20261341,nominal,18,831,576,burst,1.2591842402721163,0.009727626459143969,0.2686096483323551,4.118874916537039,0.59375,0.18610236410858577,hold_active,fallback,0,832,863,hs-c5a62955dbedc65a9f2c,4198666803,,0.956890439926493,-0.012582878578627355,-0.012582878578627332,0.9569165046340691,0.008934381492746774,0.009493866625074752,3.4508422012843076e-05,0.15624901252096257,0.17472594107222306,0.6083716932903099,0.6086008735708567,-0.3636500184623954,0.2421875,0.3828125,0.375,0.0078125,0.16692352203979793,0.4580981270365188,0.1198027422686405,0.2551756086550427,0.017026890127460052,0.034782638095624964,0.07105419156608458,0.14514994881152743,0.29651322709644895,0.2923574853282574,0.14311561897459665,0.10576605352787,0.11644500057942105,0.04865264667114477,0.04670365499310615,0.13754893116130004,0.0401206431516955,0.03902833443560198,0.0428823066687792,0.008532789271472033
20261341,nominal,19,863,608,leakage,0.5378466560222808,0.048638132295719845,0.7972019923185598,1.9466331723952564,0.55078125,0.36023456479749266,stage_candidate,normal,0,864,895,hs-77d0bdebe4e73c7f0554,974536861,1,0.9605378742715053,-0.017476519059657702,-0.017476519059657726,0.9530044662216239,0.0063724512901217,0.009128879586760561,0.0002757358272435404,0.09033268466539046,0.16065736665746422,0.6786951124658455,0.6100958835910254,-0.4953274015235038,0.26171875,0.3671875,0.37109375,0.046875,0.0017984768747148876,0.18939315175469934,0.8019134659839837,0.006894905386602147,0.13825633555820227,0.2744804335852623,0.30122452503721414,0.1517273871507805,0.07642538405117816,0.038495616625663566,0.019390317991698987,0.13306736365703162,0.10123422885993341,0.05519442099223907,0.048205235717767546,0.13588319720184294,0.04553100319364191,0.045947676210016934,0.03705339663346325,0.03689905670413533
20261341,nominal,20,895,640,leakage,0.3844083436741438,0.06809338521400778,0.8953072466968959,2.713119266150431,0.53125,0.4183674011035515,stage_candidate,normal,1,896,927,hs-dc6c577e8806bf013a9f,1011631524,2,0.9351931151679211,-0.02074312917957459,-0.02074312917957461,0.9219915638563168,0.011087200884633684,0.014428468482184749,0.00017004348134281574,0.14941225453764062,0.15131769343421042,0.6894589807313904,0.6122253922727445,-0.2244659482001062,0.27734375,0.375,0.34375,0.06640625,0.005210416869387416,0.09645149407319142,0.8925171223542432,0.0058209667031781645,0.06555998236785059,0.1283058115463092,0.25110411385085835,0.29128402864116193,0.1488364053942994,0.07605042979540091,0.03885922840411949,0.13930081811922904,0.106181618122704,0.0464241662970149,0.047896365967118285,0.1349069376953551,0.03787364800990896,0.03600496497725009,0.0354832106898492,0.040187511761345884
20261341,nominal,21,927,672,leakage,0.25758693946046707,0.08754863813229571,0.9467019697436669,4.975629387458661,0.5234375,0.44808180155978733,stage_candidate,x_recovery,2,928,959,hs-f8567ee005795684fdcb,2445664401,3,0.9160857711367119,-0.022348166773165215,-0.022348166773165222,0.8996698652961223,0.01273727380274079,0.016348683765930874,0.000194861263222326,0.10060236251389587,0.1114635931926411,0.7013351661531848,0.6339574270227365,-0.19886098357754664,0.265625,0.390625,0.34765625,0.0859375,0.002724695914719739,0.050555168473393815,0.9402372229451275,0.006482912666759183,0.009969876674098321,0.019023326152518363,0.03629803554594304,0.06925956974775012,0.13215282671625464,0.25215821687462564,0.48113814828880985,0.14027430693587642,0.10493810909235286,0.06196149901190092,0.050104471940964006,0.11578351926498145,0.04029885373810302,0.04012719827683552,0.03946327607651709,0.03935418595468835
20261341,nominal,22,959,704,leakage,0.25361374744079734,0.07976653696498054,0.9300582175897159,2.0681508006605096,0.55078125,0.42527374830234915,stage_candidate,normal,3,960,991,hs-2522b9dba84d36a84e0b,2186186901,4,0.8983630723960347,-0.022713828430342333,-0.02271382843034235,0.8786553259309376,0.013765893643480694,0.018147283680102582,0.0002347763375691826,0.08779705611225741,0.11304157701479678,0.6669390541793369,0.5992217270328174,-0.1577759281805656,0.26171875,0.4140625,0.328125,0.078125,0.00724943959096184,0.03590517503043621,0.9466963440469686,0.010149041331633536,0.12641482383434877,0.24199537932761825,0.3138661183368772,0.16395903990964728,0.08564978886711133,0.04474218888463438,0.023372660839762995,0.13490522615407316,0.08771669921086094,0.051865644395626985,0.04729438066829393,0.11942390866673198,0.0399703360114974,0.045249570380686006,0.044731711714385794,0.03663927706644532
20261341,nominal,23,991,736,leakage,0.3579014644173261,0.07976653696498054,0.9300582175897159,2.094101009379875,0.55859375,0.4042730310511003,stage_candidate,normal,4,992,1023,hs-138764f74f5f01d648e1,3648634596,5,0.8860156794403458,-0.019636187219374487,-0.0196361872193745,0.8632861729175154,0.011058358161133593,0.01847250458480937,0.0001234988039240595,-0.0030818445321123544,0.09988354997940796,0.6829466571487381,0.6070512294213822,-0.04968797742623295,0.28125,0.4140625,0.34375,0.078125,0.00774436298538266,0.056944014279897405,0.9158751853901034,0.019436437344616718,0.12367464089369021,0.23521075568697467,0.3167442275809297,0.1665452265854443,0.08757006468668779,0.046044647369682695,0.024210437196590554,0.14653807152011186,0.07590870627860814,0.05228332473344654,0.051942456436083376,0.13894666094292554,0.03630834334849551,0.04334297541006995,0.038633675154274794,0.03621415352041086
20261341,nominal,24,1023,768,leakage,0.5229557748860941,0.08754863813229571,0.9467019697436669,4.812304408866747,0.55078125,0.38280528158455696,stage_candidate,leakage_hold,5,1024,1055,hs-1294ed328f2b65c83b40,3765841338,6,0.8779794772914806,-0.017424343881450543,-0.017424343881450553,0.8536599333561048,0.00895811776505753,0.020352350783491582,0.00013263542365992965,-0.004787210493458094,0.15100647344024032,0.7072855110077562,0.6341420024777501,-0.06115678087441223,0.32421875,0.40625,0.36328125,0.0859375,0.02841662433444634,0.11053244232928063,0.8521578442230138,0.008893089113259246,0.012108152944933006,0.02277416931407452,0.04283583056019972,0.08056971714213787,0.15154321126658782,0.2850369306928946,0.4051319880791725,0.10310875429056789,0.08368634171185627,0.05677871646915492,0.04352793089244864,0.10534296184066147,0.02369955187974227,0.03886431114164852,0.04058599031374033,0.038320709740489935
20261341,nominal,25,1055,800,leakage,0.5184037936032395,0.10700389105058365,0.9732584775233029,2.169524332707019,0.55078125,0.3862827264101407,stage_candidate,normal,6,1056,1087,hs-2c8f8259901e0e4b5bb1,2318733724,7,0.8669070197415588,-0.02370243422192859,-0.023702434221928588,0.8412878435196909,0.00627796334943467,0.02477720593412327,7.530357362926415e-05,-0.08679008908745556,0.2243667207491702,0.6759408634472281,0.6130347743684263,-0.3099522249303928,0.3203125,0.39453125,0.36328125,0.10546875,0.0712584590600616,0.06451322943025392,0.8598989387912698,0.004329372718414684,0.11659423490045442,0.21664834918699513,0.32248531234387495,0.17355280296603898,0.09340138686766095,0.05026607994634093,0.027051833788634752,0.12671873080694487,0.09121055309061234,0.05597314085806537,0.04206004694412702,0.15482663870723345,0.030793688311684317,0.04458833422792853,0.04497895651967868,0.03803597364671958
20261341,nominal,26,1087,832,leakage,0.0027859743962992092,0.1575875486381323,0.9958619772360828,2.9301156796612027,0.57421875,0.4256643582345414,stage_candidate,leakage_hold,7,1088,1119,hs-c353a3ac4a7bcc1ee881,1524341575,8,0.8553184070491198,-0.024447733567330397,-0.024447733567330404,0.8351322743055337,0.005003924483579843,0.029373003559669174,8.3023897972696e-05,-0.03744676336215136,0.2574453432455899,0.6285106306008161,0.6316567580181426,-0.17717343116529008,0.30859375,0.3671875,0.34765625,0.15625,6.0206152170835556e-05,0.0001648845772385593,0.9997254652114,4.9444059190556315e-05,0.05957261777267345,0.1081819643296411,0.1964549795491474,0.3146086973370376,0.1732457326926431,0.09540131646156276,0.05253469185729466,0.10987597410194404,0.10869659097245606,0.04752406037394991,0.06393030589614618,0.15374040903631225,0.033843209865553614,0.04396459839154227,0.04154150192359988,0.045670095620617975
20261341,nominal,27,1119,864,leakage,1.0306058118025132,0.11867704280155641,0.9824481597866943,2.8344290827999794,0.62109375,0.20041002834767385,hold_active,fallback,8,1120,1151,hs-18c3f8e98103bfb44308,3071440844,,0.8397110819787773,-0.02663643073971648,-0.0266364307397165,0.8265841587597677,0.00421377128281199,0.03209926554718795,0.00011719410202865917,-0.028972166040859726,0.2120805047627745,0.5732389487516553,0.5992784676205616,-0.20817156275477283,0.265625,0.38671875,0.3203125,0.1171875,0.3489287971454359,0.03130223120566265,0.5289171882165413,0.09085178343236028,0.06241197292104641,0.1170379804303851,0.21947533817832632,0.305226420628864,0.16276582207779558,0.08679691876632811,0.04628554699725444,0.0823860088296452,0.10219588185202422,0.04199098370809784,0.05778832882169031,0.18565631870677027,0.039609297265658795,0.04624225297914011,0.051525176954595374,0.051450499656668716
20261341,nominal,28,1151,896,normal,0.4283498046524164,0.09922178988326848,0.9647002276405966,2.034746250241233,0.6484375,0.30830718009768054,hold_active,fallback,8,1152,1183,hs-4a76297c140fd7977b6f,2332159033,,0.8359849873197257,-0.027460481482246897,-0.027460481482246904,0.8239780100115771,0.007923417580615311,0.030028921115273662,9.479119765258746e-05,0.058709468317263314,0.13747745082726648,0.5450768122718647,0.5775188705417437,-0.22072852468083262,0.23828125,0.390625,0.29296875,0.09765625,0.8769626456111802,0.0035219089550870388,0.012216057656737386,0.1072993877769955,0.13058689431877318,0.251246112466817,0.30857520096188257,0.16038408221231912,0.08336072940049849,0.04332731222655824,0.022519668413151346,0.08550386065233014,0.09718817869411413,0.04242253820126728,0.053462053922756554,0.1541700984810549,0.039820839557612876,0.04016452792808288,0.05390182417275453,0.04991591968033559
20261341,nominal,29,1183,928,calibration_shift,0.7197456500440421,0.07976653696498054,0.9300582175897159,1.930719962046435,0.6640625,0.17170608487875136,hold_active,fallback,8,1184,1215,hs-a67afd448a5cbab1f514,917061110,,0.8302032665310539,-0.03237026057530244,-0.03237026057530245,0.8237081212955546,0.011812240679817287,0.028485472136081217,0.00022151990135427707,0.1265029546482659,0.07582159093304353,0.5197521382728214,0.5904631349159871,-0.33949077017805346,0.2421875,0.37890625,0.27734375,0.078125,0.4846179826574815,0.0031734810443485705,0.001083446426538023,0.511125089871632,0.14101563669018846,0.2794778227748519,0.2968128780114038,0.1497623552203785,0.07556532988535994,0.038127866460705095,0.019238110957112455,0.09161333007220025,0.10234705001065807,0.04675830248728459,0.05103998861274361,0.13690800006636208,0.037855657723752476,0.039747832336760575,0.04767483327330976,0.03981480430057462
