lane_id,cell_id,method_id,label,metric_id,value,ci_low,ci_high,value_state,evidence_grade,outcome_state,ranking_eligible_within_signature,task_signature_id,source_report_path,source_report_sha256,raw_source_path,raw_source_sha256,config_path,config_sha256,detail_json
controller_rl_nmf,controller_gqf_exact,puviani_gqf_nmf,Exact GQF/NMF reproduction,lifetime_gain_ratio,,,,FAILED,BLOCKED,NO_GO_SOURCE_INCOMPLETE,False,puviani_gqf_exact_v1,docs/t6_8_4_gqf_paper_exact_reproduction.json,8677917ad3c8bc6f60f6630dd757546a86c676781594d2c4ecd6f4e41c45ad29,docs/t6_8_4_gqf_reproduction_source_data.csv,674a0055202288706986e7da3af403f982cc2ad108cca0525acdb7ce1962a3cb,configs/literature/t6_16_3_secondary_preregistration.json,eca700725aac3d2b0d0fb312339323645a03c4089b2d1932cf757816a11585c4,{}
controller_rl_nmf,controller_gqf_route_a_rank,gqf_vs_route_a,GQF vs Route A rank,ler_reduction_fraction,,,,NEGATIVE,NEGATIVE,INELIGIBLE_TASK_SIGNATURE,False,cross_task_forbidden_v1,docs/t6_8_5_gqf_route_a_matched_comparison_gate.json,0ca9ff294e508e46ee10c84f72cc2601be04b3ac7da029f847437fded9c99a5e,docs/t6_8_5_gqf_route_a_matched_comparison_gate_source_data.csv,cbc3a41b00d2a72f4885a167a6dfd682cff11a6e21299ebd5b32c717b57425bb,configs/literature/t6_16_3_secondary_preregistration.json,eca700725aac3d2b0d0fb312339323645a03c4089b2d1932cf757816a11585c4,{}
aqec_wallclock,aqec_cutoff12_high_measurement_feedback,measurement_feedback,cutoff12_high: Feedback,lifetime_gain_ratio,0.26043829289388487,0.2589288202723626,0.26190693473914595,REPRODUCED_VALUE,PROJECT_NATIVE_MATCHED,ACTIVE_QEC_BELOW_IDLE,True,aqec_common_wallclock_v1,docs/t6_18_1_aqec_common_wallclock_replay.json,1c1a73fadc6b7935bc13812441193b2279423110bcbe642a7162d5c99aed17a8,docs/t6_18_1_aqec_common_wallclock_source_data.csv,78efa1efb0411b8c05d53f3f34d72bcd3ae8179a5aa1a8c5025d8ebd85543eab,configs/literature/t6_16_3_secondary_preregistration.json,eca700725aac3d2b0d0fb312339323645a03c4089b2d1932cf757816a11585c4,"{""n_seed_clusters"":24}"
aqec_wallclock,aqec_cutoff12_high_autonomous,autonomous,cutoff12_high: Autonomous,lifetime_gain_ratio,0.24578455202481556,0.2448765577534393,0.2466468748227582,REPRODUCED_VALUE,PROJECT_NATIVE_MATCHED,ACTIVE_QEC_BELOW_IDLE,True,aqec_common_wallclock_v1,docs/t6_18_1_aqec_common_wallclock_replay.json,1c1a73fadc6b7935bc13812441193b2279423110bcbe642a7162d5c99aed17a8,docs/t6_18_1_aqec_common_wallclock_source_data.csv,78efa1efb0411b8c05d53f3f34d72bcd3ae8179a5aa1a8c5025d8ebd85543eab,configs/literature/t6_16_3_secondary_preregistration.json,eca700725aac3d2b0d0fb312339323645a03c4089b2d1932cf757816a11585c4,"{""n_seed_clusters"":24}"
aqec_wallclock,aqec_cutoff12_medium_measurement_feedback,measurement_feedback,cutoff12_medium: Feedback,lifetime_gain_ratio,0.23973964663235656,0.23789299235476374,0.24160569297616688,REPRODUCED_VALUE,PROJECT_NATIVE_MATCHED,ACTIVE_QEC_BELOW_IDLE,True,aqec_common_wallclock_v1,docs/t6_18_1_aqec_common_wallclock_replay.json,1c1a73fadc6b7935bc13812441193b2279423110bcbe642a7162d5c99aed17a8,docs/t6_18_1_aqec_common_wallclock_source_data.csv,78efa1efb0411b8c05d53f3f34d72bcd3ae8179a5aa1a8c5025d8ebd85543eab,configs/literature/t6_16_3_secondary_preregistration.json,eca700725aac3d2b0d0fb312339323645a03c4089b2d1932cf757816a11585c4,"{""n_seed_clusters"":24}"
aqec_wallclock,aqec_cutoff12_medium_autonomous,autonomous,cutoff12_medium: Autonomous,lifetime_gain_ratio,0.21699387976923057,0.21518100726180558,0.21882675538580676,REPRODUCED_VALUE,PROJECT_NATIVE_MATCHED,ACTIVE_QEC_BELOW_IDLE,True,aqec_common_wallclock_v1,docs/t6_18_1_aqec_common_wallclock_replay.json,1c1a73fadc6b7935bc13812441193b2279423110bcbe642a7162d5c99aed17a8,docs/t6_18_1_aqec_common_wallclock_source_data.csv,78efa1efb0411b8c05d53f3f34d72bcd3ae8179a5aa1a8c5025d8ebd85543eab,configs/literature/t6_16_3_secondary_preregistration.json,eca700725aac3d2b0d0fb312339323645a03c4089b2d1932cf757816a11585c4,"{""n_seed_clusters"":24}"
aqec_wallclock,aqec_cutoff12_low_measurement_feedback,measurement_feedback,cutoff12_low: Feedback,lifetime_gain_ratio,0.21805008120733635,0.21554015884489852,0.22052857676399,REPRODUCED_VALUE,PROJECT_NATIVE_MATCHED,ACTIVE_QEC_BELOW_IDLE,True,aqec_common_wallclock_v1,docs/t6_18_1_aqec_common_wallclock_replay.json,1c1a73fadc6b7935bc13812441193b2279423110bcbe642a7162d5c99aed17a8,docs/t6_18_1_aqec_common_wallclock_source_data.csv,78efa1efb0411b8c05d53f3f34d72bcd3ae8179a5aa1a8c5025d8ebd85543eab,configs/literature/t6_16_3_secondary_preregistration.json,eca700725aac3d2b0d0fb312339323645a03c4089b2d1932cf757816a11585c4,"{""n_seed_clusters"":24}"
aqec_wallclock,aqec_cutoff12_low_autonomous,autonomous,cutoff12_low: Autonomous,lifetime_gain_ratio,0.1960750446994853,0.19369871505242536,0.19842748268145619,REPRODUCED_VALUE,PROJECT_NATIVE_MATCHED,ACTIVE_QEC_BELOW_IDLE,True,aqec_common_wallclock_v1,docs/t6_18_1_aqec_common_wallclock_replay.json,1c1a73fadc6b7935bc13812441193b2279423110bcbe642a7162d5c99aed17a8,docs/t6_18_1_aqec_common_wallclock_source_data.csv,78efa1efb0411b8c05d53f3f34d72bcd3ae8179a5aa1a8c5025d8ebd85543eab,configs/literature/t6_16_3_secondary_preregistration.json,eca700725aac3d2b0d0fb312339323645a03c4089b2d1932cf757816a11585c4,"{""n_seed_clusters"":24}"
aqec_wallclock,aqec_cutoff16_high_measurement_feedback,measurement_feedback,cutoff16_high: Feedback,lifetime_gain_ratio,0.47656073245125147,0.47379340334656145,0.4791533403831338,REPRODUCED_VALUE,PROJECT_NATIVE_MATCHED,ACTIVE_QEC_BELOW_IDLE,True,aqec_common_wallclock_v1,docs/t6_18_1_aqec_common_wallclock_replay.json,1c1a73fadc6b7935bc13812441193b2279423110bcbe642a7162d5c99aed17a8,docs/t6_18_1_aqec_common_wallclock_source_data.csv,78efa1efb0411b8c05d53f3f34d72bcd3ae8179a5aa1a8c5025d8ebd85543eab,configs/literature/t6_16_3_secondary_preregistration.json,eca700725aac3d2b0d0fb312339323645a03c4089b2d1932cf757816a11585c4,"{""n_seed_clusters"":24}"
aqec_wallclock,aqec_cutoff16_high_autonomous,autonomous,cutoff16_high: Autonomous,lifetime_gain_ratio,0.40722267470714885,0.4058261176138699,0.4084856383215386,REPRODUCED_VALUE,PROJECT_NATIVE_MATCHED,ACTIVE_QEC_BELOW_IDLE,True,aqec_common_wallclock_v1,docs/t6_18_1_aqec_common_wallclock_replay.json,1c1a73fadc6b7935bc13812441193b2279423110bcbe642a7162d5c99aed17a8,docs/t6_18_1_aqec_common_wallclock_source_data.csv,78efa1efb0411b8c05d53f3f34d72bcd3ae8179a5aa1a8c5025d8ebd85543eab,configs/literature/t6_16_3_secondary_preregistration.json,eca700725aac3d2b0d0fb312339323645a03c4089b2d1932cf757816a11585c4,"{""n_seed_clusters"":24}"
