row_type,record_id,lane_id,seed,method,metric,value,detail
decoder_seed,variance_drift,decoder_syndrome_level_paired,20262916202,paired_all,trace_sha256,3184080f860c87b8cf74eb58ab148f496bc9c77f15b9055bce6d467ae82ad3ca,"{""evaluation_samples"": 16384, ""evaluation_seed"": 20262916202, ""ewma_brier"": 0.011156277909699565, ""ewma_covariance_tracking_rmse_lattice2"": 0.004391145182579629, ""ewma_error_rate"": 0.00726318359375, ""ewma_mean_tracking_rmse_lattice"": 0.013850755999694559, ""ewma_nll"": 0.0202766253514389, ""kalman_brier"": 0.011106061418748656, ""kalman_covariance_tracking_rmse_lattice2"": 0.004065714371059565, ""kalman_error_rate"": 0.00732421875, ""kalman_mean_tracking_rmse_lattice"": 0.012947034578482928, ""kalman_nll"": 0.020169209059071273, ""observation_samples_per_window"": 256, ""oracle_brier"": 0.010569735930237079, ""oracle_error_rate"": 0.00665283203125, ""oracle_nll"": 0.019660135090967708, ""scenario_id"": ""variance_drift"", ""standard_error_rate"": 0.009521484375, ""static_brier"": 0.014432616987827725, ""static_error_rate"": 0.00994873046875, ""static_minus_ewma_error_rate"": 0.002685546875, ""static_minus_kalman_error_rate"": 0.00262451171875, ""static_nll"": 0.027116049393355195, ""trace_sha256"": ""3184080f860c87b8cf74eb58ab148f496bc9c77f15b9055bce6d467ae82ad3ca"", ""window_brier"": 0.011339525561687401, ""window_covariance_tracking_rmse_lattice2"": 0.0048049823387134385, ""window_error_rate"": 0.00750732421875, ""window_mean_tracking_rmse_lattice"": 0.01633366542512713, ""window_minus_best_recursive_error_rate"": 0.000244140625, ""window_nll"": 0.020540203281108855, ""windows"": 32}"
decoder_seed,variance_drift,decoder_syndrome_level_paired,20262916203,paired_all,trace_sha256,8f8a44fdbc4b71454ea80aa232e13453d8239d5e83d7ba7b0964518c4ea83521,"{""evaluation_samples"": 16384, ""evaluation_seed"": 20262916203, ""ewma_brier"": 0.011861321211433382, ""ewma_covariance_tracking_rmse_lattice2"": 0.0036725552386045923, ""ewma_error_rate"": 0.00738525390625, ""ewma_mean_tracking_rmse_lattice"": 0.012257781768187561, ""ewma_nll"": 0.022234906328201774, ""kalman_brier"": 0.011857378472139607, ""kalman_covariance_tracking_rmse_lattice2"": 0.0031568814289340114, ""kalman_error_rate"": 0.0074462890625, ""kalman_mean_tracking_rmse_lattice"": 0.011945597852724525, ""kalman_nll"": 0.022130752178305155, ""observation_samples_per_window"": 256, ""oracle_brier"": 0.011719404439903163, ""oracle_error_rate"": 0.00787353515625, ""oracle_nll"": 0.021779983666402516, ""scenario_id"": ""variance_drift"", ""standard_error_rate"": 0.00946044921875, ""static_brier"": 0.015424471683842445, ""static_error_rate"": 0.01025390625, ""static_minus_ewma_error_rate"": 0.00286865234375, ""static_minus_kalman_error_rate"": 0.0028076171875, ""static_nll"": 0.02923375190362689, ""trace_sha256"": ""8f8a44fdbc4b71454ea80aa232e13453d8239d5e83d7ba7b0964518c4ea83521"", ""window_brier"": 0.011876955647637098, ""window_covariance_tracking_rmse_lattice2"": 0.0041839537775348245, ""window_error_rate"": 0.0074462890625, ""window_mean_tracking_rmse_lattice"": 0.013971683627164303, ""window_minus_best_recursive_error_rate"": 6.103515625e-05, ""window_nll"": 0.022323805625016048, ""windows"": 32}"
decoder_seed,variance_drift,decoder_syndrome_level_paired,20262916204,paired_all,trace_sha256,31428304afe72f37767a796cff299ca1e58c6b36a0cf5a6aa175a1f3ce91bf1f,"{""evaluation_samples"": 16384, ""evaluation_seed"": 20262916204, ""ewma_brier"": 0.009615447464339559, ""ewma_covariance_tracking_rmse_lattice2"": 0.003995319309257167, ""ewma_error_rate"": 0.00653076171875, ""ewma_mean_tracking_rmse_lattice"": 0.013146014075080764, ""ewma_nll"": 0.017803030364951563, ""kalman_brier"": 0.009618378587650236, ""kalman_covariance_tracking_rmse_lattice2"": 0.0033917303120247146, ""kalman_error_rate"": 0.0064697265625, ""kalman_mean_tracking_rmse_lattice"": 0.01240315881720436, ""kalman_nll"": 0.01779473572378382, ""observation_samples_per_window"": 256, ""oracle_brier"": 0.009162663679049275, ""oracle_error_rate"": 0.00604248046875, ""oracle_nll"": 0.01695490894886826, ""scenario_id"": ""variance_drift"", ""standard_error_rate"": 0.00762939453125, ""static_brier"": 0.011844403586231227, ""static_error_rate"": 0.00726318359375, ""static_minus_ewma_error_rate"": 0.000732421875, ""static_minus_kalman_error_rate"": 0.00079345703125, ""static_nll"": 0.022259475928093443, ""trace_sha256"": ""31428304afe72f37767a796cff299ca1e58c6b36a0cf5a6aa175a1f3ce91bf1f"", ""window_brier"": 0.009757305067372143, ""window_covariance_tracking_rmse_lattice2"": 0.004514521367668052, ""window_error_rate"": 0.006591796875, ""window_mean_tracking_rmse_lattice"": 0.015157066453519559, ""window_minus_best_recursive_error_rate"": 0.0001220703125, ""window_nll"": 0.018070593846790283, ""windows"": 32}"
decoder_seed,variance_drift,decoder_syndrome_level_paired,20262916205,paired_all,trace_sha256,c0db3d0a8572878e5d8e23f1658f4b39a82bbd9cacbb774a610e442c33aade00,"{""evaluation_samples"": 16384, ""evaluation_seed"": 20262916205, ""ewma_brier"": 0.010811915497088636, ""ewma_covariance_tracking_rmse_lattice2"": 0.004180964415947652, ""ewma_error_rate"": 0.0068359375, ""ewma_mean_tracking_rmse_lattice"": 0.013451751434225901, ""ewma_nll"": 0.020094028522739504, ""kalman_brier"": 0.010770651092512412, ""kalman_covariance_tracking_rmse_lattice2"": 0.003691626089232909, ""kalman_error_rate"": 0.0069580078125, ""kalman_mean_tracking_rmse_lattice"": 0.01253047696949123, ""kalman_nll"": 0.02002445890434556, ""observation_samples_per_window"": 256, ""oracle_brier"": 0.010348292521159996, ""oracle_error_rate"": 0.00653076171875, ""oracle_nll"": 0.019076019776587527, ""scenario_id"": ""variance_drift"", ""standard_error_rate"": 0.00933837890625, ""static_brier"": 0.014151233263090751, ""static_error_rate"": 0.00921630859375, ""static_minus_ewma_error_rate"": 0.00238037109375, ""static_minus_kalman_error_rate"": 0.00225830078125, ""static_nll"": 0.026683476906223587, ""trace_sha256"": ""c0db3d0a8572878e5d8e23f1658f4b39a82bbd9cacbb774a610e442c33aade00"", ""window_brier"": 0.010929380850454596, ""window_covariance_tracking_rmse_lattice2"": 0.004734927935319726, ""window_error_rate"": 0.0069580078125, ""window_mean_tracking_rmse_lattice"": 0.015460022404961327, ""window_minus_best_recursive_error_rate"": 0.0001220703125, ""window_nll"": 0.020354794239570092, ""windows"": 32}"
decoder_seed,variance_drift,decoder_syndrome_level_paired,20262916206,paired_all,trace_sha256,06e9268c7c6dce1252f7b01095c267ed88b6f78f66c7437a3c603867c02820aa,"{""evaluation_samples"": 16384, ""evaluation_seed"": 20262916206, ""ewma_brier"": 0.01093951612012315, ""ewma_covariance_tracking_rmse_lattice2"": 0.004473908587402066, ""ewma_error_rate"": 0.00714111328125, ""ewma_mean_tracking_rmse_lattice"": 0.012068239839288217, ""ewma_nll"": 0.02053979475837419, ""kalman_brier"": 0.01095186857873456, ""kalman_covariance_tracking_rmse_lattice2"": 0.0038549275940560532, ""kalman_error_rate"": 0.00732421875, ""kalman_mean_tracking_rmse_lattice"": 0.011538047444780427, ""kalman_nll"": 0.020423116957429682, ""observation_samples_per_window"": 256, ""oracle_brier"": 0.010373886177662824, ""oracle_error_rate"": 0.00640869140625, ""oracle_nll"": 0.019372996087331347, ""scenario_id"": ""variance_drift"", ""standard_error_rate"": 0.0086669921875, ""static_brier"": 0.013388525175415132, ""static_error_rate"": 0.00860595703125, ""static_minus_ewma_error_rate"": 0.00146484375, ""static_minus_kalman_error_rate"": 0.00128173828125, ""static_nll"": 0.02615568245042385, ""trace_sha256"": ""06e9268c7c6dce1252f7b01095c267ed88b6f78f66c7437a3c603867c02820aa"", ""window_brier"": 0.011119326414208791, ""window_covariance_tracking_rmse_lattice2"": 0.005338337553183509, ""window_error_rate"": 0.0074462890625, ""window_mean_tracking_rmse_lattice"": 0.014216174192381675, ""window_minus_best_recursive_error_rate"": 0.00030517578125, ""window_nll"": 0.020961261191508252, ""windows"": 32}"
decoder_seed,correlation_drift,decoder_syndrome_level_paired,20263016201,paired_all,trace_sha256,fafe6a92d7a6daccef0434f0399980070206357d9f77e073b3c773c824681511,"{""evaluation_samples"": 16384, ""evaluation_seed"": 20263016201, ""ewma_brier"": 0.004384668821397375, ""ewma_covariance_tracking_rmse_lattice2"": 0.004654945038397075, ""ewma_error_rate"": 0.0029296875, ""ewma_mean_tracking_rmse_lattice"": 0.013910746758266613, ""ewma_nll"": 0.008230987478946369, ""kalman_brier"": 0.004340708906454275, ""kalman_covariance_tracking_rmse_lattice2"": 0.004190014022674429, ""kalman_error_rate"": 0.0028076171875, ""kalman_mean_tracking_rmse_lattice"": 0.012983195865401635, ""kalman_nll"": 0.008161148937096825, ""observation_samples_per_window"": 256, ""oracle_brier"": 0.004139027095805598, ""oracle_error_rate"": 0.0028076171875, ""oracle_nll"": 0.007570375536947429, ""scenario_id"": ""correlation_drift"", ""standard_error_rate"": 0.0062255859375, ""static_brier"": 0.009128170687417291, ""static_error_rate"": 0.006103515625, ""static_minus_ewma_error_rate"": 0.003173828125, ""static_minus_kalman_error_rate"": 0.0032958984375, ""static_nll"": 0.017881960477399206, ""trace_sha256"": ""fafe6a92d7a6daccef0434f0399980070206357d9f77e073b3c773c824681511"", ""window_brier"": 0.00440880990285645, ""window_covariance_tracking_rmse_lattice2"": 0.005316516778867694, ""window_error_rate"": 0.003173828125, ""window_mean_tracking_rmse_lattice"": 0.016077005911973044, ""window_minus_best_recursive_error_rate"": 0.0003662109375, ""window_nll"": 0.008266458858519971, ""windows"": 32}"
decoder_seed,correlation_drift,decoder_syndrome_level_paired,20263016202,paired_all,trace_sha256,f443a281d984b0e5a144ebd02b59100f857c4a203850385d989daa8c699b923a,"{""evaluation_samples"": 16384, ""evaluation_seed"": 20263016202, ""ewma_brier"": 0.005167230770063903, ""ewma_covariance_tracking_rmse_lattice2"": 0.00529513149225891, ""ewma_error_rate"": 0.00311279296875, ""ewma_mean_tracking_rmse_lattice"": 0.013889162775832077, ""ewma_nll"": 0.010551933232041137, ""kalman_brier"": 0.005004890855228195, ""kalman_covariance_tracking_rmse_lattice2"": 0.004811987623335337, ""kalman_error_rate"": 0.00274658203125, ""kalman_mean_tracking_rmse_lattice"": 0.012788075044123519, ""kalman_nll"": 0.010294472015096343, ""observation_samples_per_window"": 256, ""oracle_brier"": 0.004821660366282219, ""oracle_error_rate"": 0.00311279296875, ""oracle_nll"": 0.009419078593780108, ""scenario_id"": ""correlation_drift"", ""standard_error_rate"": 0.0081787109375, ""static_brier"": 0.010819297761980684, ""static_error_rate"": 0.0069580078125, ""static_minus_ewma_error_rate"": 0.00384521484375, ""static_minus_kalman_error_rate"": 0.00421142578125, ""static_nll"": 0.021529406098576707, ""trace_sha256"": ""f443a281d984b0e5a144ebd02b59100f857c4a203850385d989daa8c699b923a"", ""window_brier"": 0.005253103129936865, ""window_covariance_tracking_rmse_lattice2"": 0.005792480733128525, ""window_error_rate"": 0.00299072265625, ""window_mean_tracking_rmse_lattice"": 0.016403683456767463, ""window_minus_best_recursive_error_rate"": 0.000244140625, ""window_nll"": 0.010740238045023661, ""windows"": 32}"
decoder_seed,correlation_drift,decoder_syndrome_level_paired,20263016203,paired_all,trace_sha256,c8f644a91d6171166cbed2e3ce8de09ea5154b774ceaf84af935e4a50c2fedce,"{""evaluation_samples"": 16384, ""evaluation_seed"": 20263016203, ""ewma_brier"": 0.005034212072606421, ""ewma_covariance_tracking_rmse_lattice2"": 0.005615852014217535, ""ewma_error_rate"": 0.0032958984375, ""ewma_mean_tracking_rmse_lattice"": 0.01371872061238566, ""ewma_nll"": 0.009467300946373198, ""kalman_brier"": 0.0051377824057032995, ""kalman_covariance_tracking_rmse_lattice2"": 0.005510125810255502, ""kalman_error_rate"": 0.00323486328125, ""kalman_mean_tracking_rmse_lattice"": 0.01350711657768564, ""kalman_nll"": 0.009527434679095151, ""observation_samples_per_window"": 256, ""oracle_brier"": 0.004599997509293279, ""oracle_error_rate"": 0.003173828125, ""oracle_nll"": 0.008445843035807669, ""scenario_id"": ""correlation_drift"", ""standard_error_rate"": 0.00811767578125, ""static_brier"": 0.011607379557427671, ""static_error_rate"": 0.00762939453125, ""static_minus_ewma_error_rate"": 0.00433349609375, ""static_minus_kalman_error_rate"": 0.00439453125, ""static_nll"": 0.021642013959086215, ""trace_sha256"": ""c8f644a91d6171166cbed2e3ce8de09ea5154b774ceaf84af935e4a50c2fedce"", ""window_brier"": 0.0053039621486948955, ""window_covariance_tracking_rmse_lattice2"": 0.006037550868180175, ""window_error_rate"": 0.003173828125, ""window_mean_tracking_rmse_lattice"": 0.015601893626261392, ""window_minus_best_recursive_error_rate"": -6.103515625e-05, ""window_nll"": 0.009872034504183705, ""windows"": 32}"
decoder_seed,correlation_drift,decoder_syndrome_level_paired,20263016204,paired_all,trace_sha256,bd1e512c73f07990ff8d5fa727d7a5634860887f5c3927942b199649a4310a6f,"{""evaluation_samples"": 16384, ""evaluation_seed"": 20263016204, ""ewma_brier"": 0.004336190265977304, ""ewma_covariance_tracking_rmse_lattice2"": 0.0048197986238511644, ""ewma_error_rate"": 0.00274658203125, ""ewma_mean_tracking_rmse_lattice"": 0.013437794191211955, ""ewma_nll"": 0.0081519755821566, ""kalman_brier"": 0.004194799724097657, ""kalman_covariance_tracking_rmse_lattice2"": 0.004579918777542968, ""kalman_error_rate"": 0.00244140625, ""kalman_mean_tracking_rmse_lattice"": 0.01261673289830983, ""kalman_nll"": 0.00796870788122157, ""observation_samples_per_window"": 256, ""oracle_brier"": 0.004045875161477218, ""oracle_error_rate"": 0.0023193359375, ""oracle_nll"": 0.00752135492287161, ""scenario_id"": ""correlation_drift"", ""standard_error_rate"": 0.00689697265625, ""static_brier"": 0.00988959844759045, ""static_error_rate"": 0.0068359375, ""static_minus_ewma_error_rate"": 0.00408935546875, ""static_minus_kalman_error_rate"": 0.00439453125, ""static_nll"": 0.018035407258473357, ""trace_sha256"": ""bd1e512c73f07990ff8d5fa727d7a5634860887f5c3927942b199649a4310a6f"", ""window_brier"": 0.004406083004127677, ""window_covariance_tracking_rmse_lattice2"": 0.005465406911162941, ""window_error_rate"": 0.0028076171875, ""window_mean_tracking_rmse_lattice"": 0.01565548021728702, ""window_minus_best_recursive_error_rate"": 0.0003662109375, ""window_nll"": 0.008256627241958634, ""windows"": 32}"
decoder_seed,correlation_drift,decoder_syndrome_level_paired,20263016205,paired_all,trace_sha256,4e32472648ef1e70955ac7f876b03ef9337dc1658b7241da119641bebd7bdf81,"{""evaluation_samples"": 16384, ""evaluation_seed"": 20263016205, ""ewma_brier"": 0.004176595766175386, ""ewma_covariance_tracking_rmse_lattice2"": 0.004495410868134125, ""ewma_error_rate"": 0.002685546875, ""ewma_mean_tracking_rmse_lattice"": 0.014567817831180382, ""ewma_nll"": 0.008086549961005383, ""kalman_brier"": 0.004031757400160876, ""kalman_covariance_tracking_rmse_lattice2"": 0.004406220307272619, ""kalman_error_rate"": 0.002685546875, ""kalman_mean_tracking_rmse_lattice"": 0.014037768051382687, ""kalman_nll"": 0.007834891419613904, ""observation_samples_per_window"": 256, ""oracle_brier"": 0.0038889539761869365, ""oracle_error_rate"": 0.00238037109375, ""oracle_nll"": 0.007621004541870694, ""scenario_id"": ""correlation_drift"", ""standard_error_rate"": 0.007080078125, ""static_brier"": 0.010419914363611789, ""static_error_rate"": 0.0072021484375, ""static_minus_ewma_error_rate"": 0.0045166015625, ""static_minus_kalman_error_rate"": 0.0045166015625, ""static_nll"": 0.019816351967319675, ""trace_sha256"": ""4e32472648ef1e70955ac7f876b03ef9337dc1658b7241da119641bebd7bdf81"", ""window_brier"": 0.004273068251503404, ""window_covariance_tracking_rmse_lattice2"": 0.005037368883982789, ""window_error_rate"": 0.002685546875, ""window_mean_tracking_rmse_lattice"": 0.016748887473465975, ""window_minus_best_recursive_error_rate"": 0.0, ""window_nll"": 0.008260469243014722, ""windows"": 32}"
decoder_seed,correlation_drift,decoder_syndrome_level_paired,20263016206,paired_all,trace_sha256,3d064f212e68d15c1cfad936e172cb94fd84c2ef10e1bf18dd5d1ce6bd456922,"{""evaluation_samples"": 16384, ""evaluation_seed"": 20263016206, ""ewma_brier"": 0.005434979650316897, ""ewma_covariance_tracking_rmse_lattice2"": 0.005022700558114501, ""ewma_error_rate"": 0.00372314453125, ""ewma_mean_tracking_rmse_lattice"": 0.013144314020117398, ""ewma_nll"": 0.010156596183819512, ""kalman_brier"": 0.005362656186148593, ""kalman_covariance_tracking_rmse_lattice2"": 0.004482969627240589, ""kalman_error_rate"": 0.0035400390625, ""kalman_mean_tracking_rmse_lattice"": 0.012533203968431106, ""kalman_nll"": 0.010005597277371013, ""observation_samples_per_window"": 256, ""oracle_brier"": 0.0049963949822900925, ""oracle_error_rate"": 0.00299072265625, ""oracle_nll"": 0.009344684507197684, ""scenario_id"": ""correlation_drift"", ""standard_error_rate"": 0.0069580078125, ""static_brier"": 0.01065891591732031, ""static_error_rate"": 0.0062255859375, ""static_minus_ewma_error_rate"": 0.00250244140625, ""static_minus_kalman_error_rate"": 0.002685546875, ""static_nll"": 0.020776796119445336, ""trace_sha256"": ""3d064f212e68d15c1cfad936e172cb94fd84c2ef10e1bf18dd5d1ce6bd456922"", ""window_brier"": 0.005609920709349227, ""window_covariance_tracking_rmse_lattice2"": 0.005555309661628636, ""window_error_rate"": 0.00384521484375, ""window_mean_tracking_rmse_lattice"": 0.015327362030933921, ""window_minus_best_recursive_error_rate"": 0.00030517578125, ""window_nll"": 0.010462029701692983, ""windows"": 32}"
decoder_seed,burst_outlier,decoder_syndrome_level_paired,20263116201,paired_all,trace_sha256,087465ab96023aab64e5e33b10d3b35b4636c4a5f4b7d8f66abbc8298ab9a902,"{""evaluation_samples"": 16384, ""evaluation_seed"": 20263116201, ""ewma_brier"": 0.03644480448151535, ""ewma_covariance_tracking_rmse_lattice2"": 0.005041752696041215, ""ewma_error_rate"": 0.01971435546875, ""ewma_mean_tracking_rmse_lattice"": 0.029754016649564556, ""ewma_nll"": 0.22888644164469873, ""kalman_brier"": 0.0366508860609082, ""kalman_covariance_tracking_rmse_lattice2"": 0.005084286508699187, ""kalman_error_rate"": 0.01971435546875, ""kalman_mean_tracking_rmse_lattice"": 0.033137749412335056, ""kalman_nll"": 0.23089223493738284, ""observation_samples_per_window"": 256, ""oracle_brier"": 0.030236971632597327, ""oracle_error_rate"": 0.0198974609375, ""oracle_nll"": 0.07031186721452377, ""scenario_id"": ""burst_outlier"", ""standard_error_rate"": 0.02008056640625, ""static_brier"": 0.036495242744383816, ""static_error_rate"": 0.02008056640625, ""static_minus_ewma_error_rate"": 0.0003662109375, ""static_minus_kalman_error_rate"": 0.0003662109375, ""static_nll"": 0.1776618191993079, ""trace_sha256"": ""087465ab96023aab64e5e33b10d3b35b4636c4a5f4b7d8f66abbc8298ab9a902"", ""window_brier"": 0.03641734362048879, ""window_covariance_tracking_rmse_lattice2"": 0.005310411203527361, ""window_error_rate"": 0.01953125, ""window_mean_tracking_rmse_lattice"": 0.029738330317876822, ""window_minus_best_recursive_error_rate"": -0.00018310546875, ""window_nll"": 0.22893368881517728, ""windows"": 32}"
decoder_seed,burst_outlier,decoder_syndrome_level_paired,20263116202,paired_all,trace_sha256,50ea4ec0f667369a58c198577b66b4cfe3f999938771502624d31c6db72a52d2,"{""evaluation_samples"": 16384, ""evaluation_seed"": 20263116202, ""ewma_brier"": 0.03281080456567896, ""ewma_covariance_tracking_rmse_lattice2"": 0.004528354396266603, ""ewma_error_rate"": 0.017822265625, ""ewma_mean_tracking_rmse_lattice"": 0.03127669986766802, ""ewma_nll"": 0.1900332370157982, ""kalman_brier"": 0.03289213409175066, ""kalman_covariance_tracking_rmse_lattice2"": 0.004459036706848752, ""kalman_error_rate"": 0.0177001953125, ""kalman_mean_tracking_rmse_lattice"": 0.03418134699554089, ""kalman_nll"": 0.19220433295286893, ""observation_samples_per_window"": 256, ""oracle_brier"": 0.0275868097056559, ""oracle_error_rate"": 0.01751708984375, ""oracle_nll"": 0.06346372837656175, ""scenario_id"": ""burst_outlier"", ""standard_error_rate"": 0.018310546875, ""static_brier"": 0.0329212758436638, ""static_error_rate"": 0.01837158203125, ""static_minus_ewma_error_rate"": 0.00054931640625, ""static_minus_kalman_error_rate"": 0.00067138671875, ""static_nll"": 0.14644829889480945, ""trace_sha256"": ""50ea4ec0f667369a58c198577b66b4cfe3f999938771502624d31c6db72a52d2"", ""window_brier"": 0.03278350136798689, ""window_covariance_tracking_rmse_lattice2"": 0.004835980477172244, ""window_error_rate"": 0.01776123046875, ""window_mean_tracking_rmse_lattice"": 0.03140263565638706, ""window_minus_best_recursive_error_rate"": 6.103515625e-05, ""window_nll"": 0.18967434988340456, ""windows"": 32}"
decoder_seed,burst_outlier,decoder_syndrome_level_paired,20263116203,paired_all,trace_sha256,042d03290fd49ad5e22f77f279fc4da42021d77226225a933f428f7641b91893,"{""evaluation_samples"": 16384, ""evaluation_seed"": 20263116203, ""ewma_brier"": 0.034370650197581835, ""ewma_covariance_tracking_rmse_lattice2"": 0.004487763954496387, ""ewma_error_rate"": 0.01904296875, ""ewma_mean_tracking_rmse_lattice"": 0.032694012890459936, ""ewma_nll"": 0.18908886967914676, ""kalman_brier"": 0.03447927637715944, ""kalman_covariance_tracking_rmse_lattice2"": 0.00433095902999279, ""kalman_error_rate"": 0.0189208984375, ""kalman_mean_tracking_rmse_lattice"": 0.03598091055323681, ""kalman_nll"": 0.19012045655673923, ""observation_samples_per_window"": 256, ""oracle_brier"": 0.028239084343553603, ""oracle_error_rate"": 0.0185546875, ""oracle_nll"": 0.06598828892907968, ""scenario_id"": ""burst_outlier"", ""standard_error_rate"": 0.01904296875, ""static_brier"": 0.03369035147808013, ""static_error_rate"": 0.01947021484375, ""static_minus_ewma_error_rate"": 0.00042724609375, ""static_minus_kalman_error_rate"": 0.00054931640625, ""static_nll"": 0.14340429460984677, ""trace_sha256"": ""042d03290fd49ad5e22f77f279fc4da42021d77226225a933f428f7641b91893"", ""window_brier"": 0.03431893506030593, ""window_covariance_tracking_rmse_lattice2"": 0.004674490859900859, ""window_error_rate"": 0.01898193359375, ""window_mean_tracking_rmse_lattice"": 0.032337952499015, ""window_minus_best_recursive_error_rate"": 6.103515625e-05, ""window_nll"": 0.18996843005350106, ""windows"": 32}"
decoder_seed,burst_outlier,decoder_syndrome_level_paired,20263116204,paired_all,trace_sha256,c86175283db35588aa241eedd740f6c66156999e3209bd9c1f8018d45aa9fecc,"{""evaluation_samples"": 16384, ""evaluation_seed"": 20263116204, ""ewma_brier"": 0.03446959595506307, ""ewma_covariance_tracking_rmse_lattice2"": 0.004752059589036056, ""ewma_error_rate"": 0.01849365234375, ""ewma_mean_tracking_rmse_lattice"": 0.030794702074152403, ""ewma_nll"": 0.21838378420705928, ""kalman_brier"": 0.0345029897646408, ""kalman_covariance_tracking_rmse_lattice2"": 0.004690859629393932, ""kalman_error_rate"": 0.0185546875, ""kalman_mean_tracking_rmse_lattice"": 0.0329976914999012, ""kalman_nll"": 0.22243245754089117, ""observation_samples_per_window"": 256, ""oracle_brier"": 0.028487012411874218, ""oracle_error_rate"": 0.0186767578125, ""oracle_nll"": 0.06569431385818392, ""scenario_id"": ""burst_outlier"", ""standard_error_rate"": 0.01959228515625, ""static_brier"": 0.03516097040818941, ""static_error_rate"": 0.01947021484375, ""static_minus_ewma_error_rate"": 0.0009765625, ""static_minus_kalman_error_rate"": 0.00091552734375, ""static_nll"": 0.15867657229087206, ""trace_sha256"": ""c86175283db35588aa241eedd740f6c66156999e3209bd9c1f8018d45aa9fecc"", ""window_brier"": 0.03448365689944822, ""window_covariance_tracking_rmse_lattice2"": 0.005045378670452507, ""window_error_rate"": 0.01861572265625, ""window_mean_tracking_rmse_lattice"": 0.03148881503832737, ""window_minus_best_recursive_error_rate"": 0.0001220703125, ""window_nll"": 0.21852124369033618, ""windows"": 32}"
decoder_seed,burst_outlier,decoder_syndrome_level_paired,20263116205,paired_all,trace_sha256,4673f3bb75925f86268679844c068483ca4c609a2b6d73c2ba329f2e46fda614,"{""evaluation_samples"": 16384, ""evaluation_seed"": 20263116205, ""ewma_brier"": 0.03384420682036522, ""ewma_covariance_tracking_rmse_lattice2"": 0.004425624142636683, ""ewma_error_rate"": 0.01849365234375, ""ewma_mean_tracking_rmse_lattice"": 0.03367261780295362, ""ewma_nll"": 0.21063400576196376, ""kalman_brier"": 0.03391313782519755, ""kalman_covariance_tracking_rmse_lattice2"": 0.004247520959182409, ""kalman_error_rate"": 0.01849365234375, ""kalman_mean_tracking_rmse_lattice"": 0.036240154286347435, ""kalman_nll"": 0.2128679094753576, ""observation_samples_per_window"": 256, ""oracle_brier"": 0.027665937923683975, ""oracle_error_rate"": 0.0177001953125, ""oracle_nll"": 0.06576598188309617, ""scenario_id"": ""burst_outlier"", ""standard_error_rate"": 0.01873779296875, ""static_brier"": 0.034099286172842504, ""static_error_rate"": 0.01885986328125, ""static_minus_ewma_error_rate"": 0.0003662109375, ""static_minus_kalman_error_rate"": 0.0003662109375, ""static_nll"": 0.1577313474068371, ""trace_sha256"": ""4673f3bb75925f86268679844c068483ca4c609a2b6d73c2ba329f2e46fda614"", ""window_brier"": 0.03387136436210487, ""window_covariance_tracking_rmse_lattice2"": 0.004648347442751783, ""window_error_rate"": 0.0184326171875, ""window_mean_tracking_rmse_lattice"": 0.03504789477584514, ""window_minus_best_recursive_error_rate"": -6.103515625e-05, ""window_nll"": 0.21131482853393885, ""windows"": 32}"
decoder_seed,burst_outlier,decoder_syndrome_level_paired,20263116206,paired_all,trace_sha256,c47913291b43d4b74ba22668216642c565b613969c0aaf7ccecbaff9bc4dde7e,"{""evaluation_samples"": 16384, ""evaluation_seed"": 20263116206, ""ewma_brier"": 0.03442744261292464, ""ewma_covariance_tracking_rmse_lattice2"": 0.004096748597468481, ""ewma_error_rate"": 0.0189208984375, ""ewma_mean_tracking_rmse_lattice"": 0.03310475705571106, ""ewma_nll"": 0.22319466785080597, ""kalman_brier"": 0.03453182087580301, ""kalman_covariance_tracking_rmse_lattice2"": 0.003925714762247084, ""kalman_error_rate"": 0.01885986328125, ""kalman_mean_tracking_rmse_lattice"": 0.036206357041154345, ""kalman_nll"": 0.22629865304384703, ""observation_samples_per_window"": 256, ""oracle_brier"": 0.0278885181180676, ""oracle_error_rate"": 0.01910400390625, ""oracle_nll"": 0.06541673840740468, ""scenario_id"": ""burst_outlier"", ""standard_error_rate"": 0.0189208984375, ""static_brier"": 0.03455120771324585, ""static_error_rate"": 0.01922607421875, ""static_minus_ewma_error_rate"": 0.00030517578125, ""static_minus_kalman_error_rate"": 0.0003662109375, ""static_nll"": 0.16286838409365126, ""trace_sha256"": ""c47913291b43d4b74ba22668216642c565b613969c0aaf7ccecbaff9bc4dde7e"", ""window_brier"": 0.03451467835565064, ""window_covariance_tracking_rmse_lattice2"": 0.004407804586254019, ""window_error_rate"": 0.01904296875, ""window_mean_tracking_rmse_lattice"": 0.03336337242622807, ""window_minus_best_recursive_error_rate"": 0.00018310546875, ""window_nll"": 0.22338152132046918, ""windows"": 32}"
