scenario_id,base_evaluation_seed,evaluation_seed,target_survival,score_threshold,score_auc,trace_sha256,threshold,total_samples,accepted_samples,rejected_samples,survival_fraction,rejection_fraction,raw_error_rate,conditional_error_rate,accepted_failures_per_input,rejected_failure_capture_fraction,rejected_error_rate,truth_upper_conditional_error_rate,truth_upper_accepted_failures_per_input,random_rejection_expected_conditional_error_rate,random_rejection_expected_accepted_failures_per_input,break_even_rejection_penalty,total_cost_penalty_0.00,total_cost_penalty_0.25,total_cost_penalty_0.50,total_cost_penalty_1.00,raw_minus_conditional_error_rate
linear_mean,20261032,20261032,0.98,0.19926100551297787,0.9829157371924977,c791a33a007192104c147277170ba7bb20d6e30d7351ef280ca0869ed73e6066,0.19926100551297787,49152,48521,631,0.9871622721354166,0.012837727864583334,0.0067138671875,0.0029471775107685334,0.0029093424479166665,0.5666666666666667,0.29635499207606975,0.0,0.0,0.0067138671875,0.006627676387627919,0.29635499207606975,0.0029093424479166665,0.0061187744140625,0.009328206380208334,0.0157470703125,0.0037666896767314666
linear_mean,20261032,20261032,0.95,0.04931779639968714,0.9829157371924977,c791a33a007192104c147277170ba7bb20d6e30d7351ef280ca0869ed73e6066,0.04931779639968714,49152,47433,1719,0.96502685546875,0.03497314453125,0.0067138671875,0.0010330360719330424,0.0009969075520833333,0.8515151515151516,0.16346713205351948,0.0,0.0,0.0067138671875,0.0064790621399879456,0.16346713205351948,0.0009969075520833333,0.009740193684895834,0.018483479817708332,0.035970052083333336,0.005680831115566958
linear_mean,20261032,20261032,0.9,0.010223105775464814,0.9829157371924977,c791a33a007192104c147277170ba7bb20d6e30d7351ef280ca0869ed73e6066,0.010223105775464814,49152,45365,3787,0.9229532877604166,0.07704671223958333,0.0067138671875,0.0003967816598699438,0.0003662109375,0.9454545454545454,0.08238711381040402,0.0,0.0,0.0067138671875,0.0061965857942899065,0.08238711381040402,0.0003662109375,0.019627888997395832,0.038889567057291664,0.07741292317708333,0.006317085527630056
linear_mean,20261032,20261032,0.8,0.001548739715154679,0.9829157371924977,c791a33a007192104c147277170ba7bb20d6e30d7351ef280ca0869ed73e6066,0.001548739715154679,49152,40778,8374,0.8296305338541666,0.17036946614583334,0.0067138671875,2.4523027122467997e-05,2.0345052083333332e-05,0.996969696969697,0.03928827322665393,0.0,0.0,0.0067138671875,0.005570029218991597,0.03928827322665393,2.0345052083333332e-05,0.04261271158854167,0.085205078125,0.17038981119791669,0.006689344160377532
linear_mean,20261032,20261032,0.7,0.0004416617253509836,0.9829157371924977,c791a33a007192104c147277170ba7bb20d6e30d7351ef280ca0869ed73e6066,0.0004416617253509836,49152,36080,13072,0.7340494791666666,0.2659505208333333,0.0067138671875,0.0,0.0,1.0,0.025244798041615668,0.0,0.0,0.0067138671875,0.004928310712178548,0.025244798041615668,0.0,0.06648763020833333,0.13297526041666666,0.2659505208333333,0.0067138671875
linear_mean,20261032,20261032,0.5,6.879024060191252e-05,0.9829157371924977,c791a33a007192104c147277170ba7bb20d6e30d7351ef280ca0869ed73e6066,6.879024060191252e-05,49152,26336,22816,0.5358072916666666,0.4641927083333333,0.0067138671875,0.0,0.0,1.0,0.014463534361851332,0.0,0.0,0.0067138671875,0.0035973389943440752,0.014463534361851332,0.0,0.11604817708333333,0.23209635416666666,0.4641927083333333,0.0067138671875
linear_mean,20261033,20261033,0.995,0.4116404297684926,0.9834647515255718,a4011a5da1e2b84ee2ba6c2917cc0be7148008e67d04da078b3f69ee4419fb00,0.4116404297684926,49152,49022,130,0.9973551432291666,0.0026448567708333335,0.006327311197916667,0.005222145159316225,0.005208333333333333,0.17684887459807075,0.4230769230769231,0.0036922198196728,0.0036824544270833335,0.006327311197916667,0.006310576366053687,0.4230769230769231,0.005208333333333333,0.005869547526041666,0.00653076171875,0.007853190104166666,0.0011051660386004417
linear_mean,20261033,20261033,0.99,0.3281971312781853,0.9834647515255718,a4011a5da1e2b84ee2ba6c2917cc0be7148008e67d04da078b3f69ee4419fb00,0.3281971312781853,49152,48885,267,0.99456787109375,0.00543212890625,0.006327311197916667,0.004275340083870308,0.004252115885416667,0.3279742765273312,0.38202247191011235,0.0009000715966042753,0.0008951822916666666,0.006327311197916667,0.006292940427859625,0.38202247191011235,0.004252115885416667,0.005610148111979167,0.006968180338541667,0.009684244791666668,0.002051971114046359
linear_mean,20261033,20261033,0.98,0.19926100551297787,0.9834647515255718,a4011a5da1e2b84ee2ba6c2917cc0be7148008e67d04da078b3f69ee4419fb00,0.19926100551297787,49152,48566,586,0.9880777994791666,0.011922200520833334,0.006327311197916667,0.002738541366388008,0.0027058919270833335,0.572347266881029,0.3037542662116041,0.0,0.0,0.006327311197916667,0.0062518757250573905,0.3037542662116041,0.0027058919270833335,0.005686442057291667,0.0086669921875,0.014628092447916668,0.0035887698315286588
linear_mean,20261033,20261033,0.95,0.04931779639968714,0.9834647515255718,a4011a5da1e2b84ee2ba6c2917cc0be7148008e67d04da078b3f69ee4419fb00,0.04931779639968714,49152,47462,1690,0.9656168619791666,0.034383138020833336,0.006327311197916667,0.0008427794867472925,0.0008138020833333334,0.8713826366559485,0.1603550295857988,0.0,0.0,0.006327311197916667,0.0061097583836979335,0.1603550295857988,0.0008138020833333334,0.009409586588541668,0.01800537109375,0.03519694010416667,0.005484531711169374
linear_mean,20261033,20261033,0.9,0.010223105775464814,0.9834647515255718,a4011a5da1e2b84ee2ba6c2917cc0be7148008e67d04da078b3f69ee4419fb00,0.010223105775464814,49152,45447,3705,0.92462158203125,0.07537841796875,0.006327311197916667,0.0003740620943076551,0.0003458658854166667,0.9453376205787781,0.07935222672064778,0.0,0.0,0.006327311197916667,0.0058503684898217525,0.07935222672064778,0.0003458658854166667,0.019190470377604168,0.038035074869791664,0.07572428385416667,0.005953249103609012
linear_mean,20261033,20261033,0.8,0.001548739715154679,0.9834647515255718,a4011a5da1e2b84ee2ba6c2917cc0be7148008e67d04da078b3f69ee4419fb00,0.001548739715154679,49152,41033,8119,0.8348185221354166,0.16518147786458334,0.006327311197916667,7.311188555552848e-05,6.103515625e-05,0.9903536977491961,0.037935706367779286,0.0,0.0,0.006327311197916667,0.005282156583335664,0.037935706367779286,6.103515625e-05,0.041356404622395836,0.08265177408854167,0.16524251302083334,0.006254199312361139
