row_id,row_schema,layer,cell_base,cell_id,backend,backend_id,cutoff,convergence_role,seed,seed_position,trajectory_id,round_index,terminal_round,action,probe_id,scenario,initial_state,logical_label,rng_namespace,archive_chunk,archive_row_index,density_index,raw_iq_index,heldout_iq_index,heldout_window_sha256,pre_readout_i,pre_readout_q,pre_measurement_g,pre_measurement_e,pre_measurement_f,pre_reset_g,pre_reset_e,pre_reset_f,integrated_i,integrated_q,integrated_i_mean_error,integrated_q_mean_error,raw_log_evidence,raw_reference_log_evidence,raw_within_window_residual,posterior_g,posterior_e,posterior_f,level_g,level_e,level_f,mean_photon,reset_requested,reset_hidden_success,reset_ack,rao_blackwell_reset_success,leakage_resident,leakage_residence_probability,leakage_age,predictive_mean_i,predictive_mean_q,predictive_cov_ii,predictive_cov_iq,predictive_cov_qq,heldout_reference_log_evidence,heldout_proper_score_per_sample,heldout_llr_ge_per_sample,heldout_llr_gf_per_sample,heldout_llr_ef_per_sample,drift_0,drift_1,drift_2,drift_3,drift_4,logical_survival,logical_block_00_real,logical_block_00_imag,logical_block_01_real,logical_block_01_imag,logical_block_10_real,logical_block_10_imag,logical_block_11_real,logical_block_11_imag,density_trace_error,density_hermiticity_frobenius,density_minimum_eigenvalue,density_quantization_frobenius_error,density_quantization_certified_frobenius_bound,density_quantization_trace_distance_bound,posterior_normalization_error,level_normalization_error,reference_posterior_l1_error,reference_log_evidence_error,conservation_pass,exception_type,exception_message
fault|step|c40|A|p0000|r000,PHASE9-FRESH-TWIN-ROUND-LEDGER-V1,fault,fault|step,ab/c40/fault/step,A,PHASE9-BACKEND-A-JOINT-FOCK-QUTRIT-GKSL-V1,40,fresh_cutoff36_40_44_bounded_repair,1800000,0,fault|step|c40|A|p0000,0,False,IDLE,,step,,0,NUMPY_SEEDSEQUENCE_ADDRESSED,repair_c40_fault_step_A__bb24d012c328554c,0,-1,0,0,7ee3b84924c4ee86d757ca9cf791f73970256380bba85885d94e43b67450fbf4,0.0,0.0,0.9870806136886835,0.012435158021620034,0.00048422828969652053,1.0,1.1020239670120722e-19,8.44184950873353e-18,-0.6654111989278816,-0.0410172323185217,0.0,0.0,-14.503106582852002,-14.503106582852002,5.027253875307156,1.0,1.1020239670120722e-19,8.44184950873353e-18,1.0,1.1020239670120722e-19,8.44184950873353e-18,3.6693065349335456,False,False,none,,False,8.44184950873353e-18,0,-0.8284486373170039,0.0005568625331509986,0.06462300038829359,0.00046133200676183974,0.029440081817242822,-18.12588354723565,-2.265735443404456,1.0400106121188424,-4.70795483334632,-5.747965445465162,0.0024288234200251823,-0.00015255219688865292,-0.0005402555345353249,-0.0010393473534301542,-0.0006786501409460411,0.9610759464698002,0.9610736439397048,0.0,-0.0003142119253177097,0.00020230451666573013,-0.0003142119253177097,-0.00020230451666573013,2.3025300954145684e-06,0.0,1.1102230246251565e-16,0.0,-5.135363184334363e-19,,,,0.0,0.0,1.2566692887126714e-32,0.0,True,,
fault|step|c40|A|p0000|r001,PHASE9-FRESH-TWIN-ROUND-LEDGER-V1,fault,fault|step,ab/c40/fault/step,A,PHASE9-BACKEND-A-JOINT-FOCK-QUTRIT-GKSL-V1,40,fresh_cutoff36_40_44_bounded_repair,1800000,0,fault|step|c40|A|p0000,1,False,X,,step,,0,NUMPY_SEEDSEQUENCE_ADDRESSED,repair_c40_fault_step_A__bb24d012c328554c,1,-1,1,1,710ab3630c9367b195241667c6ed6d419a8a9a72ab26f600a3fe1bf2e5b659b1,-0.0005402555345353249,-0.0010393473534301542,0.9876628748898482,0.011853331479327293,0.00048379363082441375,0.9999999999988598,7.125307927400692e-20,1.1402041410683945e-12,-0.6725173814886868,0.25868529761531284,0.0,0.0,-11.465907625856548,-11.465907625856548,3.1208355649896355,0.9999999999988598,7.125307927400692e-20,1.1402041410683945e-12,0.9999999999988598,7.125307927400692e-20,1.1402041410683945e-12,3.5868241713829425,False,False,none,,False,1.1402041410683945e-12,0,-0.829978367433478,-0.00048298467798207835,0.06298287763124613,0.0004614684070546963,0.029439507537338653,-21.503239524544846,-2.6879049405681057,-2.0657926551414985,-5.157975748110581,-3.0921830929690826,0.005071287308743833,0.00035777465538374114,-0.0010071007088233194,-0.002582656853318914,-0.000382663715533194,0.8192263668313167,1.3760230734579821e-05,0.0,0.0004328526800782189,-0.00032336363172164197,0.0004328526800782189,0.00032336363172164197,0.819212606600582,0.0,0.0,0.0,-6.168033448961561e-17,,,,0.0,0.0,2.220446049266469e-16,0.0,True,,
fault|step|c40|A|p0000|r002,PHASE9-FRESH-TWIN-ROUND-LEDGER-V1,fault,fault|step,ab/c40/fault/step,A,PHASE9-BACKEND-A-JOINT-FOCK-QUTRIT-GKSL-V1,40,fresh_cutoff36_40_44_bounded_repair,1800000,0,fault|step|c40|A|p0000,2,False,Z,,step,,0,NUMPY_SEEDSEQUENCE_ADDRESSED,repair_c40_fault_step_A__bb24d012c328554c,2,-1,2,2,ba2d66937c0504dc0be3c134818489af6a7fb81d8451c3f92249f40981076dc0,-0.0010071007088233194,-0.002582656853318914,0.9881677918099714,0.011348793347649008,0.00048341484237953504,0.9999999999999999,6.644077595913241e-18,1.0740249176577604e-16,-0.5954063147093994,-0.032322204182442686,0.0,0.0,-11.159782721098667,-11.159782721098667,3.243471379950726,0.9999999999999999,6.644077595913241e-18,1.0740249176577604e-16,0.9999999999999999,6.644077595913241e-18,1.0740249176577604e-16,3.5112262251979827,False,False,none,,False,1.0740249176577604e-16,0,-0.8313032494017975,-0.002026729784582448,0.06155903824199546,0.00046158410412606136,0.02943900707414118,-6.705259771512184,-0.838157471439023,4.171460725108742,3.4522085308623325,-0.7192521942464092,0.0055473047494843135,0.003714862483053095,0.0025962403831044298,-0.0026138813221079533,-0.000286112779160713,0.7064990747463483,0.7064550313522658,0.0,0.0008129310600977902,-0.0015943290152626661,0.0008129310600977902,0.0015943290152626661,4.404339408248717e-05,0.0,1.1102230246251565e-16,0.0,-1.1429444378311178e-19,,,,0.0,0.0,1.110223024625161e-16,0.0,True,,
fault|step|c40|A|p0000|r003,PHASE9-FRESH-TWIN-ROUND-LEDGER-V1,fault,fault|step,ab/c40/fault/step,A,PHASE9-BACKEND-A-JOINT-FOCK-QUTRIT-GKSL-V1,40,fresh_cutoff36_40_44_bounded_repair,1800000,0,fault|step|c40|A|p0000,3,False,XZ,,step,,0,NUMPY_SEEDSEQUENCE_ADDRESSED,repair_c40_fault_step_A__bb24d012c328554c,3,-1,3,3,b1b013019dd61a531343027df2c9b812ffed7104f736722516b75f9b754997bd,0.0025962403831044298,-0.0026138813221079533,0.9882967281752915,0.011219947749860026,0.0004833240748484456,0.9999999999999986,7.02136735295091e-18,1.455579501574094e-15,-0.5906716289482963,0.032096059628867024,1.1102230246251565e-16,6.938893903907228e-18,-10.52603023341476,-10.52603023341476,2.9442986394791,0.9999999999999986,7.02136735295091e-18,1.455579501574094e-15,0.9999999999999986,7.02136735295091e-18,1.455579501574094e-15,3.5010149952405376,False,False,none,,False,1.455579501574094e-15,0,-0.8279190229785122,-0.0020580586360322405,0.06119519567930633,0.0004616192245085315,0.029438887150128712,-14.761416391725492,-1.8451770489656865,-5.274448809910208,-2.5389267200295516,2.735522089880656,0.005894305504384145,0.003739865424275393,0.008432184803912206,-0.008325020110418696,0.0032603075075597126,0.4029153887543758,0.0003930407910544332,0.0,0.0013991909262511782,-0.0057582483542754,0.0013991909262511782,0.0057582483542754,0.4025223479633214,0.0,0.0,0.0,-1.1173975821416508e-16,,,,0.0,0.0,3.3306690738755727e-16,0.0,True,,
fault|step|c40|A|p0000|r004,PHASE9-FRESH-TWIN-ROUND-LEDGER-V1,fault,fault|step,ab/c40/fault/step,A,PHASE9-BACKEND-A-JOINT-FOCK-QUTRIT-GKSL-V1,40,fresh_cutoff36_40_44_bounded_repair,1800000,0,fault|step|c40|A|p0000,4,False,IDLE,,step,,0,NUMPY_SEEDSEQUENCE_ADDRESSED,repair_c40_fault_step_A__bb24d012c328554c,4,-1,4,4,1597f3155c8cadbdb9d8a3287974d2e3ffe970ce4037476ca583b50abc13ac4f,0.10843218480391222,-0.06832502011041869,0.9887884231416602,0.01072878773275963,0.00048278912558021416,1.0,1.6634771737463077e-26,4.3692492121466e-17,-0.8205330342849155,0.12674722761776103,0.0,0.0,-10.260490598668309,-10.260490598668309,3.0047870089360877,1.0,1.6634771737463077e-26,4.3692492121466e-17,1.0,1.6634771737463077e-26,4.3692492121466e-17,3.4163939139764032,False,False,none,,False,4.3692492121466e-17,0,-0.7229185052936532,-0.06776981261600144,0.05980721493106999,0.00046157213363111783,0.029438180363217974,-14.590588781181772,-1.8238235976477215,5.068138801496611,4.220390667770415,-0.8477481337261956,0.07483228431871519,-0.03703967264272905,0.10665702759345659,-0.06973257767141426,0.042161636740729015,0.4065427021138178,0.4057605309231152,0.0,-0.0028914297733537075,-0.009043969269006625,-0.0028914297733537075,0.009043969269006625,0.0007821711907026427,0.0,2.220446049250313e-16,0.0,-3.9279609747662725e-18,,,,0.0,0.0,1.9721522636552e-31,0.0,True,,
fault|step|c40|A|p0000|r005,PHASE9-FRESH-TWIN-ROUND-LEDGER-V1,fault,fault|step,ab/c40/fault/step,A,PHASE9-BACKEND-A-JOINT-FOCK-QUTRIT-GKSL-V1,40,fresh_cutoff36_40_44_bounded_repair,1800000,0,fault|step|c40|A|p0000,5,False,X,,step,,0,NUMPY_SEEDSEQUENCE_ADDRESSED,repair_c40_fault_step_A__bb24d012c328554c,5,-1,5,5,0a1c55ac87e471a7a2e2009feb65f78b2e24a031baf3a4c8ccb07bcda224c665,0.10665702759345659,-0.06973257767141426,0.9889304585812715,0.010586831029321453,0.00048271038940696085,1.0,3.451040827951184e-25,1.3999654686213739e-23,-0.7707085155204608,-0.2872830524543775,0.0,0.0,-8.00344346268674,-8.00344346268674,1.9344987210199984,1.0,3.451040827951184e-25,1.3999654686213739e-23,1.0,3.451040827951184e-25,1.3999654686213739e-23,3.396889547776412,False,False,none,,False,1.3999654686213739e-23,0,-0.7249350558257008,-0.06917746072359625,0.059405848538238284,0.00046163085917725856,0.02943807633516495,-13.212853313378876,-1.6516066641723595,-6.730949452850135,-2.244530201245757,4.486419251604378,0.07699917479905591,-0.03414699105091477,0.10704709267306327,-0.07148488495682372,0.04176612174405152,0.28363945427825515,0.0047054881976158845,0.0,0.010133999589127269,0.0247524210725457,0.010133999589127269,-0.0247524210725457,0.27893396608063925,0.0,0.0,0.0,-1.8448830690966785e-19,,,,0.0,0.0,5.321867002355591e-38,0.0,True,,
fault|step|c40|A|p0000|r006,PHASE9-FRESH-TWIN-ROUND-LEDGER-V1,fault,fault|step,ab/c40/fault/step,A,PHASE9-BACKEND-A-JOINT-FOCK-QUTRIT-GKSL-V1,40,fresh_cutoff36_40_44_bounded_repair,1800000,0,fault|step|c40|A|p0000,6,False,Z,,step,,0,NUMPY_SEEDSEQUENCE_ADDRESSED,repair_c40_fault_step_A__bb24d012c328554c,6,-1,6,6,1d802d34855feedca65a053c30dbaae5e5d39413099c44f5f3b1b053bb8af557,0.10704709267306327,-0.07148488495682372,0.9891458972202231,0.010371574360951895,0.0004825284188249755,0.9999999999962169,1.7283861257572583e-16,3.782905878293343e-12,-0.4306048666873027,0.11909336773678955,0.0,0.0,-8.640958905637858,-8.640958905637856,1.5419319166416283,0.9999999999962169,1.7283861257572583e-16,3.782905878293343e-12,0.9999999999962169,1.7283861257572583e-16,3.782905878293343e-12,3.363963233896807,False,False,none,,False,3.782905878293343e-12,0,-0.7249110817573173,-0.07092997727517499,0.058796969215867446,0.00046165998180186535,0.029437835911360878,-13.612318831499591,-1.7015398539374489,-3.5822066516455333,-1.3666967641252716,2.2155098875202617,0.0754612875442111,-0.029893557579788822,0.10841145049857877,-0.07198974374347303,0.04031538948067535,0.23574191377557221,0.2322830445730835,0.0,-0.010098075262855607,0.017287516921504775,-0.010098075262855607,-0.017287516921504775,0.0034588692024887274,0.0,0.0,0.0,-4.1905103353719465e-19,,,,0.0,0.0,5.551115123246962e-16,1.7763568394002505e-15,True,,
fault|step|c40|A|p0000|r007,PHASE9-FRESH-TWIN-ROUND-LEDGER-V1,fault,fault|step,ab/c40/fault/step,A,PHASE9-BACKEND-A-JOINT-FOCK-QUTRIT-GKSL-V1,40,fresh_cutoff36_40_44_bounded_repair,1800000,0,fault|step|c40|A|p0000,7,False,XZ,,step,,0,NUMPY_SEEDSEQUENCE_ADDRESSED,repair_c40_fault_step_A__bb24d012c328554c,7,-1,7,7,d96cda0cfbd4e06b41e4f181ea5d9b6564c0aec1de67bea2f9dabf34f98202c8,0.10841145049857877,-0.07198974374347303,0.9888495694888128,0.010667519804412556,0.00048291070677463965,1.0,3.0861609697916316e-32,7.709398250516146e-20,-1.0440367526883432,0.12948751549933482,0.0,0.0,-16.684622821054646,-16.684622821054646,5.262821120301211,1.0,3.0861609697916316e-32,7.709398250516146e-20,1.0,3.0861609697916316e-32,7.709398250516146e-20,3.4328004317079563,False,False,none,,False,7.709398250516146e-20,0,-0.7230432917331613,-0.07143439643068218,0.059634108634705765,0.00046174615680559376,0.029438340999071635,-16.422059124845134,-2.0527573906056418,7.186737145350385,4.221542938093288,-2.9651942072570963,0.07676117180031186,-0.025563430393882824,0.11055037008438902,-0.06950301333251964,0.041361629677880575,0.14792201417898176,0.005417515303586374,0.0,-0.01736052474191813,-0.014156313019078156,-0.01736052474191813,0.014156313019078156,0.1425044988753954,0.0,0.0,0.0,-1.8257254469566804e-17,,,,0.0,0.0,3.731489267253335e-34,0.0,True,,
fault|step|c40|A|p0000|r008,PHASE9-FRESH-TWIN-ROUND-LEDGER-V1,fault,fault|step,ab/c40/fault/step,A,PHASE9-BACKEND-A-JOINT-FOCK-QUTRIT-GKSL-V1,40,fresh_cutoff36_40_44_bounded_repair,1800000,0,fault|step|c40|A|p0000,8,False,IDLE,,step,,0,NUMPY_SEEDSEQUENCE_ADDRESSED,repair_c40_fault_step_A__bb24d012c328554c,8,-1,8,8,fc00e470ad81c41941337e920ce17632945b6b409861e1bf9ec9a4f9d3b95111,0.11055037008438902,-0.06950301333251964,0.9892875260303561,0.010230102562251915,0.0004823714073920906,1.0,3.211216087043347e-28,2.275262358327297e-20,-0.8844740861710895,-0.01490504171739114,1.1102230246251565e-16,0.0,-12.783812239751235,-12.783812239751237,4.329971406767403,1.0,3.211216087043347e-28,2.275262358327297e-20,1.0,3.211216087043347e-28,2.275262358327297e-20,3.3513960127703704,False,False,none,,False,2.275262358327297e-20,0,-0.7216484398634995,-0.06894828621401874,0.058396627379477414,0.0004616432478622737,0.02943762846410004,-17.159311712417523,-2.1449139640521904,-0.6151841438020274,-5.128989897134333,-4.5138057533323055,0.07531418891416171,-0.026142201720091792,0.10671846262390548,-0.06822295021527322,0.03843912764049131,0.1627817703285433,0.1560768854703957,0.0,0.02117718050886509,-0.013752510613815157,0.02117718050886509,0.013752510613815157,0.006704884858147611,0.0,0.0,0.0,-6.7582779403160154e-18,,,,0.0,0.0,1.2638915479764834e-34,1.7763568394002505e-15,True,,
fault|step|c40|A|p0000|r009,PHASE9-FRESH-TWIN-ROUND-LEDGER-V1,fault,fault|step,ab/c40/fault/step,A,PHASE9-BACKEND-A-JOINT-FOCK-QUTRIT-GKSL-V1,40,fresh_cutoff36_40_44_bounded_repair,1800000,0,fault|step|c40|A|p0000,9,False,X,,step,,0,NUMPY_SEEDSEQUENCE_ADDRESSED,repair_c40_fault_step_A__bb24d012c328554c,9,-1,9,9,613e4be318e25e91db91ed391ed762a83652d39d5b0fd55e3ff423ffbd87c28a,0.10671846262390548,-0.06822295021527322,0.9891762094133721,0.010341281637662443,0.0004825089489654535,1.0,1.2961154299768161e-21,4.966520388743759e-21,-0.6308018753823709,-0.2420792643127193,0.0,0.0,-11.427459008223451,-11.427459008223451,3.5539946974449457,1.0,1.2961154299768161e-21,4.966520388743759e-21,1.0,1.2961154299768161e-21,4.966520388743759e-21,3.3799583362491292,False,False,none,,False,4.966520388743759e-21,0,-0.7252912259854477,-0.06766806492396296,0.05871126534453956,0.0004616699384369692,0.0294378101873203,-12.610758549366475,-1.5763448186708093,-6.544365462365703,-3.1728885060221614,3.3714769563435416,0.0769445224662145,-0.027039863956890776,0.11019892512702963,-0.06951289218983862,0.03919333389953529,0.12662930828509644,0.0173752557144919,0.0,0.0358420345667591,0.006488937722646104,0.0358420345667591,-0.006488937722646104,0.10925405257060455,0.0,0.0,0.0,-8.198932260590583e-18,,,,0.0,0.0,2.0124463286077562e-35,0.0,True,,
