round,cumulative_ler
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.05263157894736842
20,0.05
21,0.09523809523809523
22,0.09090909090909091
23,0.13043478260869565
24,0.125
25,0.12
26,0.15384615384615385
27,0.18518518518518517
28,0.21428571428571427
29,0.27586206896551724
30,0.26666666666666666
31,0.25806451612903225
32,0.25
33,0.24242424242424243
34,0.23529411764705882
35,0.22857142857142856
36,0.2222222222222222
37,0.21621621621621623
38,0.23684210526315788
39,0.23076923076923078
40,0.225
41,0.21951219512195122
42,0.21428571428571427
43,0.20930232558139536
44,0.20454545454545456
45,0.2
46,0.1956521739130435
47,0.19148936170212766
48,0.1875
49,0.1836734693877551
50,0.18
51,0.17647058823529413
52,0.17307692307692307
53,0.16981132075471697
54,0.18518518518518517
55,0.18181818181818182
56,0.17857142857142858
57,0.19298245614035087
58,0.1896551724137931
59,0.1864406779661017
60,0.18333333333333332
61,0.18032786885245902
62,0.1935483870967742
63,0.19047619047619047
64,0.1875
65,0.2
66,0.19696969696969696
67,0.19402985074626866
68,0.22058823529411764
69,0.21739130434782608
70,0.22857142857142856
71,0.22535211267605634
72,0.2361111111111111
73,0.2602739726027397
74,0.25675675675675674
75,0.25333333333333335
76,0.2631578947368421
77,0.2597402597402597
78,0.2692307692307692
79,0.26582278481012656
80,0.275
81,0.2716049382716049
82,0.2682926829268293
83,0.27710843373493976
84,0.2976190476190476
85,0.3176470588235294
86,0.32558139534883723
87,0.3218390804597701
88,0.3181818181818182
89,0.3146067415730337
90,0.3111111111111111
91,0.3076923076923077
92,0.30434782608695654
93,0.3010752688172043
94,0.2978723404255319
95,0.29473684210526313
96,0.2916666666666667
97,0.28865979381443296
98,0.2857142857142857
99,0.29292929292929293
100,0.3
101,0.297029702970297
102,0.30392156862745096
103,0.30097087378640774
104,0.2980769230769231
105,0.29523809523809524
106,0.3018867924528302
107,0.308411214953271
108,0.3148148148148148
109,0.3119266055045872
110,0.3090909090909091
111,0.3153153153153153
112,0.33035714285714285
113,0.336283185840708
114,0.3333333333333333
115,0.33043478260869563
116,0.3275862068965517
117,0.3247863247863248
118,0.3220338983050847
119,0.31932773109243695
120,0.31666666666666665
121,0.3140495867768595
122,0.3114754098360656
123,0.3089430894308943
124,0.3064516129032258
125,0.304
126,0.30158730158730157
127,0.2992125984251969
128,0.296875
129,0.29457364341085274
130,0.2923076923076923
131,0.2900763358778626
132,0.2878787878787879
133,0.2857142857142857
134,0.2835820895522388
135,0.2814814814814815
136,0.2867647058823529
137,0.291970802919708
138,0.2898550724637681
139,0.2949640287769784
140,0.3
141,0.3049645390070922
142,0.30985915492957744
143,0.32167832167832167
144,0.3263888888888889
145,0.3310344827586207
146,0.3356164383561644
147,0.3469387755102041
148,0.35135135135135137
149,0.348993288590604
