round,cumulative_ler
1,0.0
2,0.0
3,0.3333333333333333
4,0.25
5,0.4
6,0.5
7,0.42857142857142855
8,0.375
9,0.4444444444444444
10,0.4
11,0.36363636363636365
12,0.3333333333333333
13,0.38461538461538464
14,0.42857142857142855
15,0.4666666666666667
16,0.5
17,0.47058823529411764
18,0.5555555555555556
19,0.5789473684210527
20,0.55
21,0.5238095238095238
22,0.5
23,0.4782608695652174
24,0.4583333333333333
25,0.44
26,0.46153846153846156
27,0.48148148148148145
28,0.5
29,0.5172413793103449
30,0.5333333333333333
31,0.5161290322580645
32,0.5
33,0.5151515151515151
34,0.5
35,0.4857142857142857
36,0.4722222222222222
37,0.4594594594594595
38,0.47368421052631576
39,0.48717948717948717
40,0.475
41,0.4634146341463415
42,0.4523809523809524
43,0.4418604651162791
44,0.4318181818181818
45,0.4444444444444444
46,0.4782608695652174
47,0.46808510638297873
48,0.4583333333333333
49,0.4489795918367347
50,0.44
51,0.45098039215686275
52,0.46153846153846156
53,0.4528301886792453
54,0.4444444444444444
55,0.43636363636363634
56,0.4642857142857143
57,0.47368421052631576
58,0.4827586206896552
59,0.4915254237288136
60,0.48333333333333334
61,0.4918032786885246
62,0.4838709677419355
63,0.49206349206349204
64,0.5
65,0.49230769230769234
66,0.5
67,0.4925373134328358
68,0.5147058823529411
69,0.5072463768115942
70,0.5
71,0.49295774647887325
72,0.4861111111111111
73,0.4931506849315068
74,0.5
75,0.49333333333333335
76,0.5131578947368421
77,0.5194805194805194
78,0.5256410256410257
79,0.5189873417721519
80,0.5125
81,0.5061728395061729
82,0.5
83,0.4939759036144578
84,0.5
85,0.49411764705882355
86,0.4883720930232558
87,0.4827586206896552
88,0.48863636363636365
89,0.4943820224719101
90,0.4888888888888889
91,0.4835164835164835
92,0.4891304347826087
93,0.4946236559139785
94,0.5
95,0.5157894736842106
96,0.5104166666666666
97,0.5154639175257731
98,0.5102040816326531
99,0.5050505050505051
100,0.51
101,0.504950495049505
102,0.5098039215686274
103,0.5145631067961165
104,0.5288461538461539
105,0.5428571428571428
106,0.5471698113207547
107,0.5514018691588785
108,0.5462962962962963
109,0.5412844036697247
110,0.5363636363636364
111,0.5405405405405406
112,0.5446428571428571
113,0.5486725663716814
114,0.543859649122807
115,0.5391304347826087
116,0.5344827586206896
117,0.5299145299145299
118,0.5338983050847458
119,0.5294117647058824
120,0.525
121,0.5289256198347108
122,0.5409836065573771
123,0.5365853658536586
124,0.5483870967741935
125,0.552
126,0.5634920634920635
127,0.5748031496062992
128,0.5703125
129,0.5658914728682171
130,0.5769230769230769
131,0.5801526717557252
132,0.5757575757575758
133,0.5714285714285714
134,0.582089552238806
135,0.5851851851851851
136,0.5808823529411765
137,0.5912408759124088
138,0.6014492753623188
139,0.6115107913669064
140,0.6071428571428571
141,0.6028368794326241
142,0.5985915492957746
143,0.5944055944055944
144,0.5902777777777778
145,0.5862068965517241
146,0.5821917808219178
147,0.5782312925170068
