round,cumulative_ler
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.1
11,0.09090909090909091
12,0.08333333333333333
13,0.07692307692307693
14,0.14285714285714285
15,0.2
16,0.25
17,0.23529411764705882
18,0.2222222222222222
19,0.2631578947368421
20,0.3
21,0.3333333333333333
22,0.36363636363636365
23,0.391304347826087
24,0.375
25,0.36
26,0.34615384615384615
27,0.37037037037037035
28,0.35714285714285715
29,0.3448275862068966
30,0.3333333333333333
31,0.3225806451612903
32,0.3125
33,0.30303030303030304
34,0.29411764705882354
35,0.2857142857142857
36,0.2777777777777778
37,0.2972972972972973
38,0.3157894736842105
39,0.3333333333333333
40,0.35
41,0.36585365853658536
42,0.38095238095238093
43,0.3953488372093023
44,0.38636363636363635
45,0.4222222222222222
46,0.43478260869565216
47,0.44680851063829785
48,0.4375
49,0.42857142857142855
50,0.42
51,0.4117647058823529
52,0.40384615384615385
53,0.39622641509433965
54,0.3888888888888889
55,0.38181818181818183
56,0.375
57,0.3684210526315789
58,0.3620689655172414
59,0.3559322033898305
60,0.35
61,0.36065573770491804
62,0.3548387096774194
63,0.3492063492063492
64,0.359375
65,0.38461538461538464
66,0.3787878787878788
67,0.373134328358209
68,0.36764705882352944
69,0.36231884057971014
70,0.35714285714285715
71,0.352112676056338
72,0.3472222222222222
73,0.3424657534246575
74,0.33783783783783783
75,0.3333333333333333
76,0.32894736842105265
77,0.3246753246753247
78,0.32051282051282054
79,0.31645569620253167
80,0.3125
81,0.32098765432098764
82,0.3170731707317073
83,0.3253012048192771
84,0.32142857142857145
85,0.32941176470588235
86,0.32558139534883723
87,0.3218390804597701
88,0.32954545454545453
89,0.3258426966292135
90,0.32222222222222224
91,0.31868131868131866
92,0.31521739130434784
93,0.3333333333333333
94,0.3404255319148936
95,0.35789473684210527
96,0.3645833333333333
97,0.3711340206185567
98,0.3673469387755102
99,0.36363636363636365
100,0.36
101,0.3564356435643564
102,0.35294117647058826
103,0.34951456310679613
104,0.34615384615384615
105,0.3523809523809524
106,0.3584905660377358
107,0.3644859813084112
108,0.37037037037037035
109,0.3761467889908257
110,0.37272727272727274
111,0.3783783783783784
112,0.375
113,0.37168141592920356
114,0.3684210526315789
115,0.3652173913043478
116,0.3620689655172414
117,0.36752136752136755
118,0.3644067796610169
119,0.36134453781512604
120,0.35833333333333334
121,0.36363636363636365
122,0.36065573770491804
123,0.36585365853658536
124,0.3709677419354839
125,0.384
126,0.3888888888888889
127,0.3858267716535433
128,0.3828125
129,0.3875968992248062
130,0.3923076923076923
131,0.3969465648854962
132,0.4015151515151515
133,0.40601503759398494
134,0.40298507462686567
135,0.4
136,0.40441176470588236
137,0.40875912408759124
138,0.4057971014492754
139,0.4172661870503597
140,0.42142857142857143
141,0.425531914893617
142,0.4225352112676056
143,0.42657342657342656
144,0.4375
145,0.4482758620689655
146,0.4520547945205479
147,0.4557823129251701
