round,cumulative_ler
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.125
9,0.1111111111111111
10,0.1
11,0.09090909090909091
12,0.08333333333333333
13,0.07692307692307693
14,0.07142857142857142
15,0.06666666666666667
16,0.125
17,0.17647058823529413
18,0.16666666666666666
19,0.15789473684210525
20,0.15
21,0.23809523809523808
22,0.22727272727272727
23,0.2608695652173913
24,0.25
25,0.28
26,0.2692307692307692
27,0.25925925925925924
28,0.25
29,0.2413793103448276
30,0.23333333333333334
31,0.22580645161290322
32,0.21875
33,0.21212121212121213
34,0.20588235294117646
35,0.2
36,0.2222222222222222
37,0.24324324324324326
38,0.23684210526315788
39,0.23076923076923078
40,0.25
41,0.2682926829268293
42,0.2619047619047619
43,0.2558139534883721
44,0.25
45,0.24444444444444444
46,0.2608695652173913
47,0.2553191489361702
48,0.25
49,0.24489795918367346
50,0.24
51,0.2549019607843137
52,0.2692307692307692
53,0.2641509433962264
54,0.2777777777777778
55,0.2727272727272727
56,0.26785714285714285
57,0.2807017543859649
58,0.27586206896551724
59,0.2711864406779661
60,0.26666666666666666
61,0.26229508196721313
62,0.25806451612903225
63,0.25396825396825395
64,0.25
65,0.24615384615384617
66,0.24242424242424243
67,0.23880597014925373
68,0.23529411764705882
69,0.2318840579710145
70,0.24285714285714285
71,0.2535211267605634
72,0.25
73,0.273972602739726
74,0.2972972972972973
75,0.32
76,0.3157894736842105
77,0.3246753246753247
78,0.3333333333333333
79,0.34177215189873417
80,0.3375
81,0.3333333333333333
82,0.34146341463414637
83,0.3493975903614458
84,0.35714285714285715
85,0.3764705882352941
86,0.37209302325581395
87,0.367816091954023
88,0.36363636363636365
89,0.3595505617977528
90,0.35555555555555557
91,0.3516483516483517
92,0.34782608695652173
93,0.34408602150537637
94,0.35106382978723405
95,0.3473684210526316
96,0.3541666666666667
97,0.35051546391752575
98,0.3469387755102041
99,0.35353535353535354
100,0.35
101,0.3465346534653465
102,0.3431372549019608
103,0.33980582524271846
104,0.33653846153846156
105,0.3333333333333333
106,0.330188679245283
107,0.32710280373831774
108,0.32407407407407407
109,0.3302752293577982
110,0.34545454545454546
111,0.34234234234234234
112,0.3392857142857143
113,0.336283185840708
114,0.3333333333333333
115,0.33043478260869563
116,0.3275862068965517
117,0.3247863247863248
118,0.3305084745762712
119,0.3277310924369748
120,0.3333333333333333
121,0.3305785123966942
122,0.3360655737704918
123,0.34146341463414637
124,0.3387096774193548
125,0.336
126,0.3333333333333333
127,0.33070866141732286
128,0.328125
129,0.3333333333333333
130,0.33076923076923076
131,0.3282442748091603
132,0.3333333333333333
133,0.3308270676691729
134,0.3283582089552239
135,0.32592592592592595
136,0.3235294117647059
137,0.3284671532846715
138,0.32608695652173914
139,0.3237410071942446
140,0.32142857142857145
141,0.3191489361702128
142,0.323943661971831
143,0.32167832167832167
144,0.3194444444444444
145,0.31724137931034485
146,0.3150684931506849
147,0.3129251700680272
