seed,seed_category,full_mean_ler,gated_v5_mean_ler,baseline_gap_gv5_minus_full,full_max_delta_b_norm,full_max_committed_b_norm,gated_v5_max_delta_b_norm,gated_v5_max_committed_b_norm,full_instability,gated_v5_instability,t54_rows_full,t54_rows_gated_v5,i1_mean_gap_minus_baseline,i1_verdict,t55_n_scenarios
20260425,quiet,0.6625968954793279,0.6635034122356245,0.0009065167562966048,0.008809384472408203,0.021162353335081957,0.03388437228200247,0.016482336002959463,False,False,8,8,0.163289,harmful,4
20260427,classic,0.6539845784505209,0.5086322021484375,-0.14535237630208342,0.016151414679847268,0.08782839050001534,0.14745959426477895,0.7389653830602737,False,True,8,8,0.287166,harmful,4
20260428,classic,0.6005233244114496,0.5215257666342235,-0.07899755777722617,0.02698898757187755,0.2006488947594322,0.16970562748477142,0.6347555558484029,False,True,4,4,0.057395,harmful,4
20260429,classic,0.631455864353514,0.5035074988570118,-0.12794836549650213,0.028354391778409094,0.2009455549614431,0.16970562748477142,0.8726964725964433,False,True,4,4,0.322245,harmful,4
20260430,classic,0.6629127138274781,0.4921361550328876,-0.17077655879459047,0.008786008075408578,0.021950234791097555,0.16970562748477142,0.8729286884864241,False,True,4,4,-0.024372,mixed_or_no_clear_effect,4
20260510,universal,0.4924942846773228,0.4885409646605314,-0.0039533200167914395,0.16970562748477142,0.8757710996175265,0.16970562748477142,0.8757815520850881,True,True,8,8,-0.035533,helpful,4
