row_id,row_schema,layer,cell_base,cell_id,backend,backend_id,cutoff,convergence_role,seed,seed_position,trajectory_id,round_index,terminal_round,action,probe_id,scenario,initial_state,logical_label,rng_namespace,archive_chunk,archive_row_index,density_index,raw_iq_index,heldout_iq_index,heldout_window_sha256,pre_readout_i,pre_readout_q,pre_measurement_g,pre_measurement_e,pre_measurement_f,pre_reset_g,pre_reset_e,pre_reset_f,integrated_i,integrated_q,integrated_i_mean_error,integrated_q_mean_error,raw_log_evidence,raw_reference_log_evidence,raw_within_window_residual,posterior_g,posterior_e,posterior_f,level_g,level_e,level_f,mean_photon,reset_requested,reset_hidden_success,reset_ack,rao_blackwell_reset_success,leakage_resident,leakage_residence_probability,leakage_age,predictive_mean_i,predictive_mean_q,predictive_cov_ii,predictive_cov_iq,predictive_cov_qq,heldout_reference_log_evidence,heldout_proper_score_per_sample,heldout_llr_ge_per_sample,heldout_llr_gf_per_sample,heldout_llr_ef_per_sample,drift_0,drift_1,drift_2,drift_3,drift_4,logical_survival,logical_block_00_real,logical_block_00_imag,logical_block_01_real,logical_block_01_imag,logical_block_10_real,logical_block_10_imag,logical_block_11_real,logical_block_11_imag,density_trace_error,density_hermiticity_frobenius,density_minimum_eigenvalue,density_quantization_frobenius_error,density_quantization_certified_frobenius_bound,density_quantization_trace_distance_bound,posterior_normalization_error,level_normalization_error,reference_posterior_l1_error,reference_log_evidence_error,conservation_pass,exception_type,exception_message
fault|step|c28|A|p0000|r000,PHASE9-FRESH-TWIN-ROUND-LEDGER-V1,fault,fault|step,ab/c28/fault/step,A,PHASE9-BACKEND-A-JOINT-FOCK-QUTRIT-GKSL-V1,28,high_cutoff_state_design_pilot,1430000,0,fault|step|c28|A|p0000,0,False,IDLE,,step,,0,NUMPY_SEEDSEQUENCE_ADDRESSED,pilot_c28_fault_step_A__ffb08170efd06944,0,-1,0,0,b7dbdebb9b3b302763789b48504d25d54696fa629dc5bda4a463f0b96f6bccaa,0.0,0.0,0.9879735856239531,0.011542814671833308,0.0004835997042136877,0.9999999999999998,5.657602043142305e-23,1.9072184377880184e-16,-0.7924551107897594,0.13101587981010798,0.0,0.0,-11.74849501804887,-11.74849501804887,3.8805764552668527,0.9999999999999998,5.657602043142305e-23,1.9072184377880184e-16,0.9999999999999998,5.657602043142305e-23,1.9072184377880184e-16,3.600181895198553,False,False,none,,False,1.9072184377880184e-16,0,-0.8299661553093017,0.0005561396598457409,0.062106780254801625,0.0004615770952971924,0.029439251317501348,-13.355530556178191,-1.669441319522274,-5.543054473208712,-0.764447441926646,4.778607031282066,0.000691062684797511,0.0005919597821701197,0.0027634043761225334,0.00015889978518986218,-9.207565906450683e-05,0.9659834870535723,0.9659802445136494,0.0,0.0004961484275841177,-0.000569938146787268,0.0004961484275841177,0.000569938146787268,3.242539923028819e-06,0.0,1.1102230246251565e-16,0.0,-2.6827847784555526e-17,,,,0.0,0.0,2.220446049250321e-16,0.0,True,,
fault|step|c28|A|p0000|r001,PHASE9-FRESH-TWIN-ROUND-LEDGER-V1,fault,fault|step,ab/c28/fault/step,A,PHASE9-BACKEND-A-JOINT-FOCK-QUTRIT-GKSL-V1,28,high_cutoff_state_design_pilot,1430000,0,fault|step|c28|A|p0000,1,False,X,,step,,0,NUMPY_SEEDSEQUENCE_ADDRESSED,pilot_c28_fault_step_A__ffb08170efd06944,1,-1,1,1,4d5192fe0da7d35acc5420f9fad00557854f245bca901ba925a5cf0e15076074,0.0027634043761225334,0.00015889978518986218,0.9883359642723901,0.011180716526548218,0.0004833192010616524,1.0,2.4901597528841886e-26,3.851912154525163e-23,-0.9200738677242316,-0.15848160314920817,0.0,2.7755575615628914e-17,-8.76373380918533,-8.76373380918533,2.4254034572466177,1.0,2.4901597528841886e-26,3.851912154525163e-23,1.0,2.4901597528841886e-26,3.851912154525163e-23,3.5345207150583615,False,False,none,,False,3.851912154525163e-23,0,-0.8278185562078431,0.0007147168664107624,0.06108440862972873,0.0004616516410465125,0.029438880710776258,-12.252385473521763,-1.5315481841902203,-5.237384711732803,-1.737257639029579,3.500127072703224,0.0003167076616796254,-0.0035320813494869006,0.006169699082662346,0.001723377863402455,0.0023221283815129286,0.8258695711125641,1.5601609464003752e-05,0.0,0.0016088063608303798,-0.00010445056713846834,0.0016088063608303798,0.00010445056713846834,0.8258539695031001,0.0,0.0,0.0,-3.0269501393516454e-17,,,,0.0,0.0,2.057488195642145e-37,0.0,True,,
fault|step|c28|A|p0000|r002,PHASE9-FRESH-TWIN-ROUND-LEDGER-V1,fault,fault|step,ab/c28/fault/step,A,PHASE9-BACKEND-A-JOINT-FOCK-QUTRIT-GKSL-V1,28,high_cutoff_state_design_pilot,1430000,0,fault|step|c28|A|p0000,2,False,Z,,step,,0,NUMPY_SEEDSEQUENCE_ADDRESSED,pilot_c28_fault_step_A__ffb08170efd06944,2,-1,2,2,46834a7360b08613c3a9741dadc51257d74457400619ce1bcb1b0a065cba01c0,0.006169699082662346,0.001723377863402455,0.9886746936798345,0.01084228993726811,0.00048301638289738384,1.0,9.767744877987923e-32,2.2387780216431653e-23,-1.1270378981745073,-0.014991318402853865,2.220446049250313e-16,3.469446951953614e-18,-14.826552927159105,-14.826552927159105,4.8191976336504325,1.0,9.767744877987923e-32,2.2387780216431653e-23,1.0,9.767744877987923e-32,2.2387780216431653e-23,3.471657163218431,False,False,none,,False,2.2387780216431653e-23,0,-0.8249878440985191,0.0022788467037344463,0.06012815907637915,0.00046168211664403795,0.02943848062074921,-17.175749311720303,-2.146968663965038,-0.7388140434123214,-3.586763487870921,-2.8479494444585995,-0.00012916040961532388,-0.0016759040400139212,0.0061205991696009505,0.0002855609628097062,0.004099055840892476,0.7103905826854297,0.7103443594578571,0.0,-1.230883865960467e-05,-0.001798599632282562,-1.230883865960467e-05,0.001798599632282562,4.622322757248154e-05,0.0,0.0,0.0,-6.8830683958424214e-18,,,,0.0,0.0,2.321601352288992e-37,0.0,True,,
fault|step|c28|A|p0000|r003,PHASE9-FRESH-TWIN-ROUND-LEDGER-V1,fault,fault|step,ab/c28/fault/step,A,PHASE9-BACKEND-A-JOINT-FOCK-QUTRIT-GKSL-V1,28,high_cutoff_state_design_pilot,1430000,0,fault|step|c28|A|p0000,3,False,XZ,,step,,0,NUMPY_SEEDSEQUENCE_ADDRESSED,pilot_c28_fault_step_A__ffb08170efd06944,3,-1,3,3,22e272f01de99b27b8d27db9689b9c31136dffb83b8a200fdba0a5560436d06a,0.0061205991696009505,0.0002855609628097062,0.9886799175450416,0.01083703094379267,0.00048305151116576886,0.9999999999997187,7.513228616226992e-15,2.738174938872767e-13,-0.4683798917961204,0.07838889360022652,0.0,1.3877787807814457e-17,-12.065561714756628,-12.065561714756628,3.014022616591408,0.9999999999997187,7.513228616226992e-15,2.738174938872767e-13,0.9999999999997187,7.513228616226992e-15,2.738174938872767e-13,3.471254501762131,False,False,none,,False,2.738174938872767e-13,0,-0.8250458544414605,0.0008410702006503404,0.06011332167479378,0.0004617206431641836,0.0294385270330034,-18.57299090744681,-2.321623863430851,-8.311452595813137,-1.3069617225983663,7.00449087321477,0.00027847153722721646,0.0005074200406998061,0.008097179110597152,-0.0016535889743242958,0.00571435733000674,0.4046062366274142,0.00038621941753660814,0.0,0.001020759781799409,-0.005856702122744636,0.001020759781799409,0.005856702122744636,0.4042200172098776,0.0,0.0,0.0,-6.969504062233432e-19,,,,0.0,0.0,6.661338147752738e-16,0.0,True,,
fault|step|c28|A|p0000|r004,PHASE9-FRESH-TWIN-ROUND-LEDGER-V1,fault,fault|step,ab/c28/fault/step,A,PHASE9-BACKEND-A-JOINT-FOCK-QUTRIT-GKSL-V1,28,high_cutoff_state_design_pilot,1430000,0,fault|step|c28|A|p0000,4,False,IDLE,,step,,0,NUMPY_SEEDSEQUENCE_ADDRESSED,pilot_c28_fault_step_A__ffb08170efd06944,4,-1,4,4,a9074cc7027f4cfc9e25b2a3cf1debe550981e12ca75eaeefbd40c4b97ad8594,0.10809717911059716,-0.0616535889743243,0.9890753578050222,0.01044203913984578,0.00048260305513203356,1.0,5.669640933728505e-30,1.0814898046857806e-21,-0.9556646415778479,-0.0325581071572979,0.0,6.938893903907228e-18,-13.517055452259342,-13.517055452259342,4.487529989669187,1.0,5.669640933728505e-30,1.0814898046857806e-21,1.0,5.669640933728505e-30,1.0814898046857806e-21,3.3939093332652885,False,False,none,,False,1.0814898046857806e-21,0,-0.7237411417548029,-0.06109859546092246,0.05899632723249903,0.0004616648722793742,0.029437934522612196,-21.009251666906938,-2.626156458363367,0.6777833325536315,-4.433219573846367,-5.111002906399999,0.07024260835800841,-0.03673048661620702,0.10408485881133167,-0.06075868761768678,0.043868997723904235,0.4081758048169645,0.40743179584729444,0.0,-0.002349026429155695,-0.008872204066054101,-0.002349026429155695,0.008872204066054101,0.0007440089696701496,0.0,1.1102230246251565e-16,0.0,-5.390653399720556e-17,,,,0.0,0.0,9.403954967727623e-37,0.0,True,,
fault|step|c28|A|p0000|r005,PHASE9-FRESH-TWIN-ROUND-LEDGER-V1,fault,fault|step,ab/c28/fault/step,A,PHASE9-BACKEND-A-JOINT-FOCK-QUTRIT-GKSL-V1,28,high_cutoff_state_design_pilot,1430000,0,fault|step|c28|A|p0000,5,False,X,,step,,0,NUMPY_SEEDSEQUENCE_ADDRESSED,pilot_c28_fault_step_A__ffb08170efd06944,5,-1,5,5,e81b3ed0199346e11063ea0f18cbecb02f088dcfd9f9653f11abe9556afa1f28,0.10408485881133167,-0.06075868761768678,0.989148231662248,0.010369212167825461,0.0004825561699265852,1.0,1.4740058402725714e-32,1.5628163346130687e-25,-1.060396316898922,-0.17865338935478145,2.220446049250313e-16,2.7755575615628914e-17,-21.423640813963157,-21.423640813963157,7.60086321404888,1.0,1.4740058402725714e-32,1.5628163346130687e-25,1.0,1.4740058402725714e-32,1.5628163346130687e-25,3.3797896055832632,False,False,none,,False,1.5628163346130687e-25,0,-0.7278773077589274,-0.060203748022271214,0.058790306562948466,0.00046168874811756304,0.029437872576773348,-11.382949970773726,-1.4228687463467158,-6.303110240702966,-2.27168659620017,4.031423644502796,0.07211838904885799,-0.03373424964171349,0.10444759414764951,-0.05989428111874601,0.04376892109550118,0.2848034975088847,0.004595557931097795,0.0,0.010227838439933207,0.024421093514378923,0.010227838439933207,-0.024421093514378923,0.2802079395777869,0.0,1.1102230246251565e-16,0.0,-7.095188127372902e-17,,,,0.0,0.0,1.2627382719668868e-39,0.0,True,,
fault|step|c28|A|p0000|r006,PHASE9-FRESH-TWIN-ROUND-LEDGER-V1,fault,fault|step,ab/c28/fault/step,A,PHASE9-BACKEND-A-JOINT-FOCK-QUTRIT-GKSL-V1,28,high_cutoff_state_design_pilot,1430000,0,fault|step|c28|A|p0000,6,False,Z,,step,,0,NUMPY_SEEDSEQUENCE_ADDRESSED,pilot_c28_fault_step_A__ffb08170efd06944,6,-1,6,6,ef449fbf3ad36421b2e4b2da3e012e8daca1655c02f0deadce19b6c374b358bc,0.10444759414764951,-0.05989428111874601,0.9893052026776102,0.010212381592767323,0.0004824157296224652,0.9999999999999952,8.386110210699299e-29,4.731135370244674e-15,-0.913293394114122,0.31814959092366807,1.1102230246251565e-16,0.0,-10.25741962570845,-10.25741962570845,1.9894885084228389,0.9999999999999952,8.386110210699299e-29,4.731135370244674e-15,0.9999999999999952,8.386110210699299e-29,4.731135370244674e-15,3.3519855384486528,False,False,none,,False,4.731135370244674e-15,0,-0.7277813037744669,-0.05933950302968018,0.05834651609868724,0.00046170235765459754,0.029437687023697603,-17.008085741578583,-2.126010717697323,6.704401521165636,4.375692905054329,-2.3287086161113066,0.07225578592645687,-0.02951333776506713,0.10119800288536378,-0.059383054867531204,0.04284280862602267,0.23611724289104885,0.2327824518504747,0.0,-0.0100115712427219,0.016838460409151927,-0.0100115712427219,-0.016838460409151927,0.003334791040574133,0.0,0.0,0.0,-2.0568398209277466e-19,,,,0.0,0.0,5.551115123125814e-16,0.0,True,,
fault|step|c28|A|p0000|r007,PHASE9-FRESH-TWIN-ROUND-LEDGER-V1,fault,fault|step,ab/c28/fault/step,A,PHASE9-BACKEND-A-JOINT-FOCK-QUTRIT-GKSL-V1,28,high_cutoff_state_design_pilot,1430000,0,fault|step|c28|A|p0000,7,False,XZ,,step,,0,NUMPY_SEEDSEQUENCE_ADDRESSED,pilot_c28_fault_step_A__ffb08170efd06944,7,-1,7,7,a3f30ec178fc34cc809ce7a7203a74d10d2882b5c13033e02af369a9e952068d,0.10119800288536378,-0.059383054867531204,0.988966971751526,0.010550267607398597,0.0004827606410753722,1.0,4.490623937284171e-27,3.7297407772982315e-22,-0.8496644259574507,-0.14040680410931344,1.1102230246251565e-16,0.0,-10.092142997858394,-10.092142997858394,3.147700516394202,1.0,4.490623937284171e-27,3.7297407772982315e-22,1.0,4.490623937284171e-27,3.7297407772982315e-22,3.4247901626916164,False,False,none,,False,3.7297407772982315e-22,0,-0.7304561956371446,-0.058827880130294524,0.059302499516707366,0.00046171340113651364,0.029438142728833314,-8.189304084854635,-1.0236630106068294,6.567080182768552,4.634112894518832,-1.9329672882497198,0.07152732258631003,-0.025129856886412553,0.10518979837239491,-0.0558449027899996,0.04386604890650654,0.1488155681849586,0.005193487998333196,0.0,-0.016905998625415634,-0.014125972366829468,-0.016905998625415634,0.014125972366829468,0.14362208018662542,0.0,1.1102230246251565e-16,0.0,-8.835283336349307e-21,,,,0.0,0.0,1.6457136150956145e-36,0.0,True,,
fault|step|c28|A|p0000|r008,PHASE9-FRESH-TWIN-ROUND-LEDGER-V1,fault,fault|step,ab/c28/fault/step,A,PHASE9-BACKEND-A-JOINT-FOCK-QUTRIT-GKSL-V1,28,high_cutoff_state_design_pilot,1430000,0,fault|step|c28|A|p0000,8,False,IDLE,,step,,0,NUMPY_SEEDSEQUENCE_ADDRESSED,pilot_c28_fault_step_A__ffb08170efd06944,8,-1,8,8,1c1c700b3d700533f4dc93ba56bfc3b326abf7195a9cd57903ea1c33935ae92f,0.10518979837239491,-0.0558449027899996,0.9893712313192963,0.010146455964155162,0.0004823127165485018,1.0,2.4697693859567814e-24,8.462166105126017e-19,-0.7381076148545076,-0.022828246131869623,0.0,3.469446951953614e-18,-8.369938289856039,-8.369938289856039,2.479121335115642,1.0,2.4697693859567814e-24,8.462166105126017e-19,1.0,2.4697693859567814e-24,8.462166105126017e-19,3.3460972904069535,False,False,none,,False,8.462166105126017e-19,0,-0.727151260679475,-0.05529024316596882,0.058159890478705165,0.0004616659788790889,0.029437550920336862,-18.357187339100967,-2.294648417387621,1.98788417691624,-3.182259469859774,-5.170143646776014,0.07014898387507268,-0.02461655601933049,0.10440440345981261,-0.05155595289851372,0.0428101963030831,0.16394225184154032,0.15753792840844288,0.0,0.020645423047716476,-0.013803276696674905,0.020645423047716476,0.013803276696674905,0.006404323433097438,0.0,0.0,0.0,-9.538598923459986e-17,,,,0.0,0.0,9.633653749568668e-35,0.0,True,,
fault|step|c28|A|p0000|r009,PHASE9-FRESH-TWIN-ROUND-LEDGER-V1,fault,fault|step,ab/c28/fault/step,A,PHASE9-BACKEND-A-JOINT-FOCK-QUTRIT-GKSL-V1,28,high_cutoff_state_design_pilot,1430000,0,fault|step|c28|A|p0000,9,False,X,,step,,0,NUMPY_SEEDSEQUENCE_ADDRESSED,pilot_c28_fault_step_A__ffb08170efd06944,9,-1,9,9,4e32fe45cf6f4121b66cb2cf034383355f3bd45c341216fcdcdf20784848b30c,0.10440440345981261,-0.05155595289851372,0.9892363121066806,0.010281221932946614,0.0004824659603729092,1.0,5.464951569814555e-32,8.289676112200383e-24,-1.0377316573692672,-0.08650937889294966,0.0,1.3877787807814457e-17,-9.661159591362459,-9.661159591362459,2.3906117019807387,1.0,5.464951569814555e-32,8.289676112200383e-24,1.0,5.464951569814555e-32,8.289676112200383e-24,3.3767669175165342,False,False,none,,False,8.289676112200383e-24,0,-0.7277074231878612,-0.05100111704408487,0.058541326296702265,0.00046168547631840956,0.029437753389767812,-9.113839601052637,-1.1392299501315797,6.596633307616903,4.359475755497289,-2.237157552119614,0.07064452026137302,-0.024923839537769072,0.10366948558852962,-0.04829381502455682,0.042984935902268664,0.12750020187537217,0.016798293248714655,0.0,0.035519486106304766,0.007018385225579355,0.035519486106304766,-0.007018385225579355,0.11070190862665752,0.0,0.0,0.0,-5.832511784197261e-19,,,,0.0,0.0,5.877471834029241e-38,0.0,True,,
